,states,coherence
0,'001011001011',0.6566666666666666
1,'001101011000',0.5916666666666667
2,'000011001011',0.68
3,'110101110000',0.31
4,'111100110100',0.69
5,'111010100111',0.5383333333333333
6,'110010100111',0.5875
7,'000101011000',0.5408333333333334
8,'110011100011',0.5816666666666667
9,'110100110100',0.6591666666666667
10,'000010001111',0.3591666666666667
11,'111101110000',0.3275
12,'111011100011',0.5616666666666666
13,'000100011100',0.5491666666666667
14,'001100011100',0.5875
15,'001010001111',0.30833333333333335
16,'110100100101',0.6275
17,'001011011010',0.6275
18,'110001100011',0.5783333333333334
19,'001110011100',0.5833333333333334
20,'000011001010',0.7283333333333334
21,'001111011000',0.5333333333333333
22,'000010001110',0.335
23,'110000100111',0.535
24,'111100110101',0.7225
25,'000110001100',0.42583333333333334
26,'111011110010',0.375
27,'001110001101',0.36916666666666664
28,'111001110010',0.36666666666666664
29,'110001110010',0.37
30,'111001110011',0.41833333333333333
31,'111101110001',0.31583333333333335
32,'000100001101',0.37416666666666665
33,'000110001101',0.36833333333333335
