,states,coherence
0,'111100010101',0.425
1,'001110111100',0.5733333333333334
2,'110001000011',0.5866666666666667
3,'000011101010',0.41083333333333333
4,'110011000011',0.5975
5,'000110101100',0.4008333333333333
6,'001100111100',0.6075
7,'111001010011',0.3958333333333333
8,'000110101101',0.38166666666666665
9,'000011101011',0.45
10,'111001010010',0.37
11,'111011010010',0.3416666666666667
12,'111100010100',0.43333333333333335
13,'000100101101',0.3283333333333333
14,'110000000111',0.6775
15,'001101111000',0.7116666666666667
16,'110010000111',0.6941666666666667
17,'111010000111',0.6541666666666667
18,'111010010110',0.425
19,'111000010111',0.47333333333333333
20,'001111111000',0.6816666666666666
21,'111000010110',0.44333333333333336
22,'000111101000',0.475
23,'000101111000',0.6625
24,'110001010010',0.36083333333333334
25,'001011101011',0.4083333333333333
26,'000100111100',0.5383333333333333
27,'001111101001',0.4508333333333333
28,'000101101001',0.4508333333333333
29,'001110101101',0.37166666666666665
30,'111011000011',0.5525
31,'110000010110',0.44916666666666666
32,'110100010100',0.395
33,'000111101001',0.45916666666666667
