,states,coherence
0,'110011100011',0.6341666666666667
1,'000100011100',0.5958333333333333
2,'001101011000',0.5341666666666667
3,'110010100111',0.5383333333333333
4,'001100011100',0.6516666666666666
5,'000010001111',0.3883333333333333
6,'001010001111',0.35333333333333333
7,'111010100111',0.49416666666666664
8,'000101011000',0.5
9,'110101110000',0.3466666666666667
10,'111011100011',0.6008333333333333
11,'110100110100',0.6216666666666667
12,'001011001011',0.605
13,'111101110000',0.38
14,'111100110100',0.6425
15,'000011001011',0.6441666666666667
16,'001110011100',0.6166666666666667
17,'000011001010',0.6875
18,'001011011010',0.6183333333333333
19,'110001100011',0.63
20,'000110001100',0.44416666666666665
21,'111100110101',0.6766666666666666
22,'111001110011',0.4633333333333333
23,'110100100101',0.5983333333333334
24,'000100001101',0.43166666666666664
25,'000110001101',0.41583333333333333
26,'111011110010',0.4275
27,'111001110010',0.4066666666666667
28,'001111011000',0.5041666666666667
29,'110000100111',0.4866666666666667
30,'110001110010',0.4325
31,'000010001110',0.3625
32,'001110001101',0.4166666666666667
33,'111101110001',0.38083333333333336
