"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0294529009064448,0.0861563637811623,-0.712483076860095,-0.354639469430495,1,0.100581820355875,-1,0.354639469430495,-0.0861563637811623,0.454217766511856
"GRHL2",1,1,-0.0294529009064448,0.0861563637811623,-0.712483076860095,-0.354639469430495,1,0.100581820355875,-1,0.354639469430495,-0.0861563637811623,0.454217766511856
"Iext",-0.0294529009064448,-0.0294529009064448,1,0.368663890844891,0.0637138163282272,0.00601203696030793,-0.0294529009064448,0.7168911591351,0.0294529009064448,-0.00601203696030793,-0.368663890844891,-0.1620911108496
"KEAP1",0.0861563637811623,0.0861563637811623,0.368663890844891,1,0.201358239805275,-0.592464255839691,0.0861563637811623,0.396108053175292,-0.0861563637811623,0.592464255839691,-1,-0.210375198501135
"NRF2",-0.712483076860095,-0.712483076860095,0.0637138163282272,0.201358239805275,1,0.0927704975018507,-0.712483076860095,-0.219399680698503,0.712483076860095,-0.0927704975018507,-0.201358239805275,-0.335402239367544
"OCT4",-0.354639469430495,-0.354639469430495,0.00601203696030793,-0.592464255839691,0.0927704975018507,1,-0.354639469430495,0.0114254302867424,0.354639469430495,-1,0.592464255839691,-0.151075191409604
"OVOL2",1,1,-0.0294529009064448,0.0861563637811623,-0.712483076860095,-0.354639469430495,1,0.100581820355875,-1,0.354639469430495,-0.0861563637811623,0.454217766511856
"SNAIL",0.100581820355875,0.100581820355875,0.7168911591351,0.396108053175292,-0.219399680698503,0.0114254302867424,0.100581820355875,1,-0.100581820355875,-0.0114254302867424,-0.396108053175293,-0.445199714998625
"ZEB",-1,-1,0.0294529009064448,-0.0861563637811623,0.712483076860095,0.354639469430495,-1,-0.100581820355875,1,-0.354639469430495,0.0861563637811623,-0.454217766511856
"miR145",0.354639469430495,0.354639469430495,-0.00601203696030793,0.592464255839691,-0.0927704975018507,-1,0.354639469430495,-0.0114254302867424,-0.354639469430495,1,-0.592464255839691,0.151075191409604
"miR200",-0.0861563637811623,-0.0861563637811623,-0.368663890844891,-1,-0.201358239805275,0.592464255839691,-0.0861563637811623,-0.396108053175293,0.0861563637811623,-0.592464255839691,1,0.210375198501135
"miR34",0.454217766511856,0.454217766511856,-0.1620911108496,-0.210375198501135,-0.335402239367544,-0.151075191409604,0.454217766511856,-0.445199714998625,-0.454217766511856,0.151075191409604,0.210375198501135,1
