"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.02678796303272,-0.00150851183362721,-0.378949635581332,-0.357279664367517,1,-0.0326084470574327,-1,0.357279664367517,0.000704766639218761,0.463629917156931
"GRHL2",1,1,-0.02678796303272,-0.00150851183362721,-0.378949635581332,-0.357279664367517,1,-0.0326084470574327,-1,0.357279664367517,0.000704766639218761,0.463629917156931
"Iext",-0.02678796303272,-0.02678796303272,1,-0.00170367889714382,0.0125400752111362,0.0021072051332166,-0.02678796303272,0.602488985518556,0.02678796303272,-0.0021072051332166,-0.299691469899943,-0.171465715610559
"KEAP1",-0.00150851183362721,-0.00150851183362721,-0.00170367889714382,1,-0.619540913065853,0.00130235140387179,-0.00150851183362721,0.260959742744866,0.00150851183362721,-0.00130235140387179,-0.116274453251179,-0.0635112484652526
"NRF2",-0.378949635581332,-0.378949635581332,0.0125400752111362,-0.619540913065853,1,0.131535920540634,-0.378949635581332,-0.384969525679966,0.378949635581332,-0.131535920540634,0.187713513419923,-0.0460513271901999
"OCT4",-0.357279664367517,-0.357279664367517,0.0021072051332166,0.00130235140387179,0.131535920540634,1,-0.357279664367517,-0.00170608246928296,0.357279664367517,-1,0.494334528227544,-0.149192511230401
"OVOL2",1,1,-0.02678796303272,-0.00150851183362721,-0.378949635581332,-0.357279664367517,1,-0.0326084470574327,-1,0.357279664367517,0.000704766639218761,0.463629917156931
"SNAIL",-0.0326084470574327,-0.0326084470574327,0.602488985518556,0.260959742744866,-0.384969525679966,-0.00170608246928296,-0.0326084470574327,1,0.0326084470574327,0.00170608246928296,-0.507373957685535,-0.568978155695683
"ZEB",-1,-1,0.02678796303272,0.00150851183362721,0.378949635581332,0.357279664367517,-1,0.0326084470574327,1,-0.357279664367517,-0.000704766639218761,-0.463629917156931
"miR145",0.357279664367517,0.357279664367517,-0.0021072051332166,-0.00130235140387179,-0.131535920540634,-1,0.357279664367517,0.00170608246928296,-0.357279664367517,1,-0.494334528227544,0.149192511230401
"miR200",0.000704766639218761,0.000704766639218761,-0.299691469899943,-0.116274453251179,0.187713513419923,0.494334528227544,0.000704766639218761,-0.507373957685535,-0.000704766639218761,-0.494334528227544,1,0.305108801307249
"miR34",0.463629917156931,0.463629917156931,-0.171465715610559,-0.0635112484652526,-0.0460513271901999,-0.149192511230401,0.463629917156931,-0.568978155695683,-0.463629917156931,0.149192511230401,0.305108801307249,1
