"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0291494759274554,-0.0381654201324927,-0.430235314996776,-0.356908362121921,1,-0.0373635730248231,-1,0.356908362121921,0.0381654201324927,0.460883612242859
"GRHL2",1,1,-0.0291494759274554,-0.0381654201324927,-0.430235314996776,-0.356908362121921,1,-0.0373635730248231,-1,0.356908362121921,0.0381654201324927,0.460883612242859
"Iext",-0.0291494759274554,-0.0291494759274554,1,0.26775973567352,-0.0622104708919792,0.00230095004098078,-0.0291494759274554,0.593910413778293,0.0291494759274554,-0.00230095004098078,-0.26775973567352,-0.170390204574678
"KEAP1",-0.0381654201324927,-0.0381654201324927,0.26775973567352,1,-0.53159713090253,-0.439841620241784,-0.0381654201324927,0.597317119023039,0.0381654201324927,0.439841620241784,-1,-0.357307763987438
"NRF2",-0.430235314996776,-0.430235314996776,-0.0622104708919792,-0.53159713090253,1,0.279164057599155,-0.430235314996776,-0.468298662152969,0.430235314996776,-0.279164057599155,0.53159713090253,0.0447743222368634
"OCT4",-0.356908362121921,-0.356908362121921,0.00230095004098078,-0.439841620241784,0.279164057599155,1,-0.356908362121921,-0.0371617294741749,0.356908362121921,-1,0.439841620241784,-0.141543065761014
"OVOL2",1,1,-0.0291494759274554,-0.0381654201324927,-0.430235314996776,-0.356908362121921,1,-0.0373635730248231,-1,0.356908362121921,0.0381654201324927,0.460883612242859
"SNAIL",-0.0373635730248231,-0.0373635730248231,0.593910413778293,0.597317119023039,-0.468298662152969,-0.0371617294741749,-0.0373635730248231,1,0.0373635730248231,0.0371617294741749,-0.597317119023039,-0.576479909786312
"ZEB",-1,-1,0.0291494759274554,0.0381654201324927,0.430235314996776,0.356908362121921,-1,0.0373635730248231,1,-0.356908362121921,-0.0381654201324927,-0.460883612242859
"miR145",0.356908362121921,0.356908362121921,-0.00230095004098078,0.439841620241784,-0.279164057599155,-1,0.356908362121921,0.0371617294741749,-0.356908362121921,1,-0.439841620241784,0.141543065761014
"miR200",0.0381654201324927,0.0381654201324927,-0.26775973567352,-1,0.53159713090253,0.439841620241784,0.0381654201324927,-0.597317119023039,-0.0381654201324927,-0.439841620241784,1,0.357307763987438
"miR34",0.460883612242859,0.460883612242859,-0.170390204574678,-0.357307763987438,0.0447743222368634,-0.141543065761014,0.460883612242859,-0.576479909786312,-0.460883612242859,0.141543065761014,0.357307763987438,1
