"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0272379129259456,-0.15962358811351,0.630683943448411,-0.353294633955709,1,-0.452432616060008,-1,0.353294633955709,0.15962358811351,0.581012813751842
"GRHL2",1,1,-0.0272379129259456,-0.15962358811351,0.630683943448411,-0.353294633955709,1,-0.452432616060008,-1,0.353294633955709,0.15962358811351,0.581012813751842
"Iext",-0.0272379129259456,-0.0272379129259456,1,0.215902267498597,-0.0813139277538052,0.00620865230584394,-0.0272379129259456,0.415381601719362,0.0272379129259456,-0.00620865230584394,-0.215902267498597,-0.286801494286249
"KEAP1",-0.15962358811351,-0.15962358811351,0.215902267498597,1,-0.528940559157391,-0.362908078578347,-0.15962358811351,0.560985784574582,0.15962358811351,0.362908078578347,-1,-0.432405679720286
"NRF2",0.630683943448411,0.630683943448411,-0.0813139277538052,-0.528940559157391,1,-0.0725015895979177,0.630683943448411,-0.665933320815769,-0.630683943448411,0.0725015895979177,0.528940559157391,0.537353205646201
"OCT4",-0.353294633955709,-0.353294633955709,0.00620865230584394,-0.362908078578347,-0.0725015895979177,1,-0.353294633955709,0.0761063649721755,0.353294633955709,-1,0.362908078578347,-0.167834852829443
"OVOL2",1,1,-0.0272379129259456,-0.15962358811351,0.630683943448411,-0.353294633955709,1,-0.452432616060008,-1,0.353294633955709,0.15962358811351,0.581012813751842
"SNAIL",-0.452432616060008,-0.452432616060008,0.415381601719362,0.560985784574582,-0.665933320815769,0.0761063649721755,-0.452432616060008,1,0.452432616060008,-0.0761063649721755,-0.560985784574582,-0.871419802308166
"ZEB",-1,-1,0.0272379129259456,0.15962358811351,-0.630683943448411,0.353294633955709,-1,0.452432616060008,1,-0.353294633955709,-0.15962358811351,-0.581012813751842
"miR145",0.353294633955709,0.353294633955709,-0.00620865230584394,0.362908078578347,0.0725015895979177,-1,0.353294633955709,-0.0761063649721755,-0.353294633955709,1,-0.362908078578347,0.167834852829443
"miR200",0.15962358811351,0.15962358811351,-0.215902267498597,-1,0.528940559157391,0.362908078578347,0.15962358811351,-0.560985784574582,-0.15962358811351,-0.362908078578347,1,0.432405679720286
"miR34",0.581012813751842,0.581012813751842,-0.286801494286249,-0.432405679720286,0.537353205646201,-0.167834852829443,0.581012813751842,-0.871419802308166,-0.581012813751842,0.167834852829443,0.432405679720286,1
