,states,coherence
0,'000100011100',0.5441666666666667
1,'001100011100',0.5791666666666667
2,'000011001011',0.695
3,'001011001011',0.6525
4,'110001110010',0.4891666666666667
5,'111100110100',0.6875
6,'110011100011',0.5766666666666667
7,'001110001101',0.48
8,'110100110100',0.6591666666666667
9,'111011100011',0.5466666666666666
10,'111001110010',0.4683333333333333
11,'000110001101',0.48333333333333334
12,'000011001010',0.7175
13,'111100110101',0.725
14,'110100100101',0.8008333333333333
15,'001110011100',0.5633333333333334
16,'110001100011',0.5725
17,'001011011010',0.7941666666666667
18,'000110001100',0.5208333333333334
19,'111001110011',0.5141666666666667
20,'000100001101',0.4375
21,'111011110010',0.42583333333333334
