"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0267285572245094,0.107426637698626,-1,-0.355086895898185,1,0.208129094804136,-1,0.355086895898185,-0.107426637698626,0.423964193678135
"GRHL2",1,1,-0.0267285572245094,0.107426637698626,-1,-0.355086895898185,1,0.208129094804136,-1,0.355086895898185,-0.107426637698626,0.423964193678135
"Iext",-0.0267285572245094,-0.0267285572245094,1,0.375313164426493,0.0267285572245094,-0.000701343404350429,-0.0267285572245094,0.765141815034242,0.0267285572245094,0.000701343404350456,-0.375313164426493,-0.133046056001439
"KEAP1",0.107426637698626,0.107426637698626,0.375313164426493,1,-0.107426637698626,-0.582948214825037,0.107426637698626,0.504857393456256,-0.107426637698626,0.582948214825037,-1,-0.218337541535738
"NRF2",-1,-1,0.0267285572245094,-0.107426637698626,1,0.355086895898185,-1,-0.208129094804136,1,-0.355086895898185,0.107426637698626,-0.423964193678135
"OCT4",-0.355086895898185,-0.355086895898185,-0.000701343404350429,-0.582948214825037,0.355086895898185,1,-0.355086895898185,-0.0877961677587529,0.355086895898185,-1,0.582948214825037,-0.133844768704182
"OVOL2",1,1,-0.0267285572245094,0.107426637698626,-1,-0.355086895898185,1,0.208129094804136,-1,0.355086895898185,-0.107426637698626,0.423964193678135
"SNAIL",0.208129094804136,0.208129094804136,0.765141815034242,0.504857393456256,-0.208129094804136,-0.0877961677587529,0.208129094804136,1,-0.208129094804136,0.0877961677587529,-0.504857393456256,-0.367905577554612
"ZEB",-1,-1,0.0267285572245094,-0.107426637698626,1,0.355086895898185,-1,-0.208129094804136,1,-0.355086895898185,0.107426637698626,-0.423964193678135
"miR145",0.355086895898185,0.355086895898185,0.000701343404350456,0.582948214825037,-0.355086895898185,-1,0.355086895898185,0.0877961677587529,-0.355086895898185,1,-0.582948214825037,0.133844768704182
"miR200",-0.107426637698626,-0.107426637698626,-0.375313164426493,-1,0.107426637698626,0.582948214825037,-0.107426637698626,-0.504857393456256,0.107426637698626,-0.582948214825037,1,0.218337541535738
"miR34",0.423964193678135,0.423964193678135,-0.133046056001439,-0.218337541535738,-0.423964193678135,-0.133844768704182,0.423964193678135,-0.367905577554612,-0.423964193678135,0.133844768704182,0.218337541535738,1
