"Network","JSD0","JSDAll","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","GroupStrength","netStrength","Jmetric","JStrength"
"miR145-OCT4_2-1",1,1,0.185185185185185,0.288888888888889,0.333333333333333,"0.401666666666667","0.551333333333333","0.725833333333333",0.173903178819191,36.1668884961299,0.185492982526043,41.8085919023532
"miR145-ZEB_2-0",0.00338753710047853,0.00338753710047853,0.192307692307692,0.273755656108597,0.346153846153846,"0.368333333333333","0.519362745098039","0.713333333333333",0.0858210879900728,36.9011752903493,0.110529376838291,31.4763632797695
"miR145-ZEB_2-1",0.0188792108029448,0.0188792108029448,0.185185185185185,0.278867102396514,0.333333333333333,"0.385833333333333","0.505343137254902","0.618333333333333",0.0612608422417494,27.2036014890561,0.109780170963412,31.0301638765135
"miR200-KEAP1_2-0",0.277633343356898,0.277633343356898,0.192307692307692,0.305361305361305,0.423076923076923,"0.148333333333333","0.423585858585859","0.6475",0.263996153889159,34.5749250319262,0.110565497491762,28.9844668542635
"miR200-KEAP1_2-1",1,1,0.185185185185185,0.303240740740741,0.407407407407407,"0.21","0.476276041666667","0.720833333333333",0.206739197485823,37.8808519587647,0.150263523896752,33.1276053815094
"miR200-ZEB_2-0",0.00195568005717499,0.00195568005717499,0.192307692307692,0.280542986425339,0.384615384615385,"0.348333333333333","0.512377450980392","0.729166666666667",0.302111635685327,40.4764204728483,0.150786321035766,32.0727632693071
"miR200-ZEB_2-1",0.00737243025766665,0.00737243025766665,0.185185185185185,0.291938997821351,0.407407407407407,"0.23","0.499338235294118","0.738333333333333",0.177546558048607,28.3377280630778,0.138146666414908,33.7572462480501
"miR34-SNAIL_2-0",0.245799497967484,0.244774728713987,0.192307692307692,0.283653846153846,0.346153846153846,"0.301666666666667","0.50234375","0.7275",0.0814542043729824,33.9929128961797,0.198616789138981,38.0012953231609
"miR34-SNAIL_2-1",0.45414779023402,0.45414779023402,0.222222222222222,0.311728395061728,0.37037037037037,"0.303333333333333","0.517916666666667","0.821666666666667",0.0734778854407337,31.5204555141107,0.215759762390555,41.5362929723351
"NRF2-SNAIL_2-0",0.216663848158791,0.183751083041955,0.192307692307692,0.256410256410256,0.346153846153846,"0.350833333333333","0.530555555555556","0.699166666666667",0.269448821298603,34.904886047877,0.165363337287581,35.2037034435709
"NRF2-SNAIL_2-1",0.387778246965067,0.387778246965067,0.185185185185185,0.275132275132275,0.37037037037037,"0.339166666666667","0.520119047619048","0.6875",0.286321360201329,39.9172847992423,0.160224671524566,37.2268224121234
"OCT4-miR145_2-0",0.186383248336864,0.186383248336864,0.192307692307692,0.236263736263736,0.269230769230769,"0.564166666666667","0.65297619047619","0.7675",0.234842117651898,40.7010171098909,0.170399863060151,40.1097802835604
"OCT4-miR145_2-1",0.188623828285412,0.188623828285412,0.222222222222222,0.264550264550265,0.296296296296296,"0.5775","0.649761904761905","0.771666666666667",0.224541117905649,37.27570842079,0.166460666068221,39.7442105270786
"OCT4-miR200_1-0",0.133943491758644,0.133943491758644,0.153846153846154,0.256410256410256,0.346153846153846,"0.435","0.590347222222222","0.718333333333333",0.333425832673543,44.0563902461755,0.137594788513926,32.6679318929741
"OCT4-miR200_1-2",0.301840310338663,0.301840310338663,0.148148148148148,0.272331154684096,0.333333333333333,"0.430833333333333","0.516544117647059","0.695",0.343104983773673,44.6837801852714,0.157976277468764,34.7986015757194
"OCT4-miR200_2-0",0.133518859787238,0.133518859787238,0.153846153846154,0.256410256410256,0.346153846153846,"0.433333333333333","0.588541666666667","0.709166666666667",0.333425832673543,44.0563902461755,0.137067408751507,32.6260977504979
"OCT4-miR200_2-1",3.3561519133865e-05,3.3561519133865e-05,0.185185185185185,0.285403050108932,0.37037037037037,"0.310833333333333","0.506151960784314","0.725",0.198308931671912,37.1338501404161,0.117923516839029,32.6115091887669
"OVOL2-miR200_2-0",0.0846132984504115,0.0846132984504115,0.153846153846154,0.254437869822485,0.346153846153846,"0.443333333333333","0.587275641025641","0.720833333333333",0.227925651304731,44.9265126366218,0.139394267938235,34.3993621102949
"OVOL2-miR200_2-1",0.215502140949964,0.215502140949964,0.148148148148148,0.261437908496732,0.333333333333333,"0.435","0.534656862745098","0.696666666666667",0.206142073803638,44.9508775069199,0.164303078388817,34.816622412315
"OVOL2-OVOL2_2-0",4.36824386998413e-05,4.36824386998413e-05,0.153846153846154,0.257918552036199,0.346153846153846,"0.305","0.504313725490196","0.729166666666667",0.190234127924365,43.6920978462634,0.117799062668561,32.6141250028101
"OVOL2-OVOL2_2-1",0.254667230940051,0.254667230940051,0.148148148148148,0.273420479302832,0.37037037037037,"0.238333333333333","0.42344362745098","0.65",0.186110211348601,43.899282939547,0.089935687807877,29.3820834920527
"OVOL2-ZEB_2-0",0.000176537758606404,0.000176537758606404,0.192307692307692,0.296380090497738,0.384615384615385,"0.311666666666667","0.497328431372549","0.711666666666667",0.228290489084396,38.4167238859,0.116222340398583,32.3770473378022
"OVOL2-ZEB_2-1",0.024479128847584,0.024479128847584,0.222222222222222,0.306878306878307,0.407407407407407,"0.269166666666667","0.504017857142857","0.624166666666667",0.169785881754496,28.8555788577321,0.13121112892647,34.6261831458038
"SNAIL-miR34_2-0",0.155362275421011,0.155362275421011,0.192307692307692,0.257692307692308,0.346153846153846,"0.4175","0.590291666666667","0.815",0.203444945076174,37.8577830564334,0.142686499310242,35.8554617881014
"SNAIL-miR34_2-1",0.200742378403066,0.200742378403066,0.222222222222222,0.274691358024691,0.333333333333333,"0.411666666666667","0.545381944444444","0.816666666666667",0.180168152911112,34.5773856788513,0.126276966468191,34.9070581802636
"SNAIL-SNAIL_2-0",3.12271979135351e-05,3.12271979135351e-05,0.153846153846154,0.257918552036199,0.346153846153846,"0.301666666666667","0.506495098039216","0.739166666666667",0.292903844639497,50.9534803676561,0.117539489887555,32.5885474514203
"SNAIL-SNAIL_2-1",0.136182622567339,0.136182622567339,0.148148148148148,0.266666666666667,0.37037037037037,"0.260833333333333","0.465566666666667","0.696666666666667",0.306973676415926,52.8279567942655,0.135232421320509,33.6617478956016
"SNAIL-ZEB_1-0",0.00186790115724331,0.00186790115724331,0.192307692307692,0.273755656108597,0.346153846153846,"0.365833333333333","0.516127450980392","0.729166666666667",0.188012780304648,35.358824328563,0.148507655432101,31.8185212863418
"SNAIL-ZEB_1-2",0.00443851178614582,0.00443851178614582,0.185185185185185,0.278867102396514,0.333333333333333,"0.375","0.525147058823529","0.741666666666667",0.149912104045953,28.9044745890002,0.154746249602092,32.835924079522
"SNAIL_miR200_2-0",0.176585454653617,0.176585454653617,0.192307692307692,0.27972027972028,0.346153846153846,"0.425833333333333","0.587878787878788","0.800833333333333",0.188393553802224,36.4027493701152,0.203036056870464,38.3098709526017
"SNAIL_miR200_2-1",0.309986260916277,0.309986260916277,0.185185185185185,0.289351851851852,0.333333333333333,"0.445833333333333","0.510026041666667","0.796666666666667",0.157205276869315,30.7762482447012,0.169296497794507,34.4796706016928
"wild",0,0,0.185185185185185,0.285403050108932,0.37037037037037,"0.315833333333333","0.507990196078431","0.724166666666667",0.198308931671912,37.1338501404161,0.117516257737758,32.5831077301483
"ZEB-Ecad_2-0",0.240613779207998,0.240613779207998,0.192307692307692,0.295755968169761,0.384615384615385,"0.256666666666667","0.454022988505747","0.6575",0.268618129164558,28.7056432158115,0.0957359578712378,29.3431215414403
"ZEB-Ecad_2-1",1,1,0.185185185185185,0.283950617283951,0.37037037037037,"0.400833333333333","0.542222222222222","0.755833333333333",0.132044511850817,28.3991554477894,0.183339287506246,38.9003732292325
"ZEB-GRHL2_2-0",0.00161463411935655,0.00161463411935655,0.192307692307692,0.306451612903226,0.423076923076923,"0.174166666666667","0.422903225806452","0.646666666666667",0.165039553140103,25.7677036478132,0.107972418411793,29.3058113838022
"ZEB-GRHL2_2-1",0.0231730362618967,0.0231730362618967,0.222222222222222,0.306878306878307,0.407407407407407,"0.274166666666667","0.502589285714286","0.628333333333333",0.0449681393096998,25.3483701831785,0.137389465501229,34.6183507328983
"ZEB-miR145_2-0",0.0114911837293709,0.0114911837293709,0.192307692307692,0.273755656108597,0.346153846153846,"0.346666666666667","0.515612745098039","0.6875",0.208515075506384,28.2397712158958,0.107265914682737,31.1812342659486
"ZEB-miR145_2-1",0.0367528873183904,0.0367528873183904,0.185185185185185,0.278867102396514,0.333333333333333,"0.393333333333333","0.512303921568627","0.681666666666667",0.154142335849952,25.4861826217436,0.140742870229883,31.5456825269962
"ZEB-miR200_2-0",0.227475457809262,0.227475457809262,0.192307692307692,0.261538461538462,0.346153846153846,"0.449166666666667","0.595666666666667","0.804166666666667",0.120348789360363,34.9377989209375,0.219295567174054,40.9889509170416
"ZEB-miR200_2-1",0.26707844249411,0.26707844249411,0.185185185185185,0.265993265993266,0.333333333333333,"0.405","0.563484848484848","0.810833333333333",0.103446864272168,27.6511033788263,0.226158298077559,42.0928809221052
"ZEB-miR34_2-0",0.143885311606282,0.143885311606282,0.192307692307692,0.266483516483516,0.346153846153846,"0.348333333333333","0.536755952380952","0.814166666666667",0.14668283647501,33.133385076728,0.160619027908732,32.2778177334986
"ZEB-miR34_2-1",0.22981336803176,0.22981336803176,0.185185185185185,0.275462962962963,0.333333333333333,"0.369166666666667","0.515078125","0.813333333333333",0.105211523029332,32.675591226677,0.18110911120863,35.6644860754645
"ZEB-OVOL2_2-1",1,1,0.185185185185185,0.298474945533769,0.37037037037037,"0.328333333333333","0.489338235294118","0.711666666666667",0.148908363583636,32.065691966066,0.179829321601253,36.0116054024831
"ZEB-ZEB_1-0",3.6217906605669e-05,3.6217906605669e-05,0.192307692307692,0.296380090497738,0.384615384615385,"0.308333333333333","0.505392156862745","0.728333333333333",0.106356857080771,19.7375416330908,0.117614208308097,32.6116213677311
"ZEB-ZEB_1-2",0.0247268293328128,0.0247268293328128,0.222222222222222,0.306878306878307,0.407407407407407,"0.270833333333333","0.507083333333333","0.643333333333333",0.0516871163784871,9.31250203173123,0.13162944038293,34.8476743819135
