,states,coherence
0,'110010100111',0.49916666666666665
1,'111010100111',0.45166666666666666
2,'000100011100',0.6275
3,'000010001111',0.4241666666666667
4,'111101110000',0.4241666666666667
5,'001010001111',0.3933333333333333
6,'001100011100',0.665
7,'001011001011',0.565
8,'000101011000',0.44666666666666666
9,'111100110100',0.6083333333333333
10,'110100110100',0.5658333333333333
11,'001101011000',0.5066666666666667
12,'000011001011',0.5983333333333334
13,'110011100011',0.6816666666666666
14,'111011100011',0.635
15,'110101110000',0.39416666666666667
16,'110001100011',0.6525
17,'001110011100',0.6683333333333333
18,'000110001100',0.4683333333333333
19,'000100001101',0.42833333333333334
20,'111001110010',0.42583333333333334
21,'111001110011',0.4691666666666667
22,'000110001101',0.4216666666666667
23,'111011110010',0.4216666666666667
24,'111100110101',0.6308333333333334
25,'111101110001',0.405
26,'110000100111',0.44583333333333336
27,'110001110010',0.4175
28,'110100100101',0.58
29,'000010001110',0.42
30,'000011001010',0.6466666666666666
31,'001111011000',0.4533333333333333
32,'001011011010',0.545
33,'001110001101',0.43166666666666664
