,states,coherence
0,'110100110100',0.5558333333333333
1,'111010100111',0.5591666666666667
2,'000101011000',0.5583333333333333
3,'111100110100',0.5716666666666667
4,'111011100011',0.56
5,'001101011000',0.59
6,'110011100011',0.5983333333333334
7,'001011001011',0.5275
8,'000011001011',0.5791666666666667
9,'110010100111',0.5983333333333334
10,'001100011100',0.6
11,'000100011100',0.55
12,'001011011010',0.6225
13,'001110011100',0.5641666666666667
14,'110100100101',0.6166666666666667
15,'110001100011',0.5691666666666667
16,'110000100111',0.5308333333333334
17,'000011001010',0.6191666666666666
18,'001111011000',0.5416666666666666
19,'111100110101',0.6258333333333334
20,'000100001101',0.2833333333333333
21,'000110001100',0.32916666666666666
22,'111001110011',0.3233333333333333
23,'000110001101',0.275
24,'111001110010',0.2866666666666667
25,'111011110010',0.3025
26,'001110001101',0.27666666666666667
27,'110001110010',0.29833333333333334
