,states,coherence
0,'110010100111',0.5766666666666667
1,'000011001011',0.6758333333333333
2,'000010001111',0.4475
3,'001101011000',0.5683333333333334
4,'111010100111',0.5075
5,'001011001011',0.6508333333333334
6,'001010001111',0.4166666666666667
7,'110100110100',0.6583333333333333
8,'111011100011',0.5258333333333334
9,'000101011000',0.5266666666666666
10,'111100110100',0.695
11,'001100011100',0.5791666666666667
12,'110101110000',0.39916666666666667
13,'000100011100',0.5308333333333334
14,'111101110000',0.45666666666666667
15,'110011100011',0.5775
16,'000011001010',0.7291666666666666
17,'001110011100',0.5675
18,'110001100011',0.56
19,'111001110011',0.41
20,'111011110010',0.36583333333333334
21,'111001110010',0.38
22,'001011011010',0.6008333333333333
23,'111100110101',0.7266666666666667
24,'110100100101',0.5883333333333334
25,'000110001100',0.42916666666666664
26,'000110001101',0.38166666666666665
27,'000100001101',0.37
28,'110000100111',0.5316666666666666
29,'000010001110',0.415
30,'110001110010',0.36583333333333334
31,'001111011000',0.5175
32,'111101110001',0.43166666666666664
33,'001110001101',0.385
