,states,coherence
0,'001100011100',0.5291666666666667
1,'111011100011',0.49416666666666664
2,'001011001011',0.5733333333333334
3,'000011001011',0.61
4,'001101011000',0.48583333333333334
5,'110011100011',0.5108333333333334
6,'111010100111',0.4575
7,'111100110100',0.6166666666666667
8,'110100110100',0.5791666666666667
9,'000101011000',0.45666666666666667
10,'110010100111',0.5
11,'000010001111',0.32083333333333336
12,'111101110000',0.30916666666666665
13,'000100011100',0.47833333333333333
14,'110101110000',0.27666666666666667
15,'001010001111',0.2708333333333333
16,'111100010100',0.3458333333333333
17,'000110001100',0.3416666666666667
18,'110011000011',0.49416666666666664
19,'111001010011',0.31583333333333335
20,'110100100101',0.5991666666666666
21,'000011101011',0.35083333333333333
22,'001011011010',0.5866666666666667
23,'110001000011',0.47583333333333333
24,'111100010101',0.3441666666666667
25,'001110011100',0.5041666666666667
26,'000110101100',0.31583333333333335
27,'000011001010',0.65
28,'110001100011',0.525
29,'111001110010',0.29
30,'000100101101',0.23833333333333334
31,'001110111100',0.49166666666666664
32,'111011010010',0.25333333333333335
33,'111100110101',0.6375
34,'111001110011',0.3308333333333333
35,'000100001101',0.28583333333333333
36,'000011101010',0.3375
37,'001100111100',0.5066666666666667
38,'000110101101',0.27
39,'111011110010',0.2991666666666667
40,'111001010010',0.2683333333333333
41,'000110001101',0.30666666666666664
42,'110000000111',0.59
43,'110010000111',0.6183333333333333
44,'111010010110',0.3975
45,'111010000111',0.5633333333333334
46,'110000010110',0.3975
47,'001111101001',0.3858333333333333
48,'111000010110',0.3825
49,'000111101000',0.425
50,'000111101001',0.3975
51,'001111011000',0.4483333333333333
52,'110001110010',0.30416666666666664
53,'000100111100',0.4508333333333333
54,'111000010111',0.4275
55,'001101111000',0.6225
56,'111101110001',0.30333333333333334
57,'001110001101',0.29083333333333333
58,'001111111000',0.6
59,'110000100111',0.44583333333333336
60,'000101111000',0.5633333333333334
61,'110001010010',0.2783333333333333
62,'110100010100',0.31333333333333335
63,'111011000011',0.4508333333333333
64,'001110101101',0.2808333333333333
65,'000010001110',0.29333333333333333
66,'000101101001',0.3908333333333333
67,'001011101011',0.3383333333333333
