,states,coherence
0,'001101011000',0.5783333333333334
1,'000011001011',0.7175
2,'000101011000',0.525
3,'111100110100',0.7041666666666667
4,'111101110000',0.4508333333333333
5,'110010100111',0.5716666666666667
6,'001100011100',0.5741666666666667
7,'001010001111',0.43833333333333335
8,'111010100111',0.5291666666666667
9,'111011100011',0.5391666666666667
10,'000010001111',0.455
11,'110101110000',0.4375
12,'110100110100',0.6758333333333333
13,'000100011100',0.5341666666666667
14,'001011001011',0.6575
15,'110011100011',0.5716666666666667
16,'110001100011',0.5708333333333333
17,'111100110101',0.7416666666666667
18,'110100100101',0.59
19,'001011011010',0.6141666666666666
20,'000011001010',0.7408333333333333
21,'001110011100',0.5641666666666667
22,'111001110011',0.4216666666666667
23,'000110001100',0.42
24,'111001110010',0.38666666666666666
25,'000100001101',0.375
26,'000110001101',0.3858333333333333
27,'111011110010',0.38333333333333336
28,'001110001101',0.385
29,'110000100111',0.5183333333333333
30,'110001110010',0.3908333333333333
31,'001111011000',0.5216666666666666
32,'111101110001',0.44583333333333336
33,'000010001110',0.43916666666666665
