"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0932163475553736,-0.131469216775001,-0.339141576786492,-0.439271296382862,1,-0.158903952578129,-1,0.439271296382862,0.131469216775001,0.544006178309788
"GRHL2",1,1,-0.0932163475553736,-0.131469216775001,-0.339141576786492,-0.439271296382862,1,-0.158903952578129,-1,0.439271296382862,0.131469216775001,0.544006178309788
"Iext",-0.0932163475553736,-0.0932163475553736,1,0.272049970732672,-0.0477612242005354,0.00470571457436595,-0.0932163475553736,0.599876533574758,0.0932163475553736,-0.00470571457436595,-0.272049970732672,-0.214773209630158
"KEAP1",-0.131469216775001,-0.131469216775001,0.272049970732672,1,-0.529388374492034,-0.429258672163037,-0.131469216775001,0.602482035647904,0.131469216775001,0.429258672163037,-1,-0.390806341086779
"NRF2",-0.339141576786492,-0.339141576786492,-0.0477612242005354,-0.529388374492034,1,0.285871677532032,-0.339141576786492,-0.447882918456837,0.339141576786492,-0.285871677532032,0.529388374492034,0.0627811610638493
"OCT4",-0.439271296382862,-0.439271296382862,0.00470571457436595,-0.429258672163037,0.285871677532032,1,-0.439271296382862,-0.0317416139042299,0.439271296382862,-1,0.429258672163037,-0.179934050122697
"OVOL2",1,1,-0.0932163475553736,-0.131469216775001,-0.339141576786492,-0.439271296382862,1,-0.158903952578129,-1,0.439271296382862,0.131469216775001,0.544006178309788
"SNAIL",-0.158903952578129,-0.158903952578129,0.599876533574758,0.602482035647904,-0.447882918456837,-0.0317416139042299,-0.158903952578129,1,0.158903952578129,0.0317416139042299,-0.602482035647904,-0.614897646148898
"ZEB",-1,-1,0.0932163475553736,0.131469216775001,0.339141576786492,0.439271296382862,-1,0.158903952578129,1,-0.439271296382862,-0.131469216775001,-0.544006178309788
"miR145",0.439271296382862,0.439271296382862,-0.00470571457436595,0.429258672163037,-0.285871677532032,-1,0.439271296382862,0.0317416139042299,-0.439271296382862,1,-0.429258672163037,0.179934050122697
"miR200",0.131469216775001,0.131469216775001,-0.272049970732672,-1,0.529388374492034,0.429258672163037,0.131469216775001,-0.602482035647904,-0.131469216775001,-0.429258672163037,1,0.390806341086779
"miR34",0.544006178309788,0.544006178309788,-0.214773209630158,-0.390806341086779,0.0627811610638493,-0.179934050122697,0.544006178309788,-0.614897646148898,-0.544006178309788,0.179934050122697,0.390806341086779,1
