,states,coherence
0,'111001110010',0.485
1,'001110001101',0.4866666666666667
2,'000100011100',0.5516666666666666
3,'111011100011',0.5441666666666667
4,'000110001101',0.4741666666666667
5,'110100110100',0.6583333333333333
6,'001101011000',0.6491666666666667
7,'001011001011',0.6566666666666666
8,'000101011000',0.6208333333333333
9,'110010100111',0.6433333333333333
10,'111100110100',0.68
11,'001100011100',0.5908333333333333
12,'110011100011',0.605
13,'111010100111',0.6116666666666667
14,'000011001011',0.6991666666666667
15,'110001110010',0.465
16,'111001110011',0.5033333333333333
17,'000100001101',0.44333333333333336
18,'001110011100',0.5875
19,'000011001010',0.7058333333333333
20,'000110001100',0.515
21,'111100110101',0.7208333333333333
22,'110001100011',0.5941666666666666
23,'111011110010',0.44333333333333336
24,'110000100111',0.665
25,'001111011000',0.6691666666666667
