"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0175428454593808,-0.111777842340539,-0.469676340572629,-0.35679433586152,1,-0.186563157887981,-1,0.35679433586152,0.111777842340539,0.506163026504334
"GRHL2",1,1,-0.0175428454593808,-0.111777842340539,-0.469676340572629,-0.35679433586152,1,-0.186563157887981,-1,0.35679433586152,0.111777842340539,0.506163026504334
"Iext",-0.0175428454593808,-0.0175428454593808,1,0.0893229035909497,-0.0315787040480158,0.0023061170251577,-0.0175428454593808,0.178545757469931,0.0175428454593808,-0.0023061170251577,-0.0893229035909497,-0.0903249102207042
"KEAP1",-0.111777842340539,-0.111777842340539,0.0893229035909497,1,-0.418546136599111,-0.363408125542213,-0.111777842340539,0.604410651438757,0.111777842340539,0.363408125542213,-1,-0.406715958301466
"NRF2",-0.469676340572629,-0.469676340572629,-0.0315787040480158,-0.418546136599111,1,0.302455901064627,-0.469676340572629,-0.228270164696696,0.469676340572629,-0.302455901064627,0.418546136599111,-0.0540363939231373
"OCT4",-0.35679433586152,-0.35679433586152,0.0023061170251577,-0.363408125542213,0.302455901064627,1,-0.35679433586152,0.032181854106786,0.35679433586152,-1,0.363408125542213,-0.159300326383281
"OVOL2",1,1,-0.0175428454593808,-0.111777842340539,-0.469676340572629,-0.35679433586152,1,-0.186563157887981,-1,0.35679433586152,0.111777842340539,0.506163026504334
"SNAIL",-0.186563157887981,-0.186563157887981,0.178545757469931,0.604410651438757,-0.228270164696696,0.032181854106786,-0.186563157887981,1,0.186563157887981,-0.032181854106786,-0.604410651438757,-0.680399653548608
"ZEB",-1,-1,0.0175428454593808,0.111777842340539,0.469676340572629,0.35679433586152,-1,0.186563157887981,1,-0.35679433586152,-0.111777842340539,-0.506163026504334
"miR145",0.35679433586152,0.35679433586152,-0.0023061170251577,0.363408125542213,-0.302455901064627,-1,0.35679433586152,-0.032181854106786,-0.35679433586152,1,-0.363408125542213,0.159300326383281
"miR200",0.111777842340539,0.111777842340539,-0.0893229035909497,-1,0.418546136599111,0.363408125542213,0.111777842340539,-0.604410651438757,-0.111777842340539,-0.363408125542213,1,0.406715958301466
"miR34",0.506163026504334,0.506163026504334,-0.0903249102207042,-0.406715958301466,-0.0540363939231373,-0.159300326383281,0.506163026504334,-0.680399653548608,-0.506163026504334,0.159300326383281,0.406715958301466,1
