,states,coherence
0,'110100110100',0.6666666666666666
1,'000100011100',0.4508333333333333
2,'000010001111',0.44166666666666665
3,'001011001011',0.6625
4,'111101110000',0.4625
5,'001100011100',0.48583333333333334
6,'110101110000',0.43
7,'001010001111',0.405
8,'110011100011',0.49583333333333335
9,'000011001011',0.6808333333333333
10,'111011100011',0.44083333333333335
11,'111100110100',0.6983333333333334
12,'001011011010',0.8025
13,'110100100101',0.8108333333333333
14,'000010001110',0.5
15,'111100110101',0.7291666666666666
16,'000011001010',0.7216666666666667
17,'111101110001',0.49833333333333335
18,'001110011100',0.4525
19,'001010011110',0.5583333333333333
20,'110101100001',0.5658333333333333
21,'110001100011',0.43666666666666665
