,states,coherence
0,'110101110000',0.3925
1,'000101011000',0.525
2,'001101011000',0.565
3,'111010100111',0.5383333333333333
4,'110011100011',0.6066666666666667
5,'001011001011',0.64
6,'000011001011',0.67
7,'110010100111',0.5691666666666667
8,'001100011100',0.6091666666666666
9,'111101110000',0.4475
10,'110100110100',0.635
11,'001010001111',0.4125
12,'111100110100',0.6691666666666667
13,'000010001111',0.44083333333333335
14,'000100011100',0.5633333333333334
15,'111011100011',0.5641666666666667
16,'110100100101',0.605
17,'000011001010',0.7116666666666667
18,'000110001100',0.4116666666666667
19,'001011011010',0.6166666666666667
20,'110001100011',0.5883333333333334
21,'111100110101',0.7133333333333334
22,'111001110011',0.415
23,'001110011100',0.5883333333333334
24,'000110001101',0.39166666666666666
25,'111011110010',0.36833333333333335
26,'000100001101',0.3825
27,'111001110010',0.38916666666666666
28,'000010001110',0.4141666666666667
29,'001111011000',0.52
30,'110000100111',0.5158333333333334
31,'110001110010',0.38416666666666666
32,'001110001101',0.37916666666666665
33,'111101110001',0.415
