"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0333498763491467,-0.367445134497772,-0.333606808199644,-0.388675569010125,1,-0.0750074102657829,-1,0.388675569010125,0.367445134497772,0.475807657499978
"GRHL2",1,1,-0.0333498763491467,-0.367445134497772,-0.333606808199644,-0.388675569010125,1,-0.0750074102657829,-1,0.388675569010125,0.367445134497772,0.475807657499978
"Iext",-0.0333498763491467,-0.0333498763491467,1,0.237657197402417,-0.0401601442084376,0.00170219441337437,-0.0333498763491467,0.582173936069666,0.0333498763491467,-0.00170219441337437,-0.237657197402417,-0.181372822196547
"KEAP1",-0.367445134497772,-0.367445134497772,0.237657197402417,1,-0.29894615551748,0.526484807490618,-0.367445134497772,0.510864249689469,0.367445134497772,-0.526484807490618,-1,-0.458181847653136
"NRF2",-0.333606808199644,-0.333606808199644,-0.0401601442084376,-0.29894615551748,1,0.0243415169691994,-0.333606808199644,-0.457985815766816,0.333606808199644,-0.0243415169691994,0.29894615551748,0.0571816147422478
"OCT4",-0.388675569010125,-0.388675569010125,0.00170219441337437,0.526484807490618,0.0243415169691994,1,-0.388675569010125,0.0373500357018674,0.388675569010125,-1,-0.526484807490618,-0.166138396192227
"OVOL2",1,1,-0.0333498763491467,-0.367445134497772,-0.333606808199644,-0.388675569010125,1,-0.0750074102657829,-1,0.388675569010125,0.367445134497772,0.475807657499978
"SNAIL",-0.0750074102657829,-0.0750074102657829,0.582173936069666,0.510864249689469,-0.457985815766816,0.0373500357018674,-0.0750074102657829,1,0.0750074102657829,-0.0373500357018674,-0.510864249689469,-0.599197379876272
"ZEB",-1,-1,0.0333498763491467,0.367445134497772,0.333606808199644,0.388675569010125,-1,0.0750074102657829,1,-0.388675569010125,-0.367445134497772,-0.475807657499978
"miR145",0.388675569010125,0.388675569010125,-0.00170219441337437,-0.526484807490618,-0.0243415169691994,-1,0.388675569010125,-0.0373500357018674,-0.388675569010125,1,0.526484807490618,0.166138396192227
"miR200",0.367445134497772,0.367445134497772,-0.237657197402417,-1,0.29894615551748,-0.526484807490618,0.367445134497772,-0.510864249689469,-0.367445134497772,0.526484807490618,1,0.458181847653136
"miR34",0.475807657499978,0.475807657499978,-0.181372822196547,-0.458181847653136,0.0571816147422478,-0.166138396192227,0.475807657499978,-0.599197379876272,-0.475807657499978,0.166138396192227,0.458181847653136,1
