"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.000796388831489794,0.00180650341228422,-0.463632061777371,-0.309758067234383,1,0.0252476688850946,-1,0.309758067234383,-0.00180650341228422,0.406528429360966
"GRHL2",1,1,-0.000796388831489794,0.00180650341228422,-0.463632061777371,-0.309758067234383,1,0.0252476688850946,-1,0.309758067234383,-0.00180650341228422,0.406528429360966
"Iext",-0.000796388831489794,-0.000796388831489794,1,0.263270298597336,-0.0747429785404469,-0.000200361437422042,-0.000796388831489794,0.590462210608319,0.000796388831489794,0.000200361437422042,-0.263270298597336,-0.15867586052046
"KEAP1",0.00180650341228422,0.00180650341228422,0.263270298597336,1,-0.538176754122805,-0.457624466729192,0.00180650341228422,0.588258079654724,-0.00180650341228422,0.457624466729192,-1,-0.342813075334264
"NRF2",-0.463632061777371,-0.463632061777371,-0.0747429785404469,-0.538176754122805,1,0.273092639206243,-0.463632061777371,-0.484277316329518,0.463632061777371,-0.273092639206243,0.538176754122805,0.052506963886782
"OCT4",-0.309758067234383,-0.309758067234383,-0.000200361437422042,-0.457624466729192,0.273092639206243,1,-0.309758067234383,-0.0458826218143366,0.309758067234383,-1,0.457624466729192,-0.116210205196188
"OVOL2",1,1,-0.000796388831489794,0.00180650341228422,-0.463632061777371,-0.309758067234383,1,0.0252476688850946,-1,0.309758067234383,-0.00180650341228422,0.406528429360966
"SNAIL",0.0252476688850946,0.0252476688850946,0.590462210608319,0.588258079654724,-0.484277316329518,-0.0458826218143366,0.0252476688850946,1,-0.0252476688850946,0.0458826218143366,-0.588258079654724,-0.568223183284587
"ZEB",-1,-1,0.000796388831489794,-0.00180650341228422,0.463632061777371,0.309758067234383,-1,-0.0252476688850946,1,-0.309758067234383,0.00180650341228422,-0.406528429360966
"miR145",0.309758067234383,0.309758067234383,0.000200361437422042,0.457624466729192,-0.273092639206243,-1,0.309758067234383,0.0458826218143366,-0.309758067234383,1,-0.457624466729192,0.116210205196188
"miR200",-0.00180650341228422,-0.00180650341228422,-0.263270298597336,-1,0.538176754122805,0.457624466729192,-0.00180650341228422,-0.588258079654724,0.00180650341228422,-0.457624466729192,1,0.342813075334264
"miR34",0.406528429360966,0.406528429360966,-0.15867586052046,-0.342813075334264,0.052506963886782,-0.116210205196188,0.406528429360966,-0.568223183284587,-0.406528429360966,0.116210205196188,0.342813075334264,1
