,states,coherence
0,'000010001111',0.37833333333333335
1,'001011001011',0.6383333333333333
2,'001010001111',0.3591666666666667
3,'000011001011',0.6575
4,'000100011100',0.5308333333333334
5,'111010100111',0.54
6,'111101110000',0.39166666666666666
7,'110011100011',0.58
8,'111100110100',0.6566666666666666
9,'110100110100',0.6375
10,'001100011100',0.5808333333333333
11,'000101011000',0.5516666666666666
12,'110101110000',0.3383333333333333
13,'110010100111',0.5866666666666667
14,'001101011000',0.58
15,'111011100011',0.535
16,'000011001010',0.7083333333333334
17,'110100100101',0.6191666666666666
18,'001011011010',0.6108333333333333
19,'110001100011',0.5583333333333333
20,'111100110101',0.7125
21,'001110011100',0.575
22,'000110001100',0.39916666666666667
23,'111001110011',0.4125
24,'000110001101',0.3591666666666667
25,'111001110010',0.3541666666666667
26,'000100001101',0.3575
27,'111011110010',0.36333333333333334
28,'110001110010',0.34833333333333333
29,'110000100111',0.515
30,'001111011000',0.5366666666666666
31,'000010001110',0.38916666666666666
32,'111101110001',0.38
33,'001110001101',0.36
