"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0266187365253204,-0.492591401718734,-0.331061609033211,1,1,-0.0612469748029003,-1,1,0.492591401718734,0.461768223578954
"GRHL2",1,1,-0.0266187365253204,-0.492591401718734,-0.331061609033211,1,1,-0.0612469748029003,-1,1,0.492591401718734,0.461768223578954
"Iext",-0.0266187365253204,-0.0266187365253204,1,0.296235173133819,-0.0418362425787931,-0.0266187365253204,-0.0266187365253204,0.574659228067274,0.0266187365253204,-0.0266187365253204,-0.296235173133819,-0.174138120302981
"KEAP1",-0.492591401718734,-0.492591401718734,0.296235173133819,1,-0.176347297454352,-0.492591401718734,-0.492591401718734,0.568654445227156,0.492591401718734,-0.492591401718734,-1,-0.574859076105978
"NRF2",-0.331061609033211,-0.331061609033211,-0.0418362425787931,-0.176347297454352,1,-0.331061609033211,-0.331061609033211,-0.467177308859302,0.331061609033211,-0.331061609033211,0.176347297454352,0.0666561765229745
"OCT4",1,1,-0.0266187365253204,-0.492591401718734,-0.331061609033211,1,1,-0.0612469748029003,-1,1,0.492591401718734,0.461768223578954
"OVOL2",1,1,-0.0266187365253204,-0.492591401718734,-0.331061609033211,1,1,-0.0612469748029003,-1,1,0.492591401718734,0.461768223578954
"SNAIL",-0.0612469748029003,-0.0612469748029003,0.574659228067274,0.568654445227156,-0.467177308859302,-0.0612469748029003,-0.0612469748029003,1,0.0612469748029002,-0.0612469748029003,-0.568654445227156,-0.59947911428075
"ZEB",-1,-1,0.0266187365253204,0.492591401718734,0.331061609033211,-1,-1,0.0612469748029002,1,-1,-0.492591401718734,-0.461768223578954
"miR145",1,1,-0.0266187365253204,-0.492591401718734,-0.331061609033211,1,1,-0.0612469748029003,-1,1,0.492591401718734,0.461768223578954
"miR200",0.492591401718734,0.492591401718734,-0.296235173133819,-1,0.176347297454352,0.492591401718734,0.492591401718734,-0.568654445227156,-0.492591401718734,0.492591401718734,1,0.574859076105978
"miR34",0.461768223578954,0.461768223578954,-0.174138120302981,-0.574859076105978,0.0666561765229745,0.461768223578954,0.461768223578954,-0.59947911428075,-0.461768223578954,0.461768223578954,0.574859076105978,1
