"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0205265377979372,0.345750749861554,-0.742265215749013,-0.345750749861554,1,0.0962253311455167,-1,0.345750749861554,-0.345750749861554,0.454491634656946
"GRHL2",1,1,-0.0205265377979372,0.345750749861554,-0.742265215749013,-0.345750749861554,1,0.0962253311455167,-1,0.345750749861554,-0.345750749861554,0.454491634656946
"Iext",-0.0205265377979372,-0.0205265377979372,1,-0.00109958472612014,0.013516934296983,0.00109958472612014,-0.0205265377979372,0.714628931912788,0.0205265377979372,-0.00109958472612014,0.00109958472612014,-0.16391389811714
"KEAP1",0.345750749861554,0.345750749861554,-0.00109958472612014,1,-0.603484360253712,-1,0.345750749861554,0.163716587199866,-0.345750749861554,1,-1,0.134280414763296
"NRF2",-0.742265215749013,-0.742265215749013,0.013516934296983,-0.603484360253712,1,0.603484360253712,-0.742265215749013,-0.271854618896408,0.742265215749013,-0.603484360253712,0.603484360253712,-0.278864688189292
"OCT4",-0.345750749861554,-0.345750749861554,0.00109958472612014,-1,0.603484360253712,1,-0.345750749861554,-0.163716587199866,0.345750749861554,-1,1,-0.134280414763296
"OVOL2",1,1,-0.0205265377979372,0.345750749861554,-0.742265215749013,-0.345750749861554,1,0.0962253311455167,-1,0.345750749861554,-0.345750749861554,0.454491634656946
"SNAIL",0.0962253311455167,0.0962253311455167,0.714628931912788,0.163716587199866,-0.271854618896408,-0.163716587199866,0.0962253311455167,1,-0.0962253311455167,0.163716587199866,-0.163716587199866,-0.449285472657707
"ZEB",-1,-1,0.0205265377979372,-0.345750749861554,0.742265215749013,0.345750749861554,-1,-0.0962253311455167,1,-0.345750749861554,0.345750749861554,-0.454491634656946
"miR145",0.345750749861554,0.345750749861554,-0.00109958472612014,1,-0.603484360253712,-1,0.345750749861554,0.163716587199866,-0.345750749861554,1,-1,0.134280414763296
"miR200",-0.345750749861554,-0.345750749861554,0.00109958472612014,-1,0.603484360253712,1,-0.345750749861554,-0.163716587199866,0.345750749861554,-1,1,-0.134280414763296
"miR34",0.454491634656946,0.454491634656946,-0.16391389811714,0.134280414763296,-0.278864688189292,-0.134280414763296,0.454491634656946,-0.449285472657707,-0.454491634656946,0.134280414763296,-0.134280414763296,1
