,states,coherence
0,'111010100111',0.5133333333333333
1,'000101011000',0.5091666666666667
2,'001100011100',0.49583333333333335
3,'111011100011',0.5941666666666666
4,'110010100111',0.4841666666666667
5,'000100011100',0.595
6,'110011100011',0.49916666666666665
7,'001101011000',0.48083333333333333
8,'111100110101',0.8116666666666666
9,'001100011101',0.4666666666666667
10,'000011001010',0.8166666666666667
11,'111001110011',0.49666666666666665
12,'000110001100',0.4891666666666667
13,'110011100010',0.46416666666666667
14,'001101011001',0.4875
15,'110000100111',0.5083333333333333
16,'110001100011',0.6175
17,'001011011010',0.6608333333333334
18,'001110011100',0.6241666666666666
19,'110010100110',0.49
20,'001111011000',0.5033333333333333
21,'110100100101',0.6575
22,'000010001110',0.4116666666666667
23,'111101110001',0.4116666666666667
