"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,0.0222400481283465,0.0540974024218428,-0.494089450106675,-0.351633645097336,1,0.0827490079009651,-1,0.351633645097336,-0.0540974024218428,0.335804778283182
"GRHL2",1,1,0.0222400481283465,0.0540974024218428,-0.494089450106675,-0.351633645097336,1,0.0827490079009651,-1,0.351633645097336,-0.0540974024218428,0.335804778283182
"Iext",0.0222400481283465,0.0222400481283465,1,0.262471567450261,-0.0881580426637826,-0.00260710421949815,0.0222400481283465,0.582848525564687,-0.0222400481283465,0.00260710421949815,-0.262471567450261,-0.164294326562367
"KEAP1",0.0540974024218428,0.0540974024218428,0.262471567450261,1,-0.560007794440059,-0.464038434978003,0.0540974024218428,0.58705621652595,-0.0540974024218428,0.464038434978003,-1,-0.340411843511837
"NRF2",-0.494089450106675,-0.494089450106675,-0.0881580426637826,-0.560007794440059,1,0.298138502582982,-0.494089450106675,-0.505309291024019,0.494089450106675,-0.298138502582982,0.560007794440059,0.0867554190573628
"OCT4",-0.351633645097336,-0.351633645097336,-0.00260710421949815,-0.464038434978003,0.298138502582982,1,-0.351633645097336,-0.0510945136801434,0.351633645097336,-1,0.464038434978003,-0.118210326440563
"OVOL2",1,1,0.0222400481283465,0.0540974024218428,-0.494089450106675,-0.351633645097336,1,0.0827490079009651,-1,0.351633645097336,-0.0540974024218428,0.335804778283182
"SNAIL",0.0827490079009651,0.0827490079009651,0.582848525564687,0.58705621652595,-0.505309291024019,-0.0510945136801434,0.0827490079009651,1,-0.0827490079009651,0.0510945136801434,-0.58705621652595,-0.581445909848774
"ZEB",-1,-1,-0.0222400481283465,-0.0540974024218428,0.494089450106675,0.351633645097336,-1,-0.0827490079009651,1,-0.351633645097336,0.0540974024218428,-0.335804778283182
"miR145",0.351633645097336,0.351633645097336,0.00260710421949815,0.464038434978003,-0.298138502582982,-1,0.351633645097336,0.0510945136801434,-0.351633645097336,1,-0.464038434978003,0.118210326440563
"miR200",-0.0540974024218428,-0.0540974024218428,-0.262471567450261,-1,0.560007794440059,0.464038434978003,-0.0540974024218428,-0.58705621652595,0.0540974024218428,-0.464038434978003,1,0.340411843511837
"miR34",0.335804778283182,0.335804778283182,-0.164294326562367,-0.340411843511837,0.0867554190573628,-0.118210326440563,0.335804778283182,-0.581445909848774,-0.335804778283182,0.118210326440563,0.340411843511837,1
