,states,coherence
0,'001101011000',0.5791666666666667
1,'111100110100',0.6875
2,'110100110100',0.6658333333333334
3,'110010100111',0.5708333333333333
4,'000101011000',0.5325
5,'111010100111',0.5433333333333333
6,'111101110000',0.3458333333333333
7,'000011001011',0.6875
8,'000010001111',0.355
9,'110101110000',0.31833333333333336
10,'001011001011',0.6591666666666667
11,'001100011100',0.5916666666666667
12,'001010001111',0.31083333333333335
13,'110011100011',0.5833333333333334
14,'000100011100',0.5391666666666667
15,'111011100011',0.5541666666666667
16,'000011001010',0.7183333333333334
17,'000100001101',0.3725
18,'110100100101',0.6133333333333333
19,'111100110101',0.725
20,'000110001100',0.41833333333333333
21,'111001110011',0.42083333333333334
22,'000110001101',0.3975
23,'111001110010',0.3775
24,'001011011010',0.6208333333333333
25,'110001100011',0.56
26,'111011110010',0.37916666666666665
27,'001110011100',0.5816666666666667
28,'111101110001',0.31666666666666665
29,'110000100111',0.5366666666666666
30,'001110001101',0.3875
31,'110001110010',0.38666666666666666
32,'001111011000',0.5333333333333333
33,'000010001110',0.33916666666666667
