,states,coherence
0,'111100110100',0.8091666666666667
1,'000011001011',0.8133333333333334
2,'001101011000',0.49666666666666665
3,'000100011100',0.45666666666666667
4,'001011001011',0.7775
5,'000101011000',0.47
6,'111011100011',0.46
7,'001100011100',0.46
8,'110011100011',0.47583333333333333
9,'110100110100',0.7641666666666667
10,'110010100111',0.4866666666666667
11,'111010100111',0.4891666666666667
12,'000010001111',0.4533333333333333
13,'111101110000',0.45
14,'110101110000',0.38333333333333336
15,'001010001111',0.36916666666666664
16,'110011100010',0.4975
17,'000110001101',0.5033333333333333
18,'111001110010',0.5066666666666667
19,'111011110010',0.4766666666666667
20,'000100001101',0.4633333333333333
21,'001100011101',0.5075
22,'110100100101',0.5425
23,'001111011000',0.4825
24,'001110011100',0.5066666666666667
25,'001110001101',0.4608333333333333
26,'001011011010',0.5316666666666666
27,'110001100011',0.47833333333333333
28,'001101011001',0.49166666666666664
29,'110001110010',0.465
30,'110010100110',0.48
31,'110000100111',0.47333333333333333
