"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,0.209142993532041,-0.0527374974668438,-0.0743952572733812,-0.395227221223758,-0.386605243403201,1,-0.0812120880702985,-1,0.386605243403201,0.0743952572733812,0.49127805046181
"GRHL2",0.209142993532041,1,-0.000602892533140909,-0.0034146328125795,-0.0824106311249596,-0.023661577511885,0.209142993532041,0.00902039574937644,-0.209142993532041,0.023661577511885,0.0034146328125795,0.0729917436402818
"Iext",-0.0527374974668438,-0.000602892533140909,1,0.269299576038141,-0.0567465606525114,0.00441147061974607,-0.0527374974668438,0.59534775437552,0.0527374974668438,-0.00441147061974607,-0.269299576038141,-0.185281343123034
"KEAP1",-0.0743952572733812,-0.0034146328125795,0.269299576038141,1,-0.530376946660032,-0.434330731769824,-0.0743952572733812,0.600961477376552,0.0743952572733812,0.434330731769824,-1,-0.372969017608124
"NRF2",-0.395227221223758,-0.0824106311249596,-0.0567465606525114,-0.530376946660032,1,0.281532441620046,-0.395227221223758,-0.461398311804501,0.395227221223758,-0.281532441620046,0.530376946660032,0.0513321196011531
"OCT4",-0.386605243403201,-0.023661577511885,0.00441147061974607,-0.434330731769824,0.281532441620046,1,-0.386605243403201,-0.0352917933388134,0.386605243403201,-1,0.434330731769824,-0.154200972000149
"OVOL2",1,0.209142993532041,-0.0527374974668438,-0.0743952572733812,-0.395227221223758,-0.386605243403201,1,-0.0812120880702985,-1,0.386605243403201,0.0743952572733812,0.49127805046181
"SNAIL",-0.0812120880702985,0.00902039574937644,0.59534775437552,0.600961477376552,-0.461398311804501,-0.0352917933388134,-0.0812120880702985,1,0.0812120880702985,0.0352917933388134,-0.600961477376552,-0.589933473023087
"ZEB",-1,-0.209142993532041,0.0527374974668438,0.0743952572733812,0.395227221223758,0.386605243403201,-1,0.0812120880702985,1,-0.386605243403201,-0.0743952572733812,-0.49127805046181
"miR145",0.386605243403201,0.023661577511885,-0.00441147061974607,0.434330731769824,-0.281532441620046,-1,0.386605243403201,0.0352917933388134,-0.386605243403201,1,-0.434330731769824,0.154200972000149
"miR200",0.0743952572733812,0.0034146328125795,-0.269299576038141,-1,0.530376946660032,0.434330731769824,0.0743952572733812,-0.600961477376552,-0.0743952572733812,-0.434330731769824,1,0.372969017608124
"miR34",0.49127805046181,0.0729917436402818,-0.185281343123034,-0.372969017608124,0.0513321196011531,-0.154200972000149,0.49127805046181,-0.589933473023087,-0.49127805046181,0.154200972000149,0.372969017608124,1
