,states,coherence
0,'111011100111',0.6941666666666667
1,'001100011000',0.7258333333333333
2,'110011100111',0.7258333333333333
3,'000100011000',0.6866666666666666
4,'110101110100',0.5325
5,'111101110100',0.5866666666666667
6,'001010001011',0.5641666666666667
7,'000010001011',0.5866666666666667
8,'001110011000',0.7016666666666667
9,'110001100111',0.7075
10,'000100001001',0.42083333333333334
11,'000110001000',0.45416666666666666
12,'111001110111',0.4583333333333333
13,'111011110110',0.40166666666666667
14,'000110001001',0.4033333333333333
15,'111001110110',0.4191666666666667
16,'000010001010',0.57
17,'111101110101',0.565
18,'001110001001',0.4041666666666667
19,'110001110110',0.41833333333333333
