"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0331365045225249,-0.0773855031030046,-0.373111004696527,-0.377715236674338,1,-0.0773855031030046,-1,0.377715236674337,0.0773855031030046,0.468215560932985
"GRHL2",1,1,-0.0331365045225249,-0.0773855031030046,-0.373111004696527,-0.377715236674338,1,-0.0773855031030046,-1,0.377715236674337,0.0773855031030046,0.468215560932985
"Iext",-0.0331365045225249,-0.0331365045225249,1,0.562118400848218,-0.11162312005196,0.00430482717592565,-0.0331365045225249,0.562118400848218,0.0331365045225249,-0.00430482717592565,-0.562118400848218,-0.171288390021197
"KEAP1",-0.0773855031030046,-0.0773855031030046,0.562118400848218,1,-0.549505507574604,0.0109126417006623,-0.0773855031030046,1,0.0773855031030046,-0.0109126417006623,-1,-0.609169895167043
"NRF2",-0.373111004696527,-0.373111004696527,-0.11162312005196,-0.549505507574604,1,0.148861567394247,-0.373111004696527,-0.549505507574604,0.373111004696527,-0.148861567394247,0.549505507574604,0.158673099575008
"OCT4",-0.377715236674338,-0.377715236674338,0.00430482717592565,0.0109126417006623,0.148861567394247,1,-0.377715236674338,0.0109126417006623,0.377715236674337,-1,-0.0109126417006623,-0.15627263227834
"OVOL2",1,1,-0.0331365045225249,-0.0773855031030046,-0.373111004696527,-0.377715236674338,1,-0.0773855031030046,-1,0.377715236674337,0.0773855031030046,0.468215560932985
"SNAIL",-0.0773855031030046,-0.0773855031030046,0.562118400848218,1,-0.549505507574604,0.0109126417006623,-0.0773855031030046,1,0.0773855031030046,-0.0109126417006623,-1,-0.609169895167043
"ZEB",-1,-1,0.0331365045225249,0.0773855031030046,0.373111004696527,0.377715236674337,-1,0.0773855031030046,1,-0.377715236674338,-0.0773855031030046,-0.468215560932985
"miR145",0.377715236674337,0.377715236674337,-0.00430482717592565,-0.0109126417006623,-0.148861567394247,-1,0.377715236674337,-0.0109126417006623,-0.377715236674338,1,0.0109126417006623,0.15627263227834
"miR200",0.0773855031030046,0.0773855031030046,-0.562118400848218,-1,0.549505507574604,-0.0109126417006623,0.0773855031030046,-1,-0.0773855031030046,0.0109126417006623,1,0.609169895167043
"miR34",0.468215560932985,0.468215560932985,-0.171288390021197,-0.609169895167043,0.158673099575008,-0.15627263227834,0.468215560932985,-0.609169895167043,-0.468215560932985,0.15627263227834,0.609169895167043,1
