,states,coherence
0,'110010100111',0.5891666666666666
1,'001101011000',0.5833333333333334
2,'110011100011',0.5958333333333333
3,'111011100011',0.5908333333333333
4,'000101011000',0.5541666666666667
5,'001100011100',0.5916666666666667
6,'000100011100',0.5966666666666667
7,'111010100111',0.5433333333333333
8,'000011001010',0.8116666666666666
9,'111001110011',0.505
10,'001011011010',0.6625
11,'111100110101',0.815
12,'110001100011',0.6175
13,'110100100101',0.6691666666666667
14,'001110011100',0.6266666666666667
15,'000110001100',0.5166666666666667
16,'110000100111',0.5466666666666666
17,'001111011000',0.5416666666666666
18,'000010001110',0.43083333333333335
19,'111101110001',0.4175
