"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0285400394923357,-0.0403512076664167,-0.429060907283099,-0.353960233240613,1,-0.03654587828744,-1,0.353960233240613,0.0403512076664167,0.461296689889373
"GRHL2",1,1,-0.0285400394923357,-0.0403512076664167,-0.429060907283099,-0.353960233240613,1,-0.03654587828744,-1,0.353960233240613,0.0403512076664167,0.461296689889373
"Iext",-0.0285400394923357,-0.0285400394923357,1,0.267248841468292,-0.0609810331253756,0.00370527177988854,-0.0285400394923357,0.592272212990375,0.0285400394923357,-0.00370527177988854,-0.267248841468292,-0.167524254498651
"KEAP1",-0.0403512076664167,-0.0403512076664167,0.267248841468292,1,-0.530589446866753,-0.439471651032382,-0.0403512076664167,0.596875696059037,0.0403512076664167,0.439471651032382,-1,-0.355962568589323
"NRF2",-0.429060907283099,-0.429060907283099,-0.0609810331253756,-0.530589446866753,1,0.278061991994758,-0.429060907283099,-0.468708804168862,0.429060907283099,-0.278061991994758,0.530589446866753,0.0439535808368947
"OCT4",-0.353960233240613,-0.353960233240613,0.00370527177988854,-0.439471651032382,0.278061991994758,1,-0.353960233240613,-0.0363475385292306,0.353960233240613,-1,0.439471651032382,-0.142485059490382
"OVOL2",1,1,-0.0285400394923357,-0.0403512076664167,-0.429060907283099,-0.353960233240613,1,-0.03654587828744,-1,0.353960233240613,0.0403512076664167,0.461296689889373
"SNAIL",-0.03654587828744,-0.03654587828744,0.592272212990375,0.596875696059037,-0.468708804168862,-0.0363475385292306,-0.03654587828744,1,0.03654587828744,0.0363475385292306,-0.596875696059037,-0.575248430130175
"ZEB",-1,-1,0.0285400394923357,0.0403512076664167,0.429060907283099,0.353960233240613,-1,0.03654587828744,1,-0.353960233240613,-0.0403512076664167,-0.461296689889373
"miR145",0.353960233240613,0.353960233240613,-0.00370527177988854,0.439471651032382,-0.278061991994758,-1,0.353960233240613,0.0363475385292306,-0.353960233240613,1,-0.439471651032382,0.142485059490382
"miR200",0.0403512076664167,0.0403512076664167,-0.267248841468292,-1,0.530589446866753,0.439471651032382,0.0403512076664167,-0.596875696059037,-0.0403512076664167,-0.439471651032382,1,0.355962568589323
"miR34",0.461296689889373,0.461296689889373,-0.167524254498651,-0.355962568589323,0.0439535808368947,-0.142485059490382,0.461296689889373,-0.575248430130175,-0.461296689889373,0.142485059490382,0.355962568589323,1
