,states,coherence
0,'101100011100',0.7558333333333334
1,'010011100011',0.7516666666666667
2,'100011001011',0.42916666666666664
3,'011100110100',0.43166666666666664
4,'011010100111',0.6491666666666667
5,'100101011000',0.6391666666666667
6,'010010100111',0.7116666666666667
7,'101101011000',0.7258333333333333
8,'011011100011',0.7216666666666667
9,'100100011100',0.7191666666666666
10,'010100110100',0.4275
11,'101011001011',0.43416666666666665
12,'010100100101',0.49666666666666665
13,'010110100101',0.5291666666666667
14,'100100001101',0.4116666666666667
15,'100001001011',0.4375
16,'011110110100',0.43833333333333335
17,'100011001010',0.44416666666666665
18,'101001011010',0.5316666666666666
19,'011100110101',0.4691666666666667
20,'101011011010',0.51
21,'011011110010',0.4008333333333333
22,'011110100101',0.4775
23,'100001011010',0.47
