"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0278370317880012,0.217464875837438,-0.553264958443611,-0.355229749255532,1,0.266116416294556,-1,0.355229749255532,-0.217464875837438,0.774729124528361
"GRHL2",1,1,-0.0278370317880012,0.217464875837438,-0.553264958443611,-0.355229749255532,1,0.266116416294556,-1,0.355229749255532,-0.217464875837438,0.774729124528361
"Iext",-0.0278370317880012,-0.0278370317880012,1,0.255311909412102,-0.185823883143965,0.00259960492693348,-0.0278370317880012,0.591907999918958,0.0278370317880012,-0.00259960492693348,-0.255311909412102,-0.253110929795279
"KEAP1",0.217464875837438,0.217464875837438,0.255311909412102,1,-0.664197980389067,-0.742089740823292,0.217464875837438,0.458758187156872,-0.217464875837438,0.742089740823292,-1,0.0718918637269564
"NRF2",-0.553264958443611,-0.553264958443611,-0.185823883143965,-0.664197980389067,1,0.406287753728987,-0.553264958443611,-0.593915240654804,0.553264958443611,-0.406287753728987,0.664197980389067,-0.327995231427937
"OCT4",-0.355229749255532,-0.355229749255532,0.00259960492693348,-0.742089740823292,0.406287753728987,1,-0.355229749255532,-0.200846117406718,0.355229749255532,-1,0.742089740823292,-0.254110282914668
"OVOL2",1,1,-0.0278370317880012,0.217464875837438,-0.553264958443611,-0.355229749255532,1,0.266116416294556,-1,0.355229749255532,-0.217464875837438,0.774729124528361
"SNAIL",0.266116416294556,0.266116416294556,0.591907999918958,0.458758187156872,-0.593915240654804,-0.200846117406718,0.266116416294556,1,-0.266116416294556,0.200846117406718,-0.458758187156872,0.0408425193285914
"ZEB",-1,-1,0.0278370317880012,-0.217464875837438,0.553264958443611,0.355229749255532,-1,-0.266116416294556,1,-0.355229749255532,0.217464875837438,-0.774729124528361
"miR145",0.355229749255532,0.355229749255532,-0.00259960492693348,0.742089740823292,-0.406287753728987,-1,0.355229749255532,0.200846117406718,-0.355229749255532,1,-0.742089740823292,0.254110282914668
"miR200",-0.217464875837438,-0.217464875837438,-0.255311909412102,-1,0.664197980389067,0.742089740823292,-0.217464875837438,-0.458758187156872,0.217464875837438,-0.742089740823292,1,-0.0718918637269564
"miR34",0.774729124528361,0.774729124528361,-0.253110929795279,0.0718918637269564,-0.327995231427937,-0.254110282914668,0.774729124528361,0.0408425193285914,-0.774729124528361,0.254110282914668,-0.0718918637269564,1
