"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0303356950184255,-0.132045805699559,0.132045805699559,-0.352690014291483,1,-0.274606270768806,-1,0.352690014291483,0.132045805699559,0.54129722049285
"GRHL2",1,1,-0.0303356950184255,-0.132045805699559,0.132045805699559,-0.352690014291483,1,-0.274606270768806,-1,0.352690014291483,0.132045805699559,0.54129722049285
"Iext",-0.0303356950184255,-0.0303356950184255,1,0.230352379791079,-0.230352379791079,0.00409863913877513,-0.0303356950184255,0.517464010573897,0.0303356950184255,-0.00409863913877514,-0.230352379791079,-0.250772683552584
"KEAP1",-0.132045805699559,-0.132045805699559,0.230352379791079,1,-1,-0.356293986056708,-0.132045805699559,0.712886268295746,0.132045805699559,0.356293986056707,-1,-0.446190370205083
"NRF2",0.132045805699559,0.132045805699559,-0.230352379791079,-1,1,0.356293986056708,0.132045805699559,-0.712886268295746,-0.132045805699559,-0.356293986056707,1,0.446190370205083
"OCT4",-0.352690014291483,-0.352690014291483,0.00409863913877513,-0.356293986056708,0.356293986056708,1,-0.352690014291483,-0.0691833081904971,0.352690014291483,-1,0.356293986056708,-0.13945095194996
"OVOL2",1,1,-0.0303356950184255,-0.132045805699559,0.132045805699559,-0.352690014291483,1,-0.274606270768806,-1,0.352690014291483,0.132045805699559,0.54129722049285
"SNAIL",-0.274606270768806,-0.274606270768806,0.517464010573897,0.712886268295746,-0.712886268295746,-0.0691833081904971,-0.274606270768806,1,0.274606270768806,0.0691833081904971,-0.712886268295746,-0.733306703930325
"ZEB",-1,-1,0.0303356950184255,0.132045805699559,-0.132045805699559,0.352690014291483,-1,0.274606270768806,1,-0.352690014291483,-0.132045805699559,-0.54129722049285
"miR145",0.352690014291483,0.352690014291483,-0.00409863913877514,0.356293986056707,-0.356293986056707,-1,0.352690014291483,0.0691833081904971,-0.352690014291483,1,-0.356293986056707,0.13945095194996
"miR200",0.132045805699559,0.132045805699559,-0.230352379791079,-1,1,0.356293986056708,0.132045805699559,-0.712886268295746,-0.132045805699559,-0.356293986056707,1,0.446190370205083
"miR34",0.54129722049285,0.54129722049285,-0.250772683552584,-0.446190370205083,0.446190370205083,-0.13945095194996,0.54129722049285,-0.733306703930325,-0.54129722049285,0.13945095194996,0.446190370205083,1
