,states,coherence
0,'110010100111',0.585
1,'111101110001',0.37083333333333335
2,'000011001011',0.655
3,'001101011000',0.5866666666666667
4,'000011001010',0.7225
5,'111100110101',0.7275
6,'111100110100',0.6691666666666667
7,'111101110000',0.3175
8,'110011100011',0.6033333333333334
9,'001100011100',0.59
10,'000010001110',0.3383333333333333
11,'000010001111',0.3016666666666667
12,'000110001100',0.4041666666666667
13,'111001110011',0.41583333333333333
14,'111001110010',0.375
15,'000110001101',0.375
