,states,coherence
0,'001110011100',0.6191666666666666
1,'001111011000',0.5508333333333333
2,'110000100111',0.5275
3,'110010100111',0.5733333333333334
4,'111101110000',0.3566666666666667
5,'001101011000',0.5616666666666666
6,'110001100011',0.62
7,'001100011100',0.605
8,'000011001011',0.6991666666666667
9,'110011100011',0.5825
10,'111100110100',0.6808333333333333
11,'000010001111',0.35083333333333333
12,'000100001101',0.37666666666666665
13,'000110001101',0.3825
14,'110100100101',0.6608333333333334
15,'001011011010',0.6633333333333333
16,'111011110010',0.3725
17,'111001110010',0.36666666666666664
