,states,coherence
0,'000011001011',0.6608333333333334
1,'111101110000',0.395
2,'001100011100',0.5866666666666667
3,'111010100111',0.5341666666666667
4,'000100011100',0.5283333333333333
5,'001010001111',0.35
6,'000010001111',0.38666666666666666
7,'111100110100',0.6733333333333333
8,'110010100111',0.55
9,'111011100011',0.5266666666666666
10,'001101011000',0.5741666666666667
11,'110101110000',0.3591666666666667
12,'110100110100',0.6466666666666666
13,'110011100011',0.5733333333333334
14,'000101011000',0.54
15,'001011001011',0.64
16,'111100110101',0.7041666666666667
17,'000011001010',0.7091666666666666
18,'110001100011',0.5658333333333333
19,'110100100101',0.6266666666666667
20,'000110001100',0.4083333333333333
21,'001011011010',0.62
22,'001110011100',0.5675
23,'111011110010',0.3525
24,'111001110011',0.4
25,'000110001101',0.3516666666666667
26,'000100001101',0.3541666666666667
27,'111001110010',0.34833333333333333
28,'001111011000',0.5275
29,'110000100111',0.54
30,'000010001110',0.3641666666666667
31,'110001110010',0.35833333333333334
32,'111101110001',0.3641666666666667
33,'001110001101',0.36083333333333334
