"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.049183526275463,-0.217469593123439,-0.353100158976154,-0.0445761390221308,1,-0.0904535870165318,-1,0.0445761390221308,0.217469593123439,0.490535126562343
"GRHL2",1,1,-0.049183526275463,-0.217469593123439,-0.353100158976154,-0.0445761390221308,1,-0.0904535870165318,-1,0.0445761390221308,0.217469593123439,0.490535126562343
"Iext",-0.049183526275463,-0.049183526275463,1,0.255935088113436,-0.0455777732191815,0.0029052714150035,-0.049183526275463,0.588500411297353,0.049183526275463,-0.0029052714150035,-0.255935088113436,-0.188420245086463
"KEAP1",-0.217469593123439,-0.217469593123439,0.255935088113436,1,-0.429433422346406,-0.463887584788781,-0.217469593123439,0.560452779451756,0.217469593123439,0.463887584788781,-1,-0.406787648885798
"NRF2",-0.353100158976154,-0.353100158976154,-0.0455777732191815,-0.429433422346406,1,0.159772767035121,-0.353100158976154,-0.457077961213499,0.353100158976154,-0.159772767035121,0.429433422346406,0.0569997772827914
"OCT4",-0.0445761390221308,-0.0445761390221308,0.0029052714150035,-0.463887584788781,0.159772767035121,1,-0.0445761390221308,-0.0243406284819582,0.0445761390221308,-1,0.463887584788781,-0.0331597267377995
"OVOL2",1,1,-0.049183526275463,-0.217469593123439,-0.353100158976154,-0.0445761390221308,1,-0.0904535870165318,-1,0.0445761390221308,0.217469593123439,0.490535126562343
"SNAIL",-0.0904535870165318,-0.0904535870165318,0.588500411297353,0.560452779451756,-0.457077961213499,-0.0243406284819582,-0.0904535870165318,1,0.0904535870165318,0.0243406284819582,-0.560452779451756,-0.599920505599748
"ZEB",-1,-1,0.049183526275463,0.217469593123439,0.353100158976154,0.0445761390221308,-1,0.0904535870165318,1,-0.0445761390221308,-0.217469593123439,-0.490535126562343
"miR145",0.0445761390221308,0.0445761390221308,-0.0029052714150035,0.463887584788781,-0.159772767035121,-1,0.0445761390221308,0.0243406284819582,-0.0445761390221308,1,-0.463887584788781,0.0331597267377995
"miR200",0.217469593123439,0.217469593123439,-0.255935088113436,-1,0.429433422346406,0.463887584788781,0.217469593123439,-0.560452779451756,-0.217469593123439,-0.463887584788781,1,0.406787648885798
"miR34",0.490535126562343,0.490535126562343,-0.188420245086463,-0.406787648885798,0.0569997772827914,-0.0331597267377995,0.490535126562343,-0.599920505599748,-0.490535126562343,0.0331597267377995,0.406787648885798,1
