"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0653793559517985,-0.366425232534319,-0.31728508461861,-0.38567539100876,0.00019879222260671,-0.12935684429292,-1,0.38567539100876,0.366425232534319,0.509021946149226
"GRHL2",1,1,-0.0653793559517985,-0.366425232534319,-0.31728508461861,-0.38567539100876,0.00019879222260671,-0.12935684429292,-1,0.38567539100876,0.366425232534319,0.509021946149226
"Iext",-0.0653793559517985,-0.0653793559517985,1,0.436220822905788,-0.0669918196209845,0.00460643724630772,-0.00260585742703479,0.579019416992037,0.0653793559517985,-0.00460643724630772,-0.436220822905788,-0.199353532065749
"KEAP1",-0.366425232534319,-0.366425232534319,0.436220822905788,1,-0.316288241080724,-0.247898694881423,6.43599523417379e-07,0.762937221873464,0.366425232534319,0.247898694881423,-1,-0.594264849143273
"NRF2",-0.31728508461861,-0.31728508461861,-0.0669918196209845,-0.316288241080724,1,0.229235964392621,0.000202332027460881,-0.487975611461318,0.31728508461861,-0.229235964392621,0.316288241080724,0.108311664312967
"OCT4",-0.38567539100876,-0.38567539100876,0.00460643724630772,-0.247898694881423,0.229235964392621,1,-0.00360723677447966,-0.0108405749717494,0.38567539100876,-1,0.247898694881423,-0.15783159454514
"OVOL2",0.00019879222260671,0.00019879222260671,-0.00260585742703479,6.43599523417379e-07,0.000202332027460881,-0.00360723677447966,1,-0.00160224681408077,-0.000198792222606709,0.00360723677447966,-6.43599523417379e-07,0.000598953095163513
"SNAIL",-0.12935684429292,-0.12935684429292,0.579019416992037,0.762937221873464,-0.487975611461318,-0.0108405749717494,-0.00160224681408077,1,0.12935684429292,0.0108405749717494,-0.762937221873464,-0.620333420978723
"ZEB",-1,-1,0.0653793559517985,0.366425232534319,0.31728508461861,0.38567539100876,-0.000198792222606709,0.12935684429292,1,-0.38567539100876,-0.366425232534319,-0.509021946149226
"miR145",0.38567539100876,0.38567539100876,-0.00460643724630772,0.247898694881423,-0.229235964392621,-1,0.00360723677447966,0.0108405749717494,-0.38567539100876,1,-0.247898694881423,0.15783159454514
"miR200",0.366425232534319,0.366425232534319,-0.436220822905788,-1,0.316288241080724,0.247898694881423,-6.43599523417379e-07,-0.762937221873464,-0.366425232534319,-0.247898694881423,1,0.594264849143273
"miR34",0.509021946149226,0.509021946149226,-0.199353532065749,-0.594264849143273,0.108311664312967,-0.15783159454514,0.000598953095163513,-0.620333420978723,-0.509021946149226,0.15783159454514,0.594264849143273,1
