,states,coherence
0,'110010100111',0.665
1,'110011100011',0.5325
2,'000101011000',0.615
3,'000011001011',0.6808333333333333
4,'000100011100',0.5325
5,'110100110100',0.6533333333333333
6,'111010100111',0.6383333333333333
7,'110101110000',0.435
8,'001101011000',0.655
9,'001011001011',0.6608333333333334
10,'111100110100',0.6891666666666667
11,'001010001111',0.4508333333333333
12,'000010001111',0.46166666666666667
13,'001100011100',0.5683333333333334
14,'111011100011',0.5183333333333333
15,'111101110000',0.4825
16,'111100110101',0.7183333333333334
17,'000011001010',0.7091666666666666
18,'001111011000',0.6691666666666667
19,'110001100011',0.5858333333333333
20,'001110011100',0.5783333333333334
21,'111101110001',0.49583333333333335
22,'110000100111',0.6558333333333334
23,'000010001110',0.5166666666666667
