,states,coherence
0,'110100110100',0.6966666666666667
1,'000110011100',0.5925
2,'111100110100',0.66
3,'111001100011',0.58
4,'000011001011',0.6583333333333333
5,'001011001010',0.7283333333333334
6,'110100110101',0.7291666666666666
7,'110011100011',0.5616666666666666
8,'001011001011',0.6875
9,'000100011100',0.5766666666666667
10,'111011100011',0.5941666666666666
11,'001100011100',0.5616666666666666
12,'111010100111',0.5983333333333334
13,'000101011000',0.5983333333333334
14,'110101110001',0.33416666666666667
15,'001101011000',0.5308333333333334
16,'000111011000',0.5283333333333333
17,'111000100111',0.5408333333333334
18,'110101110000',0.35833333333333334
19,'110010100111',0.5375
20,'000010001111',0.31666666666666665
21,'001010001110',0.3416666666666667
22,'001010001111',0.3466666666666667
23,'111101110000',0.3175
24,'111100100101',0.6191666666666666
25,'000011011010',0.6191666666666666
26,'110001110011',0.4175
27,'111001110010',0.3825
28,'001100001101',0.3825
29,'001110001100',0.4216666666666667
30,'110001110010',0.37916666666666665
31,'001110001101',0.38333333333333336
32,'110011110010',0.375
33,'000110001101',0.37083333333333335
