"","Ecad","GRHL2","Iext","KEAP1","NRF2","OCT4","OVOL2","SNAIL","ZEB","miR145","miR200","miR34"
"Ecad",1,1,-0.0980465026334975,-0.148321837863026,-0.270505400110828,-0.430148079534617,1,-0.199801027256944,-1,0.430148079534617,0.148321837863026,0.561343539459976
"GRHL2",1,1,-0.0980465026334975,-0.148321837863026,-0.270505400110828,-0.430148079534617,1,-0.199801027256944,-1,0.430148079534617,0.148321837863026,0.561343539459976
"Iext",-0.0980465026334975,-0.0980465026334975,1,0.269503536424895,-0.0609921588892142,0.00490945228442746,-0.0980465026334975,0.596997763452122,0.0980465026334975,-0.00490945228442746,-0.269503536424895,-0.235454648490847
"KEAP1",-0.148321837863026,-0.148321837863026,0.269503536424895,1,-0.581173025434105,-0.421531134936825,-0.148321837863026,0.617228564735436,0.148321837863026,0.421531134936825,-1,-0.406712090903048
"NRF2",-0.270505400110828,-0.270505400110828,-0.0609921588892142,-0.581173025434105,1,0.312371073137803,-0.270505400110828,-0.463995578419329,0.270505400110828,-0.312371073137803,0.581173025434104,0.10245287979406
"OCT4",-0.430148079534617,-0.430148079534617,0.00490945228442746,-0.421531134936825,0.312371073137803,1,-0.430148079534617,-0.0387617441503471,0.430148079534617,-1,0.421531134936825,-0.171755238692854
"OVOL2",1,1,-0.0980465026334975,-0.148321837863026,-0.270505400110828,-0.430148079534617,1,-0.199801027256944,-1,0.430148079534617,0.148321837863026,0.561343539459976
"SNAIL",-0.199801027256944,-0.199801027256944,0.596997763452122,0.617228564735436,-0.463995578419329,-0.0387617441503471,-0.199801027256944,1,0.199801027256944,0.0387617441503471,-0.617228564735436,-0.638456992208693
"ZEB",-1,-1,0.0980465026334975,0.148321837863026,0.270505400110828,0.430148079534617,-1,0.199801027256944,1,-0.430148079534617,-0.148321837863026,-0.561343539459976
"miR145",0.430148079534617,0.430148079534617,-0.00490945228442746,0.421531134936825,-0.312371073137803,-1,0.430148079534617,0.0387617441503471,-0.430148079534617,1,-0.421531134936825,0.171755238692854
"miR200",0.148321837863026,0.148321837863026,-0.269503536424895,-1,0.581173025434104,0.421531134936825,0.148321837863026,-0.617228564735436,-0.148321837863026,-0.421531134936825,1,0.406712090903048
"miR34",0.561343539459976,0.561343539459976,-0.235454648490847,-0.406712090903048,0.10245287979406,-0.171755238692854,0.561343539459976,-0.638456992208693,-0.561343539459976,0.171755238692854,0.406712090903048,1
