"","TrCP","ZEB2","ZEB1","Csn","TGF","SUFU","Destcompl","cateninnuc","RAS","SRC","NOTCH","RAF","RKIP","STAT","SHH","HEY1","Patched","AKT","TWIST1","ILK","miR200","NFB","KLF4","SNAI1","SMAD","IKK","SMO","FUS","Csl","NOTCHic","Jagged","SNAI2","DSH","PI3K","DELTA","SOSGRB2","Ecadherin","TCFLEF","LIV1","CD44","cMet","Frizzled","PAK1","GLI","cateninmemb","Wnt","FOXC2","TGFR","AXIN2","CDC42","MEK","ERK","EGR1","cfos","GSK3"
"RAS",0,-0.0679307805596465,-0.0679307805596465,0,-0.0915200931857892,-0.1,0.263152953269232,0.151700938550613,0.113333333333333,0.15,-0.167676266137041,0.209487179487179,0.0215534591194969,0.1,-0.192519774011299,-0.0646245059288537,-0.221333333333333,-0.00666666666666667,-0.0359738134206219,-0.160606060606061,-0.0605846153846154,-0.0333333333333333,-0.0607142857142857,-0.0377187807276303,-0.142238713667285,-0.04,-0.233333333333333,-0.2,0.15,0.165789473684211,0.100615020697812,-0.148374653414912,-0.1,-0.209487179487179,-0.209487179487179,0.0917748917748918,0.00780415811471712,-0.157649947049196,0,-0.162265331664581,-0.155882352941176,-0.15,0.14,-0.16421568627451,-0.049442248545083,-0.155882352941176,0.0661904761904762,0.0964705882352941,-0.18832674571805,0.12,-0.0357275541795666,-0.00631578947368421,0.02,0.02,-0.01656330749354
"Jagged",0,-0.0676328502415459,-0.0676328502415459,0,-0.0946666666666667,0,-0.000525096525096527,-0.00447552447552448,0.0624242424242424,0,-0.177142857142857,0.0533333333333333,-0.0871794871794872,0,-0.00448717948717948,0.166666666666667,-0.0583333333333333,-0.0555555555555555,-0.07,0.0666666666666667,-0.0103030303030303,-0.1,-0.0111111111111111,-0.0333333333333333,0.0523809523809524,-0.133333333333333,-0.133333333333333,-0.1,0.2,0.22,0.023030303030303,0.163725490196078,0,-0.0533333333333333,-0.0533333333333333,0.04,0.00898245614035088,-0.00321678321678322,0,-0.0123076923076923,-0.02,0,0.2,-0.0123076923076923,0.00350466434973477,-0.02,0.0871428571428571,0.0666666666666667,-0.0142857142857143,0.1,0.146666666666667,0.18,0.1,0.2,-0.0701149425287356
"NOTCHic",-0.1,-0.0654106280193237,-0.0654106280193237,-0.133333333333333,-0.106932949797959,-0.133333333333333,-0.00600173203911522,0.00179336475955887,0.0428625946766876,0.0123076923076923,-0.0715401406742663,0.0551778656126482,-0.093298962653018,0.02,-0.0394017904928721,0.117703455964326,-0.010369532428356,-0.00232558139534883,-0.0706822300394414,0.00238095238095239,0.0309521307209169,-0.0555555555555555,-0.0819185645272602,-0.0249165649165649,-0.00553271668379581,1.11022302462516e-17,-0.00448717948717948,-0.0583333333333333,0.177142857142857,0.0610138248847926,0.0586447253996923,0.162081991558592,-0.02,-0.0551778656126482,-0.0551778656126482,0.0469377990430622,-0.00744297487283887,0.000802055087769373,0,0.00447552447552448,-0.00321678321678322,-0.0123076923076923,0.0666666666666667,0.00215956086923829,-0.00324108504227695,-0.00321678321678322,0.107123107307439,0.107569892473118,-0.00168089248277927,0.0946666666666667,0.150952380952381,0.153809523809524,0.18,0.146666666666667,-0.0411893226940249
"SMO",0,-0.0642655367231638,-0.0642655367231638,0.1,0.0719369369369369,0.1,0.124747345677578,0.0504434224720377,0.185330948121646,0.05,-0.0539393939393939,0.192307692307692,0.0441269841269841,0.1,-0.00472222222222222,0.0131868131868132,-0.0325,0.0797142857142857,-0.00223311546840959,0.0266666666666667,-0.00232067510548523,0.05,-0.00833333333333333,0.0363287250384025,0.00603174603174604,0.0357142857142857,-0.12,0,0.0666666666666667,0.0939393939393939,-0.0705555555555556,0.263551176792556,0,-0.192307692307692,-0.192307692307692,-0.0552631578947368,0.0896571390471186,-0.0557065803667745,-0.1,-0.0644444444444444,-0.07,0.05,0,0.0430555555555556,-0.0258701325816891,0.0375,0.0194827586206897,-0.101666666666667,-0.228138528138528,-0.06,-0.0767832167832168,-0.0676923076923077,0,-0.06,-0.151043778228244
"Ecadherin",-0.1,-0.061549528267281,-0.061549528267281,-0.08,0.00845975923839462,-0.0333333333333333,-0.0527589950173115,0.0229683779284423,-0.0582619842092402,0.0226630186958504,-0.00341618689277973,-0.0579826546003017,-0.0313415049370106,0.0156862745098039,-0.036490877148421,-0.00963407693766952,-0.042002688172043,-0.0724001924001924,-0.0260892637626124,-0.0175072463768116,-0.0307498811968086,-0.0942857142857143,-0.057008907641819,-0.0168682520487654,-0.0298559146576833,-0.0905820105820106,-0.0645833333333333,-0.0833333333333333,0.0206698564593301,0.0134533616139693,-0.0267680992039865,-0.0848422208725745,-0.0156862745098039,0.0579826546003017,0.0579826546003017,0.0188182720953327,-0.1325791478745,-0.0237153433812901,-0.0333333333333333,-0.027077734414914,-0.0287499752175896,-0.0226630186958504,0.00727272727272727,-0.0265020991556205,0.0768070468375346,-0.0278354324889539,-0.0199775112443778,-0.0165971914264597,0.0717238653778746,-0.0180606060606061,0.0972339526250988,0.0976261094878439,0.114545454545455,0.102780748663102,0.0421528011506383
"ILK",0,-0.0604398948342178,-0.0604398948342178,-0.0333333333333333,0.0427293161166906,-0.1,0.226886563542614,0.107476318606693,0.0838019332265908,0.111111111111111,0.0674317617866005,0.0892813852813853,0.0430187459599224,0.1,-0.0504273504273504,-0.00310429489119832,-0.0448717948717949,0.0647058823529412,0.0332982610958377,0.00933173269307725,0.040080691720036,-0.0333333333333333,-0.0447368421052632,0.0734460547504026,-0.0202682673069228,0.0313725490196078,-0.0833333333333333,-0.15,-0.025,-0.0480769230769231,-0.0237719298245614,0.0763216040194356,-0.1,-0.0892813852813853,-0.0892813852813853,-0.0676923076923077,0.0964983719794404,-0.106857761905662,-0.1,-0.116462281679673,-0.124154589371981,-0.111111111111111,-0.025,-0.116462281679673,-0.000645632117255583,-0.124154589371981,-0.0662067363530778,-0.0581764705882353,-0.164285714285714,-0.0661764705882353,-0.0132065941130551,-0.0148459383753501,0.0666666666666667,0.0380952380952381,-0.0670755170755171
"PAK1",-0.133333333333333,-0.0593189320344557,-0.0593189320344557,-0.0583333333333333,-0.0859536959344095,-0.0333333333333333,-0.0830576094454671,-0.0650671723276708,0.0221806056741494,-0.0611111111111111,-0.0982783882783883,0.0230896965832403,-0.103451557650453,-0.05,-0.0337514934289128,-0.0080665549578152,-0.0337514934289128,-0.0310185185185185,-0.0433318275926972,-0.0207373271889401,0.0288316557202792,0.00416666666666667,-0.0746708300806661,-0.0424720274338111,0.00506912442396315,0.00416666666666667,0.00698924731182797,0.0166666666666667,0.0602564102564103,0.0741025641025641,0.0727660616905249,0.142801321380274,0.05,-0.0230896965832403,-0.0230896965832403,0.0547442244224422,0.0763718243733673,0.0642395861207742,0.05,0.0686840305652187,0.0746246246246246,0.0611111111111111,0.080952380952381,0.0652959634859507,0.0863489248709143,0.0716374269005848,0.0978328421360134,0.0979755538579068,0.088440065681445,0.102521008403361,0.175208056988455,0.169874723655122,0.16,0.181739130434783,-0.0311309523809524
"LIV1",-0.133333333333333,-0.0593189320344557,-0.0593189320344557,-0.0583333333333333,-0.0859536959344095,-0.0333333333333333,-0.0830576094454671,-0.0650671723276708,0.0221806056741494,-0.0611111111111111,-0.0982783882783883,0.0230896965832403,-0.103451557650453,-0.05,-0.0337514934289128,-0.0080665549578152,-0.0337514934289128,-0.0310185185185185,-0.0433318275926972,-0.0207373271889401,0.0288316557202792,0.00416666666666667,-0.0746708300806661,-0.0424720274338111,0.00506912442396315,0.00416666666666667,0.00698924731182797,0.0166666666666667,0.0602564102564103,0.0741025641025641,0.0727660616905249,0.142801321380274,0.05,-0.0230896965832403,-0.0230896965832403,0.0547442244224422,0.0763718243733673,0.0642395861207742,0.05,0.0686840305652187,0.0746246246246246,0.0611111111111111,0.080952380952381,0.0652959634859507,0.0863489248709143,0.0716374269005848,0.0978328421360134,0.0979755538579068,0.088440065681445,0.102521008403361,0.175208056988455,0.169874723655122,0.16,0.181739130434783,-0.0311309523809524
"Csl",-0.133333333333333,-0.0571233352016441,-0.0571233352016441,-0.0555555555555555,-0.101264015557596,-0.0583333333333333,-0.00204073264849974,0.00139313605744338,0.0413920064413935,0.00321678321678322,-0.0860855952197209,0.0428625946766876,-0.0882298382290549,0.0123076923076923,-0.0419879973894238,0.106592344853214,-0.0394017904928721,-0.0294573643410853,-0.0681991600620148,-0.00553271668379581,0.0237625882372567,1.11022302462516e-17,-0.064775707384403,-0.0276833633355373,0.0100228388717598,-0.00232558139534883,-0.010369532428356,-0.00448717948717948,0.0610138248847926,0.0715401406742663,0.0591655587330256,0.163349702222276,-0.0123076923076923,-0.0428625946766876,-0.0428625946766876,0.0542548722137939,-0.00244297487283887,-0.00179336475955887,-0.02,0.000802055087769373,0.00447552447552448,-0.00321678321678322,0.0946666666666667,-0.00187269719527784,-0.00629918901781212,0.00215956086923829,0.101375980870657,0.106932949797959,-0.00142382307403891,0.107569892473118,0.157474120082816,0.150952380952381,0.146666666666667,0.153809523809524,-0.0433984537691353
"AKT",-0.0333333333333333,-0.054275511272574,-0.054275511272574,-0.0333333333333333,0.043031430920316,-0.15,0.226803850556676,0.110091703222077,0.0729585597326149,0.124154589371981,0.0625537130061127,0.0838019332265908,0.0486088080717237,0.111111111111111,-0.0672694556905083,-0.0294200843648825,-0.0504273504273504,-0.0342840166369578,0.0384970378542475,-0.0202682673069228,0.0481020820943675,0.0313725490196078,-0.057557354925776,0.0752004407153149,-0.0320527790914345,0.0647058823529412,-0.0448717948717949,-0.0833333333333333,-0.0480769230769231,-0.0674317617866005,-0.00589113512257465,0.0744120562807422,-0.111111111111111,-0.0838019332265908,-0.0838019332265908,-0.0565811965811966,0.0922559477370162,-0.107476318606693,-0.1,-0.106857761905662,-0.116462281679673,-0.124154589371981,-0.0661764705882353,-0.108082393411517,-0.00523278808055834,-0.116462281679673,-0.0647029769545816,-0.0427293161166906,-0.158148530170191,-0.0581764705882353,-0.0144724168978652,-0.0132065941130551,0.0380952380952381,-0.0148459383753501,-0.0569948719142267
"KLF4",-0.1,-0.0468575851393189,-0.0468575851393189,-0.1,0.0165971914264597,0,-0.0511746520536582,0.0237153433812901,-0.0579826546003017,0.0156862745098039,-0.0134533616139693,-0.0587179487179487,-0.0227272727272727,0.0333333333333333,-0.042002688172043,-0.0237280366692131,-0.0645833333333333,-0.0905820105820106,-0.0221786492374728,-0.032,-0.0309361009361009,-0.08,-0.0481481481481481,-0.0149695178715502,-0.0175072463768116,-0.0942857142857143,-0.0833333333333333,-0.0333333333333333,-0.0109090909090909,0.0206698564593301,-0.0233356049248103,-0.0832166940814848,-0.0333333333333333,0.0587179487179487,0.0587179487179487,0.0306603773584906,-0.0308264701724555,-0.027077734414914,-0.0333333333333333,-0.0287499752175896,-0.0226630186958504,-0.0156862745098039,0.0272727272727273,-0.0278354324889539,0.0724480724785603,-0.0226630186958504,-0.0289019963702359,-0.0180606060606061,0.0723424220789055,0.00727272727272727,0.0976261094878439,0.102780748663102,0.16,0.114545454545455,0.0419320505987619
"FOXC2",-0.1,-0.0468575851393189,-0.0468575851393189,-0.1,0.0165971914264597,0,-0.0511746520536582,0.0237153433812901,-0.0579826546003017,0.0156862745098039,-0.0134533616139693,-0.0587179487179487,-0.0227272727272727,0.0333333333333333,-0.042002688172043,-0.0237280366692131,-0.0645833333333333,-0.0905820105820106,-0.0221786492374728,-0.032,-0.0309361009361009,-0.08,-0.0481481481481481,-0.0149695178715502,-0.0175072463768116,-0.0942857142857143,-0.0833333333333333,-0.0333333333333333,-0.0109090909090909,0.0206698564593301,-0.0233356049248103,-0.0832166940814848,-0.0333333333333333,0.0587179487179487,0.0587179487179487,0.0306603773584906,-0.0308264701724555,-0.027077734414914,-0.0333333333333333,-0.0287499752175896,-0.0226630186958504,-0.0156862745098039,0.0272727272727273,-0.0278354324889539,0.0724480724785603,-0.0226630186958504,-0.0289019963702359,-0.0180606060606061,0.0723424220789055,0.00727272727272727,0.0976261094878439,0.102780748663102,0.16,0.114545454545455,0.0419320505987619
"GLI",-0.15,-0.0412147977470558,-0.0412147977470558,-0.0722222222222222,0.0285605521323689,0.0666666666666667,-0.107489870967935,-0.0634867739930077,-0.0500386101941701,-0.0596774193548387,-0.0689206770241253,-0.0482564319763483,-0.066428291999295,-0.05,0.0749070648402311,-0.0109709145787244,0.0851951306838525,-0.0369359037474639,-0.0292576344613696,-0.022834414153137,0.0486359564068542,-0.014327485380117,-0.0572758472758473,-0.0298226356119287,-0.00607765739638023,-0.00412340374746389,0.121929824561404,0.116666666666667,0.0420159151193634,0.0470159151193634,0.0673647040783885,0.124069372359602,0.18,0.0482564319763483,0.0482564319763483,0.0359200091943455,0.0675121331091179,0.0636660925823681,0.05,0.067562196478472,0.0718725413060582,0.189677419354839,-0.0466666666666667,0.093231862408656,0.0826024929089163,0.197912713472486,0.0850692294461644,-0.0193840815441336,0.0876117149758454,-0.0225287356321839,0.0604723637320322,0.0532900432900433,0.0457142857142857,0.0623809523809524,-0.107259480974934
"GSK3",-0.113333333333333,-0.0377138211641605,-0.0377138211641605,-0.0383333333333333,-0.048437493930601,-0.0681818181818182,0.2067876985315,0.103904859485111,0.127828526957632,0.109022556390977,0.0395363460069342,0.130139451327379,0.0388070701228596,0.119736842105263,-0.052060225857449,-0.014802515210378,-0.0467970679627121,-0.0211085322723254,-0.0482416236715625,-0.00256883429245466,0.0324865272149338,0.00541666666666667,-0.0378489645320813,0.0921345916189192,0.00387794231923949,0.0019683908045977,-0.0253246753246753,-0.0253246753246753,-0.0542016806722689,-0.0507051771757654,-0.00990480975289557,0.17961369378442,-0.119736842105263,-0.130139451327379,-0.130139451327379,-0.0277175613193764,0.0911381844499605,-0.10357591211669,-0.125,-0.100993543461302,-0.0990887815565404,-0.109022556390977,0.0373913043478261,-0.102884314930871,-0.0107023716709279,-0.100525824364834,0.021229908402491,0.0515144170075241,-0.152930409828156,0.0497722567287785,-0.0132961991282425,-0.0218189264009697,-0.0262745098039216,-0.0225708061002179,-0.236626314746938
"SOSGRB2",0.2,-0.023483709273183,-0.023483709273183,0.1,-0.0198503624035539,0,-0.0698818333046521,-0.0681602459886519,-0.0483920034767492,-0.0857142857142857,0.00488525558948094,-0.0548022598870056,-0.126133040935673,-0.1,-0.0061491724282422,0.0690340909090909,0.00315315315315315,0.064766081871345,0.0196811594202899,-0.023010752688172,0.00303977774414087,0.0888888888888889,-0.0349122807017544,-0.0465195451314854,-0.0195142491916685,0.0730994152046784,0.0166666666666667,0,0.00909090909090909,-0.00629370629370629,0.0248212334047835,0.173151486542218,0.1,0.0548022598870056,0.0548022598870056,0.00138888888888889,0.0888773211616117,0.0691162689332026,0,0.0712215320910973,0.0726708074534162,0.0857142857142857,0.0142857142857143,0.0759316770186335,0.114342264342264,0.0773809523809524,0.0277899877899878,0.021978021978022,0.101890814081408,0.0142857142857143,0.0671931671931672,0.0611325611325611,0.0142857142857143,0.0476190476190476,0.0962314045624004
"TCFLEF",-0.142857142857143,-0.0227640882509304,-0.0227640882509304,-0.133766233766234,0.0598828323993887,0,0.251621371305081,0.0766029007625973,0.0118871662098937,-0.0133333333333333,-0.0254462912031895,0.019640122845899,-0.0160371033659365,-0.00833333333333334,0.0599950053245125,0.0746331715672281,0.0667434715821813,-0.0216217737381833,0.0488130768577215,0.0499293688767373,0.0675343799440185,-0.0657662337662338,-0.0195998854087089,0.0956353432713265,0.040942753197961,-0.0270565563468789,0.0619047619047619,0.0333333333333333,0.0257133747808066,0.0217918061533557,0.064934115003729,-0.126621162860268,0.0156862745098039,-0.019640122845899,-0.019640122845899,-0.0429485644096422,0.0252185806716739,-0.0761733474979925,0.0333333333333333,0.0241702951136913,0.021025641025641,0.0206862745098039,-0.0615384615384615,0.0302419362393787,0.0213663472696808,0.0283785822021116,-0.0841454482764218,-0.0615384615384615,0.369305494505494,-0.0615384615384615,-0.00359216857474697,-0.000871080139372821,0.0557142857142857,0.0191289198606272,-0.267363646792649
"Patched",0,-0.00833333333333333,-0.00833333333333333,0,0.101666666666667,0.2,0.127072927072927,0.0557065803667745,0.192307692307692,0.1,-0.0939393939393939,0.192307692307692,0.0885714285714286,0.1,-0.0325,-0.0487179487179487,-0.12,0.0357142857142857,0.0212962962962963,-0.0333333333333333,0.0166666666666667,0.1,0,0.0553763440860215,0.0266666666666667,0.05,0,0.1,0,0.0666666666666667,-0.0526984126984127,0.272122605363985,0,-0.192307692307692,-0.192307692307692,-0.05,0.0915021574973031,-0.0644444444444444,-0.1,-0.07,-0.05,0,0.1,0.0375,-0.0394623655913979,0.05,-0.015,-0.06,-0.228138528138528,0,-0.0676923076923077,-0.06,0.1,0,-0.152014652014652
"miR200",0,-0.00195340501792115,-0.00195340501792115,-0.1,-0.0985566244502302,-0.06,-0.0870739378938306,-0.0607658697121119,-0.105120646527577,-0.0469565217391304,0.0143608583117642,-0.0973899732108688,-0.0422856765900502,-0.06,0.0024073564483581,-0.013361581920904,0.0219725738396624,-0.00334799262306709,0.0473852732134941,-0.00984688860795055,-0.00508804421318753,-0.0842105263157895,-0.0224292615596964,-0.0143227143227143,-0.0107873274794239,-0.012781954887218,0.0308333333333333,-0.0225,-0.0019704433497537,-0.0330049261083744,0.00469925677295613,-0.0475025755204086,0.06,0.0973899732108688,0.0973899732108688,0.0259155383623469,0.134731188294949,0.0640992030454452,0.1,0.0680674570136992,0.0624494794856093,0.056,0.075,0.0747896610431822,0.142128436801003,0.0714929577464789,0.0939407475992842,0.107858950031626,0.103525798680742,0.0965686274509804,0.0891527520098949,0.102077922077922,0.0857142857142857,0.115714285714286,0.0711916200923584
