"","TrCP","ZEB2","ZEB1","Csn","TGF","SUFU","Destcompl","cateninnuc","RAS","SRC","NOTCH","RAF","RKIP","STAT","SHH","HEY1","Patched","AKT","TWIST1","ILK","miR200","NFB","KLF4","SNAI1","SMAD","IKK","SMO","FUS","Csl","NOTCHic","Jagged","SNAI2","DSH","PI3K","DELTA","SOSGRB2","Ecadherin","TCFLEF","LIV1","CD44","cMet","Frizzled","PAK1","GLI","cateninmemb","Wnt","FOXC2","TGFR","AXIN2","CDC42","MEK","ERK","EGR1","cfos","GSK3"
"TGFR",0.166666666666667,-0.139075832370595,-0.139075832370595,0.116666666666667,-0.266993414387031,0.00666666666666668,0.00560885999657245,-0.00296419507444986,0.0804511278195489,0,-0.0139336806416935,0.0857142857142857,-0.211558441558442,0,0.078948348918761,0.0954906319466497,0.0942025862068966,0.191382526082648,-0.167421905891657,0.0922678396871945,0.00259217052876674,0.145238095238095,-0.142837165377211,-0.177118708590953,0.0741183734950237,0.182080200501253,0.0848275862068966,0.04,0.0333333333333333,0.0160919540229885,-0.0702167509765,0.185811438149323,0.0142857142857143,-0.0857142857142857,-0.0857142857142857,0.107651072124756,0.0201075530961388,0.00535569197436129,0,0.00583416087388282,0.00188679245283019,0.0142857142857143,0.346666666666667,0.0193983131901574,0.0162208649714493,0.0161725067385445,0.270599216143644,0.262738095238095,0.00423885974672813,0.346666666666667,0.241235966628901,0.238496240601504,0.247619047619048,0.231829573934837,0.0885149978313103
"cMet",0.1,-0.098989898989899,-0.098989898989899,0.1,-0.100449172576832,0.1,-0.127046420533815,0.00560241755354093,-0.0314285714285714,-0.1,0.0870580707086866,-0.0314285714285714,-0.202222222222222,0,0.0939204545454545,0.106123151014792,0.0845454545454545,0.0725,-0.0755352512655883,0.0976190476190476,-0.055820569828722,0.0666666666666667,-0.177777777777778,-0.0871953252417124,0.0903463203463203,0.06,0.03,0.05,-0.0857142857142857,-0.0593984962406015,-0.0775068409851019,0.250674678119934,-0.1,0.0314285714285714,0.0314285714285714,0.0323809523809524,0.00445459751491952,-0.0089922480620155,0.1,-0.0089922480620155,-0.00666666666666667,0,0.113333333333333,-0.00666666666666667,-0.0354102955170571,-0.00666666666666667,0.104372362869198,0.0855555555555556,-0.0284126984126984,0.113333333333333,0.201818181818182,0.2,0.2,0.2,-0.0431067588325653
"ZEB2",-0.1,-0.0949551607491633,-0.0949551607491633,-0.0888888888888889,-0.0601978973407545,-0.05,-0.0495865719069964,-0.0461354588634055,-0.045869694188752,-0.0433333333333333,-0.042577553593947,-0.0422294372294372,-0.034975845410628,-0.03,-0.0277098511244853,-0.0250203022783668,-0.0249825783972125,-0.0235669781931464,-0.0216282370106875,-0.0194397152143631,-0.0141251738430337,-0.0138888888888889,-0.00864426854784429,-0.00465462198407421,-0.000537276189972852,0.00166666666666667,0.00428571428571428,0.00714285714285714,0.00769230769230769,0.0223589743589744,0.0311951803886161,0.0402798187831594,0.0409090909090909,0.0422294372294372,0.0422294372294372,0.0422710622710623,0.0450940564681892,0.0452263679543146,0.05,0.0501559454191033,0.053859649122807,0.0542424242424242,0.0558441558441558,0.0573475759714292,0.0613917911656223,0.0619347319347319,0.064009324009324,0.069721706864564,0.0699569746561924,0.0758441558441559,0.0783617679130951,0.080800792303339,0.0916666666666667,0.0969298245614035,0.135892330347516
"ZEB1",-0.1,-0.0933227067784789,-0.0933227067784789,-0.08,-0.118269284093048,-0.00833333333333333,-0.0513352439346425,0.026524759775159,-0.0833367354157971,0.0239524702939337,0.033493356020094,-0.0803446094315452,-0.0326385155785543,0.041025641025641,0.0194684441230391,-0.0117672741766006,0.0162655971479501,-0.0223752002958215,0.0182618683789443,-0.00320565236375183,-0.0145857097878599,-0.0115789473684211,-0.0971492199547393,-0.0225395410927908,0.0107366553285559,-0.00666091458153581,0.028030303030303,0.0416666666666667,-0.0625,-0.0409313725490196,-0.0262771263792333,-0.0367788118751802,-0.0333333333333333,0.0803446094315452,0.0803446094315452,0.0406627680311891,0.0370065304147522,-0.028286012221343,-0.0333333333333333,-0.0261583526468749,-0.0219916859802082,-0.016260162601626,0.128352490421456,-0.020727516553516,0.12000903245688,-0.016260162601626,0.104776266924351,0.121025189604859,0.0694970015745588,0.132700316508412,0.0925424548674095,0.0947450980392157,0.133333333333333,0.105333333333333,0.041233821574841
"SNAI2",-0.1,-0.0867734424166142,-0.0867734424166142,-0.133333333333333,0.0584631622994794,0.1,-0.0957578747994561,-0.0735872194151417,-0.111623106771261,-0.0780519480519481,-0.0582991569833675,-0.113449590789526,-0.0867820512820513,-0.0709090909090909,0.0508672201274876,-0.0640446051838457,0.0367827130852341,-0.144882980196649,0.0641242223783654,-0.0847082494969819,-0.0479996750741237,-0.133333333333333,-0.0994230769230769,-0.074114366457841,-0.0650910246165991,-0.14367816091954,0.0388235294117647,0.08,0.0364035087719298,0.0557017543859649,0.085328369024668,0.215817264980436,0.0709090909090909,0.113449590789526,0.113449590789526,0.053448275862069,0.175587525175438,0.0717238653778746,0.08,0.0723424220789055,0.0766434973477227,0.0780519480519481,-0.0372549019607843,0.0729001818397013,0.171951402376266,0.0766434973477227,-0.0457665050803191,-0.0534942182001006,0.127566256065696,-0.0372549019607843,0.144223635400106,0.150980392156863,0.166666666666667,0.16078431372549,0.0868986377336715
"FUS",0.1,-0.0832839416311393,-0.0832839416311393,0.05,0.0559794901284263,0,0.121973623049841,0.0539760311676899,0.179654092226449,0.07,-0.0425757575757576,0.185330948121646,0.0286630666012109,0.05,-0.0158333333333333,0.000143334925943631,-0.00472222222222222,0.102791208791209,-0.00694515735322634,0.00603174603174604,0.0224318001420395,0.0357142857142857,-0.062431693989071,0.0391589137176478,-0.0436456733230927,0.0797142857142857,-0.0325,-0.12,0.0939393939393939,0.0539393939393939,-0.0573025435073628,0.260499112160599,0.05,-0.185330948121646,-0.185330948121646,-0.0783400809716599,0.0795201527457488,-0.0504434224720377,-0.1,-0.0557065803667745,-0.0644444444444444,0.0375,-0.06,0.0507478632478632,-0.0241941549280578,0.0430555555555556,0.040535390199637,-0.0719369369369369,-0.222548466026727,-0.101666666666667,-0.059541837472872,-0.0767832167832168,-0.06,-0.0676923076923077,-0.144689263178077
"CD44",0,-0.0777777777777778,-0.0777777777777778,0.1,-0.0855555555555556,0.1,-0.129073447560843,0.0089922480620155,-0.0314285714285714,0,0.0593984962406015,-0.0285714285714286,-0.176296296296296,-0.1,0.0845454545454545,0.0923976608187135,0.03,0.06,-0.0586813186813187,0.0833333333333333,-0.051133069828722,0.1,-0.168253968253968,-0.0821105794790005,0.0976190476190476,0.0666666666666667,0.05,0.1,-0.1,-0.0857142857142857,-0.0688111888111888,0.252134532134532,0,0.0285714285714286,0.0285714285714286,0.019047619047619,0.00369123873629356,-0.0089922480620155,0.1,-0.00666666666666667,0.1,-0.1,0.133333333333333,-0.00666666666666667,-0.04003663003663,0,0.0879166666666667,0.113333333333333,-0.03,0.113333333333333,0.2,0.2,0.2,0.2,-0.0398809523809524
"CDC42",-0.1,-0.0737883854106614,-0.0737883854106614,-0.133333333333333,-0.0979755538579068,-0.133333333333333,-0.0883207673402039,-0.0642395861207742,0.0230896965832403,-0.05,-0.0741025641025641,0.0389433551198257,-0.112843822843823,-0.05,-0.0337514934289128,0.00369815092453775,0.00698924731182797,0.00416666666666667,-0.0476796536796537,-0.0142857142857143,0.0394915541974366,-0.0583333333333333,-0.102539682539683,-0.0379374212285605,-0.0207373271889401,0.00416666666666667,0.0166666666666667,-0.0333333333333333,0.0833333333333333,0.0602564102564103,0.0739930555555555,0.140631339463456,0.05,-0.0389433551198257,-0.0389433551198257,0.0458333333333333,0.0692437966917064,0.0686840305652187,0.1,0.0746246246246246,0.0611111111111111,0.05,0.128571428571429,0.0716374269005848,0.0914771299991194,0.0611111111111111,0.110246635239462,0.102521008403361,0.088440065681445,0.080952380952381,0.169874723655122,0.181739130434783,0.18,0.16,-0.0293127705627706
"SMAD",-0.05,-0.0729535944397788,-0.0729535944397788,0.0277777777777778,-0.151818161149974,0.0416666666666667,0.0483265084837155,0.0131427747133573,-0.0400520982885957,0.0144444444444444,0.0330651340996169,-0.0387363088149114,-0.0904223713429064,0.02,0.0548767379466367,0.0750378332508309,0.0567354740061162,0.0579290382819795,-0.0721498432377292,0.0847526902321423,0.0399685217145896,0.0706349206349206,-0.0776918070401871,-0.0557307396904171,-0.00429492881547675,0.0725957049486461,0.0741666666666667,0.0791666666666667,-0.0514285714285714,-0.0433825944170772,-0.0472107247591119,0.17083910593886,0,0.0387363088149114,0.0387363088149114,0.0617494824016563,0.00223672677107671,-0.0140546288167008,-0.02,-0.012562091503268,-0.00856209150326798,0.00555555555555555,0.147619047619048,0.00508516263911947,-0.00898002689425673,0.0094017094017094,0.152409785401058,0.155802224894994,-0.0138123763456114,0.157478202548625,0.168639172155676,0.167677633694138,0.171428571428571,0.174654377880184,0.0341951017514927
"SUFU",0.05,-0.0697573715828301,-0.0697573715828301,0.0357142857142857,0.0569656834223119,-0.12,0.123834335436869,0.0570962357712704,0.173008522606196,0.0644444444444444,-0.0489249639249639,0.179654092226449,0.032336535988966,0.07,-0.04247425997426,-0.0444349783270684,-0.0158333333333333,0.0900395309388598,-0.00302763158003046,-0.0436456733230927,0.0350712053465005,0.0797142857142857,-0.0821921730309872,0.0478471590328096,-0.0535763892584275,0.102791208791209,-0.00472222222222222,-0.0325,0.0539393939393939,0.0425757575757576,-0.0356873416071253,0.26148790583232,0.0375,-0.179654092226449,-0.179654092226449,-0.059458962090541,0.0762245811700536,-0.0539760311676899,-0.05,-0.0504434224720377,-0.0557065803667745,0.0430555555555556,-0.101666666666667,0.0548370825787183,-0.0310154373291492,0.0507478632478632,0.0412798070730862,-0.0559794901284263,-0.2171620491649,-0.0719369369369369,-0.0557120502388294,-0.059541837472872,-0.0676923076923077,-0.0767832167832168,-0.140833222046972
