"","SOSGRB2","PAK1","EGR1","cfos","MEK","ERK","Csn","NOTCHic","ZEB2","SMO","FUS","SUFU","NFB","IKK","AXIN2","STAT","DELTA","cateninmemb","cateninnuc","Wnt","GLI","Frizzled","KLF4","LIV1","FOXC2","TCFLEF","SRC","CD44","RAS","cMet","RAF","PI3K","miR200","DSH","Ecadherin","Destcompl","ILK","AKT","SMAD","HEY1","SNAI2","SHH","Csl","Patched","Jagged","NOTCH","TrCP","ZEB1","TWIST1","SNAI1","RKIP","GSK3","CDC42","TGF","TGFR"
"ZEB2",-0.228333333333333,-0.215584415584416,-0.208333333333333,-0.192543859649123,-0.185738194818281,-0.179640633842671,-0.111111111111111,-0.102153846153846,-0.102000467823939,-0.0978571428571429,-0.0892857142857143,-0.075,-0.0736111111111111,-0.0580555555555556,-0.0249190584016589,-0.02,-0.0186796536796537,-0.0155824634871391,-0.0134675018033061,-0.0111888111888112,-0.00660165522550844,-0.00606060606060606,-0.0026658422600568,0,0.00124786324786325,0.0125584108942152,0.0133333333333333,0.0139668615984405,0.0146111311957136,0.0185964912280702,0.0186796536796537,0.0186796536796537,0.0234024933153528,0.0272727272727273,0.0503303411292935,0.0571197766199076,0.058021978021978,0.0608592938733126,0.0610707585097829,0.0700293255131965,0.0789305501476613,0.0789657903072537,0.0794871794871795,0.0807839721254355,0.0836040103079209,0.0983287095418243,0.1,0.102000467823939,0.109595973850084,0.110488089144683,0.145764895330113,0.157621668200896,0.202857142857143,0.213363567649282,0.214421768707483
"Destcompl",-0.0455420849718675,-0.136326530612245,-0.176410256410256,-0.185501165501165,-0.182768925064007,-0.182768925064007,-0.1,0.152311006658833,-0.0811215364961896,-0.118773946360153,-0.118773946360153,-0.122222222222222,-0.1,-0.0936936936936937,0.267435407348584,-0.218253968253968,-0.107407102566212,-0.239364869538931,0.211170966255585,0.215894006230369,0.213853189903838,0.21688410524027,0.0891907370355675,-0.211111111111111,-0.158513009334553,-0.211782898942989,-0.21688410524027,-0.213152761956688,0.106622173209854,-0.215391567926837,0.107407102566212,0.107407102566212,0.215817539336885,0.218253968253968,0.0719291021376771,0.145915024961574,-0.041984126984127,0.0903379889957071,-0.0416332497911445,-0.0524224493455263,0.247919574686492,0.113406190975862,-0.154484919702311,0.115147003354972,-0.223835648209886,-0.15211060585723,0.1,0.0811215364961896,0.024819334296822,0.256931318738844,0.287933248884873,0.246812850633477,0.130119634060521,0.124892773806437,0.126961739323679
"TCFLEF",-0.204291110087517,-0.0102564102564103,-0.214285714285714,-0.226480836236934,-0.243895802223328,-0.244576074332172,-0.048051948051948,0.0416547106647537,-0.0801951089845827,0.132857142857143,0.123333333333333,0.116666666666667,-0.060051948051948,-0.0697293674067868,-0.34946568986569,0.0333333333333333,-0.0772341575717027,-0.0507634059989578,0.101551479059746,-0.00152337858220211,-0.00152337858220211,-0.0092156862745098,-0.0168640183346066,0.0333333333333333,-0.0288771052218897,-0.10189512167143,0.00333333333333333,-0.00498790517658442,0.0765771273483124,-0.00435897435897436,0.0772341575717027,0.0772341575717027,-0.0464843790747405,-0.0392156862745098,-0.0624588481232732,0.301405325393875,-0.0542381711855396,0.0653815413198302,-0.0567238308413714,-0.0458846068449266,0.258992625327273,-0.122566226569789,-0.0181252989000478,-0.123179723502304,0.0280710184299638,-0.041986936578375,0.0571428571428571,0.0801951089845827,-0.011653092758818,0.047996492117831,0.0524695779951325,0.251086947241874,0.0195587358378056,0.00882964008983259,0.0111475208845346
"SOSGRB2",-0.0944444444444444,-0.214285714285714,0.0142857142857143,0.0253968253968254,-0.056011856011856,-0.052981552981553,-0.3,0.226573426573427,-0.0553634085213032,-0.0166666666666667,-0.0333333333333333,0,-0.311111111111111,-0.337426900584795,0.0940456545654565,0,-0.29774011299435,0.00251421551421553,0.0840978370775221,0.104761904761905,0.0888198757763975,0.0714285714285714,0.0796491228070175,0,-0.0685714285714286,-0.0785529039991283,-0.0714285714285714,-0.0859213250517598,0.306714471968709,-0.101863354037267,0.29774011299435,0.29774011299435,0.190242721814375,0,0.00262723017771536,0.247292491252223,-0.02,0.312426900584795,-0.0220979020979021,-0.0163825757575758,0.33692224365252,0.0124554787345485,-0.172727272727273,0.00315315315315315,-0.039854995721463,-0.247700187136807,0.3,0.0553634085213032,0.175217391304348,0.199406538734897,0.0107456140350877,0.349895110343918,0.234285714285714,0.223238251110592,0.238131868131868
"CDC42",0.170833333333333,0.0571428571428571,0.26,0.2,0.162564480471629,0.160869565217391,-0.0333333333333333,-0.0205128205128205,-0.0534244206157039,-0.030952380952381,-0.0476190476190476,-0.0333333333333333,-0.0833333333333333,-0.120833333333333,-0.115779967159278,0.15,-0.149945533769063,0.160622876997093,-0.0751742831940852,-0.0714814814814815,-0.0741130604288499,-0.09,0.058,0.1,-0.0285536653685865,0.0751742831940852,0.09,0.0741841841841842,0.153604070354429,0.0714814814814815,0.149945533769063,0.149945533769063,-0.028346490111196,-0.15,-0.144238212525445,0.163774737674061,0.0714285714285714,0.115570175438596,0.0617511520737327,0.0744627686156921,-0.190212026416406,0.0597058656198441,0.0666666666666667,0.0535330261136713,0.0498958333333333,0.018974358974359,0,0.0534244206157039,-0.0287186147186147,0.014109266261165,-0.0527272727272727,0.165459956709957,-0.114285714285714,-0.12257448433919,-0.124089635854342
"NOTCHic",0.15511961722488,0.144444444444444,0.26,0.193333333333333,0.157619047619048,0.157619047619048,-0.0333333333333333,-0.0180645161290323,-0.0530273752012883,-0.0256410256410256,-0.0333333333333333,-0.0333333333333333,-0.0888888888888889,-0.122222222222222,-0.100320455226116,0.12,-0.134571805006588,0.163658681901322,-0.0536840331605871,-0.051002331002331,-0.0520775998195353,-0.0661538461538461,0.0542443064182195,0.1,-0.0196774193548387,0.0541420484277627,0.0661538461538461,0.0521012321012321,0.138020080868657,0.051002331002331,0.134571805006588,0.134571805006588,-0.0282636438705803,-0.12,-0.168715029930208,0.151827758332431,0.0680952380952381,0.115245478036176,0.0601815690304899,-0.0274470457079153,-0.182188665679176,0.0523962438573444,-0.04,0.0491704374057315,0.0458697348763574,0.0180645161290323,0,0.0530273752012883,-0.0305188146253065,0.00925111925111924,-0.0523480404976277,0.155868243564168,-0.116444444444444,-0.122937150423487,-0.126121863799283
"TrCP",0.171823432343234,0.114285714285714,0.2,0.160869565217391,0.153231147138295,0.162564480471629,-0.0833333333333333,-0.018974358974359,-0.0524597903906235,-0.0535330261136713,-0.030952380952381,-0.0476190476190476,-0.120833333333333,-0.115570175438596,-0.114522105524057,0.09,-0.153604070354429,0.158974525348742,-0.0737949728492576,-0.0741130604288499,-0.0746008653068987,-0.0714814814814815,0.0498032786885246,0.15,-0.029932975713414,0.0751742831940852,0.0714814814814815,0.0751742831940852,0.154967706718065,0.0741841841841842,0.153604070354429,0.153604070354429,-0.028346490111196,-0.09,-0.141954475501224,0.16392511361391,0.0617511520737327,0.111866471734893,0.0604608294930875,0.0671098274392216,-0.1894886991108,0.0527058656198441,0.0205128205128205,0.0597058656198441,0.0468283486707567,0.0222710622710623,0.0333333333333333,0.0524597903906235,-0.0227403538490495,0.0124386218697569,-0.0389151180311401,0.164005411255411,-0.124089635854342,-0.114377763027715,-0.12257448433919
"ERK",-0.03842071197411,-0.356190476190476,-0.0193103448275862,-0.0171826852531181,-0.126402740963425,-0.107182685253118,-0.267857142857143,0.0458767914972295,-0.0365551031372155,-0.112808743169399,-0.101333333333333,-0.113333333333333,-0.240584415584416,-0.225290297937357,0.0870381805083874,-0.0929824561403509,-0.244378399378399,0.00171049637687444,0.077792471496033,0.0805827505827506,0.0848434022118233,0.0812820512820513,0.0331242423231346,-0.0666666666666667,-0.0973701818529405,-0.079042471496033,-0.0775978407557355,-0.0807153339495646,0.237667728311293,-0.0768985400564348,0.244378399378399,0.244378399378399,0.199952633385549,0.0966666666666667,0.00371059423782879,0.268569545277416,0.0530760637205121,0.228042591515338,0.0552037232949802,0.059402614459636,0.483350659772546,0.0936271574916495,-0.0626651126651127,0.100390442515804,0.0498176672687178,-0.0533560158739608,0.242857142857143,0.0365551031372155,0.255532188796038,0.359111471467602,0.152183218984706,0.365610417758368,0.344040943480196,0.348875707256565,0.349150432531291
"MEK",-0.0413333333333333,-0.346666666666667,0.06,-0.0193103448275862,-0.107182685253118,-0.0171826852531181,-0.242857142857143,0.0626651126651127,-0.0310432921135934,-0.101333333333333,-0.113333333333333,-0.133333333333333,-0.267857142857143,-0.240584415584416,0.0845991561181434,-0.0666666666666667,-0.243426018426018,-0.000313422666363833,0.079042471496033,0.0812820512820513,0.0805827505827506,0.0966666666666667,0.0307986609277858,0,-0.101643686126445,-0.0807153339495646,-0.0929824561403509,-0.0768985400564348,0.244378399378399,-0.0775978407557355,0.243426018426018,0.243426018426018,0.201178123581627,0.0666666666666667,0.00470613148465337,0.269283562564151,0.0630391633515084,0.225290297937357,0.0530760637205121,0.0727131946644142,0.48371134507462,0.100390442515804,-0.0434343434343434,0.112808743169399,0.0561429684735371,-0.0458767914972295,0.2,0.0310432921135934,0.258999595176066,0.368370730726861,0.156361491965207,0.366791162535843,0.356190476190476,0.349150432531291,0.344040943480196
"RAS",-0.141558441558442,-0.02,-0.2,-0.275,-0.241769865841073,-0.290789473684211,0,0.176315789473684,-0.0276362297496318,0.116666666666667,0.1,0.1,-0.0333333333333333,-0.0133333333333333,0.141159420289855,-0.1,-0.145641025641026,-0.0733103893163942,0.118578744786398,0.132352941176471,0.103186274509804,0.15,0.0492857142857143,0,-0.0549206349206349,-0.115462597477616,-0.15,-0.104693366708385,0.0725641025641026,-0.132352941176471,0.145641025641026,0.145641025641026,0.0162769230769231,0.1,0.0530575163750173,0.0903914124844357,-0.112987012987013,-0.00888888888888889,-0.117068645640074,-0.117588932806324,-0.19886771592468,-0.10419209039548,-0.15,-0.112666666666667,-0.137808003153952,-0.159334657398213,0.1,0.0276362297496318,-0.0537697763229678,-0.0302654867256637,0.133339622641509,0.0822351421188631,5.55111512312578e-18,-0.0304601048340128,-0.0235294117647059
