"","SOSGRB2","PAK1","EGR1","cfos","MEK","ERK","Csn","NOTCHic","ZEB2","SMO","FUS","SUFU","NFB","IKK","AXIN2","STAT","DELTA","cateninmemb","cateninnuc","Wnt","GLI","Frizzled","KLF4","LIV1","FOXC2","TCFLEF","SRC","CD44","RAS","cMet","RAF","PI3K","miR200","DSH","Ecadherin","Destcompl","ILK","AKT","SMAD","HEY1","SNAI2","SHH","Csl","Patched","Jagged","NOTCH","TrCP","ZEB1","TWIST1","SNAI1","RKIP","GSK3","CDC42","TGF","TGFR"
"Patched",-0.0666666666666667,-0.1,-0.1,-0.1,-0.213846153846154,-0.16,0,0.0333333333333333,-0.025,-0.133333333333333,-0.1,-0.2,-0.1,-0.15,-0.0965367965367965,0.1,-0.176923076923077,-0.0298924731182796,0.0448651564185545,0.15,0.175,0.1,-0.0166666666666667,0.1,-0.07,-0.0477777777777778,0,-0.07,0.158173076923077,-0.05,0.176923076923077,0.176923076923077,0.176190476190476,0,0.125687702265372,0.231728271728272,-0.0333333333333333,0.135714285714286,-0.0333333333333333,-0.0230769230769231,-0.0712030651340996,0.0408333333333333,0,0.0533333333333333,0.0112169312169312,-0.0606060606060606,0,0.025,0.0537037037037037,0.18010752688172,0.188571428571429,0.241025641025641,0.1,0.0883333333333333,0.08
"CD44",-0.114285714285714,-0.0666666666666667,-0.2,-0.1,-0.15,-0.1,0.2,-0.171428571428571,-0.0206349206349206,0.05,0.1,0.1,0.3,0.3,-0.09,0.1,0.304761904761905,0.100604395604396,-0.0971914132379249,-0.05,-0.07,-0.1,-0.0650793650793651,0.1,-0.00875,0.104883720930233,0.2,0.07,-0.319047619047619,0.15,-0.304761904761905,-0.304761904761905,0.0338339920948617,0,-0.0424003908370427,-0.18699661682855,-0.0833333333333333,-0.293333333333333,-0.0568027210884354,-0.0719298245614035,-0.226537906537907,-0.0809090909090909,0.1,-0.09,-0.0693706293706294,0.12406015037594,-0.1,0.0206349206349206,-0.0578754578754579,-0.0994683678894205,0.0844444444444444,-0.279761904761905,-0.0333333333333333,-0.0375,-0.0208333333333333
"SNAI2",-0.153448275862069,-0.0941176470588235,-0.133333333333333,-0.150980392156863,-0.160916799152093,-0.156862745098039,-0.133333333333333,-0.031140350877193,-0.0182020138451857,0.0858823529411765,0.08,0.1,-0.133333333333333,-0.122988505747126,-0.118676491987271,0.0709090909090909,-0.131395145800594,0.265894417166016,-0.0613655359068246,-0.0651746844704591,-0.0646399251121703,-0.0637662337662338,0.00769230769230769,0.08,0.0722771593341507,0.0618313744161414,0.0637662337662338,0.0640994156532548,0.132308387809726,0.0651746844704591,0.131395145800594,0.131395145800594,0.0365097718288689,-0.0709090909090909,-0.381339294958409,0.172710889651732,-0.0395036887994634,0.121783686470018,-0.0418960332970711,-0.026416515973478,0.243795596271811,-0.0852499873188712,0.0364035087719298,-0.0838415366146459,0.0579770698516407,0.031140350877193,0.1,0.0182020138451857,0.0931246128723464,0.0494475318731612,0.0592051282051282,0.172598609120348,0.0988795518207283,0.10392812643452,0.101443654384831
"FOXC2",-0.113993710691824,-0.0409090909090909,-0.12,-0.129090909090909,-0.132183692596064,-0.129090909090909,-0.1,0.0161722488038278,-0.0160526315789474,-0.0166666666666667,-0.0333333333333333,0,-0.08,-0.0657142857142857,-0.0640994156532548,-0.0333333333333333,-0.0797435897435897,0.174790720796818,0.0372350061792266,0.0322389420884633,0.0339630800194978,0.0392156862745098,0.00740740740740741,-0.0333333333333333,0.0413417803768681,-0.0378576711854533,-0.0392156862745098,-0.0348476377406372,0.0797435897435897,-0.0322389420884633,0.0797435897435897,0.0797435897435897,0.0341391941391941,0.0333333333333333,-0.192575589195179,0.121605613189297,-0.0266666666666667,0.0694179894179894,-0.0295652173913043,-0.0219862490450726,-0.0557063469589208,0.0196908602150538,-0.0109090909090909,0.0229166666666667,-0.0412984416882468,-0.0130794652986731,0.1,0.0160526315789474,-0.00145969498910676,0.052681679373521,0.0641207998350855,0.122281484601972,0.0529090909090909,0.0566814486326681,0.0542424242424242
"FUS",0.0729419703103914,0.08,0.16,0.213846153846154,0.205068724379069,0.210815850815851,0.15,-0.0706060606060606,-0.00378236456275346,0.0408333333333333,0.0533333333333333,0.133333333333333,0.135714285714286,0.107714285714286,0.103090662460977,0.05,0.17212656529517,0.0351464009084117,-0.0524472911030919,-0.152777777777778,-0.148931623931624,-0.175,0.00969945355191257,0,0.0612885662431942,0.0516320737117876,0.07,0.0448651564185545,-0.175183333854122,0.0477777777777778,-0.17212656529517,-0.17212656529517,-0.177243239694675,-0.15,-0.128628611126516,-0.230605655307743,0.0349206349206349,-0.0961758241758242,0.0407270865335381,0.0321866539257844,0.0730377235935336,-0.0428535353535353,0.0606060606060606,-0.0519444444444444,-0.0267074647797539,0.0546969696969697,-0.1,0.00378236456275346,-0.0680862106331771,-0.175390545749645,-0.201343478972345,-0.238986481367233,-0.0883333333333333,-0.0914385662258003,-0.0829279279279279
"IKK",0.120168067226891,0.05,0.05,0.0357142857142857,0.0668253968253968,0.0557142857142857,0.1,-0.187012987012987,-0.000736842105263158,-0.1,-0.08,-0.1,0.0857142857142857,0.00238095238095238,-0.085952380952381,0.05,0.108892921960073,0.0283791720383899,-0.0707978185965742,-0.0688034188034188,-0.0672649572649573,-0.0611111111111111,-0.00769230769230769,0.1,-0.0774314574314574,0.0712197595248443,0.0611111111111111,0.0672649572649573,-0.110301372664298,0.0688034188034188,-0.108892921960073,-0.108892921960073,-0.00434782608695652,-0.05,0.0441386527736226,-0.15620300561035,0.104861111111111,-0.00508365508365508,0.107831408140814,0.115789473684211,-0.306169457128361,0.0968071519795658,0.172727272727273,0.103703703703704,0.0876647922524211,0.198124098124098,-0.2,0.000736842105263158,-0.0263398692810457,-0.00599378003958157,-0.0195810564663024,-0.250677655677656,-0.0722222222222222,-0.0682222222222222,-0.0722222222222222
"SHH",-0.1,0,0,-0.1,-0.16,-0.1,0,0,0,-0.1,-0.2,-0.2,0,-0.1,-0.123809523809524,0.1,-0.2,-0.0410035842293907,0.0477777777777778,0.1,0.15,0,-0.05,0,-0.05,-0.07,0.1,-0.05,0.176923076923077,0,0.2,0.2,0.133333333333333,0,0.120833333333333,0.226233766233766,0,0.15,-0.0333333333333333,0,-0.0672030651340996,0.0533333333333333,0.1,0.133333333333333,0.0371428571428572,-0.0333333333333333,0,0,0.05,0.183333333333333,0.16,0.241025641025641,0.1,0.08,0.1
"SUFU",0.0750398724082935,0.0883333333333333,0.213846153846154,0.210815850815851,0.21570702225141,0.205068724379069,0.135714285714286,-0.0546969696969697,8.23697367634511e-05,0.0519444444444444,0.0408333333333333,0.0533333333333333,0.107714285714286,0.0961758241758242,0.100046165973858,0.07,0.175183333854122,0.0361013804445645,-0.0509639151440126,-0.148931623931624,-0.155994820957646,-0.152777777777778,0.0150886751087988,0.05,0.0575664818759485,0.0524472911030919,0.0477777777777778,0.0516320737117876,-0.170436498411084,0.0448651564185545,-0.175183333854122,-0.175183333854122,-0.17129528430434,-0.175,-0.127289785173889,-0.22938290145341,0.0407270865335381,-0.103558374511395,0.0395723521224527,0.039415569588435,0.0715215732968955,-0.0378342303342303,0.0706060606060606,-0.0428535353535353,-0.0202941631170461,0.0586652236652237,-0.15,-8.23697367634511e-05,-0.0621068291898781,-0.170450170962592,-0.196853683053978,-0.23718699550605,-0.0829279279279279,-0.0912413275670232,-0.0914385662258003
"NFB",0.123325961963733,0.0722222222222222,0.0357142857142857,0.0557142857142857,0.062250233426704,0.0668253968253968,0.0857142857142857,-0.198124098124098,0.000412583182093164,-0.103703703703704,-0.1,-0.08,0.00238095238095238,0.00508365508365508,-0.0887892603850051,0.0611111111111111,0.110301372664298,0.0280623821756655,-0.0704056617338291,-0.0672649572649573,-0.0706357437818112,-0.0688034188034188,0,0.05,-0.0746426128099435,0.0707978185965742,0.0688034188034188,0.0712197595248443,-0.110301372664298,0.0672649572649573,-0.110301372664298,-0.110301372664298,-0.00162879285432812,-0.0611111111111111,0.0454227619229003,-0.156701344480782,0.107831408140814,-0.00286143286143286,0.109690144200294,0.115789473684211,-0.305966205095841,0.0992167905337826,0.187012987012987,0.0968071519795658,0.0912619145545794,0.19360796909184,-0.1,-0.000412583182093164,-0.0247525676937442,-0.00791158825875965,-0.0247092615945075,-0.24871687136393,-0.0722222222222222,-0.0682222222222222,-0.0682222222222222
"SMO",0.0614035087719298,0.1,0.1,0.16,0.210815850815851,0.213846153846154,0.1,-0.0606060606060606,0.00296610169491525,0.0533333333333333,0.133333333333333,0.1,0.15,0.135714285714286,0.0999850723988655,0,0.158173076923077,0.0308633469046873,-0.0516320737117876,-0.175,-0.152777777777778,-0.15,-0.00833333333333333,-0.1,0.066551724137931,0.0448651564185545,0.05,0.0477777777777778,-0.17212656529517,0.07,-0.158173076923077,-0.158173076923077,-0.190114526823388,-0.1,-0.127532720715557,-0.232503465526721,0.0333333333333333,-0.107714285714286,0.0349206349206349,0.0278388278388278,0.0750125889436234,-0.0519444444444444,0.0333333333333333,-0.0408333333333333,-0.0255026455026455,0.0706060606060606,0,-0.00296610169491525,-0.0654684095860566,-0.18010752688172,-0.194126984126984,-0.241996514812049,-0.08,-0.0829279279279279,-0.0883333333333333
"cMet",-0.114285714285714,0.0333333333333333,-0.1,-0.1,-0.0827272727272727,-0.15,0.3,-0.12406015037594,0.00865800865800865,0.09,0.05,0.1,0.3,0.293333333333333,-0.116984126984127,0.2,0.319047619047619,0.0938428297680967,-0.0898467804695633,-0.07,-0.106363636363636,-0.05,-0.0793650793650794,0.1,-0.00495253164556962,0.0971914132379249,0.15,0.104883720930233,-0.290745732255166,0.07,-0.319047619047619,-0.319047619047619,0.0182089920948617,-0.1,-0.0467260905825897,-0.187672292504225,-0.0568027210884354,-0.324583333333333,-0.0586209029066172,-0.0425180598555212,-0.229457614567104,-0.0652840909090909,0.171428571428571,-0.0809090909090909,-0.0389358467619337,0.151719724844025,-0.2,-0.00865800865800865,-0.052257480347368,-0.0859090458555222,0.0696296296296296,-0.278149001536098,-0.0208333333333333,-0.0481382978723404,-0.0375
"DSH",-0.218181818181818,-0.293333333333333,-0.26,-0.265882352941176,-0.260841974216587,-0.251067538126362,-0.113333333333333,0.187955182072829,0.00900290019964389,0.00432900432900433,0.00909090909090909,0,-0.0883333333333333,-0.0633333333333333,0.243550904987467,-0.225,-0.161721142512688,-0.19912018935062,0.19392097609406,0.195112781954887,0.197073566268613,0.198684210526316,-0.00713333877240216,-0.2,-0.117602560638056,-0.196147155969394,-0.198684210526316,-0.197099536921775,0.156959237750784,-0.195112781954887,0.161721142512688,0.161721142512688,0.161916420300567,0.225,0.198317181722608,0.218495479252231,-0.0860086157412826,0.0667816091954023,-0.0841218232884524,-0.0986814827576306,0.210475081827584,-0.0215267086630633,-0.20952380952381,-0.0172322301354559,-0.114355974243115,-0.192850286967934,0.133333333333333,-0.00900290019964389,0.0797425353119971,0.209651483781919,0.273320013320013,0.306280344851831,0.280289855072464,0.278617381204868,0.283146997929607
"Wnt",-0.209090909090909,-0.3,-0.1,-0.2,-0.265882352941176,-0.26,-0.1,0.192857142857143,0.00918220946915351,0,0,0,-0.133333333333333,-0.113333333333333,0.245454545454545,-0.1,-0.148872180451128,-0.200805084745763,0.197099536921775,0.225,0.198684210526316,0.3,0.0176470588235294,0,-0.127287449392713,-0.195112781954887,-0.2,-0.198684210526316,0.162508544087491,-0.225,0.148872180451128,0.148872180451128,0.187373737373737,0.2,0.203542392566783,0.223130808387428,-0.0743589743589744,0.0883333333333333,-0.0813357185450209,-0.081025641025641,0.214827586206897,-0.00432900432900433,-0.15,-0.00909090909090909,-0.110245098039216,-0.20952380952381,0.1,-0.00918220946915351,0.0858823529411765,0.230175983436853,0.276666666666667,0.318103448275862,0.3,0.280289855072464,0.293333333333333
"GSK3",-0.216786469344609,-0.280289855072464,-0.265882352941176,-0.251067538126362,-0.256296519671133,-0.260841974216587,-0.0883333333333333,0.192850286967934,0.00974584225016395,0.0172322301354559,0.00432900432900433,0.00909090909090909,-0.0633333333333333,-0.0667816091954023,0.2430942839829,-0.198684210526316,-0.156959237750784,-0.196909756105704,0.193065712936165,0.197073566268613,0.196130170042198,0.195112781954887,-0.00331654487927239,-0.225,-0.116486133205839,-0.19392097609406,-0.195112781954887,-0.196147155969394,0.155068481448263,-0.197099536921775,0.156959237750784,0.156959237750784,0.160626854063755,0.198684210526316,0.196045202796036,0.21810801887886,-0.0841218232884524,0.0642175066312997,-0.0833721981010461,-0.0983354619963849,0.208318049903511,-0.0196128330649772,-0.187955182072829,-0.0215267086630633,-0.113042105629976,-0.194668468786116,0.113333333333333,-0.00974584225016395,0.0762854290379895,0.20732590238657,0.264548083495452,0.205781176798586,0.283146997929607,0.272207124794612,0.278617381204868
"Frizzled",-0.218181818181818,-0.3,-0.2,-0.26,-0.251067538126362,-0.265882352941176,-0.133333333333333,0.20952380952381,0.0121525064988565,0.00909090909090909,0,0,-0.113333333333333,-0.0883333333333333,0.243128964059197,-0.2,-0.162508544087491,-0.201122545063223,0.196147155969394,0.198684210526316,0.195112781954887,0.225,-0.00616246498599439,-0.1,-0.124961867997364,-0.197099536921775,-0.225,-0.195112781954887,0.161721142512688,-0.198684210526316,0.162508544087491,0.162508544087491,0.168623737373737,0.3,0.20051208953648,0.220213036504139,-0.0813357185450209,0.0633333333333333,-0.0860086157412826,-0.0916639388979815,0.211988469487654,-0.0172322301354559,-0.192857142857143,-0.00432900432900433,-0.111255199049317,-0.187955182072829,0.1,-0.0121525064988565,0.0868347338935574,0.21747757073844,0.283809523809524,0.310224660397074,0.293333333333333,0.283146997929607,0.280289855072464
"Csn",0.0419554940620316,0.109090909090909,0.103333333333333,0.121515151515152,0.129063852813853,0.122813852813853,0.12,-0.149278499278499,0.0148817204301075,0.0112554112554113,0.0142857142857143,0.0142857142857143,0.12,0.115833333333333,-0.175837169499528,0.133333333333333,0.209563009255066,0.0576987251705251,-0.138372573970084,-0.140396067026728,-0.140832748249435,-0.136781609195402,-0.0171988795518207,0.133333333333333,0.121560769317711,0.139875881246092,0.136781609195402,0.140840511471172,-0.207451684878867,0.140396067026728,-0.209563009255066,-0.209563009255066,-0.0441839779880611,-0.133333333333333,-0.0188693944178232,-0.250354973273959,0.0176591614906832,-0.116633333333333,0.0194586473518657,0.0264645625692137,-0.0784484147537352,-0.00936047030705941,0.147979797979798,-0.010180142438207,0.0437705795041102,0.153124653124653,-0.22,-0.0148817204301075,-0.0107558048932523,-0.139485176091996,-0.158530086398043,-0.353630490644163,-0.113568521031208,-0.109661171419801,-0.112286469749156
"AKT",-0.217692307692308,-0.294117647058824,-0.257142857142857,-0.263025210084034,-0.259663516786669,-0.248271111723378,-0.233333333333333,0.200496277915633,0.0151321530861991,0.00897435897435897,0.0166666666666667,0,-0.203921568627451,-0.180844645550528,0.246225889633832,-0.233333333333333,-0.200053845697681,-0.18785920201993,0.201769404723571,0.201360089186176,0.204153385275562,0.202898550724638,-0.014231893837157,-0.2,-0.112827434439758,-0.203154020108187,-0.202898550724638,-0.204184947943238,0.194993604733826,-0.201360089186176,0.200053845697681,0.200053845697681,0.162651292038949,0.233333333333333,0.172040434110625,0.241667853211713,-0.0909381352541016,0.0858951506010329,-0.0885812328971993,-0.102374870684936,0.221495729610221,-0.0270737741790373,-0.223076923076923,-0.0228632478632479,-0.120903334495178,-0.206593838891243,0.233333333333333,-0.0151321530861991,0.0842517142477254,0.202065520080394,0.260913830415109,0.32812980030722,0.278117647058824,0.279881211522263,0.283808703969393
"KLF4",0.113993710691824,0.0409090909090909,0.12,0.129090909090909,0.132183692596064,0.129090909090909,0.1,-0.0161722488038278,0.0160526315789474,0.0166666666666667,0.0333333333333333,0,0.08,0.0657142857142857,0.0640994156532548,0.0333333333333333,0.0797435897435897,-0.174790720796818,-0.0372350061792266,-0.0322389420884633,-0.0339630800194978,-0.0392156862745098,-0.00740740740740741,0.0333333333333333,-0.0413417803768681,0.0378576711854533,0.0392156862745098,0.0348476377406372,-0.0797435897435897,0.0322389420884633,-0.0797435897435897,-0.0797435897435897,-0.0341391941391941,-0.0333333333333333,0.192575589195179,-0.121605613189297,0.0266666666666667,-0.0694179894179894,0.0295652173913043,0.0219862490450726,0.0557063469589208,-0.0196908602150538,0.0109090909090909,-0.0229166666666667,0.0412984416882468,0.0130794652986731,-0.1,-0.0160526315789474,0.00145969498910676,-0.052681679373521,-0.0641207998350855,-0.122281484601972,-0.0529090909090909,-0.0566814486326681,-0.0542424242424242
"HEY1",0.113993710691824,0.0409090909090909,0.12,0.129090909090909,0.132183692596064,0.129090909090909,0.1,-0.0161722488038278,0.0160526315789474,0.0166666666666667,0.0333333333333333,0,0.08,0.0657142857142857,0.0640994156532548,0.0333333333333333,0.0797435897435897,-0.174790720796818,-0.0372350061792266,-0.0322389420884633,-0.0339630800194978,-0.0392156862745098,-0.00740740740740741,0.0333333333333333,-0.0413417803768681,0.0378576711854533,0.0392156862745098,0.0348476377406372,-0.0797435897435897,0.0322389420884633,-0.0797435897435897,-0.0797435897435897,-0.0341391941391941,-0.0333333333333333,0.192575589195179,-0.121605613189297,0.0266666666666667,-0.0694179894179894,0.0295652173913043,0.0219862490450726,0.0557063469589208,-0.0196908602150538,0.0109090909090909,-0.0229166666666667,0.0412984416882468,0.0130794652986731,-0.1,-0.0160526315789474,0.00145969498910676,-0.052681679373521,-0.0641207998350855,-0.122281484601972,-0.0529090909090909,-0.0566814486326681,-0.0542424242424242
