"","Csn","SMO","HEY1","IKK","SHH","NOTCHic","Jagged","cfos","Patched","MEK","NOTCH","TWIST1","Csl","NFB","ERK","AXIN2","TGFR","STAT","Destcompl","TCFLEF","cateninnuc","DSH","TGF","Wnt","DELTA","CDC42","GLI","Frizzled","LIV1","SNAI2","GSK3","SOSGRB2","RAS","FOXC2","RAF","PI3K","cateninmemb","SRC","ZEB2","ZEB1","CD44","EGR1","cMet","Ecadherin","PAK1","TrCP","FUS","KLF4","SMAD","miR200","AKT","RKIP","SNAI1","ILK","SUFU"
"RAF",-0.1,-0.12,-0.145644599303136,-0.139285714285714,-0.116196721311475,-0.138383838383838,-0.144700460829493,0.17,-0.108,0.182472487160675,-0.138383838383838,0.140225787284611,-0.111111111111111,-0.114285714285714,0.180344827586207,0.0500351617440225,0.0447619047619048,0,0.350102480016397,0.0616734143049932,0.070579266722296,0,0.0550422785936805,0.0433333333333333,-0.138636363636364,0.04,0.0587179487179487,0.0333333333333333,0,-0.349984554409279,0.357171000788022,0.108825396825397,0.139491064491064,-0.0513704686118479,0.138636363636364,0.138636363636364,0.136137986726222,-0.0333333333333333,0.0625413677666188,0.0625413677666188,-0.0539811066126856,-0.12,-0.0385964912280702,0.119584852006909,-0.0333333333333333,0.1,0.1,0.0485413677666188,0.135819913827069,-0.0138983643239896,0.136255411255411,-0.061344537815126,-0.248477134715356,0.13681001283697,0.1
"ERK",-0.139285714285714,-0.116196721311475,-0.157589991794603,-0.15154952890247,-0.114662194457255,-0.153712305537123,-0.158437375702098,0.182472487160675,-0.110314368370299,0.0971985781541754,-0.156759396949865,0.139919944260321,-0.138383838383838,-0.136255411255411,0.0958058204940083,0.0692133643368592,0.0594218406374761,0.0385964912280702,0.372489461347541,0.074854359659099,0.0804099152146546,0.0433333333333333,0.067388873604509,0.0664102564102564,-0.145522810522811,0.0550422785936805,0.0751821862348178,0.0587179487179487,0.0333333333333333,-0.362333418711307,0.382508252828271,0.110076745261211,0.147172975539312,-0.0612064584478378,0.145522810522811,0.145522810522811,0.144751534867223,-0.0539811066126856,0.0703966358581074,0.0703966358581074,-0.070579266722296,-0.180344827586207,-0.0616734143049932,0.1230226163908,-0.0447619047619048,0.114285714285714,0.108,0.060716470365798,0.143177555792547,-0.0133952683487574,0.15154952890247,-0.0740809401021807,-0.266799784288006,0.14652102083814,0.12
"ZEB2",-0.2,-0.191428571428571,-0.189794721407625,-0.185833333333333,-0.183801076971809,-0.167384615384615,-0.159936586535749,-0.141228070175439,-0.132891986062718,-0.13257346750038,-0.128586801176965,-0.116257679274789,-0.115384615384615,-0.1125,-0.105744199207697,-0.0967862602283967,-0.0914038342609771,-0.09,-0.089219823270707,-0.0854476567004365,-0.0775255787783586,-0.0772727272727273,-0.0739435168006597,-0.0726573426573427,-0.067965367965368,-0.0662337662337662,-0.059813305960095,-0.0572727272727273,-0.05,-0.0213001920550671,0.0129951697889212,0.0198168498168498,0.0523336763165457,0.0587319347319347,0.067965367965368,0.067965367965368,0.0693275626149856,0.07,0.0744595174106231,0.0744595174106231,0.07453216374269,0.0833333333333333,0.0884210526315789,0.0928006351711861,0.0935064935064935,0.1,0.114285714285714,0.121603627389083,0.129897206881061,0.13020552256319,0.13256230529595,0.140289855072464,0.169667788310079,0.189653304442037,0.2
"CD44",0.1,0.05,0.0842105263157895,0.0666666666666667,0.0627272727272727,0.0571428571428571,0.0633100233100233,0,0.09,-0.04,0.093984962406015,0.0618315018315018,0.1,0.1,-0.02,0.08,0.0466666666666667,-0.1,-0.141318345520026,0.0496899224806202,0.0496899224806202,0,0.0522222222222222,0.05,0.019047619047619,0.0466666666666667,0.0566666666666667,0.1,-0.1,0.241229881229881,-0.160119047619048,-0.169047619047619,-0.0333333333333333,-0.0525,-0.019047619047619,-0.019047619047619,-0.091959706959707,0,0.0777777777777778,0.0777777777777778,-0.0566666666666667,0,0.05,-0.110282271197481,-0.0666666666666667,0,-0.1,-0.0412698412698413,-0.0753968253968254,-0.0593719806763285,-0.1,-0.151111111111111,-0.0309409888357257,-0.0611111111111111,-0.1
"Wnt",-0.1,0,-0.0307692307692308,-0.14,-0.0103896103896104,-0.157142857142857,-0.109485294117647,0.133333333333333,-0.0818181818181818,0.209803921568627,-0.24047619047619,0.0876470588235294,-0.2,-0.2,0.133333333333333,0.23030303030303,0.16,0.1,0.548808356294463,0.230075187969925,0.238684459493104,0.2,0.164347826086957,0.175,-0.255639097744361,0.1,0.190789473684211,0.2,0,-0.107586206896552,0.59474921630094,0.00909090909090909,0.292002734107997,-0.138704453441296,0.255639097744361,0.255639097744361,0.153008474576271,-0.1,0.0801052128168341,0.0801052128168341,-0.190789473684211,-0.1,-0.175,0.0832658948709303,-0.1,0.1,0.1,0.12156862745098,0.102862254025045,-0.0458585858585859,0.2275,-0.231666666666667,-0.335817805383023,0.0307692307692308,0
"Csn",-0.125,-0.0131313131313131,-0.0478848283499446,-0.166666666666667,-0.0215571900923567,-0.18982683982684,-0.106544836472298,0.175151515151515,-0.0658194851743239,0.191601731601732,-0.236942224442224,0.086732896992364,-0.21969696969697,-0.216666666666667,0.158268398268398,0.208040014164306,0.160965278502592,0.133333333333333,0.527839234213085,0.190732237001374,0.192957131769865,0.133333333333333,0.15499869139042,0.16931172967733,-0.27909576091806,0.125067842605156,0.170621773345452,0.136781609195402,0.0666666666666667,-0.0350223143720817,0.609999258080737,0.0151066528306238,0.301168697578328,-0.133394805912419,0.27909576091806,0.27909576091806,0.130292252726294,-0.136781609195402,0.0872969396195203,0.0872969396195203,-0.168867285232886,-0.0933333333333333,-0.16931172967733,0.0725325843795453,-0.129545454545455,0.1,0.0888888888888889,0.125939811822165,0.104702677007989,-0.0463495233447395,0.223466666666667,-0.241369097681125,-0.312214105752703,0.0468620600414079,0
"AKT",-0.233333333333333,-0.00641025641025641,-0.0535194812781121,-0.272850678733032,-0.0121997300944669,-0.205583126550868,-0.13597885442082,0.195518207282913,-0.0564102564102564,0.216954189851911,-0.254363614355747,0.065639431034685,-0.234615384615385,-0.32156862745098,0.184042797446848,0.273793708096957,0.178665231946437,0.177777777777778,0.552411303097664,0.24712334128952,0.251738725904905,0.177777777777778,0.17715465792831,0.220587142326273,-0.239973195754018,0.143705882352941,0.224497756851412,0.182125603864734,0.1,-0.0701449686960952,0.523214867569706,0.0214102564102564,0.262864762019078,-0.149002873036249,0.239973195754018,0.239973195754018,0.145964623067076,-0.182125603864734,0.0971932614664918,0.0971932614664918,-0.223412001083335,-0.119047619047619,-0.220587142326273,0.0660608072726709,-0.139705882352941,0.3,0.0833333333333333,0.132742914979757,0.106048370055093,-0.0537659031873111,0.228406234288587,-0.255240156263174,-0.328958053345925,0.0518396158463385,0
"NFB",0,0.00962962962962963,0.0127321981424149,-0.100900900900901,0.0181464555540168,-0.0818181818181818,0.025292489532273,0.0728571428571429,0.0579054916985952,0.105014005602241,-0.0579472140762463,0.103800186741363,-0.0294372294372294,-0.0333333333333333,0.123968253968254,-0.069113475177305,0.101216161616162,-0.0833333333333333,0.176462387393035,-0.05077346668207,-0.0415969960938347,-0.0833333333333333,0.117671857818693,-0.0602564102564102,-0.210246840997589,0.111616161616162,-0.0467732641889945,-0.0525641025641026,-0.05,-0.198225052355278,0.293425985778927,-0.133628925254312,0.202286641992614,-0.143401804039254,0.210246840997589,0.210246840997589,0.111666713351894,0.0525641025641026,0.0990832253046409,0.0990832253046409,0.0461321164710995,-0.0928571428571429,0.0602564102564102,0.143374846188537,-0.0888888888888889,-0.1,-0.08,0.0535714285714286,-0.0544790120275968,-0.0767787893178672,0.0653453453453453,-0.217570407734342,-0.205223798513561,-0.0132150715071507,0
"TGFR",-0.00833333333333333,0.0539080459770115,0.068948295274113,-0.0391604010025063,0.048417226767972,-0.0226436781609195,0.0902987663016798,-0.068922305764411,0.0320330459770115,-0.0837777091129651,-0.0334350450673944,0.165101489389746,-0.0433333333333333,-0.0654761904761905,-0.0933667502088555,-0.117390300580572,-0.0588095238095238,-0.0666666666666667,-0.144318088207207,-0.086502362252114,-0.0926139654407765,-0.0857142857142857,-0.0708662613981763,-0.0938274932614555,-0.121428571428571,0.0304761904761905,-0.106085557777585,-0.0957142857142857,-0.1,0.214846798126093,-0.055673646801834,-0.196621182586095,0.128446115288221,0.0618521657761263,0.121428571428571,0.121428571428571,0.0392951696524063,0.0766666666666667,0.101601045644912,0.101601045644912,0.0879377689506786,0.0952380952380952,0.0747798742138365,0.0456318240871672,-0.04,0.0333333333333333,-0.0366666666666667,0.121657404380516,-0.0384482176836671,-0.0177333033423134,0.0554394707699481,-0.0954545454545454,-0.114764302471463,-0.0601564027370479,-0.0866666666666667
"GLI",-0.0833333333333333,0.0587719298245614,-0.0397780864673904,-0.0764590046544934,0.0588475156144329,-0.0481211317418214,-0.00631692502696939,-0.0473809523809524,0.0995882563551737,-0.0454149625696587,-0.0214544650751547,0.122936350576418,-0.0131211317418214,-0.0254385964912281,-0.0304978354978355,-0.0851313405797101,0.0745261331598352,-0.07,-0.0671539777999662,-0.0700306186122405,-0.0638740137108657,0,0.0874673096304234,-0.00326375711574953,-0.178291560781969,0.0940229885057472,-0.0926254592434091,0.00967741935483871,-0.05,0.203176827516676,0.122223266066092,-0.209757882235758,0.166212352861177,0.00313026745786033,0.178291560781969,0.178291560781969,0.0531050884350193,0.0603225806451613,0.103940177504694,0.103940177504694,0.0628877614693833,0.00571428571428572,0.0749567269866247,0.0519315818640858,-0.0733333333333334,-0.0166666666666667,-0.116666666666667,0.064942942942943,-0.00218592072361203,-0.0701814490978578,0.0420840046544934,-0.11382478494693,-0.109421467345283,0.0415978630601718,-0.0666666666666667
"DSH",-0.14,-0.0103896103896104,-0.0648864386826313,-0.19,-0.0156736000986941,-0.222829131652661,-0.151392740676256,0.209803921568627,-0.055550900712191,0.237734860025882,-0.271080879904409,0.0955497943858395,-0.24047619047619,-0.2275,0.20239651416122,0.286499674400764,0.203395445134576,0.175,0.612858106228656,0.26487493568358,0.272443947259715,0.175,0.205137605413321,0.230075187969925,-0.291215332533194,0.164347826086957,0.239879109538552,0.190789473684211,0.1,-0.141320686501991,0.674158623598979,0.0170731707317073,0.314464632253082,-0.175531192593616,0.291215332533194,0.291215332533194,0.174757310742069,-0.190789473684211,0.116902593342288,0.116902593342288,-0.238684459493104,-0.133333333333333,-0.230075187969925,0.0934920164227761,-0.16,0.2,0.0818181818181818,0.146580185472247,0.115882885307006,-0.0587396834195615,0.244022988505747,-0.281891441891442,-0.377418909592823,0.0626753381371943,0
"miR200",-0.14,-0.154166666666667,-0.118050847457627,-0.147518796992481,-0.17307145477894,-0.120591133004926,-0.105814113322145,-0.104285714285714,-0.218723628691983,-0.110470006184292,-0.159574183852384,-0.0581133181746679,-0.17576354679803,-0.218947368421053,-0.131558441558442,-0.148275883814497,-0.0600569259962049,-0.08,-0.149344748538604,-0.10396525382551,-0.113207678067934,-0.08,-0.0809871585543445,-0.0873239436619718,-0.0926942212016839,-0.0794117647058824,-0.100510756848785,-0.1,-0.1,0.0770783990833431,-0.0158299379710372,0.0644261766602192,0.106409931924876,0.0846979578686896,0.0926942212016839,0.0926942212016839,0.0821518390481362,0.110434782608696,0.118512544802867,0.118512544802867,0.113489063349319,0.114285714285714,0.0977587262706675,0.180993029150761,0.05,0.2,0.2275,0.169737750172533,0.171791560195588,0.187086162800952,0.204122570577387,0.203072385098904,0.189274799274799,0.118813503769256,0.14
"TGF",-0.0333333333333333,0.0366666666666667,0.0450676982591876,-0.0654761904761905,0.0320330459770115,-0.0433333333333333,0.0729074619538537,-0.0952380952380952,0.0539080459770115,-0.0933667502088555,-0.0226436781609195,0.167592592592593,0.00666666666666667,-0.00833333333333333,-0.068922305764411,-0.108377425044092,0.0304761904761905,-0.1,-0.141092281755594,-0.0879377689506786,-0.086502362252114,-0.1,-0.0588095238095238,-0.0957142857142857,-0.133928571428571,0.04,-0.0938274932614555,-0.0857142857142857,0,0.21276346479276,-0.044671201814059,-0.205263157894737,0.121428571428571,0.0465683229813665,0.133928571428571,0.133928571428571,0.0374475945946696,0.0666666666666667,0.123865196588309,0.123865196588309,0.0747798742138365,0.0666666666666667,0.0766666666666667,0.0493796946152763,-0.04,0,-0.0866666666666667,0.100228832951945,-0.0601564027370479,-0.0403139485036037,0.0391604010025063,-0.116883116883117,-0.108569612205976,-0.0375757575757576,-0.0666666666666667
"PI3K",-0.3,-0.0833333333333333,-0.100887902330744,-0.32156862745098,-0.0564102564102564,-0.234615384615385,-0.153859649122807,0.119047619047619,-0.00641025641025641,0.184042797446848,-0.205583126550868,0.0726730701784159,-0.15,-0.233333333333333,0.195518207282913,0.259714285714286,0.143705882352941,0.1,0.524206174892536,0.223412001083335,0.24712334128952,0.1,0.178665231946437,0.182125603864734,-0.246822510822511,0.139705882352941,0.220587142326273,0.177777777777778,0.1,-0.054567079248859,0.503860028860029,0.00807692307692308,0.239973195754018,-0.160281068524971,0.246822510822511,0.246822510822511,0.129145051201633,-0.177777777777778,0.130754905302108,0.130754905302108,-0.220587142326273,-0.133333333333333,-0.182125603864734,0.0675759587878224,-0.075,0.2,0,0.068640350877193,0.0518396158463385,-0.0976161705669902,0.272850678733032,-0.272010342598578,-0.287604669887279,0.0990396158463385,0.1
"ILK",-0.3,-0.0833333333333333,-0.100887902330744,-0.32156862745098,-0.0564102564102564,-0.234615384615385,-0.153859649122807,0.119047619047619,-0.00641025641025641,0.184042797446848,-0.205583126550868,0.0726730701784159,-0.15,-0.233333333333333,0.195518207282913,0.259714285714286,0.143705882352941,0.1,0.524206174892536,0.223412001083335,0.24712334128952,0.1,0.178665231946437,0.182125603864734,-0.246822510822511,0.139705882352941,0.220587142326273,0.177777777777778,0.1,-0.054567079248859,0.503860028860029,0.00807692307692308,0.239973195754018,-0.160281068524971,0.246822510822511,0.246822510822511,0.129145051201633,-0.177777777777778,0.130754905302108,0.130754905302108,-0.220587142326273,-0.133333333333333,-0.182125603864734,0.0675759587878224,-0.075,0.2,0,0.068640350877193,0.0518396158463385,-0.0976161705669902,0.272850678733032,-0.272010342598578,-0.287604669887279,0.0990396158463385,0.1
"SUFU",0.0928571428571429,0.266666666666667,0.0266533885182392,0.0559340659340659,0.261815061815062,-0.0875757575757576,-0.199164678167483,0.10988344988345,0.231313131313131,0.133840407574817,-0.124083694083694,0.0123937530728573,-0.0943939393939394,0.0328571428571429,0.108734024596094,0.461412608577551,0.434759440291355,0.246666666666667,0.565570388319631,0.322875564280054,0.330803953026857,0.3375,0.438901452125675,0.381089743589744,-0.0833576801993579,0.406036036036036,0.392613907158517,0.354166666666667,0.2,-0.400184008654987,0.513331083001667,-0.123524720893142,0.099496920705687,-0.282945422939568,0.0833576801993579,0.0833576801993579,0.253309642855888,-0.263333333333333,0.133431890688741,0.133431890688741,-0.30276686862788,-0.0523076923076923,-0.291488673139159,0.0966358099231584,-0.403333333333333,-0.05,-0.216666666666667,0.17063414155296,0.0135156311897726,-0.0663742412343643,-0.0136521867394351,-0.314284545433294,-0.390900583861532,-0.0278238607270865,-0.266666666666667
"SNAI2",0.0666666666666667,0.114117647058824,-0.0444394213381555,0.0494252873563218,0.124034289772247,-0.112719298245614,-0.164865188350913,-0.0392156862745098,0.132484993997599,-0.0187334393216746,-0.116615402141718,-0.0832202655359071,-0.0969298245614035,0.0666666666666667,-0.0254901960784314,0.212722936081639,0.161193708252532,0.129090909090909,0.268413111407601,0.172280230140809,0.179888925792983,0.129090909090909,0.172373832476134,0.153235778306201,0.0387378405628123,0.153501400560224,0.164465724830265,0.143376623376623,0.12,0.131388522688786,0.251236689678065,0.0416497633536173,-0.035998114535415,-0.183300794646712,-0.0387378405628123,-0.0387378405628123,-0.0484716100050082,-0.143376623376623,0.134013845185651,0.134013845185651,-0.165063735295448,0.0333333333333333,-0.153235778306201,-0.169300414707143,-0.13921568627451,-0.1,-0.12,0.130769230769231,0.0319781528083974,-0.0904136496521306,-0.0506301066334303,-0.180012820512821,-0.194327836697946,0.0362843729040912,-0.1
"TCFLEF",0.0948051948051948,0.143809523809524,-0.018917118660196,0.0492568077084206,0.143789733585894,-0.0672564960943727,-0.170844769002746,-0.0288850174216028,0.130906298003072,-0.0105176704828273,-0.0875222768252697,0.028063252675748,-0.0633349274669217,0.0428051948051948,-0.024123112659698,0.565598534798535,0.263434927747034,0.170833333333333,0.470184046985723,0.136189004267685,0.143577320418888,0.162745098039216,0.269726318475511,0.202403217697335,-0.0240303630087024,0.242874180083482,0.212962223908515,0.182745098039216,0.133333333333333,-0.290313226270696,0.357624211587083,-0.0431899278366344,0.0346742526276248,-0.261582649033893,0.0240303630087024,0.0240303630087024,0.196455495188683,-0.190833333333333,0.141244816586922,0.141244816586922,-0.221183276890824,0.0557142857142857,-0.210491452991453,0.145207685021643,-0.235897435897436,-0.0857142857142857,-0.12,0.245788770053476,0.0203218196717241,-0.0811675272518646,-0.0286046337953771,-0.280032603205217,-0.340037765581699,-0.000519480519480522,-0.166666666666667
"RAS",-0.2,-0.183333333333333,-0.220553359683794,-0.293333333333333,-0.190519774011299,-0.294736842105263,-0.235083776857875,0.245,-0.219333333333333,0.269148606811145,-0.341906653426018,0.147103109656301,-0.3,-0.3,0.239736842105263,0.18429512516469,0.109411764705882,0.1,0.465870898429038,0.183939539809377,0.189888548307961,0.1,0.118322655794991,0.152941176470588,-0.333846153846154,0.08,0.161274509803922,0.1,0,-0.251004143722934,0.534586563307494,0.136796536796537,0.255,-0.1,0.333846153846154,0.333846153846154,0.126026795165731,-0.1,0.14239322533137,0.14239322533137,-0.159324155193992,-0.22,-0.152941176470588,0.0864186060897789,-0.1,0.2,0.2,0.157857142857143,0.251453308596166,-0.0659692307692308,0.337777777777778,-0.0594465408805031,-0.280275319567355,0.214718614718615,0.1
"Frizzled",-0.2,-0.0818181818181818,-0.105237315875614,-0.2275,-0.055550900712191,-0.24047619047619,-0.163020647653001,0.133333333333333,-0.0103896103896104,0.20239651416122,-0.222829131652661,0.101932773109244,-0.157142857142857,-0.14,0.209803921568627,0.267512332628612,0.164347826086957,0.1,0.579842839053084,0.238684459493104,0.26487493568358,0.2,0.203395445134576,0.190789473684211,-0.292002734107997,0.16,0.230075187969925,0.175,0.1,-0.123043620145763,0.647476489028213,0,0.291215332533194,-0.182890499952923,0.292002734107997,0.292002734107997,0.156500538068335,-0.175,0.144461648460398,0.144461648460398,-0.230075187969925,-0.133333333333333,-0.190789473684211,0.0937554053604408,-0.1,0.1,0,0.0834733893557423,0.0626753381371943,-0.0989835858585859,0.19,-0.292380952380952,-0.334230503795721,0.102862254025045,0.1
"FUS",0.05,0.216666666666667,-0.00587673196368847,0.0328571428571429,0.231313131313131,-0.0943939393939394,-0.204152801682922,0.0523076923076923,0.266666666666667,0.108734024596094,-0.0875757575757576,0.0175483922481151,-0.0393939393939394,0.0928571428571429,0.10988344988345,0.443848205767246,0.406036036036036,0.2,0.539041946001715,0.30276686862788,0.322875564280054,0.3,0.434759440291355,0.354166666666667,-0.0794275491949911,0.403333333333333,0.381089743589744,0.3375,0.2,-0.38508842526672,0.488652419762593,-0.139608636977058,0.0833576801993579,-0.284682395644283,0.0794275491949911,0.0794275491949911,0.238984949813596,-0.246666666666667,0.150823195036567,0.150823195036567,-0.291488673139159,-0.06,-0.263333333333333,0.0960178902527155,-0.353333333333333,-0.1,-0.266666666666667,0.122131147540984,-0.0278238607270865,-0.0949987765503494,-0.0559340659340659,-0.318774341351661,-0.356999391357273,0.00507936507936507,-0.0666666666666667
"GSK3",-0.2275,-0.055550900712191,-0.120595781243185,-0.244022988505747,-0.0458171407685506,-0.271080879904409,-0.18803507644268,0.20239651416122,-0.0156736000986941,0.2371666782077,-0.263028931852461,0.102335965960743,-0.222829131652661,-0.19,0.237734860025882,0.310091759636685,0.205137605413321,0.190789473684211,0.633675295379766,0.272443947259715,0.288891315680768,0.190789473684211,0.228470938746655,0.239879109538552,-0.314464632253082,0.203395445134576,0.264879109538552,0.230075187969925,0.175,-0.152364689953242,0.607270104464203,0.00637549631310267,0.313834380152242,-0.202165961333648,0.314464632253082,0.314464632253082,0.178382421263731,-0.230075187969925,0.158655936581516,0.158655936581516,-0.26487493568358,-0.209803921568627,-0.238684459493104,0.100966497818891,-0.164347826086957,0.14,0.0103896103896104,0.122152704556217,0.0881467533729726,-0.0926201054594208,0.225219569702328,-0.320237306553096,-0.379080039160929,0.115882885307006,0.0818181818181818
"cateninmemb",0.08,0.258333333333333,-0.0612076435211058,0.0487830687830688,0.262194141054949,-0.189052434272185,-0.352286966564565,0.00491978609625668,0.25510752688172,0.0416612455666428,-0.211729014197835,-0.164743953944085,-0.173588516746411,0.0561904761904762,0.022445559292133,0.419689872057774,0.297223946784922,0.296078431372549,0.523108297694124,0.382503652341865,0.394735211632247,0.296078431372549,0.311509661070637,0.345797757755869,0.015184766214178,0.275272727272727,0.364464424422536,0.321659826721386,0.266666666666667,-0.429305868360944,0.481543292969871,0.0289601576840902,-0.00540822990132882,-0.301215303654216,-0.015184766214178,-0.015184766214178,0.261491682036824,-0.321659826721386,0.207116976997833,0.207116976997833,-0.365940763176236,0.0127272727272727,-0.346877218025734,0.0446551430679694,-0.255272727272727,-0.1,-0.233333333333333,0.216643225503985,0.0638339474330631,-0.107986075583841,-0.028003848003848,-0.334822890681639,-0.380754232880283,0.0485797101449275,-0.233333333333333
"cateninnuc",-0.00416666666666667,0.217577413479053,-0.0648962550097945,-0.0391363636363636,0.231125634699908,-0.189814449845983,-0.364386591487098,0.0287784679089027,0.241801015963525,0.0689015662714622,-0.199814449845983,-0.0865234141827127,-0.152605147520402,-0.00113636363636364,0.0578923919595356,0.550491390106789,0.367250221043324,0.30955710955711,0.660132485251814,0.4071656686262,0.32343189342598,0.30955710955711,0.389084282178696,0.366629771856097,-0.0752272052272052,0.352307692307692,0.389949929958864,0.343803684899575,0.278787878787879,-0.537855075653921,0.606214068451679,-0.0153939183154034,0.0826346126346126,-0.360552065420918,0.0752272052272052,0.0752272052272052,0.337062951564069,-0.345668220668221,0.215374467519986,0.215374467519986,-0.392303831434266,-0.0144927536231884,-0.368494307624742,0.182919925360292,-0.32,-0.0333333333333333,-0.238888888888889,0.228631718222466,0.0499118469827883,-0.109576114095868,0.0399176136363636,-0.410751207436071,-0.467477659768294,0.054959595959596,-0.188888888888889
"Destcompl",-0.166666666666667,0.133552271483306,-0.169772279003048,-0.216451233842538,0.138725601075112,-0.30219937328633,-0.45527441863992,0.251142191142191,0.122671442467762,0.29575725650845,-0.335666307154065,0.0050211912633848,-0.283721112416765,-0.210144927536232,0.269174978027437,0.553733184667023,0.369545168339568,0.412698412698413,0.765873262755304,0.535909412493956,0.55232960627264,0.412698412698413,0.386983591984888,0.486318377434612,-0.252707352620442,0.337966220971147,0.510622644596022,0.449684714068276,0.355555555555556,-0.500625210409119,0.81148423083535,0.0234616812149972,0.269504840846501,-0.335911004249105,0.252707352620442,0.252707352620442,0.43409648607201,-0.449684714068276,0.273209917331101,0.273209917331101,-0.51125187824738,-0.208717948717949,-0.486998146904097,0.123791665515411,-0.312448979591837,0.166666666666667,-0.104980842911877,0.278453070867886,0.183700918964077,-0.117156045819257,0.247323717064015,-0.478453703959475,-0.589166964746052,0.157619047619048,-0.122222222222222
"AXIN2",-0.188888888888889,0.138461538461538,-0.204979755182595,-0.246859903381642,0.155990812466222,-0.3218671679198,-0.478167778167778,0.251707317073171,0.156318681318681,0.315542315461827,-0.350921221973854,0.00423732829412343,-0.275438596491228,-0.210628019323672,0.290025074082517,0.856130802333951,0.361797224953567,0.373333333333333,0.861049543899073,0.553733184667023,0.580494965903513,0.373333333333333,0.3944704922803,0.482675755145683,-0.280921764572284,0.327283950617284,0.522927327472727,0.436124031007752,0.3,-0.516250291928337,0.798122142032897,0.0213044894952328,0.297719664834751,-0.351172691477141,0.280921764572284,0.280921764572284,0.45414790281399,-0.436124031007752,0.309268517393442,0.309268517393442,-0.523369761454831,-0.22,-0.482675755145683,0.130265448824097,-0.276666666666667,0.133333333333333,-0.138461538461538,0.286292149878827,0.2033988957902,-0.154179713466145,0.26463768115942,-0.492946945527591,-0.594504579347078,0.194271911663216,-0.1
