"","cateninmemb","ZEB2","Ecadherin","AXIN2","STAT","LIV1","TCFLEF","cMet","cateninnuc","Frizzled","Destcompl","SRC","MEK","miR200","EGR1","ERK","RKIP","RAS","PAK1","NFB","PI3K","SMO","SOSGRB2","Patched","SNAI1","Csn","NOTCHic","GSK3","IKK","AKT","TrCP","SUFU","FUS","NOTCH","ZEB1","FOXC2","Jagged","SMAD","Csl","ILK","TGFR","RAF","DELTA","SHH","HEY1","TGF","TWIST1","CDC42","KLF4","SNAI2","cfos","CD44","GLI","Wnt","DSH"
"TrCP",0.128820344680525,-0.110785625493317,0.136718427155156,0.0988273383523871,0.09,0.05,0.0826041883467626,0.0876976976976977,0.0765352228295212,0.0714814814814815,0.0715742502868513,0.0714814814814815,-0.0156020633750921,-0.00913511689862839,0,-0.0196020633750921,-0.0676579221883089,0.00382077590829384,-0.080952380952381,-0.108333333333333,-0.00208831500079707,0.0943932411674347,0.0301842684268427,0.090689537463731,-0.00343989555252055,-0.133333333333333,0.0874358974358974,-0.0560416666666667,-0.0978070175438596,-0.0941033138401559,-0.133333333333333,-0.147619047619048,0.0976190476190476,0.0786446886446886,0.0110351463418583,0.0761348307195039,-0.081239988070893,-0.0803242874210616,0.0858974358974359,-0.0777436422597713,0.0723962312197606,0.00208831500079707,0.00208831500079707,-0.106689537463731,-0.0884440132874739,0.0680246465203071,0.0616395633352155,0.0633053221288515,0.108952380952381,0.0151705702902229,0.00434782608695652,-0.0748264105689848,-0.0777074121618409,-0.0899025341130604,-0.09
"CD44",-0.0732600732600733,-0.10952380952381,-0.0249842579524482,-0.07,-0.1,-0.1,-0.0344186046511628,-0.1,-0.0467262969588551,-0.1,0.0474298810433264,-0.2,-0.02,-0.0762406675450154,0,-0.03,-0.0159259259259259,-0.208571428571429,0.0666666666666667,0,-0.2,0,-0.135714285714286,-0.02,-0.0799308878256247,0,0.1,-0.080952380952381,-0.1,-0.0933333333333333,-0.1,0.1,-0.1,0.0736842105263158,0.0777777777777778,-0.0525,0.00512820512820513,0.0102040816326531,0,0,-0.0366666666666667,0.2,0.2,-0.00727272727272727,0.00584795321637427,-0.0588888888888889,0.105641025641026,-0.0866666666666667,0.0142857142857143,0.00477300477300477,0.05,0.06,0.06,0,0
"cfos",0.126805692665873,-0.109177908451516,0.133050607085952,0.103858784893268,0.05,0.1,0.0748264105689848,0.0714814814814815,0.0826041883467626,0.09,0.0574389119409866,0.09,-0.0196020633750921,-0.00710466004583652,-0.12,-0.00434782608695652,-0.0593706293706294,-0.00208831500079707,-0.0857142857142857,-0.133333333333333,0.00522875816993464,0.0976190476190476,0.0430555555555556,0.0943932411674347,-0.0165663871992986,-0.133333333333333,0.0858974358974359,-0.0396780303030303,-0.108333333333333,-0.0978070175438596,-0.1,-0.133333333333333,0.147619047619048,0.0874358974358974,0.00363964794957531,0.0768244858919177,-0.0677430555555556,-0.0777436422597713,0.116666666666667,-0.0632275132275132,0.0633053221288515,-0.00522875816993464,-0.00522875816993464,-0.090689537463731,-0.0737381309345327,0.0723962312197606,0.0649004329004329,0.080952380952381,0.108952380952381,0.0227655069990836,0,-0.0876976976976977,-0.0899025341130604,-0.0714814814814815,-0.05
"CDC42",0.126805692665873,-0.109177908451516,0.133050607085952,0.103858784893268,0.05,0.1,0.0748264105689848,0.0714814814814815,0.0826041883467626,0.09,0.0574389119409866,0.09,-0.0196020633750921,-0.00710466004583652,-0.02,-0.00434782608695652,-0.0593706293706294,-0.00208831500079707,-0.185714285714286,-0.133333333333333,0.00522875816993464,0.0976190476190476,0.0430555555555556,0.0943932411674347,-0.0165663871992986,-0.133333333333333,0.0858974358974359,-0.0396780303030303,-0.108333333333333,-0.0978070175438596,-0.1,-0.133333333333333,0.147619047619048,0.0874358974358974,0.00363964794957531,0.0768244858919177,-0.0677430555555556,-0.0777436422597713,0.116666666666667,-0.0632275132275132,0.0633053221288515,-0.00522875816993464,-0.00522875816993464,-0.090689537463731,-0.0737381309345327,0.0723962312197606,0.0649004329004329,0.080952380952381,0.108952380952381,0.0227655069990836,0,-0.0876976976976977,-0.0899025341130604,-0.0714814814814815,-0.05
"SMAD",-0.00469655122448216,-0.107544237732917,-0.00361289471927708,-0.00467190496020941,0.00857142857142857,-0.02,-0.000683313759696554,0.00366946778711484,-0.00564785276678875,-0.0214285714285714,0.0234023126384597,-0.0080952380952381,-0.00102285186681286,0.00167649006263093,0,0.000900225056264066,-0.0640708681031262,0.0824686072565296,-0.0738095238095238,0.0222222222222222,0.078850186203898,-0.0166666666666667,0.00957556935817805,-0.0212538226299694,-0.0196545945094332,-0.0111111111111111,-0.0159934318555008,0.0821157873037572,0.0320261437908497,0.033359477124183,0,-0.0333333333333333,-0.0166666666666667,-0.0215489874110564,-0.000227005864133649,0.0526144031407189,0.0042720290462226,-0.07273849438233,-0.0171428571428571,0.0291662675224319,0.0655791358954472,-0.078850186203898,-0.078850186203898,0.00898616463740437,0.054145190782628,0.0627902912739332,0.0444417956417357,0.0583165660630449,0.106226443539876,0.0598696889066881,-0.0032258064516129,0.00760325948561243,0.0187583998735078,0.00796703296703297,0.00476190476190476
"Jagged",0.000459118346442289,-0.0797101449275362,0.00312280701754386,-0.00428571428571428,0,0,-0.00601398601398601,-0.02,0.00167832167832168,0,-0.0157992277992278,0,-0.02,-0.00727272727272727,-0.1,-0.02,-0.0256410256410257,-0.0333333333333333,0,-0.1,-0.0333333333333333,0.133333333333333,0.02,0.133333333333333,0,0,0.02,-0.0563218390804598,-0.133333333333333,-0.144444444444444,0,0,0.1,0.0342857142857143,-0.00193236714975845,0.0757142857142857,-0.0957575757575757,-0.0595238095238095,0,-0.0833333333333333,0.0888888888888889,0.0333333333333333,0.0333333333333333,-0.0948717948717949,0.0166666666666667,0.0848888888888889,0.037,0.1,0.0666666666666667,0.0664655605832077,0,-0.00307692307692308,-0.00307692307692308,0.02,0
"RAF",-0.0851782875312287,-0.0641099952175992,-0.0486670882765431,-0.084845288326301,-0.1,0,-0.0582505214084162,-0.0596491228070175,-0.0518891982531999,-0.0333333333333333,-0.0937700515746368,-0.0333333333333333,-0.372597212032282,-0.0225328189435254,-0.3,-0.353448275862069,-0.319117647058824,-0.142948717948718,0.0333333333333333,-0.142857142857143,-0.125,0.133333333333333,0.247047619047619,0.161333333333333,-0.206819981973616,-0.1,0.155555555555556,-0.315169424743893,-0.167857142857143,-0.176948051948052,-0.1,-0.1,0.133333333333333,0.170940170940171,0.0307680535628886,-0.0287651046271736,-0.157842186110437,-0.189288225998466,0.155555555555556,-0.186317928968763,-0.0266666666666667,0.125,0.125,-0.162972677595628,-0.1931475029036,-0.021993769470405,0.085068330362448,-0.0266666666666667,0.0701099952175992,-0.099828641370869,0.35,0.0519568151147099,0.0456410256410257,0.0533333333333333,0.1
"SOSGRB2",-0.0853072033072033,-0.0146115288220551,-0.0580558687167657,-0.0699463696369637,-0.1,0,-0.0514852348261959,-0.0503105590062112,-0.0428810283252399,-0.0285714285714286,-0.05059943784776,-0.0285714285714286,-0.132373932373932,-0.00628437271374152,-0.10952380952381,-0.129343629343629,-0.155299707602339,0.159756627553238,0.0428571428571429,0.0666666666666667,0.175141242937853,0.0166666666666667,0.100833333333333,0.0355855855855856,-0.0426147832267235,0.1,-0.0699300699300699,-0.0251318013449851,0.0614035087719298,0.0614035087719298,0,0,0.0333333333333333,-0.0628878164089432,0.00639097744360903,-0.0235409035409035,-0.0315057061280511,-0.0467223099481164,-0.0545454545454545,-0.0432258064516129,-0.0305494505494505,-0.175141242937853,-0.175141242937853,-0.0332600041902368,-0.0486742424242424,-0.0227480321097342,-0.0216811594202899,-0.0228571428571429,0.0217543859649123,-0.0131792515402983,0.142857142857143,0.043064182194617,0.037991718426501,0.0452380952380952,0.1
"cateninnuc",0.0979320320909068,-0.00788178014588608,0.0104092799466551,0.262729748109994,0.0862470862470863,0.0939393939393939,0.0902051866804927,0.0875755886625452,-0.00457526070973098,0.0985758533703739,0.0454075918318155,0.0973581973581974,0.110428589781844,0.00360938864530004,0.105797101449275,0.111804736570835,-0.0437218348235718,0.221638441638442,-0.00228571428571429,0.188636363636364,0.225005445005445,0.0974134790528233,0.0862540718901035,0.105488013214314,-0.0619355695388117,0.191666666666667,-0.234794668535307,0.0757800088690422,0.204636363636364,0.198386363636364,0.166666666666667,-0.0888888888888889,0.108888888888889,-0.227067395808034,0.00650714161895755,0.108038900989721,0.0891745827816568,0.00476383795074109,-0.220841180163214,0.00844733044733045,0.00328483011241632,-0.225005445005445,-0.225005445005445,-0.0956840916456865,0.0349504873922159,0.0100533890643814,0.0971337458368356,0.0130549450549451,0.0278446938589287,0.00598255657100433,-0.104209799861974,-0.0967025727895293,-0.0978841537656309,-0.0887932446747218,-0.0862470862470863
"Ecadherin",0.227179043855873,-0.00565983889190498,0.130369758376536,0.123091169078138,0.0294117647058824,0,0.0249774910000323,0.0261761731993101,0.0172277244267363,0.0131326949384405,0.0526416447183293,0.0131326949384405,0.0980002572725435,-0.00155828859739474,0.0709090909090909,0.0889806494294062,-0.00259508638320837,0.114821195345349,-0.0109090909090909,0.103809523809524,0.105603318250377,0.0354166666666667,0.0599094219253107,0.0214381720430107,0.00184513238835503,0.08,-0.105641000345287,0.0481145858112123,0.0926984126984127,0.106984126984127,0.1,-0.0333333333333333,0.0166666666666667,-0.119395647185436,0.008215730293115,0.073382606942143,0.010833482780141,0.00704579429413623,-0.119043062200957,-0.00191304347826087,0.00843754619364375,-0.105603318250377,-0.105603318250377,-0.0316743925154517,0.0124058018570454,-0.0022315315640416,0.0106020131205803,-0.00375757575757576,0.0083919362400375,-0.0250175500879115,-0.100320855614973,-0.0151393839016512,-0.015592465053383,-0.0269257983867164,-0.0294117647058824
"HEY1",-0.224230325907155,-0.000975232198142415,-0.226767031989,-0.127421065985355,0,-0.0333333333333333,-0.0151393839016512,-0.0131326949384405,-0.0249774910000323,-0.0294117647058824,-0.0374505915962417,-0.0294117647058824,-0.0889806494294062,-0.00384208384208384,-0.08,-0.100320855614973,-0.00826633683776541,-0.105603318250377,-0.00909090909090909,-0.08,-0.115897435897436,-0.0166666666666667,-0.0783304745568897,-0.0354166666666667,0.0108130954597462,-0.1,0.119043062200957,-0.0646708772019408,-0.103809523809524,-0.0926984126984127,-0.1,0,-0.0333333333333333,0.105641000345287,0.00363261093911248,-0.0832224238757814,-0.0206732997137795,0.00191304347826087,0.0927272727272727,-0.00533333333333333,0.00375757575757576,0.115897435897436,0.115897435897436,0.0214381720430107,-0.0211306340718105,-0.00843754619364375,-0.00929847494553377,-0.0109090909090909,-0.0185185185185185,0.0170103255243955,0.0709090909090909,0.0261761731993101,0.0269257983867164,0.0131326949384405,0
"KLF4",0.224230325907155,0.000975232198142415,0.226767031989,0.127421065985355,0,0.0333333333333333,0.0151393839016512,0.0131326949384405,0.0249774910000323,0.0294117647058824,0.0374505915962417,0.0294117647058824,0.0889806494294062,0.00384208384208384,0.08,0.100320855614973,0.00826633683776541,0.105603318250377,0.00909090909090909,0.08,0.115897435897436,0.0166666666666667,0.0783304745568897,0.0354166666666667,-0.0108130954597462,0.1,-0.119043062200957,0.0646708772019408,0.103809523809524,0.0926984126984127,0.1,0,0.0333333333333333,-0.105641000345287,-0.00363261093911248,0.0832224238757814,0.0206732997137795,-0.00191304347826087,-0.0927272727272727,0.00533333333333333,-0.00375757575757576,-0.115897435897436,-0.115897435897436,-0.0214381720430107,0.0211306340718105,0.00843754619364375,0.00929847494553377,0.0109090909090909,0.0185185185185185,-0.0170103255243955,-0.0709090909090909,-0.0261761731993101,-0.0269257983867164,-0.0131326949384405,0
"FOXC2",0.224230325907155,0.000975232198142415,0.226767031989,0.127421065985355,0,0.0333333333333333,0.0151393839016512,0.0131326949384405,0.0249774910000323,0.0294117647058824,0.0374505915962417,0.0294117647058824,0.0889806494294062,0.00384208384208384,0.08,0.100320855614973,0.00826633683776541,0.105603318250377,0.00909090909090909,0.08,0.115897435897436,0.0166666666666667,0.0783304745568897,0.0354166666666667,-0.0108130954597462,0.1,-0.119043062200957,0.0646708772019408,0.103809523809524,0.0926984126984127,0.1,0,0.0333333333333333,-0.105641000345287,-0.00363261093911248,0.0832224238757814,0.0206732997137795,-0.00191304347826087,-0.0927272727272727,0.00533333333333333,-0.00375757575757576,-0.115897435897436,-0.115897435897436,-0.0214381720430107,0.0211306340718105,0.00843754619364375,0.00929847494553377,0.0109090909090909,0.0185185185185185,-0.0170103255243955,-0.0709090909090909,-0.0261761731993101,-0.0269257983867164,-0.0131326949384405,0
"SNAI2",0.108371776244467,0.00229872036920495,0.0762070462924161,0.0895330758378095,0.0145454545454545,0.06,0.030118317507508,0.0263160782879093,0.0412984417311105,0.0502597402597403,0.0363642586606508,0.0502597402597403,0.076682564917859,0.00291246502653994,0.0666666666666667,0.0901960784313726,0.0119102564102564,0.0756106483225067,0.00588235294117647,0.0666666666666667,0.0879394154457944,0.0305882352941176,0.0721433400946585,0.0530372148859544,-0.00857103557182336,0.0666666666666667,-0.0916666666666667,0.0632578903682341,0.0839080459770115,0.0706550339288187,0.1,0,0.06,-0.0734848484848485,-0.00610929305642962,0.0719874639415035,0.0395670991362971,-0.00303672112419333,-0.0653508771929825,0.0050972501676727,-0.00612655318537672,-0.0879394154457944,-0.0879394154457944,-0.0361358064352501,0.0173447860156721,0.00691692507549285,0.0250214220835975,0.00840336134453781,0.0144230769230769,-0.0315052793248136,-0.0725490196078431,-0.0435203793631781,-0.0439631371114387,-0.0263160782879093,-0.0145454545454545
"cateninmemb",0.109422273927403,0.00565983889190498,0.133805056002722,-0.123091169078138,-0.0294117647058824,0,-0.0249774910000323,-0.0261761731993101,-0.0172277244267363,-0.0131326949384405,-0.0526416447183293,-0.0131326949384405,-0.0980002572725435,0.00155828859739474,-0.0709090909090909,-0.0889806494294062,0.00259508638320837,-0.114821195345349,0.0109090909090909,-0.103809523809524,-0.105603318250377,-0.0354166666666667,-0.0599094219253107,-0.0214381720430107,-0.00184513238835503,-0.08,0.105641000345287,-0.0481145858112123,-0.0926984126984127,-0.106984126984127,-0.1,0.0333333333333333,-0.0166666666666667,0.119395647185436,-0.008215730293115,-0.073382606942143,-0.010833482780141,-0.00704579429413623,0.119043062200957,0.00191304347826087,-0.00843754619364375,0.105603318250377,0.105603318250377,0.0316743925154517,-0.0124058018570454,0.0022315315640416,-0.0106020131205803,0.00375757575757576,-0.0083919362400375,0.0250175500879115,0.100320855614973,0.0151393839016512,0.015592465053383,0.0269257983867164,0.0294117647058824
"Csn",0.0245858990387818,0.0201224152191894,-0.00501191471992419,0.109963113786591,0.0833333333333333,0.0666666666666667,0.0795709676121791,0.0817546046253981,0.0730165478887877,0.0660919540229885,0.0690176201301363,0.0660919540229885,0.114702380952381,0.0135915030003663,0.09,0.104285714285714,0.12070057780739,0.242047142807005,-0.0931818181818182,0.145,0.23417766104117,0.00115440115440116,0.0399215957569468,-0.0106735558348462,0.103117507132023,0.12,-0.134776334776335,0.19165513649548,0.136666666666667,0.150266666666667,0.22,-0.0142857142857143,-0.00793650793650794,-0.149199411699412,-0.00534160463192721,0.08980828951405,0.0200424220350201,0.0239073518923608,-0.146464646464646,0.019023033126294,0.0895844205545698,-0.23417766104117,-0.23417766104117,0.00165716239222321,0.0258527131782946,0.0807538716285555,-0.00564516129032258,0.076763907734057,-0.0224635495223731,-0.00941365290757711,-0.108181818181818,-0.0715323824031759,-0.0717109365031274,-0.0817546046253981,-0.0833333333333333
"ZEB1",0.2007264028968,0.0416159082708161,0.134619901536344,0.107102755461305,0.00769230769230769,0,0.00837740356078828,0.0081705477688261,0.00935587714200159,0.0167247386759582,0.0195835880099161,0.0101313320825516,0.0891908093633929,-0.0661393128026338,0.0833333333333333,0.0922745098039216,0.0732335234076047,0.0679857981114826,0.0229885057471264,-0.00526315789473684,0.0700330422059708,0.0598484848484849,0.045692007797271,0.0657308377896613,0.0482512952370177,0,0.0166666666666667,-0.0713240140756949,-0.00690250215703192,-0.0126167878713176,0,-0.0416666666666667,0.0416666666666667,0.0207988980716254,-0.123666397247401,0.00773987097706426,-0.0319847703124807,-0.00755235861202797,0.0166666666666667,-0.00995620476587412,-0.0181330654469719,-0.0700330422059708,-0.0700330422059708,-0.0625279908145724,-0.0161399567617184,-0.0169519630847672,-0.00248317446775471,-0.0186406796601699,-0.0402927923417379,-0.0667915590008613,-0.0793333333333333,-0.00678165887993722,-0.013083448694462,-0.0148016617528813,-0.0142857142857143
"NFB",0.0655979613723268,0.0434339296517155,0.0259345725465074,0.092629179331307,0.0833333333333333,0.05,0.0770087303813972,0.0787179487179487,0.0744204950872795,0.0679487179487179,0.107965941614266,0.0679487179487179,0.109929038281979,0.0256064693658284,0.0928571428571429,0.107968253968254,0.12357433095138,0.121395972515938,0.0611111111111111,-0.00238095238095238,0.116420848137829,0.0888888888888889,-0.123325961963733,0.078544061302682,0.10399649885167,0.114285714285714,-0.103607503607504,0.219087481146305,0.0219433719433719,0.0263878163878164,0.1,-0.12,0.1,-0.110704277801052,-0.0219276351799038,-0.0226079807753115,0.00738495614005515,-0.0573249076766413,-0.0956709956709957,-0.0554661716171617,-0.0621656565656566,-0.116420848137829,-0.116420848137829,-0.0797488805797904,-0.0537041132242371,-0.0621656565656566,-0.0561624649859944,-0.0565656565656566,-0.0463369963369963,-0.0747170340089111,-0.0968571428571429,-0.0736332029552368,-0.0742235666954768,-0.0787179487179487,-0.0833333333333333
"miR200",0.0775987726749674,0.0458512544802867,0.000351785751337657,0.0630602746982482,0,0,0.00792911406450973,0.014206981016534,0.00641396254935822,0.004,0.0211081802244229,0.00434782608695652,0.0099443413729128,-0.0681203515889114,0.0142857142857143,-0.000259740259740261,-0.00183295166473476,0.0736464235507672,0,0.0147368421052632,0.0723995407577497,0.0075,-0.00590264345583494,0.00876582278481013,0.00226810226810227,0.02,0.00118226600985221,-0.056795282061894,0.00616541353383459,0.0137125833451553,0,-0.02,0.0075,-0.00729231026133423,0.0484811827956989,0.00778186583064632,-0.0105623911132422,0.00130940161455877,-0.00226600985221675,-0.000884955752212389,0.00287792536369386,-0.0723995407577497,-0.0723995407577497,-0.0131136488717666,2.82485875706215e-05,-0.0011918420781666,0.0709100919530367,-0.00196078431372549,-0.0464458247066943,-0.0557446946700634,-0.00428571428571428,-0.00634181247720815,-0.00616684723726977,-0.0138591549295775,0
