"","cateninmemb","ZEB2","Ecadherin","AXIN2","STAT","LIV1","TCFLEF","cMet","cateninnuc","Frizzled","Destcompl","SRC","MEK","miR200","EGR1","ERK","RKIP","RAS","PAK1","NFB","PI3K","SMO","SOSGRB2","Patched","SNAI1","Csn","NOTCHic","GSK3","IKK","AKT","TrCP","SUFU","FUS","NOTCH","ZEB1","FOXC2","Jagged","SMAD","Csl","ILK","TGFR","RAF","DELTA","SHH","HEY1","TGF","TWIST1","CDC42","KLF4","SNAI2","cfos","CD44","GLI","Wnt","DSH"
"DSH",0.0317527100676768,-0.170322311888664,0.114948583066779,-0.078188240961276,-0.05,0,-0.0296908662384438,-0.0347744360902256,-0.0162447397914269,-0.00263157894736842,-0.0618559929013395,-0.00263157894736842,-0.189081199731355,-0.0557453344419808,-0.153333333333333,-0.167276688453159,-0.208171828171828,-0.255800508049356,0.0666666666666667,-0.2575,-0.240954569674006,0.102597402597403,-0.0307464892830747,0.118726434855467,-0.141604554865424,-0.22,0.194047619047619,-0.201406682231548,-0.2325,-0.247442528735632,-0.2,-0.1,0.145454545454545,0.215725940725941,0.0103941437196624,-0.0571233499262875,-0.0803393200127126,-0.137950917676654,0.227380952380952,-0.123988653525711,-0.0725465838509317,0.240954569674006,0.240954569674006,-0.103389011542584,-0.138492548884486,-0.0554734131192244,0.0900396328744264,-0.0449275362318841,0.173590601289059,0.0210634822111829,0.170980392156863,0.0115956281432057,0.0105914295542779,0.0347744360902256,0.05
"TGFR",0.0118126574914136,-0.167307512323703,0.0169434421323087,0.00584962645048482,0,0,0.00362688453552406,0.00566037735849057,0.00442405016882787,-0.0142857142857143,0.00600853935194365,0,-0.0985967201107792,-0.0629509564715349,-0.0714285714285714,-0.0999665831244779,-0.178961038961039,0.136904761904762,-0.148888888888889,0.075,0.136904761904762,0.0427586206896552,0.212914230019493,0.0302586206896552,-0.139770509726262,0.075,-0.0868965517241379,0.0777431911461261,0.0855263157894737,0.094828641370869,0.1,-0.06,0.06,-0.0948102207888861,0.06782053076859,0.0315429629227807,-0.0205438517854475,-0.0302085137913401,-0.08,-0.0220234604105572,0.036984126984127,-0.136904761904762,-0.136904761904762,-0.0308235924410676,0.00457769181173437,0.036984126984127,0.148301041254778,0.144126984126984,0.161354927173005,0.00241606034366181,0.0977443609022556,-0.00697616683217478,0.00539953047561082,0.00862533692722372,0.0142857142857143
"TGF",0.0131983387847162,-0.161647134965213,0.0184766618938078,0.0037037037037037,0,0,0.00697616683217478,0,0.00362688453552406,-0.0142857142857143,0.00681499096484687,0,-0.0999665831244779,-0.0655902526592182,-0.1,-0.0977443609022556,-0.167532467532468,0.136904761904762,-0.16,0.075,0.133333333333333,0.06,0.209210526315789,0.0427586206896552,-0.139475524475524,0.1,-0.08,0.0784766874786444,0.075,0.0855263157894737,0.2,0,0.06,-0.0868965517241379,0.0651790213346277,0.0302329192546584,-0.0219931271477663,-0.0220234604105572,-0.08,-0.0236363636363636,0.144126984126984,-0.133333333333333,-0.133333333333333,-0.0302586206896552,0.00457769181173437,0.036984126984127,0.142962962962963,0.148888888888889,0.145283498601576,-0.000130235952634486,0.0714285714285714,-0.00566037735849057,0.00862533692722372,0.0142857142857143,0
"Wnt",0.0299152542372881,-0.153467240554759,0.113199205724776,-0.0739393939393939,-0.1,0,-0.0347744360902256,-0.05,-0.0115956281432057,-0.1,-0.0690390572705055,0,-0.170980392156863,-0.0515151515151515,-0.1,-0.153333333333333,-0.18,-0.25434039644566,0.1,-0.2,-0.227067669172932,0.1,-0.0363636363636364,0.145454545454545,-0.139492753623188,-0.1,0.185714285714286,-0.186990595611285,-0.22,-0.2575,-0.1,0,0.1,0.227380952380952,0.00258249641319943,-0.0472874493927126,-0.0774264705882353,-0.130530709600477,0.2,-0.128205128205128,-0.0666666666666667,0.227067669172932,0.227067669172932,-0.102597402597403,-0.134871794871795,-0.0449275362318841,0.0791176470588235,-0.0333333333333333,0.16078431372549,0.0250862068965517,0.133333333333333,0.00263157894736842,0.00263157894736842,0.05,0.2
"ZEB2",-0.151770804927021,-0.151350805904297,-0.146552264395547,-0.119856999997275,-0.1,-0.1,-0.0958677209455564,-0.0957894736842105,-0.0909326560104915,-0.0890909090909091,-0.0869812632097362,-0.08,-0.0715757726337875,-0.0674426713686063,-0.0666666666666667,-0.0654782116581777,-0.0566183574879227,-0.0257908543989914,-0.0246753246753247,-0.0236111111111111,-0.0208658008658009,-0.02,-0.0194322344322344,-0.0175609756097561,-0.0158127746164169,-0.0111111111111111,-0.00461538461538462,-0.00407237888484505,-0.00361111111111111,-0.0008073727933541,0,0,0,0.00030264817150063,0.00563691616664411,0.00996425796425797,0.0102332684385757,0.0110895202358617,0.0153846153846154,0.0184065934065934,0.0199257884972171,0.0208658008658009,0.0208658008658009,0.0230155210643016,0.0242499436047823,0.0246876932591218,0.0285584707659483,0.0301298701298701,0.0439864407722986,0.0625701413557702,0.0719298245614035,0.090233918128655,0.0980535061269006,0.104475524475524,0.109090909090909
"TWIST1",-0.0473882261442324,-0.142709376042709,-0.0508467969944506,-0.063779231521167,-0.0238095238095238,-0.0666666666666667,-0.0366906858104976,-0.0337386018237082,-0.0467539405546034,-0.0571428571428571,-0.0362676249366399,-0.0571428571428571,-0.133138085317121,-0.102423226076931,-0.133333333333333,-0.145575896262395,-0.145615156484722,0.0503486383090501,-0.0757575757575758,0.126923076923077,0.038362336939187,-0.0751111111111111,0.122114651176436,-0.0929193302891933,-0.108578667261136,0.15,-0.0254700854700855,-0.0481924493592768,0.107875457875458,0.121434779909356,0.1,0.1,-0.111111111111111,-0.0433946137719723,0.0974377886658588,0.0314704893755906,0.0245779325210675,-0.018042705171418,-0.0511111111111111,-0.0282737282737283,0.0813610240334378,-0.038362336939187,-0.038362336939187,0.0806040593532327,-0.0186378593158254,0.0688325502293376,-0.0243769750463114,0.0688610240334378,0.131676047529706,0.0400744244448938,0.13768115942029,0.0494012524261178,0.0510375939849624,0.0350375939849624,0.0238095238095238
"FUS",0.131120534852485,-0.122656060448511,0.0400772745126041,0.269196570545896,0.1,0.1,0.114069072357269,0.112222222222222,0.117329941922486,0.2125,0.0526435664714395,0.106666666666667,0.0389293465155534,-0.0370314337039491,0.02,0.0423776223776224,-0.0315054819178531,0.197906039324746,0.146666666666667,0.00714285714285715,0.200089445438283,0.32,-0.0626855600539811,0.308888888888889,-0.0209981740718198,0.05,-0.154393939393939,0.0664186524043004,0.0271428571428571,0.0386813186813187,0.1,-0.4,0.32,-0.163484848484848,-0.0124865689230876,0.0338384754990926,0.055751896474788,-0.0827496159754224,-0.139393939393939,-0.0795238095238095,-0.143513513513514,-0.200089445438283,-0.200089445438283,-0.295757575757576,-0.0734671125975474,-0.142449683726279,0.0660287558886265,-0.13,0.134972677595628,0.00334982051591969,0.00307692307692308,-0.117076591154261,-0.223824786324786,-0.218055555555556,-0.2
"SMO",0.131679194070362,-0.118361581920904,0.0430909731427411,0.263606508434095,0.1,0.1,0.117076591154261,0.106666666666667,0.114069072357269,0.2,0.0586289679312935,0.1,0.0423776223776224,-0.0350512356841471,0,-0.00307692307692308,-0.0284126984126984,0.200089445438283,0.166666666666667,0.05,0.188461538461538,0.32,-0.0780701754385965,0.32,-0.00967741935483871,0.1,-0.139393939393939,0.056719655748782,0.00714285714285715,0.0271428571428571,0,-0.3,0.4,-0.154393939393939,-0.00819209039548023,0.0312068965517241,0.0437037037037037,-0.0795238095238095,-0.166666666666667,-0.103333333333333,-0.13,-0.188461538461538,-0.188461538461538,-0.308888888888889,-0.0923076923076923,-0.143513513513514,0.062363834422658,-0.146666666666667,0.133333333333333,0.000297755883962782,-0.02,-0.112222222222222,-0.218055555555556,-0.2125,-0.2
"Patched",0.127795698924731,-0.116666666666667,0.0412459546925566,0.256709956709957,0.1,0.1,0.112222222222222,0.1,0.117076591154261,0.2,0.0485514485514486,0.1,-0.00307692307692308,-0.0261904761904762,-0.1,0.02,-0.0228571428571429,0.188461538461538,0.166666666666667,0.1,0.188461538461538,0.4,-0.0833333333333333,0.32,-0.00967741935483871,0,-0.166666666666667,0.0673992673992674,0.05,0.00714285714285715,0,-0.2,0.3,-0.139393939393939,-0.0166666666666667,0.045,0.0294179894179894,-0.103333333333333,-0.2,-0.133333333333333,-0.146666666666667,-0.188461538461538,-0.188461538461538,-0.32,-0.125641025641026,-0.13,0.0564814814814815,-0.166666666666667,0.166666666666667,0.00410727969348659,0,-0.106666666666667,-0.2125,-0.2,-0.2
"TCFLEF",-0.0212753779052825,-0.113107522594365,-0.026762284784119,0.512532844932845,0.141666666666667,0.166666666666667,0.0593901798346459,0.157393162393162,0.0616238568105909,0.169019607843137,0.164189455976499,0.161666666666667,0.120522648083624,0.00454554147325232,0.09,0.120522648083624,0.0296735087477614,0.269609011683787,-0.11025641025641,0.151376623376623,0.27079166608589,0.150952380952381,0.106782742207892,0.144500768049155,0.0360391421688493,0.123376623376623,-0.261565439183804,0.217627760263171,0.161054042731462,0.174097520992332,0.114285714285714,-0.15,0.17,-0.267877731542608,-0.031400451887294,0.212553710077946,0.122226590010101,-0.00337992701784591,-0.247839948987725,-0.00127667653983444,0.100475927752607,-0.27079166608589,-0.27079166608589,-0.14388727111664,0.0502756367557966,0.10146930523605,0.164444594894953,0.103279666070364,0.114201362363127,0.0149955970791468,-0.111951219512195,-0.161795678116433,-0.169715047669012,-0.164746103569633,-0.149019607843137
