"","SOSGRB2","miR200","Destcompl","MEK","TGF","CDC42","PAK1","CD44","cMet","Csn","ZEB2","ZEB1","RAF","PI3K","Csl","GSK3","RKIP","Jagged","NOTCH","NOTCHic","NFB","Ecadherin","DELTA","KLF4","SNAI1","RAS","HEY1","ILK","SMAD","IKK","TWIST1","SHH","AKT","SNAI2","Patched","FUS","AXIN2","SRC","Wnt","TCFLEF","SMO","cateninmemb","cateninnuc","GLI","TrCP","SUFU","Frizzled","TGFR","FOXC2","ERK","EGR1","cfos","STAT","DSH","LIV1"
"Destcompl",0.00618094927543854,0.146382000395047,0.184233725000395,-0.0457107283668811,0.182375273158265,0.177016185784659,0.176326530612245,-0.234356268234821,-0.232863730921388,0.295238095238095,-0.0972773225849081,-0.0972773225849081,-0.275393736168438,-0.275393736168438,-0.0263768115942029,0.262688221624373,-0.234788556575865,-0.269780055349946,0.0221139380209695,0.0231159420289855,-0.290890269151139,-0.128011126682655,0.275393736168438,-0.106571261360906,-0.235576362087143,0.276963594881154,-0.136028928336621,-0.13547619047619,-0.137932330827068,-0.295394773655643,0.00536041220422354,0.0628387944091266,-0.294052491776449,0.113690098690748,0.0634190652021633,0.0743295019157088,0.116260211984648,0.230376168732333,0.233346465762036,0.235589144947149,0.0629009304871374,0.164937950670695,0.234926217869128,0.234645167060737,-0.266666666666667,0.0777777777777778,0.230376168732333,-0.180700396310974,-0.147136442912913,0.0495081967213115,0.0533333333333333,0.0533333333333333,0.231746031746032,0.231746031746032,0.238888888888889
"FOXC2",0.174628359062321,0.137614977614978,0.20174507925639,0.144227355422019,0.102706577974871,0.107454545454545,0.0954545454545455,0.0778278712900732,0.0682626538987688,-0.1,-0.0964447884416925,-0.0964447884416925,-0.0226923076923077,-0.0226923076923077,-0.0709090909090909,0.198842066630285,-0.171634714491857,0.0630639225841625,0.0687387165195087,0.0656459330143541,0.04,0.0763715249171388,0.0226923076923077,-0.0777777777777778,-0.184865555592687,0.0160746606334842,-0.0799847211611917,-0.0786666666666667,-0.0786666666666667,-0.0123809523809524,-0.190997821350763,-0.155040322580645,-0.0308994708994709,-0.0785408825902992,-0.160416666666667,-0.166666666666667,-0.0523692103746624,-0.0705882352941176,-0.0682626538987688,-0.0821756973770297,-0.166666666666667,-0.106867528361431,-0.083047428385747,-0.0786074814849757,0.1,-0.2,-0.0705882352941176,-0.106121212121212,-0.229453742914118,-0.15144385026738,-0.16,-0.169090909090909,-0.1,-0.1,-0.166666666666667
"SNAI2",0.119100743745774,0.105189337015827,0.127696136994635,0.116295707472178,0.0482623372648948,0.0509803921568627,0.0509803921568627,0.0523692103746624,0.0469928662886409,-0.0666666666666667,-0.0756305852737571,-0.0756305852737571,0.019111368334488,0.019111368334488,-0.0614035087719298,0.12603383118216,-0.0996538461538461,0.0423124927059764,0.0622465254044201,0.0596491228070175,0.0416666666666667,0.0232078412925895,-0.019111368334488,-0.0698076923076923,-0.107523727351165,-0.0223077153664515,-0.0592977697408077,-0.0576794097920859,-0.0591148164906504,0.010632183908046,-0.0971250033663274,-0.0783514532573593,0.00942736463093755,-0.0549306678536708,-0.0797599039615846,-0.08,-0.0562943262411348,-0.0455844155844156,-0.0469928662886409,-0.0529877670756934,-0.0858823529411765,-0.0651021698773962,-0.0532983260819045,-0.0528752192298174,0.1,-0.1,-0.0455844155844156,-0.0501256913021619,-0.151626428922464,-0.117647058823529,-0.133333333333333,-0.127450980392157,-0.0527272727272727,-0.0527272727272727,-0.08
"TGF",0.435526315789474,0.138160785574579,-0.0199167770798699,0.280601503759398,0.290119047619048,0.38,0.38,0.0963522012578616,0.113333333333333,0.233333333333333,-0.0731632110579479,-0.0731632110579479,-0.030952380952381,-0.030952380952381,0.0333333333333333,-0.219793122728543,-0.102597402597403,-0.124711585665194,-0.0367816091954023,-0.0333333333333333,-0.233333333333333,-0.034930637059293,0.030952380952381,-0.0713450292397661,-0.221865861411316,0.0380952380952381,-0.139716312056738,-0.153333333333333,-0.151720430107527,-0.219047619047619,-0.209444444444444,-0.173448275862069,-0.213784461152882,-0.118029922473011,-0.173448275862069,-0.153333333333333,-0.0795414462081129,-0.133333333333333,-0.122857142857143,-0.0963522012578616,-0.17,-0.0881285943755046,-0.101615359152598,-0.105876010781671,-0.2,-0.133333333333333,-0.142857142857143,-0.384761904761905,-0.308959627329193,-0.273934837092732,-0.233333333333333,-0.247619047619048,-0.1,-0.1,0
"AXIN2",0.00391318514740675,0.106045851634969,0.132621907954524,-0.0224036010260199,0.12788058587078,0.125015432098765,0.12625,-0.116142978690392,-0.113934776797648,0.166666666666667,-0.0722236944965435,-0.0722236944965435,-0.151567836991712,-0.151567836991712,-0.0157894736842105,0.124199573627491,-0.115656485091969,-0.136296946296946,0.0104323308270677,0.0104323308270677,-0.171014492753623,-0.0948659782374145,0.151567836991712,-0.0765122190544623,-0.114662189602054,0.153667574524521,-0.0923687089001491,-0.0929606625258799,-0.0961352657004831,-0.166666666666667,0.00293490772868731,0.0616210292439801,-0.171111111111111,0.0802797970763813,0.059981684981685,0.0730769230769231,-0.0282768631534884,0.115658914728682,0.113934776797648,0.116260211984648,0.0635531135531136,0.0817926321421028,0.116995188206005,0.116450500068088,-0.133333333333333,0.05,0.115658914728682,-0.125900387850978,-0.106433893974878,0.0251622217156751,0.0266666666666667,0.0242276422764228,0.113333333333333,0.113333333333333,0.133333333333333
"ZEB2",-0.168974358974359,-0.12434226395862,-0.110962868707647,-0.11060016287769,-0.101317941317941,-0.10025974025974,-0.0948051948051948,-0.0885867446393762,-0.0821052631578947,-0.0666666666666667,-0.056499323675994,-0.056499323675994,-0.0454761904761905,-0.0454761904761905,-0.0179487179487179,-0.0121370760377798,0.0196618357487923,0.0274709619472189,0.0283093736864229,0.0299487179487179,0.0416666666666667,0.0438498675770677,0.0454761904761905,0.0461835539577605,0.0490905701998662,0.0512577750586316,0.0592499436047823,0.0648186555228809,0.0660381677180028,0.0661111111111111,0.0737838300787941,0.0775451377890402,0.0782606438213915,0.0805370417273212,0.0820905923344948,0.0857142857142857,0.0857434337984648,0.09,0.0906526806526807,0.0942205474562776,0.0942857142857143,0.0954643753813743,0.09655820979394,0.0979921301939651,0.1,0.1,0.100909090909091,0.105021645021645,0.115160839160839,0.115478211658178,0.116666666666667,0.121929824561404,0.13,0.140909090909091,0.15
"GSK3",0.182986644665601,0.166405084192654,0.271941050946522,0.0410046525255504,0.381468347841625,0.384347826086957,0.37768115942029,-0.135603412504772,-0.136555793457153,0.245,-0.0505411244009571,-0.0505411244009571,-0.339428121020476,-0.339428121020476,-0.0703081232492997,0.208734456332264,-0.250425802267908,-0.129242091398372,0.0737446866858632,0.076601829543006,-0.27625,-0.0913330711685926,0.339428121020476,-0.0503364645346762,-0.301572937230167,0.337957532785182,-0.138284252871062,-0.133954642913811,-0.13140591727663,-0.268204022988506,-0.135368269464323,-0.0851103321876286,-0.274186928971412,0.00797496614396409,-0.0846318632881071,-0.0915584415584415,0.0912747184647048,0.137218045112782,0.135257260799056,0.133911515799518,-0.075429409300377,0.0241299146340574,0.134503621062676,0.134785562685849,-0.22,-0.0772727272727273,0.137218045112782,-0.381211937585214,-0.370110615618572,-0.0438455616164594,-0.0356862745098039,-0.0430936819172113,0.140789473684211,0.140789473684211,0.125
"RKIP",0.0677460317460317,0.117557484200749,0.279131513232471,-0.00914159941305942,0.177970627503338,0.166666666666667,0.133333333333333,-0.00168690958164643,0.0175438596491228,0.1,-0.0487852702056432,-0.0487852702056432,-0.132467532467532,-0.132467532467532,0.133333333333333,0.240898345153664,-0.294677871148459,-0.141211900719541,-0.113752913752914,-0.106060606060606,-0.171428571428571,-0.111563937569387,0.132467532467532,-0.0387852702056432,-0.161202851446208,0.14015984015984,-0.142469996128533,-0.149529311082584,-0.142598618013278,-0.146428571428571,-0.0517349970291147,-0.154863387978142,-0.161580086580087,0.0717849857201142,-0.146666666666667,-0.166666666666667,-0.000152367557430849,-0.0333333333333333,-0.0233333333333333,0.00238621028094713,-0.126666666666667,-0.104757362404421,0.00213175735473847,-0.0041025641025641,-0.1,-0.1,-0.0333333333333333,-0.171428571428571,-0.188653109342765,0.00275862068965517,0.07,0.02,0,0,0
"STAT",0.396428571428571,0.155830864540934,0.19021536848212,0.295205566097407,0.304832795922613,0.296022727272727,0.277272727272727,0.121223221223221,0.122077922077922,0.05,-0.0462345346960732,-0.0462345346960732,0.0206110421836228,0.0206110421836228,0.00588235294117647,0.125327102803738,-0.170024131274131,-0.042368969815585,-0.0199469029280566,-0.0248012718600954,-0.05,-0.102107511714624,-0.0206110421836228,-0.149079025549614,-0.256147286429143,-0.0228498481537721,-0.122,-0.123107890499195,-0.125406741073908,-0.0928571428571429,-0.280445058855853,-0.124954723194073,-0.108111380145278,-0.0947079752033312,-0.12406976744186,-0.125,-0.0897216508981215,-0.135714285714286,-0.122077922077922,-0.125955082421959,-0.145,-0.142505027518778,-0.130365094340911,-0.122918258212376,-0.1,-0.1,-0.135714285714286,-0.309180622009569,-0.369686434901159,-0.29843137254902,-0.266666666666667,-0.286666666666667,-0.185714285714286,-0.185714285714286,-0.1
"SRC",0.407142857142857,0.165299370516762,0.144841137123746,0.292262245092434,0.382835497835498,0.358333333333333,0.333333333333333,0.116967213114754,0.135,-0.05,-0.0454327643006888,-0.0454327643006888,-0.039482686691698,-0.039482686691698,0.055,0.0936796536796537,-0.148289345063539,-0.00367325335215244,-0.0764285714285714,-0.0692857142857143,0.0833333333333333,-0.101933197521433,0.039482686691698,-0.146770025839793,-0.285790205194171,0.0500887472977586,-0.0101373717312148,-0.0427631578947368,-0.0472676623992413,0.0602564102564102,-0.231486674245295,-0.0666884531590414,0.0435897435897436,-0.0785707987234909,-0.0696296296296296,-0.0333333333333333,-0.0834098346721068,-0.175,-0.135,-0.11452818872451,-0.0733333333333333,-0.134299131866487,-0.119673602594756,-0.116967213114754,0.1,-0.0333333333333333,-0.175,-0.377380952380952,-0.40828197945845,-0.282828282828283,-0.233333333333333,-0.260606060606061,-0.1,-0.2,0
