"","SOSGRB2","miR200","Destcompl","MEK","TGF","CDC42","PAK1","CD44","cMet","Csn","ZEB2","ZEB1","RAF","PI3K","Csl","GSK3","RKIP","Jagged","NOTCH","NOTCHic","NFB","Ecadherin","DELTA","KLF4","SNAI1","RAS","HEY1","ILK","SMAD","IKK","TWIST1","SHH","AKT","SNAI2","Patched","FUS","AXIN2","SRC","Wnt","TCFLEF","SMO","cateninmemb","cateninnuc","GLI","TrCP","SUFU","Frizzled","TGFR","FOXC2","ERK","EGR1","cfos","STAT","DSH","LIV1"
"ERK",0.0692778548312529,0.11789288151757,0.278809568639961,0.0972465157215738,0.182342168371229,0.177970627503338,0.171428571428571,-0.00213175735473847,-0.00238621028094713,0.146428571428571,-0.044218341071785,-0.044218341071785,-0.142382062382062,-0.142382062382062,0.113752913752914,0.237068456310151,-0.29257407405126,-0.141162522880315,-0.116167132164868,-0.120322256818607,-0.161580086580087,-0.111452509432094,0.142382062382062,-0.0478139979758211,-0.155255557998914,0.140951919367761,-0.141228916389159,-0.148871680743905,-0.150391437582811,-0.179227145403616,-0.0507534542999991,-0.147617011166548,-0.180144576596277,0.0710636151159663,-0.143752276867031,-0.146666666666667,-0.00146636448118387,0.00168690958164643,-0.0034032634032634,0.00064476850715483,-0.154863387978142,-0.108760324237167,-0.000883009270622947,-0.0046563962353436,-0.171428571428571,-0.126666666666667,-0.0041025641025641,-0.184539970569031,-0.189350730040385,-0.0975250672536072,0.00275862068965517,0.00914159941305942,-0.0175438596491228,-0.0233333333333333,-0.0333333333333333
"Csn",0.223424420615704,0.151804466434118,0.273690197545785,0.109659090909091,0.39348560076929,0.388568521031208,0.384090909090909,-0.105822000646263,-0.106266445090708,0.2,-0.0383705541770058,-0.0383705541770058,-0.343612528387458,-0.343612528387458,-0.0676767676767677,0.294857607439919,-0.232062848841655,-0.112486725490426,0.0636807636807637,0.055988455988456,-0.216666666666667,-0.0660862151964194,0.343612528387458,-0.0460374919198449,-0.297047705927051,0.341501204011259,-0.124457364341085,-0.12133281573499,-0.123132301596172,-0.25,-0.147587657784011,-0.0875241422306467,-0.2428,-0.0289844689919816,-0.0801470930503188,-0.0793650793650794,0.0793915250236072,0.107471264367816,0.106266445090708,0.104535827012823,-0.100577200577201,-0.00620769512585042,0.10195013849809,0.104083038977171,-0.3,-0.0571428571428571,0.107471264367816,-0.397542880005567,-0.389786133192681,-0.107575757575758,-0.116666666666667,-0.0984848484848485,0.0833333333333333,0.0833333333333333,0.0666666666666667
"TCFLEF",-0.263732842008291,-0.0626622507345399,0.162444412940397,-0.177280570764891,-0.0866565512550909,-0.0911747167561121,-0.105128205128205,-0.0835683760683761,-0.0835683760683761,0.0662337662337662,-0.0274638047138047,-0.0274638047138047,-0.0608482662652338,-0.0608482662652338,0.0118444125617727,0.132279571056749,-0.0363961978233917,-0.0880529769776137,-0.00702387969746416,-0.00204049099314523,-0.0702337662337662,-0.129527526194855,0.0608482662652338,-0.0228243570155335,-0.0212288153501543,0.061242484399268,-0.0287011133314302,-0.029544315333789,-0.026676246500137,-0.0670079597821533,0.157854204856952,0.093317029958629,-0.0757036119560664,0.0377428529167099,0.0927035330261137,0.0833333333333333,0.0155208791208791,0.0741666666666667,0.0887154348919055,-0.0165461714688519,0.102380952380952,-0.126781329514015,-0.0164602608159309,0.0893365529043278,-0.0571428571428571,0.116666666666667,0.0793137254901961,0.0893055578776074,0.182481551831887,0.173879210220674,0.195714285714286,0.178641114982578,0.0791666666666667,0.0843137254901961,0.0666666666666667
"PAK1",0.322799779977998,0.131117018411733,0.0833959206453201,0.247461557356915,0.322340918483638,0.332773109243697,0.319047619047619,0.0582764943160983,0.0562962962962963,0.0666666666666667,-0.0257663117565954,-0.0257663117565954,-0.0439117381369892,-0.0439117381369892,0.0730769230769231,-0.0506082251082251,-0.096249146801633,-0.0904631049761418,-0.0634065934065934,-0.0623076923076923,-0.104166666666667,-0.0256819791686107,0.0439117381369892,-0.0218376268540203,-0.189615189297978,0.0393662835915347,-0.102459064585354,-0.106716163167776,-0.0976839051032599,-0.0989035087719298,-0.172138528138528,-0.0939571599249019,-0.104459064327485,-0.10840543207447,-0.0889571599249019,-0.114285714285714,-0.0649245592837005,-0.0562962962962963,-0.0589278752436647,-0.0627209387605427,-0.0852534562211981,-0.0620214894924646,-0.0632726628984737,-0.060391289877811,-0.0666666666666667,-0.080952380952381,-0.0562962962962963,-0.326712503183091,-0.333133744666916,-0.258128224023581,-0.24,-0.25304347826087,-0.06,-0.06,-0.1
"LIV1",0.322799779977998,0.131117018411733,0.0833959206453201,0.247461557356915,0.322340918483638,0.332773109243697,0.319047619047619,0.0582764943160983,0.0562962962962963,0.0666666666666667,-0.0257663117565954,-0.0257663117565954,-0.0439117381369892,-0.0439117381369892,0.0730769230769231,-0.0506082251082251,-0.096249146801633,-0.0904631049761418,-0.0634065934065934,-0.0623076923076923,-0.104166666666667,-0.0256819791686107,0.0439117381369892,-0.0218376268540203,-0.189615189297978,0.0393662835915347,-0.102459064585354,-0.106716163167776,-0.0976839051032599,-0.0989035087719298,-0.172138528138528,-0.0939571599249019,-0.104459064327485,-0.10840543207447,-0.0889571599249019,-0.114285714285714,-0.0649245592837005,-0.0562962962962963,-0.0589278752436647,-0.0627209387605427,-0.0852534562211981,-0.0620214894924646,-0.0632726628984737,-0.060391289877811,-0.0666666666666667,-0.080952380952381,-0.0562962962962963,-0.326712503183091,-0.333133744666916,-0.258128224023581,-0.24,-0.25304347826087,-0.06,-0.06,-0.1
"PI3K",0.168076923076923,0.139584927699682,0.22872825870959,0.0316113330578133,0.323930655188905,0.319117647058824,0.325,-0.153534002229654,-0.155072463768116,0.1,-0.0246113897138777,-0.0246113897138777,-0.274891774891775,-0.274891774891775,-0.075,0.178475228475228,-0.195846800258565,-0.126578947368421,0.0519230769230769,0.0519230769230769,-0.1,-0.0625306416726748,0.274891774891775,-0.0342105263157895,-0.200998389694042,0.272152048864378,-0.104796017892577,-0.10234493797519,-0.11114493797519,-0.129411764705882,-0.0760343481654957,-0.0617521367521368,-0.1473604826546,-6.70613688073536e-05,-0.0756410256410256,-0.05,0.100857142857143,0.133333333333333,0.155072463768116,0.148449256466943,-0.0833333333333333,0.0499385829815624,0.143294617291685,0.153534002229654,0,-0.1,0.133333333333333,-0.323117647058824,-0.301180023228804,-0.0299719887955182,-0.0333333333333333,-0.0476190476190476,0.1,0.1,0.1
"ILK",0.168076923076923,0.139584927699682,0.22872825870959,0.0316113330578133,0.323930655188905,0.319117647058824,0.325,-0.153534002229654,-0.155072463768116,0.1,-0.0246113897138777,-0.0246113897138777,-0.274891774891775,-0.274891774891775,-0.075,0.178475228475228,-0.195846800258565,-0.126578947368421,0.0519230769230769,0.0519230769230769,-0.1,-0.0625306416726748,0.274891774891775,-0.0342105263157895,-0.200998389694042,0.272152048864378,-0.104796017892577,-0.10234493797519,-0.11114493797519,-0.129411764705882,-0.0760343481654957,-0.0617521367521368,-0.1473604826546,-6.70613688073536e-05,-0.0756410256410256,-0.05,0.100857142857143,0.133333333333333,0.155072463768116,0.148449256466943,-0.0833333333333333,0.0499385829815624,0.143294617291685,0.153534002229654,0,-0.1,0.133333333333333,-0.323117647058824,-0.301180023228804,-0.0299719887955182,-0.0333333333333333,-0.0476190476190476,0.1,0.1,0.1
"CDC42",0.313888888888889,0.132132246838129,0.0829447928257712,0.258128224023581,0.326712503183091,0.319047619047619,0.414285714285714,0.0562962962962963,0.0562962962962963,0.0666666666666667,-0.0235155078980745,-0.0235155078980745,-0.0463507625272331,-0.0463507625272331,0.05,-0.0480627705627706,-0.10011655011655,-0.0892361111111111,-0.0623076923076923,-0.0730769230769231,-0.0666666666666667,-0.0267200414523477,0.0463507625272331,-0.034952380952381,-0.18794454490657,0.0439117381369892,-0.0965767116441779,-0.10026455026455,-0.106716163167776,-0.104166666666667,-0.172138528138528,-0.0889571599249019,-0.0989035087719298,-0.107320441116062,-0.0852534562211981,-0.080952380952381,-0.0630377668308703,-0.06,-0.0562962962962963,-0.0582764943160983,-0.114285714285714,-0.0616551891261642,-0.0627209387605427,-0.0589278752436647,-0.1,-0.0666666666666667,-0.06,-0.332773109243697,-0.337961330873813,-0.25304347826087,-0.26,-0.24,-0.1,-0.1,-0.1
"AKT",0.161410256410256,0.136376371549949,0.229472675583039,0.0265480419185728,0.318190473920023,0.323117647058824,0.319117647058824,-0.148449256466943,-0.153534002229654,0.1,-0.0218716636864804,-0.0218716636864804,-0.272152048864378,-0.272152048864378,-0.0519230769230769,0.178072002668777,-0.190256738146764,-0.12724119902405,0.0555816135084428,0.0519230769230769,-0.129411764705882,-0.0588942780363112,0.272152048864378,-0.0265182186234818,-0.201249016260458,0.265646024767992,-0.114570453982803,-0.11114493797519,-0.106767833598086,-0.1473604826546,-0.0751169169728352,-0.068067926225821,-0.242309977604095,-0.000368568906495796,-0.0617521367521368,-0.0833333333333333,0.0983300670448685,0.155072463768116,0.153534002229654,0.143294617291685,-0.0756410256410256,0.0473901630019498,0.141140771137839,0.147388750833006,-0.1,-0.05,0.155072463768116,-0.323930655188905,-0.294413105935571,-0.0316113330578133,-0.0476190476190476,-0.0299719887955182,0.133333333333333,0.133333333333333,0.1
"Csl",0.266218150698253,0.120087590825435,-0.042353304249202,0.224089026915114,0.299929187591755,0.310336917562724,0.307111111111111,-0.0264506921649779,-0.0284915084915085,0.0777777777777778,-0.0172985115790785,-0.0172985115790785,-0.0406682373099165,-0.0406682373099165,0.0961290322580645,-0.0956827754649556,-0.0748008716283325,-0.104298169331282,-0.0856027164685908,-0.0856027164685908,-0.111111111111111,0.0413197466973739,0.0406682373099165,-0.0160144927536232,-0.159256419908594,0.0373594137805047,0.0089616805473583,-0.0964542651593011,-0.0897875984926345,-0.0994832041343669,-0.115165825308973,-0.0746123982236002,-0.0956072351421189,-0.0777226412102956,-0.0694399844304968,-0.0897435897435898,0.0135664049778615,0.033986013986014,0.0264591322655839,0.0244659593405504,-0.0662141779788839,0.0350425865630775,0.0247518369849186,0.0248462290397774,-0.0666666666666667,-0.0666666666666667,0.033986013986014,-0.303330548135972,-0.293494434481245,-0.22952380952381,-0.226666666666667,-0.226666666666667,0.0430769230769231,0.0430769230769231,0.02
"GLI",-0.0686139524192622,-0.117234148720217,-0.111186766153619,-0.124589342517519,-0.145158508426142,-0.150574712643678,-0.133333333333333,-0.0504697631514691,-0.0478835562549174,0.00555555555555556,0.0135689537463731,0.0135689537463731,-0.0107242513329015,-0.0107242513329015,-0.0228824049513705,-0.0993061796366291,0.109076722681489,0.020378738161698,0.0153824049513705,0.0153824049513705,0.0207602339181287,0.0181399155950624,0.0107242513329015,0.0111076791076791,0.145577886423803,0.0148826671744857,0.0254711803947797,0.0263253844209824,0.0187578168534148,0.0228010502446593,0.128528454190593,0.12358287694545,0.0290510502446593,0.0994178908627807,0.118233082706767,0.139285714285714,0.0606597222222222,0.0503225806451613,0.169146110056926,0.0550152176969236,0.118233082706767,0.0561892077560967,0.0554336277387646,0.0712737696313941,-0.0166666666666667,0.114285714285714,0.170322580645161,0.148687920190848,0.25281421998624,0.13508658008658,0.122857142857143,0.131190476190476,0.06,0.18,0.1
"NOTCHic",-0.262153110047847,-0.120741185596677,0.0422923657970387,-0.22952380952381,-0.303330548135972,-0.307111111111111,-0.311111111111111,0.0284915084915085,0.033986013986014,-0.0666666666666667,0.0150885668276973,0.0150885668276973,0.0460869565217391,0.0460869565217391,-0.18,0.0946518476299041,0.0761833601075952,0.104298169331282,0.0856027164685908,0.0961290322580645,0.0777777777777778,-0.0405057932090019,-0.0460869565217391,0.0245859213250518,0.156489621489621,-0.0406682373099165,-0.0122296544035674,0.0928571428571429,0.0964542651593011,0.111111111111111,0.114940091674662,0.0694399844304968,0.0994832041343669,0.0774989275637631,0.0662141779788839,0.0666666666666667,-0.0148517520215633,-0.0430769230769231,-0.033986013986014,-0.0264506921649779,0.0897435897435898,-0.0342780605691937,-0.0244659593405504,-0.0264591322655839,0.1,0.0666666666666667,-0.0430769230769231,0.310336917562724,0.295793285055958,0.226666666666667,0.26,0.226666666666667,-0.02,-0.02,0
"TWIST1",-0.0457959279469577,-0.0280152325053279,0.226827384197757,-0.0268966380910095,-0.0775357365581032,-0.0762800417972832,-0.096969696969697,0.11363976676717,0.107615670381628,-0.25,0.0152231178546968,0.0152231178546968,0.0389711693886267,0.0389711693886267,-0.0962962962962963,0.237397240068407,-0.0473274277622104,0.122589168849284,0.0911680911680912,0.0911680911680912,0.226923076923077,-0.0260402898832109,-0.0389711693886267,0.0314258911819887,-0.0380411465059549,-0.0441081556899966,0.0679952815546036,0.0763308763308763,0.0799612393671799,0.188827838827839,-0.146641513203298,-0.0673605806359703,0.161709194760042,-0.025284815621305,-0.072779299847793,-0.0888888888888889,-0.100388751033912,-0.118253968253968,-0.106675020885547,-0.120224759110202,-0.0768888888888889,-0.145376734627621,-0.121547358305142,-0.113075020885547,0.2,-0.1,-0.118253968253968,0.0750300417972832,0.00957926169854152,0.0154538520213577,0.0266666666666667,0.00492753623188406,-0.157142857142857,-0.157142857142857,-0.2
"SMAD",-0.289988169180716,-0.127284075243957,-0.032934955327279,-0.270230744499312,-0.252223238008776,-0.255969148222669,-0.240476190476191,-0.0809021305491894,-0.0783566760037348,-0.138888888888889,0.0198046137990697,0.0198046137990697,-0.0955881963742226,-0.0955881963742226,-0.180952380952381,0.11323149142698,0.11239796894793,0.162901131126938,0.176710454296661,0.177504105090312,0.153174603174603,0.00263600871914156,0.0955881963742226,0.0167417163995249,0.170637790972468,0.0988776700584331,0.168188651034984,0.189750614682122,0.0840363289678358,0.15905695611578,0.139614913098009,0.204838454804861,0.165723622782446,0.137979403505014,0.200749235474006,0.216666666666667,0.0708885726183993,0.0803174603174603,0.0936507936507936,0.0848370016482396,0.201666666666667,0.0788663197593027,0.0854449043838019,0.0958090670320886,0.15,0.191666666666667,0.0936507936507936,0.255410489004792,0.276279249270521,0.277923052191619,0.257142857142857,0.273271889400922,0.0914285714285714,0.104761904761905,0.12
"Jagged",-0.26,-0.124242424242424,0.0396911196911197,-0.226666666666667,-0.307111111111111,-0.3,-0.2,0.0430769230769231,0.02,0,0.0210144927536232,0.0210144927536232,0.0533333333333333,0.0533333333333333,-0.2,0.0839080459770115,0.0923076923076923,0.122424242424242,0.18,0.18,0.1,-0.0385964912280702,-0.0533333333333333,0.0166666666666667,0.175,-0.0533333333333333,0.0166666666666667,0.116666666666667,0.0928571428571429,0.0666666666666667,0.113,0.0897435897435898,0.0777777777777778,0.0759678230266466,0.0666666666666667,0.1,-0.0242857142857143,0,-0.02,-0.033986013986014,0.0666666666666667,-0.0387214194256448,-0.0284915084915085,-0.0430769230769231,0,0,0,0.311111111111111,0.304285714285714,0.26,0.1,0.2,0,0,0
"DELTA",-0.26,-0.124242424242424,0.0396911196911197,-0.226666666666667,-0.307111111111111,-0.3,-0.2,0.0430769230769231,0.02,0,0.0210144927536232,0.0210144927536232,0.0533333333333333,0.0533333333333333,-0.2,0.0839080459770115,0.0923076923076923,0.122424242424242,0.18,0.18,0.1,-0.0385964912280702,-0.0533333333333333,0.0166666666666667,0.175,-0.0533333333333333,0.0166666666666667,0.116666666666667,0.0928571428571429,0.0666666666666667,0.113,0.0897435897435898,0.0777777777777778,0.0759678230266466,0.0666666666666667,0.1,-0.0242857142857143,0,-0.02,-0.033986013986014,0.0666666666666667,-0.0387214194256448,-0.0284915084915085,-0.0430769230769231,0,0,0,0.311111111111111,0.304285714285714,0.26,0.1,0.2,0,0,0
"cfos",-0.313888888888889,-0.132132246838129,-0.0829447928257712,-0.258128224023581,-0.326712503183091,-0.319047619047619,-0.314285714285714,-0.0562962962962963,-0.0562962962962963,-0.0666666666666667,0.0235155078980745,0.0235155078980745,0.0463507625272331,0.0463507625272331,-0.05,0.0480627705627706,0.10011655011655,0.0892361111111111,0.0623076923076923,0.0730769230769231,0.0666666666666667,0.0267200414523477,-0.0463507625272331,0.034952380952381,0.18794454490657,-0.0439117381369892,0.0965767116441779,0.10026455026455,0.106716163167776,0.104166666666667,0.172138528138528,0.0889571599249019,0.0989035087719298,0.107320441116062,0.0852534562211981,0.080952380952381,0.0630377668308703,0.06,0.0562962962962963,0.0582764943160983,0.114285714285714,0.0616551891261642,0.0627209387605427,0.0589278752436647,0.1,0.0666666666666667,0.06,0.332773109243697,0.337961330873813,0.25304347826087,0.36,0.24,0.1,0.1,0.1
"NOTCH",-0.275789473684211,-0.127099567099567,0.040625699130372,-0.226666666666667,-0.310336917562724,-0.311111111111111,-0.3,0.033986013986014,0.0430769230769231,-0.1,0.0247181964573269,0.0247181964573269,0.0533333333333333,0.0533333333333333,-0.18,0.0929989550679206,0.0888594164456234,0.107609427609428,0.0961290322580645,0.18,0.0666666666666667,-0.0369835880022637,-0.0533333333333333,0.0210144927536232,0.158076923076923,-0.0460869565217391,-0.013768115942029,0.0928571428571429,0.0928571428571429,0.0777777777777778,0.118084745762712,0.0662141779788839,0.111111111111111,0.0764969235557471,0.0897435897435898,0.0666666666666667,-0.0148517520215633,-0.02,-0.0430769230769231,-0.0284915084915085,0.0666666666666667,-0.0361036183785244,-0.0264506921649779,-0.033986013986014,0,0.1,-0.02,0.307111111111111,0.302244897959184,0.226666666666667,0.2,0.26,0,0,0
