"","CDC42","TGFR","TGF","PAK1","Frizzled","TWIST1","Csl","FUS","TCFLEF","cateninnuc","CD44","LIV1","NOTCHic","SUFU","SNAI1","RKIP","RAF","PI3K","DELTA","RAS","Destcompl","Csn","ZEB2","ZEB1","MEK","SNAI2","EGR1","FOXC2","cfos","GSK3","ERK","KLF4","miR200","cateninmemb","IKK","TrCP","NFB","AKT","HEY1","Ecadherin","ILK","SMAD","NOTCH","cMet","SHH","SRC","Patched","GLI","Wnt","SMO","SOSGRB2","Jagged","STAT","DSH","AXIN2"
"cateninnuc",0.215076923076923,0.216226348364279,0.213387920416681,0.212,0.0826643675958744,0.119832132534893,0.0140615191462649,0.131111111111111,0.0747282230925118,-0.0230348257890126,0.0780889400454618,0.0939393939393939,0.0245266354253347,0.111111111111111,0.0215947158668998,0.0279913180285389,0.0151039501039501,0.0151039501039501,0.0151039501039501,0.0203228053228053,-0.0133851454096785,-0.00833333333333333,0.144358291250812,0.144358291250812,-0.0642809296116744,-0.014600947056496,0.0536231884057971,-0.0340628224234782,0.0774327122153209,-0.0038828904049602,0.0546479020887386,0.110470845880099,0.0930836805070512,0.0565331423084919,0.00142424242424242,0.0333333333333333,0.0174242424242424,0.00923674242424242,-0.0412189625818809,-0.0715077361838951,-0.0551847041847042,-0.0536840220564641,-0.0167993626980619,-0.0737238606803824,-0.129797776717403,-0.0813325563325563,-0.130887101336139,-0.0794034980306571,-0.0750556719437005,-0.132750455373406,-0.0420505375465814,-0.0906755785466563,-0.0785547785547786,-0.0785547785547786,-0.246297346903157
"FOXC2",0.189090909090909,0.193090909090909,0.200407982261641,0.209090909090909,0.150980392156863,0.217847494553377,0.0709090909090909,0.166666666666667,0.144610321378299,0.146229250394488,0.148958147465255,0.166666666666667,0.0866985645933014,0.2,0.125479240166709,0.125376211090497,0.0752564102564102,0.0752564102564102,0.0752564102564102,0.0752564102564102,0.070484715421345,-0.1,0.156130030959752,0.156130030959752,-0.056075858647114,0.0629120444871989,0.04,-0.0679706930160651,0.0309090909090909,0.0753382459790877,0.0426737967914439,0.118518518518519,0.10962555962556,0.0497867760062882,0.0657142857142857,0.1,0.08,0.0657142857142857,-0.0410236822001528,-0.0391975472887358,-0.0613333333333333,-0.0584347826086956,-0.087729492428353,-0.153305973552212,-0.190793010752688,-0.150980392156863,-0.185416666666667,-0.149857697690143,-0.153305973552212,-0.166666666666667,0.00260148656375072,-0.161362954886193,-0.133333333333333,-0.133333333333333,-0.22120203134742
"RAS",0.2,0.217647058823529,0.226557949912638,0.14,0.1,0.200360065466448,-0.05,-0.1,0.105110233946279,0.103127231113418,0.111264080100125,0,-0.0342105263157895,-0.1,0.22220255653884,0.188553459119497,-0.112307692307692,-0.112307692307692,-0.112307692307692,-0.218076923076923,0.139734040315436,-0.1,0.157378497790869,0.157378497790869,0.0568575851393189,-0.0283121626661396,-0.08,0.086031746031746,-0.055,0.311472868217054,-0.0392105263157895,0.154285714285714,0.116892307692308,0.0332932952120142,0.0466666666666667,0.1,0.0666666666666667,0.03,-0.0403162055335968,0.000397583715084627,0.0584415584415584,0.0543599257884972,0.0172293942403178,-0.117647058823529,0.0495819209039548,-0.1,0.0546666666666667,-0.109313725490196,-0.117647058823529,0.0666666666666667,-0.0519480519480519,0.0342479794993101,-0.1,-0.1,-0.139631093544137
"AXIN2",0.213317901234568,0.219512591500055,0.219512591500055,0.212083333333333,0.129612403100775,0.149906744896603,0.0975438596491228,0.123076923076923,0.118020538706272,0.121090145277825,0.123999436713306,0.133333333333333,0.11718671679198,0.1,0.174454099629317,0.166849226042774,-0.106930546463418,-0.106930546463418,-0.106930546463418,-0.0998439322901901,0.152041251238706,0.1,0.195891786963863,0.195891786963863,0.0968542899737731,0.0637296869019672,-0.126666666666667,0.0780786660646145,-0.0949593495934959,0.1494386160496,-0.11271635893929,0.186118463919729,0.139046556180033,0.119693189077155,-0.108695652173913,-0.0666666666666667,-0.0869565217391304,-0.102028985507246,-0.0339575159047776,0.0232813053861369,-0.0440303657694962,-0.0416494133885438,-0.109078608683872,-0.119267575514568,-0.137095268119858,-0.129612403100775,-0.136767399267399,-0.124299022055449,-0.119267575514568,-0.127838827838828,-0.0741946817402638,-0.133720680025028,-0.113333333333333,-0.113333333333333,0.276640932967824
"Csl",0.154666666666667,0.152755838641189,0.147086904400826,0.154666666666667,-0.115337995337995,0.0371611121177405,0.0117972350230415,0.0256410256410256,-0.120180590038823,-0.119322957105719,-0.12155463584035,-0.12,0.00916565607567305,0.0333333333333333,0.108530133312742,0.0942277778935098,-0.101013778824873,-0.101013778824873,-0.101013778824873,-0.0969696611778145,-0.086740854202164,0.0888888888888889,0.200661382016174,0.200661382016174,0.00769151138716356,-0.12013126798766,-0.00666666666666667,0.0366220971147079,0.000476190476190477,-0.0915785746999592,-0.010952380952381,0.206763285024155,0.100756883123425,0.0427570741204474,-0.08656330749354,-0.0333333333333333,-0.0888888888888889,-0.0811369509043928,0.047334251426323,0.0901636826350136,-0.0526241863651936,-0.052068630809638,-0.00189292880294578,0.125228105228105,-0.0146658680585266,0.115337995337995,-0.0181141439205955,0.120983156628318,0.125015414692834,-0.0256410256410256,-0.192871202396235,0.0171804980186603,0.112307692307692,0.112307692307692,0.167622061775188
"NOTCHic",0.154666666666667,0.154666666666667,0.152755838641189,0.166666666666667,-0.112307692307692,0.037386845752052,0.108571428571429,0.0333333333333333,-0.12155463584035,-0.120180590038823,-0.125228105228105,-0.1,0.0117972350230415,0.0333333333333333,0.112482702482702,0.0956102663727725,-0.0985507246376812,-0.0985507246376812,-0.0985507246376812,-0.101013778824873,-0.085583023611061,0.0333333333333333,0.20231884057971,0.20231884057971,0.010952380952381,-0.119907554341127,0.06,0.0348979591836735,-0.00666666666666667,-0.0958495614451727,0.000476190476190477,0.206763285024155,0.101846207742161,0.0415338325302333,-0.0888888888888889,0,-0.0888888888888889,-0.08656330749354,0.0453734671125976,0.0886520547280368,-0.0519047619047619,-0.0526241863651936,-0.00916565607567305,0.115337995337995,-0.0181141439205955,0.112307692307692,-0.0256410256410256,0.125015414692834,0.115337995337995,-0.0256410256410256,-0.193684210526316,0.0197846646853269,0.12,0.12,0.166850853548967
"TCFLEF",0.233571854502087,0.231702695623582,0.22938481482888,0.235897435897436,0.0873529411764706,0.191692902437936,0.0214410967639088,0.17,-0.0247855600277308,-0.0235828108868373,0.0771617481051443,0.1,0.0273234497050853,0.15,0.0540864412203324,0.135287229645957,0.0899200874417481,0.0899200874417481,0.0899200874417481,0.0934680506480556,-0.137939792570161,-0.0584415584415584,0.209260588339536,0.209260588339536,-0.0994176207068193,-0.0499699965137223,0.104285714285714,-0.160960885993442,0.0969686411149826,-0.10200891925981,0.0864924506387921,0.109011331805449,0.0971889288756759,-0.0847233486198301,0.0479899455383326,0.0857142857142857,0.0544415584415584,0.0534247281470283,-0.0641785136549624,-0.0463057493879295,-0.0770635680109364,-0.0772547725998466,-0.0216756091735238,-0.074017094017094,-0.158940092165899,-0.08,-0.158940092165899,-0.0850967432680988,-0.0813700351935646,-0.155714285714286,-0.0617601719637648,-0.12853311605743,-0.075,-0.0823529411764706,-0.426910378510378
"SNAI1",0.18637636872931,0.180365439767561,0.180768665574013,0.192436974789916,-0.119005847953216,0.0690689310689311,0.0287179487179487,0.0443932411674347,-0.113390052394491,-0.11462908182144,-0.113527983428974,-0.1,0.0232234432234432,0.0476190476190476,0.0298416190407616,0.107260840825879,-0.103465501499935,-0.103465501499935,-0.103465501499935,-0.10494333401225,-0.0898112067859829,0.0833333333333333,0.211726010279908,0.211726010279908,0.0106932442420577,-0.0926385405287827,-0.00434782608695652,0.0294274805535005,-0.0196020633750921,-0.0981593427199863,-0.0129353967084255,0.215429933292964,0.106522153369464,0.0672469489207926,-0.0796296296296296,-0.0833333333333333,-0.0833333333333333,-0.081712962962963,-0.0560175269508103,0.106960014370342,-0.05836832223929,-0.0584913234693023,-0.0264887493458922,0.114268724169714,-0.0372755377034529,0.119219219219219,-0.0347512658587927,0.11272591751223,0.11363999429468,-0.0357512658587927,-0.193703115594578,-0.00885452754721521,0.111111111111111,0.111111111111111,0.144344965379448
"TrCP",0.192436974789916,0.18637636872931,0.180365439767561,0.19047619047619,-0.111111111111111,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.113527983428974,-0.113390052394491,-0.114268724169714,-0.1,0.0287179487179487,0.0476190476190476,0.127172579894854,0.110608121160607,-0.107101865136298,-0.107101865136298,-0.107101865136298,-0.103465501499935,-0.0909076980140531,0.0833333333333333,0.213325026270068,0.213325026270068,0.0129353967084255,-0.0931413900091716,0,0.0303169341748474,-0.00434782608695652,-0.0963771645021645,-0.0196020633750921,0.218233671610721,0.107194583724891,0.0665906449484264,-0.0833333333333333,-0.0333333333333333,-0.0833333333333333,-0.0796296296296296,-0.0554222888555722,0.108000597096669,-0.0577231609489674,-0.05836832223929,-0.0232234432234432,0.119219219219219,-0.0347512658587927,0.111111111111111,-0.0357512658587927,0.11363999429468,0.119005847953216,-0.0443932411674347,-0.191061606160616,-0.00814864519427403,0.1,0.1,0.144811165845649
"PAK1",0.192436974789916,0.18637636872931,0.180365439767561,0.19047619047619,-0.111111111111111,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.113527983428974,-0.113390052394491,-0.114268724169714,-0.1,0.0287179487179487,0.0476190476190476,0.127172579894854,0.110608121160607,-0.107101865136298,-0.107101865136298,-0.107101865136298,-0.103465501499935,-0.0909076980140531,0.0833333333333333,0.213325026270068,0.213325026270068,0.0129353967084255,-0.0931413900091716,0,0.0303169341748474,-0.00434782608695652,-0.0963771645021645,-0.0196020633750921,0.218233671610721,0.107194583724891,0.0665906449484264,-0.0833333333333333,-0.0333333333333333,-0.0833333333333333,-0.0796296296296296,-0.0554222888555722,0.108000597096669,-0.0577231609489674,-0.05836832223929,-0.0232234432234432,0.119219219219219,-0.0347512658587927,0.111111111111111,-0.0357512658587927,0.11363999429468,0.119005847953216,-0.0443932411674347,-0.191061606160616,-0.00814864519427403,0.1,0.1,0.144811165845649
"LIV1",0.192436974789916,0.18637636872931,0.180365439767561,0.19047619047619,-0.111111111111111,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.113527983428974,-0.113390052394491,-0.114268724169714,-0.1,0.0287179487179487,0.0476190476190476,0.127172579894854,0.110608121160607,-0.107101865136298,-0.107101865136298,-0.107101865136298,-0.103465501499935,-0.0909076980140531,0.0833333333333333,0.213325026270068,0.213325026270068,0.0129353967084255,-0.0931413900091716,0,0.0303169341748474,-0.00434782608695652,-0.0963771645021645,-0.0196020633750921,0.218233671610721,0.107194583724891,0.0665906449484264,-0.0833333333333333,-0.0333333333333333,-0.0833333333333333,-0.0796296296296296,-0.0554222888555722,0.108000597096669,-0.0577231609489674,-0.05836832223929,-0.0232234432234432,0.119219219219219,-0.0347512658587927,0.111111111111111,-0.0357512658587927,0.11363999429468,0.119005847953216,-0.0443932411674347,-0.191061606160616,-0.00814864519427403,0.1,0.1,0.144811165845649
"EGR1",0.192436974789916,0.18637636872931,0.180365439767561,0.19047619047619,-0.111111111111111,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.113527983428974,-0.113390052394491,-0.114268724169714,-0.1,0.0287179487179487,0.0476190476190476,0.127172579894854,0.110608121160607,-0.107101865136298,-0.107101865136298,-0.107101865136298,-0.103465501499935,-0.0909076980140531,0.0833333333333333,0.213325026270068,0.213325026270068,0.0129353967084255,-0.0931413900091716,0,0.0303169341748474,-0.00434782608695652,-0.0963771645021645,-0.0196020633750921,0.218233671610721,0.107194583724891,0.0665906449484264,-0.0833333333333333,-0.0333333333333333,-0.0833333333333333,-0.0796296296296296,-0.0554222888555722,0.108000597096669,-0.0577231609489674,-0.05836832223929,-0.0232234432234432,0.119219219219219,-0.0347512658587927,0.111111111111111,-0.0357512658587927,0.11363999429468,0.119005847953216,-0.0443932411674347,-0.191061606160616,-0.00814864519427403,0.1,0.1,0.144811165845649
"cfos",0.19047619047619,0.192436974789916,0.18637636872931,0.185714285714286,-0.1,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.114268724169714,-0.113527983428974,-0.119219219219219,-0.1,0.0333333333333333,0.0333333333333333,0.128843224286262,0.114475524475524,-0.105882352941176,-0.105882352941176,-0.105882352941176,-0.107101865136298,-0.0895543145554065,0.0333333333333333,0.216218916945309,0.216218916945309,0.0196020633750921,-0.0927797263563687,0.16,0.0289376238300198,0,-0.100013528138528,-0.00434782608695652,0.219873015873016,0.108717426364485,0.0653085936663751,-0.0833333333333333,0,-0.0833333333333333,-0.0833333333333333,-0.0554222888555722,0.106824126508433,-0.0544973544973545,-0.0577231609489674,-0.0287179487179487,0.111111111111111,-0.0357512658587927,0.1,-0.0443932411674347,0.119005847953216,0.111111111111111,-0.0476190476190476,-0.186111111111111,-0.00385416666666667,0.1,0.1,0.144811165845649
"CDC42",0.19047619047619,0.192436974789916,0.18637636872931,0.285714285714286,-0.1,0.0693766233766234,0.0333333333333333,0.0476190476190476,-0.114268724169714,-0.113527983428974,-0.119219219219219,-0.1,0.0333333333333333,0.0333333333333333,0.128843224286262,0.114475524475524,-0.105882352941176,-0.105882352941176,-0.105882352941176,-0.107101865136298,-0.0895543145554065,0.0333333333333333,0.216218916945309,0.216218916945309,0.0196020633750921,-0.0927797263563687,0.06,0.0289376238300198,0,-0.100013528138528,-0.00434782608695652,0.219873015873016,0.108717426364485,0.0653085936663751,-0.0833333333333333,0,-0.0833333333333333,-0.0833333333333333,-0.0554222888555722,0.106824126508433,-0.0544973544973545,-0.0577231609489674,-0.0287179487179487,0.111111111111111,-0.0357512658587927,0.1,-0.0443932411674347,0.119005847953216,0.111111111111111,-0.0476190476190476,-0.186111111111111,-0.00385416666666667,0.1,0.1,0.144811165845649
"TWIST1",0.246206896551724,0.248706896551724,0.25440165737177,0.26,0.0968253968253968,0.157575369583379,0.0962962962962963,0.2,0.0930415082163191,0.0932140211547895,0.0953385985685396,0.1,0.103988603988604,0.233333333333333,0.205652212348564,0.194015946189859,-0.016237910659163,-0.016237910659163,-0.016237910659163,-0.0169228421660123,0.0785165526110199,0.1,0.22627715434733,0.22627715434733,-0.0308341587258217,-0.0127511063994481,0.00666666666666668,-0.0875096209117215,0.00231884057971015,0.0770266182975923,0.0233714721586575,0.210027100271003,0.161890437759843,-0.0422221967767127,-0.112454212454212,-0.1,-0.107692307692308,-0.115844042962687,-0.0954243496616378,-0.0296186461861111,-0.118413868413868,-0.116103637390766,-0.106818792667849,-0.0989530563998649,-0.223501990687631,-0.0968253968253968,-0.219068493150685,-0.0967832915622389,-0.0999832915622389,-0.204,-0.0886913493320816,-0.103276451070927,-0.0857142857142857,-0.0857142857142857,-0.146356707808321
"TGFR",0.394285714285714,0.297857142857143,0.292183383991895,0.38,0.0142857142857143,0.181201397126664,0.186666666666667,0.12,-0.0182856369052993,-0.0158941400053878,-0.0173286991062562,0,0.197011494252874,0.0866666666666667,0.214200126770521,0.182554112554113,-0.080952380952381,-0.080952380952381,-0.080952380952381,-0.080952380952381,-0.0196739819589367,0.166666666666667,0.24152371258023,0.24152371258023,-0.0524997425069523,-0.0761006056749114,0.0571428571428571,0.00791355881634978,0.0834586466165413,-0.161558591797014,0.0634586466165414,0.244100286949257,0.136778497735116,0.00449213690830052,-0.211027568922306,-0.166666666666667,-0.195238095238095,-0.208701987526957,-0.104023403293013,0.0238216667611721,-0.133851417399804,-0.134207289285926,-0.191975523029852,0.00943396226415094,-0.126771746541983,0,-0.134116379310345,0.00353534475263021,-0.00485175202156334,-0.137241379310345,-0.255181936322287,-0.101013318819235,0,-0.0142857142857143,0.0134689768452286
"TGF",0.38,0.394285714285714,0.297857142857143,0.38,0.0142857142857143,0.187962962962963,0.166666666666667,0.0866666666666667,-0.0173286991062562,-0.0182856369052993,-0.00943396226415094,0,0.186666666666667,0.0666666666666667,0.219214876033058,0.183982683982684,-0.0791666666666667,-0.0791666666666667,-0.0791666666666667,-0.080952380952381,-0.0198755948621625,0.166666666666667,0.244165222014192,0.244165222014192,-0.0634586466165414,-0.0770265316008374,0,0.00922360248447205,0.0571428571428571,-0.160336097909483,0.0834586466165413,0.240528858377829,0.13883128365887,0.00680160573047143,-0.195238095238095,-0.2,-0.166666666666667,-0.211027568922306,-0.109993552546744,0.0224588047509507,-0.14030303030303,-0.133851417399804,-0.197011494252874,0,-0.134116379310345,0,-0.137241379310345,-0.00485175202156334,-0.0142857142857143,-0.12,-0.253947368421053,-0.10825969563083,0,0,0.00617283950617284
"Wnt",0.333333333333333,0.326666666666667,0.331014492753623,0.3,-0.1,0.144411764705882,0.15,0,0.0093984962406015,-0.00715779515012697,-0.00131578947368421,0,0.107142857142857,0,0.214596273291925,0.165,-0.134586466165414,-0.134586466165414,-0.134586466165414,-0.166404647983595,0.029148959354909,0.1,0.248541367766619,0.248541367766619,0.106274509803922,-0.0331034482758621,-0.1,0.0675303643724696,-0.133333333333333,0.0484326018808777,-0.0533333333333333,0.250980392156863,0.133131313131313,0.0635593220338983,-0.113333333333333,-0.1,-0.133333333333333,-0.163333333333333,-0.061025641025641,0.0932776966018508,-0.0743589743589744,-0.0813357185450209,-0.148809523809524,-0.025,-0.0733766233766234,0,-0.0590909090909091,0.00131578947368421,-0.025,-0.05,-0.245454545454545,-0.0302450980392157,-0.1,0,-0.0624242424242424
"DSH",0.331014492753623,0.326252587991718,0.325904155935969,0.326666666666667,-0.00131578947368421,0.142385422254008,0.148809523809524,0.0590909090909091,0.000937442945111122,-0.00431634156067695,-0.00715779515012697,0,0.127240896358543,0.05,0.205541752933057,0.175464535464535,-0.146719608613517,-0.146719608613517,-0.146719608613517,-0.160445098809595,0.0222741744924958,0.113333333333333,0.248767453367305,0.248767453367305,0.105272003538257,-0.0360141763985783,-0.0533333333333333,0.074768862308642,-0.106274509803922,0.0501031355235692,-0.0729411764705882,0.253014603899812,0.134236496058142,0.0572572299367532,-0.144583333333333,-0.133333333333333,-0.163333333333333,-0.164123563218391,-0.0578901427053723,0.0946881678981869,-0.0729245035917498,-0.0770754469879763,-0.143324812442459,-0.0093984962406015,-0.0683103261274645,0.00131578947368421,-0.0701508169250105,0.00694137304044425,-0.0093984962406015,-0.0733766233766234,-0.231633407243163,-0.0261577125564814,-0.025,-0.025,-0.0550451824693803
"GSK3",0.326252587991718,0.325904155935969,0.320519540551354,0.331014492753623,0.0093984962406015,0.149427675775135,0.127240896358543,0.0733766233766234,-0.00431634156067695,2.57637024809493e-05,0.000937442945111122,0.025,0.143324812442459,0.0590909090909091,0.196793137207697,0.187243984086089,-0.160445098809595,-0.160445098809595,-0.160445098809595,-0.149730813095309,0.0132216912237392,0.163333333333333,0.249807572238033,0.249807572238033,0.0848174580837119,-0.0398968338619088,-0.106274509803922,0.0867305847966803,-0.0729411764705882,-0.0380832205496422,-0.105272003538257,0.247671092449431,0.137636261591554,0.0526595287873279,-0.164123563218391,-0.113333333333333,-0.144583333333333,-0.149593648688476,-0.058236163466618,0.098474799442474,-0.0770754469879763,-0.0736271711259073,-0.128000137117784,0.00715779515012697,-0.0649610438308138,-0.0093984962406015,-0.0683103261274645,-0.0015491929972916,0.00694137304044425,-0.0701508169250105,-0.21814503515014,-0.0327270556221748,0.00131578947368421,0.00131578947368421,-0.0567194594861231
"IKK",0.444444444444444,0.43989898989899,0.43589898989899,0.4,0.0944444444444444,0.350130718954248,0.227272727272727,0.12,0.095730841663045,0.0872920230976442,0.0929059829059829,0.1,0.203463203463203,0.1,0.249738478936952,0.215300546448087,-0.133575317604356,-0.133575317604356,-0.133575317604356,-0.142026021829708,0.104929792949042,0.1,0.278957393483709,0.278957393483709,0.0731746031746032,-0.0265745963530009,-0.05,-0.0703896103896104,-0.0642857142857143,0.173681318681319,-0.0442857142857143,0.27985347985348,0.148684503901895,-0.02344760453699,-0.214285714285714,0,-0.114285714285714,-0.249420849420849,-0.15500515995872,-0.0163147910826069,-0.168055555555556,-0.176966446644664,-0.224098124098124,-0.0944444444444444,-0.163192848020434,-0.0944444444444444,-0.156296296296296,-0.0929059829059829,-0.0944444444444444,-0.16,-0.309033613445378,-0.117183692596064,-0.15,-0.15,-0.137857142857143
"NFB",0.43989898989899,0.43589898989899,0.43589898989899,0.444444444444444,0.0944444444444444,0.355527544351074,0.203463203463203,0.16,0.0872920230976442,0.0895665329015658,0.095730841663045,0.15,0.224098124098124,0.12,0.247820670717774,0.226839007986549,-0.142026021829708,-0.142026021829708,-0.142026021829708,-0.137548409889409,0.0972885969357532,0.114285714285714,0.280106818771066,0.280106818771066,0.0516059757236228,-0.0302331329383667,-0.0642857142857143,-0.0604294510270606,-0.0442857142857143,0.177995044171515,-0.0731746031746032,0.274084249084249,0.152611996349025,-0.0296778051705697,-0.249420849420849,-0.1,-0.214285714285714,-0.244976404976405,-0.160362302815863,-0.0147096546460098,-0.176966446644664,-0.174364216161393,-0.220872317646511,-0.0929059829059829,-0.168012125128868,-0.0944444444444444,-0.163192848020434,-0.0962767694228368,-0.0929059829059829,-0.156296296296296,-0.301665192392747,-0.122219663819085,-0.0944444444444444,-0.0944444444444444,-0.138566362715299
"SUFU",0.422477477477477,0.424605137051946,0.424013421075614,0.411666666666667,0.163888888888889,0.135956454884839,0.0492424242424242,0.265833333333333,0.0552271847657698,0.0530276962747212,0.051151097809248,0.05,0.0401515151515151,0.253333333333333,0.223599416903777,0.207230988615377,-0.0165279741584708,-0.0165279741584708,-0.0165279741584708,-0.0209583539053062,-0.0172227332904191,-0.0357142857142857,0.291776714845239,0.291776714845239,0.0412538842913017,-0.02896222038345,-0.0215384615384615,0.0899705700891229,-0.0427505827505827,-0.0441347508332048,-0.0255092034402379,0.278868219844464,0.159587145146077,0.0837273005007138,0.0154065934065934,0.05,0.00771428571428571,0.00533947931263367,-0.0952388627611257,0.00556899419758667,-0.10342037890425,-0.106884582137506,-0.0457070707070707,-0.0579180151024811,-0.275251842751843,-0.0588888888888889,-0.277954545454545,-0.157569186286658,-0.163888888888889,-0.276944444444444,-0.230898049319102,-0.120968750771286,-0.07,-0.175,-0.217908865452307
"FUS",0.411666666666667,0.422477477477477,0.424605137051946,0.42,0.175,0.142348207462159,0.0242424242424242,0.253333333333333,0.051151097809248,0.0552271847657698,0.0579180151024811,0.1,0.0492424242424242,0.333333333333333,0.222066197142277,0.214986090656194,-0.0222048300536673,-0.0222048300536673,-0.0222048300536673,-0.0165279741584708,-0.0226985440293877,-0.05,0.291776714845239,0.291776714845239,0.0255092034402379,-0.0323241188672997,-0.06,0.0951814882032668,-0.0215384615384615,-0.0369368073884748,-0.0427505827505827,0.27108378870674,0.161817628417453,0.0800438080041245,0.00771428571428571,0.1,0.0357142857142857,0.0154065934065934,-0.098853320592451,0.00649587370325093,-0.107936507936508,-0.10342037890425,-0.0401515151515151,-0.0588888888888889,-0.277954545454545,-0.07,-0.276944444444444,-0.163888888888889,-0.163888888888889,-0.265833333333333,-0.217611336032389,-0.126906993051571,-0.05,-0.15,-0.222826898239192
"AKT",0.367882352941176,0.37032137733142,0.369415032920544,0.355882352941176,0.0202898550724638,0.203301980060826,0.171153846153846,0.0666666666666667,0.0145081465369548,0.0103543003831086,0.00770402282561457,0,0.158250620347395,0.05,0.272829537612146,0.231272308254405,-0.223863606712922,-0.223863606712922,-0.223863606712922,-0.233743124785211,0.0495209094696494,0.0333333333333333,0.293233006324309,0.293233006324309,0.139599147399155,-0.0436675586139429,-0.0904761904761905,0.10457008374595,-0.143417366946779,0.171847507331378,-0.115548514487762,0.294050832208727,0.158002909545822,0.0602888332828381,-0.0734539969834088,-0.0333333333333333,-0.0862745098039216,-0.190625714155126,-0.0698931518079833,0.0864402269784855,-0.0854197679071629,-0.0904702729576679,-0.169226230103492,-0.0218283166109253,-0.0827237966711651,-0.0202898550724638,-0.0848290598290598,-0.00786183616399793,-0.0218283166109253,-0.0820512820512821,-0.253846153846154,-0.040504821656791,-0.0333333333333333,-0.0333333333333333,-0.0714509197180677
"PI3K",0.355882352941176,0.367882352941176,0.37032137733142,0.35,0.0333333333333333,0.21584020636052,0.125,0.05,0.00770402282561457,0.0145081465369548,0.0218283166109253,0.1,0.171153846153846,0,0.268067632850242,0.246800258564964,-0.234822510822511,-0.234822510822511,-0.234822510822511,-0.223863606712922,0.0393472121991779,0.0333333333333333,0.294602869338007,0.294602869338007,0.115548514487762,-0.0493962018300233,-0.133333333333333,0.115096399535424,-0.0904761904761905,0.186363636363636,-0.143417366946779,0.284649122807018,0.162280984412132,0.0542745621309523,-0.0862745098039216,0,-0.0333333333333333,-0.0734539969834088,-0.0721487909057276,0.0884099239481824,-0.0894197679071629,-0.0854197679071629,-0.158250620347395,-0.0202898550724638,-0.0848290598290598,-0.0333333333333333,-0.0820512820512821,-0.0218283166109253,-0.0202898550724638,-0.0666666666666667,-0.233846153846154,-0.0504385964912281,0,0,-0.0804761904761905
"ILK",0.355882352941176,0.367882352941176,0.37032137733142,0.35,0.0333333333333333,0.21584020636052,0.125,0.05,0.00770402282561457,0.0145081465369548,0.0218283166109253,0.1,0.171153846153846,0,0.268067632850242,0.246800258564964,-0.234822510822511,-0.234822510822511,-0.234822510822511,-0.223863606712922,0.0393472121991779,0.0333333333333333,0.294602869338007,0.294602869338007,0.115548514487762,-0.0493962018300233,-0.133333333333333,0.115096399535424,-0.0904761904761905,0.186363636363636,-0.143417366946779,0.284649122807018,0.162280984412132,0.0542745621309523,-0.0862745098039216,0,-0.0333333333333333,-0.0734539969834088,-0.0721487909057276,0.0884099239481824,-0.0894197679071629,-0.0854197679071629,-0.158250620347395,-0.0202898550724638,-0.0848290598290598,-0.0333333333333333,-0.0820512820512821,-0.0218283166109253,-0.0202898550724638,-0.0666666666666667,-0.233846153846154,-0.0504385964912281,0,0,-0.0804761904761905
