"","TGFR","TGF","MEK","cfos","cMet","CD44","AKT","SRC","IKK","NFB","Wnt","Frizzled","FUS","DSH","SHH","SUFU","RKIP","TWIST1","SNAI2","GSK3","RAS","RAF","PI3K","DELTA","FOXC2","TrCP","LIV1","AXIN2","Patched","Csn","SMO","SNAI1","STAT","GLI","ILK","SMAD","EGR1","TCFLEF","cateninnuc","ERK","HEY1","Destcompl","SOSGRB2","Csl","NOTCHic","NOTCH","PAK1","Jagged","CDC42","cateninmemb","Ecadherin","miR200","ZEB2","ZEB1","KLF4"
"Ecadherin",0.0129608277900961,0.0156733051861178,-0.11398974585148,-0.122673796791444,-0.0248220622930669,-0.022480925169321,-0.117450697450697,-0.0204742362061103,-0.122645502645503,-0.115238095238095,-0.0256466499992138,-0.0204742362061103,0.05,-0.0274509803921569,0.0311737998475997,0.0333333333333333,-0.0438429236182045,-0.0119158481517995,-0.132208212607336,-0.079058488360363,-0.116130926801318,-0.116410256410256,-0.116410256410256,-0.116410256410256,0.106151870458533,0.1,0.0333333333333333,0.0346990657958494,-0.0280241935483871,0.12,-0.03125,0.0558180911612131,0.0274509803921569,0.0229799833325471,-0.00144927536231884,-0.00072288311050286,0.110909090909091,0.0238507881830197,0.0240375295462316,0.117519157616186,0.0162730912987526,0.0873524649250103,-0.0812727573651109,0.123827751196172,0.124858679031224,0.123743437395536,-0.0130909090909091,0.02470893739733,-0.0144242424242424,0.217231934731935,0.106447306058779,-0.0425382046052437,0.0549201062315672,0.0549201062315672,0.0557430848570089
"ERK",-0.130654075669425,-0.130104625119974,-0.0612467616425889,-0.153749082905356,-0.133664581033002,-0.129847787139872,-0.0516080335386865,-0.135762483130904,-0.0525254647313471,-0.0419372294372294,-0.128927738927739,-0.131025641025641,-0.068,-0.123333333333333,-0.0748611146050247,-0.08,-0.0680126705424876,-0.0769941772169071,0.259195874045555,-0.0792071729575353,-0.0758611850196009,-0.079051504051504,-0.079051504051504,-0.079051504051504,0.0580802287698839,0.0142857142857143,0.133333333333333,0.0978835952346295,0.0729287474552663,0.0267857142857143,0.0761967213114754,0.238087719181525,0.128070175438597,0.125168340431498,0.102908834716278,0.106860202497433,0.130344827586207,0.129847787139872,0.130542231584317,0.0620824162386892,0.109032324169259,0.265334274249677,0.102171675142549,0.0592074592074592,0.0686965103023497,0.0673114687511032,0.118095238095238,0.138404069752727,0.132113929684023,0.193979043271939,0.177605916298874,-0.00558140941880551,0.0575557901029947,0.0575557901029947,0.0530067954578315
"KLF4",0.0144242424242424,0.0129608277900961,-0.117519157616186,-0.110909090909091,-0.0204742362061103,-0.0248220622930669,-0.122645502645503,-0.0274509803921569,-0.115238095238095,-0.12,-0.0204742362061103,-0.0274509803921569,0.0333333333333333,-0.0333333333333333,0.0280241935483871,0,-0.0464646464646465,-0.0109847494553377,-0.131907189127505,-0.0792792389122394,-0.116410256410256,-0.116410256410256,-0.116410256410256,-0.116410256410256,0.105465371602698,0.1,0.0333333333333333,0.0382042204350246,-0.03125,0.1,-0.05,0.054552268376403,0.0333333333333333,0.0256466499992138,0,-0.00144927536231884,0.12,0.022480925169321,0.0238507881830197,0.122673796791444,0.0169442322383499,0.0872592682800895,-0.0852201257861635,0.129090909090909,0.123827751196172,0.124858679031224,-0.00909090909090909,0.0267684339648358,-0.0130909090909091,0.216590909090909,0.205570967207756,-0.0475661375661376,0.0596594427244582,0.0596594427244582,0.0481481481481482
"HEY1",0.0144242424242424,0.0129608277900961,-0.117519157616186,-0.110909090909091,-0.0204742362061103,-0.0248220622930669,-0.122645502645503,-0.0274509803921569,-0.115238095238095,-0.12,-0.0204742362061103,-0.0274509803921569,0.0333333333333333,-0.0333333333333333,0.0280241935483871,0,-0.0464646464646465,-0.0109847494553377,-0.131907189127505,-0.0792792389122394,-0.116410256410256,-0.116410256410256,-0.116410256410256,-0.116410256410256,0.105465371602698,0.1,0.0333333333333333,0.0382042204350246,-0.03125,0.1,-0.05,0.054552268376403,0.0333333333333333,0.0256466499992138,0,-0.00144927536231884,0.12,0.022480925169321,0.0238507881830197,0.122673796791444,0.0169442322383499,0.0872592682800895,-0.0852201257861635,0.129090909090909,0.123827751196172,0.124858679031224,-0.00909090909090909,0.0267684339648358,-0.0130909090909091,0.216590909090909,0.205570967207756,-0.0475661375661376,0.0596594427244582,0.0596594427244582,0.0481481481481482
"FOXC2",0.0144242424242424,0.0129608277900961,-0.117519157616186,-0.110909090909091,-0.0204742362061103,-0.0248220622930669,-0.122645502645503,-0.0274509803921569,-0.115238095238095,-0.12,-0.0204742362061103,-0.0274509803921569,0.0333333333333333,-0.0333333333333333,0.0280241935483871,0,-0.0464646464646465,-0.0109847494553377,-0.131907189127505,-0.0792792389122394,-0.116410256410256,-0.116410256410256,-0.116410256410256,-0.116410256410256,0.105465371602698,0.1,0.0333333333333333,0.0382042204350246,-0.03125,0.1,-0.05,0.054552268376403,0.0333333333333333,0.0256466499992138,0,-0.00144927536231884,0.12,0.022480925169321,0.0238507881830197,0.122673796791444,0.0169442322383499,0.0872592682800895,-0.0852201257861635,0.129090909090909,0.123827751196172,0.124858679031224,-0.00909090909090909,0.0267684339648358,-0.0130909090909091,0.216590909090909,0.205570967207756,-0.0475661375661376,0.0596594427244582,0.0596594427244582,0.0481481481481482
"SOSGRB2",-0.0728571428571429,-0.0863323201621074,-0.0799032799032799,-0.0650793650793651,-0.0925465838509317,-0.0968944099378882,0.0530701754385965,-0.114285714285714,0.0614035087719298,0.0666666666666667,-0.0892857142857143,-0.114285714285714,0,-0.1,0.00541588099727635,0,-0.0359649122807017,-0.038231884057971,0.168119615779006,-0.10052720537994,-0.0226640591047371,-0.031638418079096,-0.031638418079096,-0.031638418079096,0.0651404151404151,-0.1,0,0.0833195819581958,-0.0193693693693694,-0.1,-0.0166666666666667,0.14744776119403,0.1,0.0936335403726708,0.00967741935483871,0.0103767200541394,0.00952380952380952,0.0958417783589408,0.0922088911696483,0.0677820677820678,0.0122159090909091,0.0926117134170825,0.025,-0.0545454545454545,-0.0468531468531469,-0.0482615975573722,0.0928571428571429,0.0283186196846591,0.0728571428571429,0.161803907803908,0.14533895017766,-0.0128687971442266,0.0616290726817043,0.0616290726817043,0.0587719298245614
"SUFU",-0.0849415372819628,-0.0815884800827518,-0.170356217516893,-0.176783216783217,-0.0948543689320388,-0.0941024892327907,-0.144843720038351,-0.09,-0.146857142857143,-0.146857142857143,-0.201602564102564,-0.195833333333333,0.213333333333333,-0.2125,0.204152724152724,0.213333333333333,-0.159874465250018,-0.0499894119081696,-0.214383955082742,-0.168724284816244,-0.23757693971414,-0.238209851106546,-0.238209851106546,-0.238209851106546,0.168995239875165,0.1,0.1,0.0189070782896821,-0.202222222222222,0.142857142857143,-0.213333333333333,0.190122452379397,0.106666666666667,0.201230816890668,0.0185816692268305,0.0178888285801792,0.167692307692308,0.0954611848849646,0.095716939360668,0.173334940921148,0.031634037343833,0.167742473943012,-0.0382529750950804,0.232272727272727,0.225454545454545,0.226248196248196,0.0866666666666667,0.0966331275408916,0.0785585585585586,0.0790706902328432,-0.0296396256910445,-0.0404416368147836,0.0698432325205114,0.0698432325205114,0.0723198411919331
"RAS",-0.0917647058823529,-0.082853814793244,-0.00156346749226006,-0.035,0.205882352941176,0.203754693366708,0.0511111111111111,0.2,0.04,0.0333333333333333,0.205882352941176,0.2,0.1,0.1,0.0502485875706215,0.1,-0.100125786163522,-0.0089252591380251,-0.125818693309099,0.0193669250645995,0.0376923076923077,0.13,0.13,0.13,0.026031746031746,-0.1,0,-0.15235836627141,-0.0553333333333333,0,-0.0833333333333333,-0.0326548672566372,-0.1,-0.20171568627451,-0.0718614718614718,-0.0759431045145331,0.06,-0.206831616443631,-0.202015752420969,0.0192105263157895,-0.0687747035573122,-0.290957235724678,0.00346320346320345,-0.05,-0.0763157894736842,-0.0857497517378351,0.1,-0.144699388921743,0.08,-0.146050333600821,-0.115954517072529,-0.0521538461538462,0.0734977908689249,0.0734977908689249,0.0807142857142857
"cateninnuc",-0.0226616142478211,-0.0233166360818823,-0.150301839198246,-0.161456176673568,-0.110548630113847,-0.111342280907498,-0.234517992424242,-0.111635586635587,-0.238424242424242,-0.242424242424242,-0.111880441377166,-0.112967397898905,0.113333333333333,-0.108857808857809,0.101031230263548,0.133333333333333,-0.145705076561156,0.0499007886976989,-0.277900296039642,-0.157062036431104,-0.234106474106474,-0.234274824274824,-0.234274824274824,-0.234274824274824,0.158630860942336,0.233333333333333,0.124242424242424,0.0238507881830197,-0.101684825034789,0.233333333333333,-0.0985792349726776,0.162892666459901,0.108857808857809,0.112670955211158,0.0123766233766234,0.0125130490246452,0.16304347826087,0.112462519891815,0.0128767700989401,0.152595417179897,0.0415037593984962,0.174680935946949,-0.109981231320245,0.261268047708726,0.260105257011051,0.257377984283779,0.0245714285714286,0.118542448015882,0.0261098901098901,0.0922581695853029,-0.0337165765000842,-0.0347254170952139,0.0735839936462345,0.0735839936462345,0.0549875292757855
"DELTA",-0.255555555555556,-0.227555555555556,-0.186666666666667,-0.2,0.04,0.0630769230769231,-0.0222222222222222,0.1,-0.0333333333333333,0,0.04,0.1,0,0,-0.0602564102564102,0,-0.0769230769230769,-0.129,0.237129210658622,0.0854406130268199,0.129090909090909,0.12,0.12,0.12,-0.0142857142857143,0,0,-0.0685714285714286,0.0833333333333333,0,0.0333333333333333,0.141666666666667,0,-0.0630769230769231,0.0666666666666667,0.0714285714285714,0.1,-0.053986013986014,-0.0506893106893107,0.22,-0.0333333333333333,-0.0737142857142857,0.26,-0.1,-0.12,-0.105714285714286,0.2,0.0111688311688312,0.2,-0.106683738796415,-0.066,-0.0387878787878788,0.0751207729468599,0.0751207729468599,0.105555555555556
"FUS",-0.0785585585585586,-0.0849415372819628,-0.173334940921148,-0.167692307692308,-0.09,-0.0948543689320388,-0.146857142857143,-0.106666666666667,-0.146857142857143,-0.142857142857143,-0.195833333333333,-0.2125,0.213333333333333,-0.2,0.202222222222222,0.333333333333333,-0.164364261168385,-0.0506079686092005,-0.214449874660857,-0.167181868363802,-0.238209851106546,-0.242139982110912,-0.242139982110912,-0.242139982110912,0.170235934664247,0.1,0.1,0.022419958851743,-0.213333333333333,0.1,-0.213333333333333,0.188929948120453,0.1,0.201602564102564,0.0179365079365079,0.0185816692268305,0.16,0.0941024892327907,0.0954611848849646,0.176783216783217,0.0292243987896162,0.166945025777143,-0.0403508771929825,0.227272727272727,0.232272727272727,0.225454545454545,0.0866666666666667,0.096870657232103,0.0866666666666667,0.0785249876407559,-0.0319053311493349,-0.0497353171121814,0.0775727011195453,0.0775727011195453,0.0597449908925319
"GLI",-0.0840967252222945,-0.0838614311046475,-0.111175886728373,-0.105952380952381,0.0603225806451613,0.0577363737486096,-0.0155916204200979,0.0603225806451613,-0.0140291204200979,-0.0119883040935673,-0.050853889943074,-0.0496774193548387,0.0821428571428571,-0.04,0.0789373124168446,0.0571428571428571,-0.0851517730862319,-0.100099605167517,0.222847401833019,-0.0135079587026234,-0.0466956944087453,-0.0437253973790423,-0.0437253973790423,-0.0437253973790423,-0.0121367604059168,0.0166666666666667,-0.05,-0.0583031400966184,-0.0768796992481203,0.0277777777777778,-0.0768796992481203,0.104308139241221,-0.07,-0.0470184504824579,0.0261883906131025,0.0283505527752647,0.114285714285714,-0.0593597503719862,-0.0572677001627812,0.11504329004329,0.0259873780247295,-0.0920303455117769,0.0246412289775122,-0.00749778956675508,-0.00249778956675508,-0.00154540861437413,0.07,-8.05852472329045e-06,0.0872413793103448,-0.0737679680651057,-0.0555497718719071,-0.0550365733337869,0.0854767025089606,0.0854767025089606,0.0745911625911626
"SMAD",-0.18199270108547,-0.183586326583478,-0.183151694517036,-0.174654377880184,-0.0311111111111111,-0.0329292929292929,-0.110976657329598,-0.0311111111111111,-0.108309990662932,-0.106349206349206,-0.0111111111111111,-0.0111111111111111,-0.158333333333333,0,-0.154117924581926,-0.158333333333333,-0.0826576070281814,-0.101151288583055,0.141906114158966,0.0818380908982413,0.127229230529679,0.128873967371784,0.128873967371784,0.128873967371784,-0.01119029079886,0.1,0.02,0.0174552327257584,0.153746177370031,0.111111111111111,0.158333333333333,0.108330507306314,0.02,0.0125499600319744,0.165902864259029,0.0678076261637906,0.171428571428571,0.0327936077189809,0.033097559086762,0.179305540670882,0.183743488202154,0.0719258602714964,0.196606033717835,0.111428571428571,0.117175697865353,0.118762999452655,0.173809523809524,0.154516547968161,0.183668678739101,0.0553133903567219,0.0713538746239777,-0.0577623280905706,0.0922412049980681,0.0922412049980681,0.0846637838155858
"SNAI2",0.0616390145801911,0.0610178965677687,-0.149019607843137,-0.13921568627451,-0.124865556978233,-0.125940825795437,-0.167805705580944,-0.129090909090909,-0.161781609195402,-0.158333333333333,-0.124865556978233,-0.129090909090909,0.12,-0.129090909090909,0.127299257731262,0.1,-0.109641025641026,0.0829360250895443,0.166764411564464,-0.127026577426829,-0.169618297200792,-0.17098816021449,-0.17098816021449,-0.17098816021449,0.147862988062249,0.1,0.12,0.0871150220484497,-0.131524609843938,0.133333333333333,-0.137647058823529,0.118423857219671,0.129090909090909,0.126469835053099,-0.014822266934943,-0.0143437980354215,0.133333333333333,0.124909897960386,0.125375736469703,0.149019607843137,0.00871006630500301,0.134553810468237,-0.126301555104801,0.174122807017544,0.175877192982456,0.177175894281157,-0.0607843137254902,0.125154081441561,-0.0607843137254902,0.303333333333333,0.388495971353919,-0.0688466946137487,0.0987979861548144,0.0987979861548144,0.0828846153846154
"CDC42",-0.246218487394958,-0.244703335879806,-0.20412675018423,-0.2,0.0588888888888889,0.0561861861861862,-0.0208333333333333,0.07,-0.0208333333333333,-0.0333333333333333,0.0588888888888889,0.07,-0.0761904761904762,0.05,-0.0704357967798828,-0.0333333333333333,-0.106293706293706,-0.131532467532468,0.236186052390432,0.0805059523809524,0.129662840746055,0.130882352941176,0.130882352941176,0.130882352941176,0.0103422832547653,0,-0.1,-0.0594581280788177,0.0692012288786482,0.0333333333333333,0.0595238095238095,0.160387966463916,-0.05,-0.0562573099415205,0.0788359788359788,0.0756101723843659,0.22,-0.0522257901465822,-0.0533369012576933,0.195652173913043,0.0779110444777611,-0.0607128471247274,0.256944444444444,0.0166666666666667,0.00128205128205128,0.0058974358974359,0.342857142857143,0.0419097222222222,0.228571428571429,-0.0680033802520976,-0.0430197339700255,-0.0466216789746201,0.0987989546100926,0.0987989546100926,0.113746031746032
"SRC",-0.312103174603175,-0.323012265512265,-0.124909472079283,-0.145454545454545,0.005,0.00336065573770492,0.0465811965811966,-0.025,0.041025641025641,0.0333333333333333,0.005,-0.025,0.0333333333333333,0,-0.0147276688453159,0.0333333333333333,-0.280612577386771,-0.112273588480485,0.0103903673358532,-0.127445887445887,0.00314673645086661,-0.00745932415519399,-0.00745932415519399,-0.00745932415519399,0.104831932773109,-0.1,0,0.0230141527476731,0.00296296296296297,-0.1,0.00666666666666667,0.214454929420543,-0.1,-0.00336065573770492,0.0344298245614035,0.0443397344713134,0.1,-0.00336065573770492,-0.00134723291891297,0.134343434343434,0.0192568685865607,-0.0756024048415353,0.154285714285714,-0.055,-0.0502380952380952,-0.0645238095238095,0.288888888888889,-0.00506821924253117,0.326388888888889,0.0885503667115701,0.0275526978468155,-0.0630859317815839,0.106266846361186,0.106266846361186,0.187403100775194
"SNAI1",-0.24579623205467,-0.246199457861121,-0.206380860797085,-0.20412675018423,0.0522257901465822,0.0533369012576933,-0.0238425925925926,0.0561861861861862,-0.024537037037037,-0.0208333333333333,0.052842675795179,0.0562573099415205,-0.0692012288786482,0.0588888888888889,-0.0676299715371644,-0.0595238095238095,-0.112521312109837,-0.133070929070929,0.235167138096716,0.0795458563713514,0.125407728042666,0.125571931655145,0.125571931655145,0.125571931655145,0.0151882719503794,0.0333333333333333,-0.07,-0.0573866146865496,0.0674357967798828,0.0208333333333333,0.0704357967798828,0.0651484961099974,-0.0588888888888889,-0.0544880140035885,0.0781908175456562,0.0785598212356931,0.195652173913043,-0.0514058667749347,-0.0521802601667778,0.202793416850897,0.0776309324329432,-0.0608083985031735,0.262272297984515,0.0058974358974359,0.00919413919413919,0.0104186289900576,0.246218487394958,0.0433720102049,0.244703335879806,-0.0651251703790691,-0.0422387928367625,-0.0503378441223451,0.107772111865781,0.107772111865781,0.111764519055158
"ZEB1",0.210807075311752,0.209232272162146,0.0765346808326855,0.0793333333333333,-0.0221976970900931,-0.0249754748678708,0.0554784502239205,-0.0280800500312695,0.0597641645096348,0.0614035087719298,-0.0300031269543465,-0.0357723577235772,0.158333333333333,-0.0333333333333333,0.157177859820732,0.133333333333333,0.0537920235792576,0.170193833312051,-0.188873465920296,-0.0951305941755979,-0.173589767547149,-0.173747247862109,-0.173747247862109,-0.173747247862109,0.0496032228640924,-0.0666666666666667,0.0333333333333333,0.0329756011356451,-0.158957219251337,-0.0666666666666667,-0.162878787878788,-0.0610279339250565,0.0256410256410256,0.0330959104595011,-0.133320631392318,-0.133320631392318,-0.0833333333333333,0.0231137727402113,0.0240922463214246,-0.0734509803921569,-0.139819860622969,0.0863024935861555,-0.20495126705653,-0.0541666666666667,-0.0522058823529412,-0.0522058823529412,-0.204789272030651,-0.105867741861217,-0.20623854739297,0.243985587119406,0.168981699036293,0.164806174229752,0.109209603343125,0.109209603343125,0.0969945460250068
"TrCP",-0.244703335879806,-0.24579623205467,-0.202793416850897,-0.195652173913043,0.0561861861861862,0.0522257901465822,-0.024537037037037,0.0588888888888889,-0.0208333333333333,-0.0208333333333333,0.0562573099415205,0.0588888888888889,-0.0595238095238095,0.07,-0.0674357967798828,-0.0761904761904762,-0.111266081984314,-0.131532467532468,0.236005220564031,0.0786877705627706,0.125571931655145,0.129662840746055,0.129662840746055,0.129662840746055,0.0137905591168343,0.0333333333333333,-0.05,-0.0550556123555473,0.0704357967798828,0.0333333333333333,0.0692012288786482,0.163013264793271,-0.07,-0.052842675795179,0.0756101723843659,0.0781908175456562,0.2,-0.0533369012576933,-0.0514058667749347,0.20412675018423,0.076440456242467,-0.0608632230645771,0.261894939493949,0.00128205128205128,0.0058974358974359,0.00919413919413919,0.228571428571429,0.0431367160872529,0.246218487394958,-0.0659887282374456,-0.0432273464267729,-0.0567739632385795,0.111339147536138,0.111339147536138,0.098991933385376
"PAK1",-0.244703335879806,-0.24579623205467,-0.202793416850897,-0.195652173913043,0.0561861861861862,0.0522257901465822,-0.024537037037037,0.0588888888888889,-0.0208333333333333,-0.0208333333333333,0.0562573099415205,0.0588888888888889,-0.0595238095238095,0.07,-0.0674357967798828,-0.0761904761904762,-0.111266081984314,-0.131532467532468,0.236005220564031,0.0786877705627706,0.125571931655145,0.129662840746055,0.129662840746055,0.129662840746055,0.0137905591168343,0.0333333333333333,-0.05,-0.0550556123555473,0.0704357967798828,0.0333333333333333,0.0692012288786482,0.163013264793271,-0.07,-0.052842675795179,0.0756101723843659,0.0781908175456562,0.2,-0.0533369012576933,-0.0514058667749347,0.20412675018423,0.076440456242467,-0.0608632230645771,0.261894939493949,0.00128205128205128,0.0058974358974359,0.00919413919413919,0.228571428571429,0.0431367160872529,0.246218487394958,-0.0659887282374456,-0.0432273464267729,-0.0567739632385795,0.111339147536138,0.111339147536138,0.098991933385376
"EGR1",-0.244703335879806,-0.24579623205467,-0.202793416850897,-0.195652173913043,0.0561861861861862,0.0522257901465822,-0.024537037037037,0.0588888888888889,-0.0208333333333333,-0.0208333333333333,0.0562573099415205,0.0588888888888889,-0.0595238095238095,0.07,-0.0674357967798828,-0.0761904761904762,-0.111266081984314,-0.131532467532468,0.236005220564031,0.0786877705627706,0.125571931655145,0.129662840746055,0.129662840746055,0.129662840746055,0.0137905591168343,0.0333333333333333,-0.05,-0.0550556123555473,0.0704357967798828,0.0333333333333333,0.0692012288786482,0.163013264793271,-0.07,-0.052842675795179,0.0756101723843659,0.0781908175456562,0.2,-0.0533369012576933,-0.0514058667749347,0.20412675018423,0.076440456242467,-0.0608632230645771,0.261894939493949,0.00128205128205128,0.0058974358974359,0.00919413919413919,0.228571428571429,0.0431367160872529,0.246218487394958,-0.0659887282374456,-0.0432273464267729,-0.0567739632385795,0.111339147536138,0.111339147536138,0.098991933385376
"cMet",-0.211388888888889,-0.205005910165485,-0.183181818181818,-0.135,-0.12,-0.0944186046511628,0.0533333333333333,0,0.0533333333333333,0.1,-0.12,-0.1,-0.05,-0.1,-0.0559659090909091,-0.1,-0.122592592592593,-0.124617854056056,0.17574688085637,-0.070526113671275,0.0189757412398922,0.0114285714285714,0.0114285714285714,0.0114285714285714,0.137964135021097,0,-0.1,0.0761904761904762,0.0590909090909091,-0.1,0.05,0.236544751709783,0,0.0927272727272727,0.0742630385487529,0.0815357658214801,0.075,0.0974955277280859,0.0969305559766734,0.185,0.0582731338149295,0.0584691370405656,0.21,-0.0857142857142857,-0.0488721804511278,-0.0424892017277236,0.193333333333333,0.0919742576264315,0.205833333333333,0.157896575547821,0.137361454925975,-0.0712003184014054,0.138239538239538,0.138239538239538,0.241269841269841
"CD44",-0.205833333333333,-0.211388888888889,-0.185,-0.075,0,-0.12,0.0533333333333333,0,0.1,0.1,-0.1,-0.1,-0.1,0,-0.0590909090909091,-0.1,-0.133703703703704,-0.114505494505495,0.172827172827173,-0.0898809523809524,0.0114285714285714,0.0142857142857143,0.0142857142857143,0.0142857142857143,0.134166666666667,-0.1,-0.1,0.1,0.05,0,0.05,0.228070175438596,-0.1,0.12,0.0722222222222222,0.0742630385487529,0.1,0.0944186046511628,0.0974955277280859,0.135,0.060233918128655,0.0625231910946197,0.183333333333333,-0.1,-0.0857142857142857,-0.0488721804511278,0.133333333333333,0.102843822843823,0.193333333333333,0.156117216117216,0.135580284442514,-0.0805753184014054,0.141269841269841,0.141269841269841,0.226984126984127
"Destcompl",-0.136106892847883,-0.13581132634542,-0.236790385377229,-0.244662004662005,-0.182537086258207,-0.184402757899998,-0.242902922097553,-0.182039573820396,-0.244916344916345,-0.247619047619048,-0.183029672830297,-0.182039573820396,0.111877394636015,-0.188888888888889,0.0988470868333561,0.122222222222222,-0.217952103779529,-0.041404513823178,-0.211307116448003,-0.212612795871939,-0.233288236452011,-0.232660292966924,-0.232660292966924,-0.232660292966924,0.150075565676729,0.233333333333333,0.188888888888889,0.0930464027110899,-0.0994273576263928,0.247619047619048,-0.10616310892173,0.259920412612457,0.188888888888889,0.185070489156827,0.0477777777777778,0.0467251461988304,0.247692307692308,0.185909607215066,0.186419551121237,0.239743971875119,0.0632048293586755,0.139281852697624,0.0693799841618794,0.224347826086957,0.22,0.218997995991984,0.140408163265306,0.207863471964447,0.13558057705841,0.174844787413411,-0.0391318259153067,-0.063736486138863,0.14668377310838,0.14668377310838,0.139807169165383
"miR200",0.0211812144212524,0.0223440051189268,-0.0335930735930736,-0.0242857142857143,-0.128573178199633,-0.127449582694015,-0.0357213789189956,-0.124347826086957,-0.0338345864661654,-0.0252631578947368,-0.128225352112676,-0.124,0.02,-0.12,0.030464135021097,0.02,-0.0261472204159717,0.0993865030674847,-0.163875172264208,-0.0718617841669523,-0.151920543074003,-0.152169919632606,-0.152169919632606,-0.152169919632606,0.0393887413399609,0,0.1,0.0864047910334187,-0.030464135021097,0.02,-0.0266666666666667,0.03504625004625,0.12,0.127126451013775,-0.00104883644706654,-0.000735356823242084,0.0142857142857143,0.129036884281316,0.128582338826771,0.0288311688311688,0.00163841807909605,0.144464836282171,-0.041969696969697,0.0446305418719212,0.0515270935960591,0.0543519523531213,-0.0208333333333333,0.031802557340366,-0.0227941176470588,0.280759110391373,0.306934323163494,0.243930240761972,0.321769713261649,0.321769713261649,0.321445824706694
"ZEB2",-0.175089672232529,-0.174560571703429,-0.147919858655293,-0.13859649122807,-0.131929824561404,-0.131929824561404,-0.12863707165109,-0.126666666666667,-0.125833333333333,-0.123611111111111,-0.120885780885781,-0.115757575757576,-0.114285714285714,-0.109090909090909,-0.105641431738993,-0.1,-0.0883574879227053,-0.0714756544135528,-0.0234451449606229,-0.0202409674608267,-0.0196853824262818,-0.0186147186147186,-0.0186147186147186,-0.0186147186147186,0.0227661227661228,0.1,0.1,0.100426329657514,0.106550522648084,0.111111111111111,0.111428571428571,0.113269740889893,0.12,0.120885780885781,0.131848011143786,0.133067523338908,0.133333333333333,0.133338275265629,0.133338275265629,0.141822297679683,0.145117302052786,0.153998737769973,0.154304029304029,0.156410256410256,0.160410256410256,0.164235393022278,0.166233766233766,0.168249105345823,0.171688311688312,0.230238742772269,0.254733897066149,0.327661449792866,0.345909061312899,0.345909061312899,0.442471115331702
