"","GSK3","SOSGRB2","TGFR","CDC42","ZEB2","TGF","Destcompl","FOXC2","SUFU","cateninnuc","TWIST1","GLI","DSH","Wnt","Frizzled","LIV1","RAS","PI3K","DELTA","SHH","Patched","NOTCHic","KLF4","SNAI1","ERK","MEK","SMO","SMAD","FUS","miR200","Csl","IKK","cfos","ILK","HEY1","EGR1","RKIP","NFB","NOTCH","Jagged","RAF","AKT","SRC","cMet","AXIN2","TCFLEF","Csn","CD44","STAT","cateninmemb","PAK1","Ecadherin","TrCP","ZEB1","SNAI2"
"FOXC2",-0.0476387747959359,-0.160220125786164,-0.114424242424242,-0.121090909090909,-0.0774200206398349,-0.120765705838877,-0.0379145464651991,-0.0394238309695055,0,-0.0337724061027539,-0.0434204793028322,-0.0327035866471689,-0.0333333333333333,-0.0344277245782034,-0.0274509803921569,-0.0333333333333333,0.0345663650075415,0.0279487179487179,0.0279487179487179,-0.0385752688172043,-0.0375,-0.0967464114832536,-0.062962962962963,-0.0409129839067729,0.0709090909090909,0.0657544517338332,-0.05,0.00643478260869565,-0.0333333333333333,0.0382254782254782,0.107272727272727,-0.0266666666666667,-0.0709090909090909,0.00933333333333333,-0.00517952635599695,-0.08,0.0501443001443001,-0.06,0.101901050658511,0.0346508563899868,-0.0279487179487179,-0.0414814814814815,0.0274509803921569,0.0344277245782034,0.0391280429399466,0.0321534770865646,0,0.0318190289260295,0.0333333333333333,0.111738948720656,0.109090909090909,0.263445075372616,-0.1,0.0774200206398349,0.156270183716992
"Ecadherin",-0.0425615121027791,-0.158904336312479,-0.120765705838877,-0.114424242424242,-0.0774200206398349,-0.119138219401264,-0.0423879854213967,-0.0456023206720227,-0.0333333333333333,-0.0329320699683001,-0.0409996226920315,-0.0327035866471689,-0.0274509803921569,-0.0327035866471689,-0.0344277245782034,-0.0333333333333333,0.0300970912645247,0.0345663650075415,0.0345663650075415,-0.0362130640927949,-0.0385752688172043,-0.101901050658511,-0.0680262541022035,-0.0466091864384185,0.0657544517338332,0.0661466085965783,-0.0375,0.0115195283714075,-0.05,0.0320802268288302,0.0967464114832536,-0.0414814814814815,-0.0709090909090909,0.00643478260869565,-0.00987751293317815,-0.0709090909090909,0.0437772589457983,-0.0266666666666667,0.0955813480562808,0.0339643575341516,-0.0345663650075415,-0.034987974987975,0.0344277245782034,0.0318190289260295,0.0401589707749982,0.0337724061027539,-0.06,0.0321534770865646,0.0274509803921569,0.108533820515528,0.121090909090909,0.167242543727047,0,0.0774200206398349,0.157654891724217
"Jagged",0.0616858237547893,-0.14,-0.0666666666666667,-0.1,-0.0589371980676328,-0.0866666666666667,-0.0077992277992278,-0.0657142857142857,0,-0.0131734931734932,-0.054,0.00307692307692308,0,-0.02,0,0,-0.0424242424242424,-0.0333333333333333,-0.0333333333333333,-0.00448717948717948,-0.0583333333333333,-0.22,-0.0111111111111111,-0.0333333333333333,-0.06,-0.0933333333333333,-0.133333333333333,-0.0428571428571429,-0.1,0.00363636363636363,0.2,0.133333333333333,0,-0.0666666666666667,-0.166666666666667,-0.1,0.0564102564102564,0.1,0.177142857142857,0.0221645021645022,0.0333333333333333,0.0777777777777778,0,0.02,-0.00571428571428572,0.0120745920745921,0,-0.00307692307692308,0,0.0099304920431681,0.2,0.0352631578947368,0,0.0589371980676328,0.161915535444947
"DELTA",0.0616858237547893,-0.14,-0.0666666666666667,-0.1,-0.0589371980676328,-0.0866666666666667,-0.0077992277992278,-0.0657142857142857,0,-0.0131734931734932,-0.054,0.00307692307692308,0,-0.02,0,0,-0.0424242424242424,-0.0333333333333333,-0.0333333333333333,-0.00448717948717948,-0.0583333333333333,-0.22,-0.0111111111111111,-0.0333333333333333,-0.06,-0.0933333333333333,-0.133333333333333,-0.0428571428571429,-0.1,0.00363636363636363,0.2,0.133333333333333,0,-0.0666666666666667,-0.166666666666667,-0.1,0.0564102564102564,0.1,0.177142857142857,0.0221645021645022,0.0333333333333333,0.0777777777777778,0,0.02,-0.00571428571428572,0.0120745920745921,0,-0.00307692307692308,0,0.0099304920431681,0.2,0.0352631578947368,0,0.0589371980676328,0.161915535444947
"STAT",-0.0184178905206943,-0.237027914614122,-0.183821770334928,-0.173295454545455,-0.0584005737851892,-0.182372494972609,-0.0398270857478243,-0.055385139740968,-0.15,-0.0311095105610696,-0.130622351162081,-0.0328304048892284,-0.0428571428571429,-0.0269480519480519,-0.0178571428571429,-0.1,0.0214949600632075,0.0319427212572374,0.0319427212572374,-0.0475372161624477,-0.0236434108527132,-0.0399046104928458,0.0291542879778174,-0.0454852724170054,-0.0556862745098039,-0.0460088551549652,-0.0166666666666667,0.00293742017879948,-0.05,-0.0373319955899817,0.0588235294117647,0.0180952380952381,0.0733333333333333,-0.00740740740740742,-0.0226666666666667,0.0333333333333333,0.0816714929214929,0.08,0.0408754842792536,0.037469798110416,-0.0319427212572374,0.046908797417272,0.0178571428571429,0.0269480519480519,0.0367256273138626,0.0302751839818086,0.1,0.0312215562215562,0.0428571428571429,0.0475469692668379,0.154545454545455,0.0490191243397579,0.1,0.0584005737851892,0.136808702758604
"SOSGRB2",0.0622965440356745,-0.279722222222222,-0.129010989010989,-0.132857142857143,-0.0583709273182957,-0.129720208869145,0.0131245339299031,0.000818070818070819,0.2,-0.103580582514562,-0.152231884057971,-0.0983954451345756,-0.1,-0.0940476190476191,-0.0857142857142857,0,0.0295306388526727,0.0282485875706215,0.0282485875706215,0.149622878692646,0.147297297297297,0.065034965034965,-0.0612280701754386,-0.114825870646766,0.228099528099528,0.215978315978316,0.15,-0.173071659523272,0.2,-0.000771967002194808,-0.0727272727272727,-0.184795321637427,-0.225396825396825,-0.159784946236559,-0.151420454545455,-0.214285714285714,0.195687134502924,-0.211111111111111,-0.0551758101053876,-0.148682337690946,-0.0282485875706215,-0.184795321637427,0.0857142857142857,0.0987577639751553,0.0824463696369637,0.0999476953252697,-0.2,0.103105590062112,0.1,0.125792636792637,0.0928571428571429,0.195851783984488,-0.2,0.0583709273182957,0.419854803543699
"CDC42",0.104442640692641,-0.0569444444444444,-0.0621848739495798,-0.0523809523809524,-0.0560782505092432,-0.0637000254647313,0.0675225581242179,-0.058600806176129,-0.133333333333333,0.0676676676676677,-0.0201645021645022,0.0662183235867446,0.05,0.0714814814814815,0.09,0.1,-0.0808345289335246,-0.071078431372549,-0.071078431372549,-0.0248307447232178,0.0134408602150538,-0.0115384615384615,-0.077968253968254,-0.0119359964929585,-0.0895652173913043,-0.0743109801031688,0.0166666666666667,0.0214200375490698,-0.0333333333333333,-0.0396316102198455,0.05,0.0208333333333333,0.12,0.00529100529100528,-0.00879560219890055,0.06,0.0398601398601399,0.0833333333333333,0.0192307692307692,0.0360416666666667,0.071078431372549,0.0471491228070175,-0.09,-0.0714814814814815,-0.0667159277504105,-0.0687787787787788,0.133333333333333,-0.0687787787787788,-0.05,-0.0828030182146504,-0.0714285714285714,-0.094895885700785,0.1,0.0560782505092432,0.125566404398521
"Csl",0.0382614271579466,-0.127505348737698,-0.0995287993973016,-0.0963440860215054,-0.0495449328742627,-0.0970344683315419,-0.00379264416832118,-0.0668716563377298,-0.0583333333333333,-0.0136553121302406,-0.066854496974457,-0.0169133017520114,0.00307692307692308,-0.015300398526205,-0.0120745920745921,-0.02,-0.0278994407494496,-0.0290023819259202,-0.0290023819259202,-0.0544740930512703,-0.0458534033960979,-0.0521853019645889,-0.0582229123533471,-0.00928935798501016,-0.0604761904761905,-0.0604761904761905,-0.010369532428356,-0.00118248258536029,-0.00448717948717948,-0.024043060092023,0.0416589861751152,0.0496124031007752,0.0719047619047619,0.0160397396368619,-0.0970520471287735,0.0933333333333333,0.0567242650449344,0.0333333333333333,0.071276211055498,0.0650966520295991,0.0290023819259202,0.0612403100775194,0.0120745920745921,0.0131734931734932,0.00853905430177438,0.0148559982365871,0.0777777777777778,0.0143979829694115,-0.00307692307692308,0.0133287277981302,0.0866666666666667,0.0320088603999956,0.133333333333333,0.0495449328742627,0.165870129765508
"AXIN2",-0.0250247315613448,0.022516610707354,-0.0480704413853381,-0.0507253086419753,-0.0493283960008584,-0.0474103753787375,-0.030482052055154,0.0643685822374347,0,0.0429088547826363,0.0172968540987473,0.0418165862220272,0.0333333333333333,0.0449612403100775,0.0449612403100775,0.0666666666666667,-0.076566393616771,-0.0757789920419678,-0.0757789920419678,0.0478586440881523,0.0514652014652015,0.0583082706766917,-0.0535690352754535,-0.00917039468782011,-0.017846668186308,-0.0157777026690667,0.0443223443223443,0.0561019093627789,0.0538461538461538,0.0323580141805443,-0.0547368421052632,0.0826086956521739,0.020650406504065,0.0549114331723027,0.0593457699948572,0.0133333333333333,0.00873586986490212,0.0869565217391304,-0.0603352977037188,-0.0217543150151846,0.0757789920419678,0.0826086956521739,-0.0449612403100775,-0.0449612403100775,-0.0818317635828088,-0.0444220411207254,0.1,-0.0414912087643362,-0.0333333333333333,0.019244366401375,0.0420833333333333,-0.033312069552746,0.0666666666666667,0.0493283960008584,-0.0960116677428835
"ERK",0.138299758129893,-0.1730343658499,-0.0778819447828248,-0.0742323097463284,-0.0359497473145842,-0.07815667005755,-0.0170650585296426,-0.0659996335858405,0.06,-0.108755217144249,-0.158299825689889,-0.103607795713059,-0.1,-0.10034965034965,-0.103846153846154,-0.1,0.0946622244642047,0.0934521034521034,0.0934521034521034,0.0695716275581271,0.0695716275581271,0.0597655385976554,-0.0334011766930255,-0.024734058894125,0.0137319638053314,0.0140105153373648,0.0689180327868852,-0.0874897041738624,0.064,-0.012652235131053,-0.0575757575757576,-0.105992487904253,-0.117065297138665,-0.088705509644987,-0.0831762992688657,-0.123448275862069,0.0575257371677596,-0.104816017316017,-0.0617045967694005,-0.0623573996825862,-0.0934521034521034,-0.107827350289574,0.109109311740891,0.105612808244387,0.0858077141667756,0.10799132825536,-0.101785714285714,0.1089206962851,0.105263157894737,0.121944248557451,0.0714285714285714,0.196481970278926,-0.114285714285714,0.0359497473145842,0.402984513598135
"MEK",0.139843808992745,-0.172063492063492,-0.0742323097463284,-0.0714285714285714,-0.0354773063697024,-0.0778819447828248,-0.0181548743883424,-0.067538095124302,0.1,-0.10799132825536,-0.155664596841067,-0.10034965034965,-0.1,-0.103846153846154,-0.1,-0.1,0.0934521034521034,0.0963092463092463,0.0963092463092463,0.0695716275581271,0.0689180327868852,0.0575757575757576,-0.0318507890961263,-0.0261229477830139,0.117065297138665,0.0137319638053314,0.064,-0.088705509644987,0.06,-0.012652235131053,-0.0575757575757576,-0.104816017316017,-0.123448275862069,-0.0905505280951715,-0.0842001900538486,-0.12,0.0561329795075925,-0.101785714285714,-0.0597655385976554,-0.0650682430560802,-0.0963092463092463,-0.105992487904253,0.105263157894737,0.109109311740891,0.0830434865244992,0.1089206962851,-0.114285714285714,0.105612808244387,0.1,0.120196318474654,0.0666666666666667,0.196241668184865,-0.1,0.0354773063697024,0.402443485645024
"RKIP",0.139598108747045,-0.167619047619048,-0.0714285714285714,-0.0666666666666667,-0.0338900047824008,-0.0742323097463284,-0.0166904392418988,-0.0666371942234011,0.1,-0.1089206962851,-0.156030897207368,-0.103846153846154,-0.1,-0.1,-0.1,0,0.0963092463092463,0.0954545454545455,0.0954545454545455,0.0689180327868852,0.064,0.0575757575757576,-0.0298900047824008,-0.0235588452189113,0.123448275862069,0.117065297138665,0.06,-0.0905505280951715,0.1,-0.011104247514954,-0.0666666666666667,-0.101785714285714,-0.12,-0.0875802310654685,-0.0787456445993031,-0.12,0.0535014005602241,-0.114285714285714,-0.0575757575757576,-0.06178955453149,-0.0954545454545455,-0.104816017316017,0.1,0.105263157894737,0.084845288326301,0.105612808244387,-0.1,0.109109311740891,0.1,0.121171928230752,0.0333333333333333,0.193691577110184,-0.1,0.0338900047824008,0.399280468613394
"Csn",-0.0943519894623912,0.0395687766632077,-0.0577210103329506,-0.0615671641791045,-0.00138957816377171,-0.058914327755385,-0.0138503317216739,0.0840737715799879,0.0142857142857143,0.0809653520469902,0.0227427146641733,0.0817370067531079,0.0833333333333333,0.0786802381941559,0.0798850574712644,0.0666666666666667,-0.187988448311662,-0.189332018369243,-0.189332018369243,0.00898976163386528,0.00653074524042266,0.11998556998557,0.000800114917761976,-0.0581449392065228,-0.0438961038961039,-0.0438961038961039,0.00115440115440116,0.00382889382980196,-0.00793650793650794,0.00624007243330339,-0.118686868686869,0.128333333333333,0.04,0.00151526915113872,0.00987264673311185,0.04,0.0544540867038764,0.128333333333333,-0.120947108447108,-0.0122134887345842,0.189332018369243,0.121133333333333,-0.0798850574712644,-0.0786802381941559,-0.0678637472458294,-0.0801836322634664,0.12,-0.081791349305267,-0.0833333333333333,0.0223342347357899,0.075,-0.0135933764855172,0.22,0.00138957816377171,-0.0566062364863227
"TGFR",0.0120858252758405,0.0160331384015595,-0.0275396825396825,0.0831746031746032,0.00420554580823999,-0.0289581222559946,0.0357759649379769,-0.0783296943231441,-0.02,0.0066145955150514,-0.0161480163437459,-0.0106686375097818,0.0142857142857143,-0.00873315363881402,-0.0257142857142857,0,0.13202798663325,0.125595238095238,0.125595238095238,-0.0524274303526203,-0.066551724137931,-0.153793103448276,0.0159361265482547,-0.0296509028649013,0.237326649958229,0.240066375985626,-0.066551724137931,0.0521178029868192,-0.07,-0.0319200065167807,0.14,-0.0571428571428571,-0.252882205513784,0.0489149560117302,0.0213834117613095,-0.247619047619048,0.0366666666666667,-0.0571428571428571,0.143001736541801,0.0371843717316599,-0.125595238095238,-0.0687707641196013,0.00666666666666667,-0.010314465408805,-0.00201289067526549,-0.0049316902891878,-0.1,-0.00636709698775239,-0.0333333333333333,-0.013053265013077,-0.0688888888888889,-0.0179861664203526,-0.1,-0.00420554580823999,0.0364431124741622
"miR200",0.0488032596236042,0.139539007092199,0.159756483238457,0.143627450980392,0.0127643369175627,0.159175087889619,0.0772129215261542,0.0588722930186345,0.1,0.0901171026196656,0.15004662004662,0.0813533508744776,0.08,0.0769577464788732,0.084,0.1,-0.0295743706176579,-0.0268312284730195,-0.0268312284730195,0.0157902219776188,-0.00703586497890295,-0.000985221674876846,0.0184955141476881,0.0261116661116661,-0.00311688311688312,-0.0174025974025974,-0.0108333333333333,-0.0140382272820478,0.0625,-0.0119998824117353,-0.0334975369458128,0.0043609022556391,-0.00142857142857143,-0.00243948120054314,-0.00491525423728814,0.0285714285714286,-0.0428944615645585,-0.0442105263157895,0.00155019342628928,-0.00892422280827939,0.0268312284730195,0.0043609022556391,-0.0930434782608696,-0.0860012247397428,-0.066235658640971,-0.0910261935287565,-0.06,-0.0882484157509788,-0.08,-0.105853825114533,-0.141666666666667,-0.207281155060806,0,-0.0127643369175627,-0.179720289947405
"TGF",0.0186872922685056,0.0197368421052632,0.0831746031746032,0.0688888888888889,0.0159036590157872,-0.0275396825396825,0.0293243520347511,-0.0875,0,0.0049316902891878,-0.00796296296296296,-0.00873315363881402,0,-0.0257142857142857,0.0142857142857143,0,0.125595238095238,0.138095238095238,0.138095238095238,-0.066551724137931,-0.066551724137931,-0.14,0.017721840833969,-0.0328957406230134,0.252882205513784,0.237326649958229,-0.07,0.0489149560117302,-0.02,-0.0357323232323232,0.12,-0.0571428571428571,-0.247619047619048,0.0618181818181818,0.034816247582205,-0.233333333333333,0.0238095238095238,-0.1,0.153793103448276,0.040807560137457,-0.138095238095238,-0.0571428571428571,-0.0333333333333333,0.00666666666666667,-0.0127425044091711,-0.00636709698775239,-0.1,-0.010314465408805,0,-0.0137461056597283,-0.08,-0.0176454509177973,0,-0.0159036590157872,0.0348227421037918
"IKK",-0.0947435897435898,0.151050420168067,0.165656565656566,0.161111111111111,0.0182857142857143,0.176056565656566,-0.0135380738829994,0.124242424242424,-0.1,0.119245934165479,0.228202614379085,0.117264957264957,0.1,0.118803418803419,0.111111111111111,0.1,-0.108261547506454,-0.105444646098004,-0.105444646098004,-0.0693997445721584,-0.0762962962962963,0.104329004329004,0.0117216117216117,0.0270638959570257,-0.0102857142857143,-0.00806349206349206,-0.08,0.096720297029703,-0.08,-0.00464882943143813,-0.109090909090909,0.197619047619048,0.0142857142857143,0.09375,0.0993808049535604,0,-0.0235883424408015,0.314285714285714,-0.112265512265512,-0.0122430490471728,0.105444646098004,0.205727155727156,-0.111111111111111,-0.118803418803419,-0.0933333333333333,-0.120089816022019,0.3,-0.117264957264957,-0.1,-0.103667421963511,-0.15,-0.190890579846513,0.2,-0.0182857142857143,-0.368325275315606
"NFB",-0.0978808446455506,0.154208314904909,0.176056565656566,0.165656565656566,0.0194351395730706,0.176689477048971,-0.0112124924876506,0.131015332608958,-0.08,0.119481228283126,0.227885154061625,0.119512148276193,0.111111111111111,0.117264957264957,0.118803418803419,0.1,-0.105276472879589,-0.108261547506454,-0.108261547506454,-0.0718093831263752,-0.0693997445721584,0.112265512265512,0.0155677655677656,0.0317214302036011,-0.00806349206349206,-0.00871708683473389,-0.0762962962962963,0.0941180665464316,-0.08,-0.000117107377057464,-0.104329004329004,0.205727155727156,0.0102857142857143,0.096720297029703,0.102952233524989,0.0142857142857143,-0.0184601373125963,0.197619047619048,-0.109039705813899,-0.0129624735076044,0.108261547506454,0.196838266838267,-0.118803418803419,-0.117264957264957,-0.0954609929078014,-0.119245934165479,0.314285714285714,-0.120089816022019,-0.111111111111111,-0.103561825342603,-0.161111111111111,-0.194582393650687,0.3,-0.0194351395730706,-0.370357795640809
"RAF",-0.139598108747045,0.167619047619048,0.0714285714285714,0.0666666666666667,0.0338900047824008,0.0742323097463284,0.0166904392418988,0.0666371942234011,-0.1,0.1089206962851,0.156030897207368,0.103846153846154,0.1,0.1,0.1,0,-0.0963092463092463,-0.0954545454545455,-0.0954545454545455,-0.0689180327868852,-0.064,-0.0575757575757576,0.0298900047824008,0.0235588452189113,-0.123448275862069,-0.117065297138665,-0.06,0.0905505280951715,-0.1,0.011104247514954,0.0666666666666667,0.101785714285714,0.12,0.0875802310654685,0.0787456445993031,0.12,-0.0535014005602241,0.114285714285714,0.0575757575757576,0.06178955453149,0.0954545454545455,0.104816017316017,-0.1,-0.105263157894737,-0.084845288326301,-0.105612808244387,0.1,-0.109109311740891,-0.1,-0.121171928230752,-0.0333333333333333,-0.193691577110184,0.1,-0.0338900047824008,-0.399280468613394
