"","ZEB2","SRC","TCFLEF","Wnt","Frizzled","GLI","TGFR","DSH","TGF","ERK","cateninmemb","SOSGRB2","cfos","TWIST1","CDC42","MEK","SUFU","Csl","FOXC2","PAK1","RKIP","Jagged","NFB","NOTCHic","NOTCH","SNAI1","GSK3","RAF","PI3K","RAS","EGR1","IKK","KLF4","TrCP","AKT","ZEB1","SMO","DELTA","Patched","ILK","SMAD","HEY1","SHH","Csn","miR200","SNAI2","FUS","AXIN2","STAT","LIV1","CD44","cateninnuc","cMet","Ecadherin","Destcompl"
"ILK",0.00914439196974861,0.111111111111111,0.114454458993884,0.124154589371981,0.111111111111111,0.119539204756596,0.102352941176471,0.1,0.104791965566714,0.0983193277310924,-0.0403034374824634,0.0919230769230769,0.0571428571428571,0.144340359094457,0.0823529411764706,0.090122606419617,0,-0.05,0.0876655052264808,0.1,0.0815449256625727,0.0553508771929825,-0.166666666666667,-0.05,-0.0596774193548387,0.0708454106280193,0.0494227994227994,0.0778008658008658,0.0778008658008658,0.0791707288145644,0,-0.172549019607843,0.00328947368421053,-0.2,0.195625942684766,-0.178528247074671,-0.05,-0.0778008658008658,-0.0346153846153846,-0.014125650260104,-0.021325650260104,-0.00803820670635321,-0.0457264957264957,0.166666666666667,0.0290473409325868,-0.0526024750461529,-0.05,-0.0821904761904762,-0.1,-0.1,-0.119539204756596,-0.116310129096977,-0.124154589371981,0.000913156731865014,0.141553868197839
"GSK3",0.00965441016415214,0.105263157894737,0.101649074565546,0.0993808049535604,0.105263157894737,0.0993808049535604,0.11311720446397,0.105263157894737,0.110809512156278,0.0775284616770685,-0.0426167981700361,0.10599563416353,0.0737690631808279,0.104184456303566,0.118343685300207,0.088323916222523,0.0409090909090909,-0.0577731092436975,0.0946621799253378,0.117391304347826,0.0636125278230541,0.0389024626223694,-0.0841666666666667,-0.0584724099429982,-0.0587321502027384,0.00797679233472965,-0.14554875989938,0.039007293381882,0.039007293381882,0.0398476295163358,0.0811764705882353,-0.085316091954023,0.00808465682278248,-0.0466666666666667,0.0818972885352196,-0.131527634904118,-0.0235511800027929,-0.039007293381882,-0.0302996462604616,-0.000640443287939932,0.00520663317382918,0.00500165375012805,-0.027907301762854,0.0591666666666667,0.0305993309376902,-0.0519049354120333,-0.0170995670995671,-0.0736343844198882,-0.105263157894737,-0.1,-0.0997790834702651,-0.101583285091861,-0.0993028929940746,0.00311394721145381,0.127994146392335
"DSH",0.0101001753944642,0.105263157894737,0.0997790834702651,0.105263157894737,0.105263157894737,0.0993808049535604,0.118343685300207,0.1,0.11311720446397,0.0737690631808279,-0.0416442075422731,0.107390983000739,0.0811764705882353,0.102263841706896,0.117391304347826,0.0775284616770685,0.05,-0.044047619047619,0.0960975866239024,0.1,0.0618581418581418,0.0387564772209095,-0.0591666666666667,-0.0577731092436975,-0.0584724099429982,0.0107453416149068,-0.0450495918461356,0.0415283017852434,0.0415283017852434,0.039007293381882,0.04,-0.0841666666666667,-0.00489244241385874,-0.0666666666666667,0.085316091954023,-0.127812924651518,-0.0170995670995671,-0.0415283017852434,-0.0235511800027929,-0.00101780177850597,-0.000640443287939932,0.00396359146639103,-0.0302996462604616,0.0466666666666667,0.0241514997536339,-0.0513872477502559,-0.0409090909090909,-0.0719601074031454,-0.1,-0.1,-0.0993028929940746,-0.101649074565546,-0.105263157894737,0.00347614675047258,0.128452054106319
"AKT",0.0228430221067349,0.124154589371981,0.116310129096977,0.119539204756596,0.124154589371981,0.114511271795702,0.104791965566714,0.111111111111111,0.0966348658688293,0.090122606419617,-0.041628615871862,0.114145299145299,0.0983193277310924,0.147704273467546,0.102352941176471,0.102780834267718,0.05,-0.05,0.0786429488355034,0.0823529411764706,0.0983151119979764,0.0553508771929825,-0.172549019607843,-0.0596774193548387,-0.0621164437450826,0.0705947840616033,0.0470034445840898,0.0791707288145644,0.0791707288145644,0.077965909537456,0.0571428571428571,-0.195625942684766,0.0075629779577148,-0.166666666666667,0.0966360436948672,-0.178528247074671,-0.0346153846153846,-0.0791707288145644,-0.0457264957264957,-0.021325650260104,-0.0189687479032017,-0.0148051239995863,-0.0488843904633378,0.166666666666667,0.0370687313069184,-0.0545120227848463,-0.05,-0.0803854220388516,-0.111111111111111,-0.1,-0.114454458993884,-0.118463975250823,-0.119539204756596,0.00167073248944077,0.141967433127533
"STAT",0.0246279361663977,-0.119642857142857,-0.139217026401569,-0.124188311688312,-0.119642857142857,-0.136793353705118,-0.0345095693779904,-0.157142857142857,-0.0417559461895846,-0.0619607843137255,-0.0674684846232963,-0.142405582922824,-0.0266666666666667,-0.0404957694313017,-0.0397727272727273,-0.0522833649588868,0,0.00784313725490196,-0.0197532379004772,-0.0772727272727273,0.0705485842985843,-0.0336753107561831,0.09,0.0105458399576047,0.00374972345275029,0.0437413042428582,-0.176978193146417,-0.180882961124897,-0.180882961124897,-0.183121767095046,0.0333333333333333,0.0661904761904762,0.122281639928699,0,-0.0577158999192898,-0.120575578267886,0.0316666666666667,0.180882961124897,0.0200387596899225,0.0189210950080515,0.0166222444333389,0.022,0.0209237154421349,-0.05,0.00897943219596807,0.028854010235941,0.025,0.0972376642964878,0.157142857142857,0.3,0.137008824508825,0.137905941777016,0.124188311688312,0.160920082944435,0.170255191251531
"Csn",0.0247758478081059,0.100574712643678,0.0909254489221253,0.0993698933665697,0.100574712643678,0.0910729501351287,0.116573600528824,0.0833333333333333,0.110129686447679,0.0622510822510822,-0.0351538883597539,0.105769629885853,0.0739393939393939,0.103547607916472,0.114009497964722,0.0705844155844156,0.0428571428571429,-0.052020202020202,0.0961908394823853,0.0886363636363636,0.06062876148242,0.0278193617112936,-0.055,-0.0637085137085137,-0.0665931290931291,0.0170706526561291,-0.0548618057608264,0.0249239367072897,0.0249239367072897,0.022428735171781,0.0466666666666667,-0.0841666666666667,0.00983696042519572,-0.18,0.0881666666666667,-0.142137303556658,-0.0105339105339105,-0.0249239367072897,-0.0202113298887492,0.000623706004140785,0.000366636595400425,0.0041500553709856,-0.025949034806782,0.055,0.026326674090545,-0.046891510079554,-0.0317460317460317,-0.0708438581995593,-0.0833333333333333,-0.0666666666666667,-0.0909254489221253,-0.0930300791085354,-0.0993698933665697,0.00349093690669891,0.134039339221295
"Patched",0.025,0,-0.00666666666666667,0.1,0.1,0.0875,0.0866666666666667,0,0.0616666666666667,0,0.0765591397849462,0.0666666666666667,0.1,0.0185185185185185,0.0666666666666667,0.0230769230769231,0,0,-0.03,-0.0333333333333333,0.0628571428571429,-0.0368253968253968,0.1,0.0666666666666667,0.0575757575757576,0.0403225806451613,-0.163736263736264,-0.157692307692308,-0.157692307692308,-0.157692307692308,0.1,0.15,0.00555555555555556,0,-0.135714285714286,-0.125,0.0666666666666667,0.157692307692308,-0.0933333333333333,-0.05,-0.02,-0.0435897435897436,-0.0808333333333333,0,0.05,-0.00677394636015326,0.1,-0.019047619047619,0.1,0.1,0.00666666666666667,0.0056957928802589,0,-0.0198705501618123,0.150969030969031
"Jagged",0.0306763285024155,0,0.073986013986014,0.06,0,0.0830769230769231,-0.0111111111111111,0,0.0248888888888889,0.06,0.0341357234314981,-0.02,0,0.154,0,0.06,0,0.1,0.0157142857142857,0,0.143589743589744,0.0425108225108225,0,0.12,0.148571428571429,0.133333333333333,0.0241379310344828,0.00666666666666667,0.00666666666666667,0.0339393939393939,0.1,0.0333333333333333,0.0611111111111111,0,-0.0444444444444444,-0.174154589371981,-0.0333333333333333,-0.00666666666666667,-0.0333333333333333,0.0166666666666667,0.0119047619047619,-0.0833333333333333,-0.0256410256410256,0,0.0387878787878788,-0.102941176470588,0,-0.0428571428571429,0,0,-0.0830769230769231,-0.0640959040959041,-0.06,-0.120736842105263,-0.0762625482625483
"DELTA",0.0306763285024155,0,0.073986013986014,0.06,0,0.0830769230769231,-0.0111111111111111,0,0.0248888888888889,0.06,0.0341357234314981,-0.02,0,0.154,0,0.06,0,0.1,0.0157142857142857,0,0.143589743589744,0.0425108225108225,0,0.12,0.148571428571429,0.133333333333333,0.0241379310344828,0.00666666666666667,0.00666666666666667,0.0339393939393939,0.1,0.0333333333333333,0.0611111111111111,0,-0.0444444444444444,-0.174154589371981,-0.0333333333333333,-0.00666666666666667,-0.0333333333333333,0.0166666666666667,0.0119047619047619,-0.0833333333333333,-0.0256410256410256,0,0.0387878787878788,-0.102941176470588,0,-0.0428571428571429,0,0,-0.0830769230769231,-0.0640959040959041,-0.06,-0.120736842105263,-0.0762625482625483
"SNAI1",0.0372630180932602,-0.0272172172172172,-0.0253388615655601,-0.0283250130746922,-0.0268615984405458,-0.025582782727343,-0.00703369276175448,-0.0137037037037037,-0.00683207985852867,0.0529049373618276,-0.033656166245886,-0.0112879070925961,0.0369049373618276,0.111062271062271,-0.00320855614973262,0.0511112153887334,0.00238095238095238,0.0179487179487179,-0.00581606394111223,0.00588235294117647,0.153966147201081,0.0157830882352941,0.0103070175438596,0.0135531135531136,0.0143694400837258,0.0181880146410005,-0.0584754671895761,-0.0415962832533851,-0.0415962832533851,-0.0411036724159467,0.0182608695652174,0.0121588693957115,0.0390890634993592,0.0583333333333333,-0.0142422027290448,-0.170932001450153,-0.0222136883427206,0.0415962832533851,-0.0182136883427206,0.00611025772316095,0.00426523927297645,0.00458195272111843,-0.0156894164980604,-0.0208333333333333,0.0307545302699777,-0.0415646203257587,-0.0185099846390169,0.0421725964341449,0.0137037037037037,0.01,0.0256147236345256,0.0252872353394372,0.0282073162271182,0.00224651035459466,0.042284263563473
"RAS",0.0373932253313697,0.05,0.0418070665254645,0.0558823529411765,0.05,0.0517156862745098,-0.0717647058823529,0.1,-0.0569132207338381,0.333421052631579,-0.0708789703106463,0.187878787878788,0.265,0.0333878887070376,-0.06,0.323617131062951,-0.1,-0.15,-0.0611111111111111,-0.06,0.182792452830189,-0.0997949931007293,-0.166666666666667,-0.176315789473684,-0.181976166832175,0.0277581120943953,-0.0602196382428941,0.169487179487179,0.169487179487179,0.0637179487179487,0.24,-0.186666666666667,0.0528571428571429,-0.2,0.197777777777778,-0.0290500736377025,0.1,-0.169487179487179,0.12,0.132900432900433,0.118614718614719,0.139920948616601,0.125084745762712,0.2,0.0515384615384616,0.00206490702464817,0.1,-0.0480368906455863,-0.1,0,-0.0494993742177722,-0.0415237804064844,-0.0558823529411765,0.0936393916371994,0.0692942506895995
"PAK1",0.0405840513035923,-0.0137037037037037,-0.0256147236345256,-0.0268615984405458,-0.0137037037037037,-0.0283250130746922,-0.00320855614973262,-0.01,-0.00703369276175448,0.0369049373618276,-0.0339670470749015,-0.00713696369636964,0.0182608695652174,0.10952380952381,0.00588235294117647,0.0529049373618276,0.019047619047619,0.0256410256410256,-0.00645138795636001,0,0.152710917075558,0.0153125,0.0208333333333333,0.0179487179487179,0.0135531135531136,0.119433566242424,-0.057353354978355,-0.0443235559806578,-0.0443235559806578,-0.0415962832533851,0.04,0.0103070175438596,0.045008066614624,0.0333333333333333,-0.0121588693957115,-0.168840980539944,-0.0185099846390169,0.0443235559806578,-0.0222136883427206,0.00288445127154805,0.00611025772316095,0.00101052414968986,-0.0182136883427206,-0.0583333333333333,0.0348851738818893,-0.0419333766113772,-0.00238095238095238,0.0431049973665458,0.01,0.05,0.0282073162271182,0.0253388615655601,0.0272172172172172,0.00245462689986001,0.042503561809087
"LIV1",0.0405840513035923,-0.0137037037037037,-0.0256147236345256,-0.0268615984405458,-0.0137037037037037,-0.0283250130746922,-0.00320855614973262,-0.01,-0.00703369276175448,0.0369049373618276,-0.0339670470749015,-0.00713696369636964,0.0182608695652174,0.10952380952381,0.00588235294117647,0.0529049373618276,0.019047619047619,0.0256410256410256,-0.00645138795636001,0,0.152710917075558,0.0153125,0.0208333333333333,0.0179487179487179,0.0135531135531136,0.119433566242424,-0.057353354978355,-0.0443235559806578,-0.0443235559806578,-0.0415962832533851,0.04,0.0103070175438596,0.045008066614624,0.0333333333333333,-0.0121588693957115,-0.168840980539944,-0.0185099846390169,0.0443235559806578,-0.0222136883427206,0.00288445127154805,0.00611025772316095,0.00101052414968986,-0.0182136883427206,-0.0583333333333333,0.0348851738818893,-0.0419333766113772,-0.00238095238095238,0.0431049973665458,0.01,0.05,0.0282073162271182,0.0253388615655601,0.0272172172172172,0.00245462689986001,0.042503561809087
"EGR1",0.0405840513035923,-0.0137037037037037,-0.0256147236345256,-0.0268615984405458,-0.0137037037037037,-0.0283250130746922,-0.00320855614973262,-0.01,-0.00703369276175448,0.0369049373618276,-0.0339670470749015,-0.00713696369636964,0.0182608695652174,0.10952380952381,0.00588235294117647,0.0529049373618276,0.019047619047619,0.0256410256410256,-0.00645138795636001,0,0.152710917075558,0.0153125,0.0208333333333333,0.0179487179487179,0.0135531135531136,0.119433566242424,-0.057353354978355,-0.0443235559806578,-0.0443235559806578,-0.0415962832533851,0.04,0.0103070175438596,0.045008066614624,0.0333333333333333,-0.0121588693957115,-0.168840980539944,-0.0185099846390169,0.0443235559806578,-0.0222136883427206,0.00288445127154805,0.00611025772316095,0.00101052414968986,-0.0182136883427206,-0.0583333333333333,0.0348851738818893,-0.0419333766113772,-0.00238095238095238,0.0431049973665458,0.01,0.05,0.0282073162271182,0.0253388615655601,0.0272172172172172,0.00245462689986001,0.042503561809087
"NOTCH",0.0417874396135266,0.06,0.0640959040959041,0.0830769230769231,0.06,0.073986013986014,0.0248888888888889,0,0.0248888888888889,0.06,0.0419891265728593,0.00631578947368421,0.06,0.155694915254237,-0.0111111111111111,0.06,0,0.12,0.00959183673469388,0,0.167727674624226,0.0388071188071188,0.0333333333333333,0.148571428571429,0.0324423963133641,0.15025641025641,0.0241379310344828,0.0339393939393939,0.0339393939393939,0.0382872200263505,0,0.0444444444444444,0.0306763285024155,0,0,-0.177858293075684,-0.0333333333333333,-0.0339393939393939,-0.0256410256410256,0.0119047619047619,0.00190476190476191,-0.0876811594202898,-0.0374057315233786,0,0.0302164502164502,-0.0960628695922813,-0.0333333333333333,-0.0371967654986523,0,0,-0.073986013986014,-0.0653203938918225,-0.0830769230769231,-0.11751103565365,-0.0706550716270342
"cfos",0.0454072024289942,-0.01,-0.0282073162271182,-0.0137037037037037,-0.01,-0.0268615984405458,0.00588235294117647,-0.05,-0.00320855614973262,0.0182608695652174,-0.0325018456097001,-0.00416666666666667,0.04,0.10952380952381,0,0.0369049373618276,0.0333333333333333,0.0333333333333333,-0.00507207761153242,-0.0428571428571429,0.153263403263403,0.0153125,0.0583333333333333,0.0256410256410256,0.0179487179487179,0.120626883664858,-0.0566260822510823,-0.0418845315904139,-0.0418845315904139,-0.0443235559806578,0.16,0.0208333333333333,0.0302539682539683,0,-0.0103070175438596,-0.161445482147661,-0.00238095238095238,0.0418845315904139,-0.0185099846390169,0.0044973544973545,0.00288445127154805,0.00542228885557222,-0.0222136883427206,-0.0333333333333333,0.0293014175367117,-0.0415717129585743,-0.019047619047619,0.044991789819376,0.05,0.1,0.0272172172172172,0.0256147236345256,0.0137037037037037,0.00335428087909876,0.0420524339895382
"CDC42",0.0454072024289942,-0.01,-0.0282073162271182,-0.0137037037037037,-0.01,-0.0268615984405458,0.00588235294117647,-0.05,-0.00320855614973262,0.0182608695652174,-0.0325018456097001,-0.00416666666666667,0.04,0.10952380952381,0,0.0369049373618276,0.0333333333333333,0.0333333333333333,-0.00507207761153242,0.0571428571428571,0.153263403263403,0.0153125,0.0583333333333333,0.0256410256410256,0.0179487179487179,0.120626883664858,-0.0566260822510823,-0.0418845315904139,-0.0418845315904139,-0.0443235559806578,0.06,0.0208333333333333,0.0302539682539683,0,-0.0103070175438596,-0.161445482147661,-0.00238095238095238,0.0418845315904139,-0.0185099846390169,0.0044973544973545,0.00288445127154805,0.00542228885557222,-0.0222136883427206,-0.0333333333333333,0.0293014175367117,-0.0415717129585743,-0.019047619047619,0.044991789819376,0.05,0.1,0.0272172172172172,0.0256147236345256,0.0137037037037037,0.00335428087909876,0.0420524339895382
"Csl",0.0510651150790473,0.073986013986014,0.0682211572506011,0.0643085946311753,0.073986013986014,0.0651150462440785,0.0166086341118188,0.0830769230769231,0.0141143030460592,0.0857142857142857,0.0386875528589068,0.0311494923561676,0.06,0.157452514243405,0.0248888888888889,0.0998447204968944,0.0333333333333333,0.0324423963133641,0.000952607961983459,0.0248888888888889,0.184603120849968,0.0389036971735647,0,0.0219160805238904,0.0191888077966176,0.151448454926716,0.0217486614474625,0.037794609188912,0.037794609188912,0.0403681386006767,0.06,-0.0116279069767442,0.0513906142167012,0.0333333333333333,0.00930232558139535,-0.186534372469996,-0.0374057315233786,-0.037794609188912,-0.0406315379749915,-0.00169236039739637,0.00164097293593697,-0.104332743130697,-0.038907400043957,-0.0444444444444444,0.0421549443038732,-0.0996933968660683,-0.0256410256410256,-0.0353437235106489,-0.0830769230769231,-0.06,-0.0653203938918225,-0.0686213859527166,-0.0640959040959041,-0.119439523135398,-0.0689597638878508
"GLI",0.053352790578597,-0.00677419354838709,-0.014470282152802,0.0526375711574953,0.0632258064516129,-0.0486390245871856,0.0714346128822381,0.06,0.0688463775881205,0.195519480519481,-0.0340489680078378,0.197849672451442,0.186428571428571,0.154216812238884,0.0821264367816092,0.217066441845447,0.152380952380952,0.0260654288240495,-0.0256156475748194,0.0683333333333333,0.198696870821995,0.0495914694640664,0.00760233918128655,0.0260654288240495,0.0232082859669067,0.162095704569967,0.0105567288684328,0.1119342435265,0.1119342435265,0.115696619764124,0.211428571428571,0.00556152285475594,0.0576988416988417,0.0333333333333333,-0.00712402285475594,-0.2154212322922,-0.143170426065163,-0.1119342435265,-0.149292875044755,-0.0320201965677122,-0.0260742506217662,-0.0346907101576032,-0.143120035538582,-0.0444444444444444,0.0431563070572359,-0.0460184743938903,-0.127380952380952,0.0379166666666667,0.01,0.05,0.0173923600748799,0.0151277836471236,0.0165302911093627,-0.00334615898910267,0.0593551525725372
"NOTCHic",0.0543800322061192,0.0830769230769231,0.0653203938918225,0.073986013986014,0.0830769230769231,0.0643085946311753,0.0248888888888889,0.06,0.0166086341118188,0.06,0.0397578892503441,0.0335885167464115,0.06,0.156323846071847,0.0248888888888889,0.0857142857142857,0.0333333333333333,0.148571428571429,0.00152732060566162,-0.0111111111111111,0.183220632370705,0.0368203638402314,0.0444444444444444,0.0324423963133641,0.0219160805238904,0.151843711843712,0.0224850384724993,0.0382872200263505,0.0382872200263505,0.037794609188912,0.06,0,0.0413906142167012,0,0.0116279069767442,-0.181561996779388,-0.0256410256410256,-0.0382872200263505,-0.0374057315233786,0.00190476190476191,-0.00169236039739637,-0.0984503901895206,-0.0406315379749915,-0.0333333333333333,0.0388869704476641,-0.0994696832195359,-0.0333333333333333,-0.0330300988319856,-0.06,0,-0.0640959040959041,-0.0682211572506011,-0.073986013986014,-0.118276732437724,-0.0686550716270342
"TCFLEF",0.0665593655856814,0.1225,0.0240981792095389,0.116737053795877,0.115882352941176,0.116737053795877,-1.95052357625737e-05,0.105882352941176,-0.00101288271920628,0.441602787456446,0.100241341413876,0.362007676953785,0.438745644599303,0.275090488715545,-0.00095408467501491,0.454527957524473,0.15,-0.0263191455443966,-0.00456308153558091,-0.0102564102564103,0.285186664829866,0.136102630912,-0.145558441558442,-0.0282799298581221,-0.0299410594262284,0.240093855470425,0.11897295721201,0.25480894303277,0.25480894303277,0.257831282060365,0.431428571428571,-0.15523586091328,0.0640597147950089,-0.114285714285714,0.158496730478498,-0.264409976962609,-0.133809523809524,-0.25480894303277,-0.137035330261137,-0.0174534821903243,-0.0134381858232115,-0.00515875281504742,-0.136421833328621,0.141558441558442,0.0913565082842191,-0.0360542149561474,-0.143333333333333,-0.0361606837606838,-0.1125,-0.1,-0.123983631672311,-0.0234968046390921,-0.123354700854701,-0.135318823267245,-0.102090116501583
"TGF",0.0702757552643136,0.0333333333333333,0.0384673949023502,0.0242857142857143,0.0142857142857143,0.0299460916442049,0.139365079365079,0,0.0447222222222222,0.257894736842105,0.0353159721355272,0.259210526315789,0.2,0.196666666666667,0.115555555555556,0.264561403508772,0.0666666666666667,-0.0133333333333333,0.0400621118012422,0.16,0.229004329004329,0.0808357879234168,-0.00833333333333333,-0.00333333333333333,-0.0171264367816092,0.176439923712651,0.0170533967011462,0.105952380952381,0.105952380952381,0.114880952380952,0.2,-0.00833333333333333,0.0811848461734045,0,0.0346491228070175,-0.189194461780274,-0.0866666666666667,-0.105952380952381,-0.0694252873563218,-0.0457575757575758,-0.0522091886608016,-0.048742746615087,-0.0631752873563218,0.0333333333333333,0.0685522332074056,-0.00677325116141107,-0.0866666666666667,-0.0287037037037037,0,0,-0.0489937106918239,-0.035596581505221,-0.0433333333333333,-0.0742202244026102,-0.0953977875459827
"TGFR",0.0797097175284645,0.0433333333333333,0.035596581505221,0.0299460916442049,0.0242857142857143,0.0202686722893661,0.0447222222222222,0.0142857142857143,0.0440130023640662,0.264561403508772,0.034854078371093,0.287605588044185,0.257894736842105,0.192040332147094,0.139365079365079,0.261821677481375,0.0866666666666667,-0.00333333333333333,0.0378787056877051,0.115555555555556,0.2404329004329,0.0779372371987791,-0.00833333333333333,-0.0171264367816092,-0.0236012569254941,0.183814554981088,0.014363910148579,0.114880952380952,0.114880952380952,0.111956975772765,0.2,-0.0346491228070175,0.0704705604591188,-0.0333333333333333,0.0486026111791106,-0.183534084421784,-0.0694252873563218,-0.114880952380952,-0.0631752873563218,-0.0522091886608016,-0.0575472669526165,-0.0562054331822512,-0.0693899766218586,0.00833333333333333,0.0653264267557927,-0.00769917708733699,-0.0866666666666667,-0.0205491972659355,-0.0333333333333333,0,-0.0384673949023502,-0.0378109304866205,-0.0489937106918239,-0.0740498666513325,-0.0923735939975956
"cMet",0.1002886002886,-0.2,-0.0631007751937984,-0.0933333333333333,-0.1,-0.0660606060606061,-0.0972222222222222,-0.1,-0.0887115839243499,-0.305,-0.0506295543128283,-0.459047619047619,-0.325,0.149183849858007,-0.108333333333333,-0.306818181818182,0.1,0.242857142857143,-0.0853059071729958,-0.0333333333333333,-0.0733333333333333,0.163037397385223,0.266666666666667,0.269172932330827,0.279811230203167,0.142097604051217,0.0304147465437788,-0.256190476190476,-0.256190476190476,-0.246756513926325,-0.225,0.3,0.217460317460317,0.2,-0.3125,-0.195526695526696,-0.17,0.256190476190476,-0.179090909090909,-0.188321995464853,-0.188321995464853,-0.209907120743034,-0.175965909090909,-0.2,0.112542270531401,-0.0691256189066408,-0.15,0.0593650793650794,0.2,0.1,0.0631007751937984,0.0670555774536855,0.0933333333333333,0.043685133634058,0.0918899746630839
"cateninmemb",0.111970639590334,0.150843593251254,0.156070230818571,0.154291869113323,0.150843593251254,0.15495853577999,0.0761419068736142,0.13921568627451,0.0788543842696359,0.276735211422901,-0.0512680818675179,0.219786494538232,0.26951871657754,0.246942101483672,0.0727272727272727,0.284186191815058,0.166666666666667,0.0179904306220096,0.0541298307961029,0.0687272727272727,0.230780633669879,0.159013268485375,-0.215238095238095,0.0231450697972673,0.0235168170091632,0.19852746207629,0.201029967105286,0.237017345399698,0.237017345399698,0.238972652662268,0.263636363636364,-0.215238095238095,0.0927801218940459,-0.2,0.217835497835498,-0.207581226553979,-0.179166666666667,-0.237017345399698,-0.18239247311828,-0.0377391304347826,-0.0345914306769134,-0.0386616147374142,-0.177668063669461,0.22,0.120328874518819,-0.103349920361947,-0.166666666666667,-0.0835587545488387,-0.13921568627451,-0.133333333333333,-0.156194763819816,-0.155603377410541,-0.155191419338211,-0.149498220857217,-0.196142691416059
"CD44",0.117460317460317,-0.2,-0.0631007751937984,-0.1,-0.1,-0.0933333333333333,-0.108333333333333,0,-0.0972222222222222,-0.325,-0.0602380952380952,-0.385714285714286,-0.225,0.141318681318681,-0.0333333333333333,-0.305,0.1,0.2,-0.0941666666666666,-0.133333333333333,-0.0437037037037037,0.152167832167832,0.2,0.242857142857143,0.269172932330827,0.147182349813929,0.0142857142857143,-0.247619047619048,-0.247619047619048,-0.256190476190476,-0.2,0.266666666666667,0.217460317460317,0.1,-0.3,-0.19047619047619,-0.15,0.247619047619048,-0.17,-0.194444444444444,-0.188321995464853,-0.21578947368421,-0.179090909090909,-0.2,0.118792270531401,-0.074965034965035,-0.1,0.08,0.1,0.1,0.0933333333333333,0.0631007751937984,0.2,0.0434306807078493,0.0986467314198407
"TWIST1",0.146539521978118,0.0912698412698413,0.102247929766672,0.0986382623224729,0.0912698412698413,0.100238262322473,0.119548066875653,0.0857142857142857,0.123420504233284,0.299107551487414,0.0767343430690205,0.252346026716736,0.301739130434783,0.168765845773855,0.122048066875653,0.306570238054578,0.233333333333333,0.0288888888888889,0.0849189164174161,0.115151515151515,0.252059991190426,0.0999876253896069,-0.0576923076923077,0.0365811965811966,0.040354781486857,0.224339869934198,0.129654478383504,0.152740340691005,0.152740340691005,0.153767737951279,0.28,-0.0481684981684982,0.138055034396498,0,0.0481684981684982,-0.231982860053036,-0.204,-0.152740340691005,-0.210849315068493,-0.0927882427882428,-0.0851974837123352,-0.0980257031104489,-0.209371482556178,0.05,0.149173741396779,-0.0827223440174885,-0.2,-0.0869812982716208,-0.0857142857142857,-0.1,-0.101788511696228,-0.101155347823026,-0.0997804795677136,-0.129649041923414,-0.143349063502569
