"","ZEB2","SRC","TCFLEF","Wnt","Frizzled","GLI","TGFR","DSH","TGF","ERK","cateninmemb","SOSGRB2","cfos","TWIST1","CDC42","MEK","SUFU","Csl","FOXC2","PAK1","RKIP","Jagged","NFB","NOTCHic","NOTCH","SNAI1","GSK3","RAF","PI3K","RAS","EGR1","IKK","KLF4","TrCP","AKT","ZEB1","SMO","DELTA","Patched","ILK","SMAD","HEY1","SHH","Csn","miR200","SNAI2","FUS","AXIN2","STAT","LIV1","CD44","cateninnuc","cMet","Ecadherin","Destcompl"
"SOSGRB2",-0.0428320802005013,-0.0857142857142857,-0.110748610657077,-0.102380952380952,-0.0857142857142857,-0.106728778467909,0.0591208791208791,-0.1,0.0470641415322266,0.392192192192192,-0.0840876330876331,0.416944444444444,0.411111111111111,-0.079768115942029,0.0514285714285714,0.416434616434616,-0.2,-0.345454545454545,0.0558730158730159,0.0714285714285714,0.125950292397661,-0.266079673983953,-0.333333333333333,-0.345454545454545,-0.355313700384123,-0.080727789623312,-0.0407633569484902,0.221468926553672,0.221468926553672,0.21890482398957,0.4,-0.33859649122807,-0.0514035087719298,-0.2,0.342763157894737,0.117218045112782,0.266666666666667,-0.221468926553672,0.263963963963964,0.25010752688172,0.261995638769832,0.260606060606061,0.266289545359313,0.3,-0.0689467759025203,0.136450628616186,0.233333333333333,0.0867161716171617,0.1,0,0.111801242236025,0.111322224423808,0.107453416149068,0.147210487349486,-0.0488814317673378
"TrCP",-0.0405840513035923,0.0137037037037037,0.0256147236345256,0.0268615984405458,0.0137037037037037,0.0283250130746922,0.00320855614973262,0.01,0.00703369276175448,-0.0369049373618276,0.0339670470749015,0.00713696369636964,-0.0182608695652174,-0.10952380952381,-0.00588235294117647,-0.0529049373618276,-0.019047619047619,-0.0256410256410256,0.00645138795636001,0,-0.152710917075558,-0.0153125,-0.0208333333333333,-0.0179487179487179,-0.0135531135531136,-0.119433566242424,0.057353354978355,0.0443235559806578,0.0443235559806578,0.0415962832533851,-0.04,-0.0103070175438596,-0.045008066614624,-0.0333333333333333,0.0121588693957115,0.168840980539944,0.0185099846390169,-0.0443235559806578,0.0222136883427206,-0.00288445127154805,-0.00611025772316095,-0.00101052414968986,0.0182136883427206,0.0583333333333333,-0.0348851738818893,0.0419333766113772,0.00238095238095238,-0.0431049973665458,-0.01,-0.05,-0.0282073162271182,-0.0253388615655601,-0.0272172172172172,-0.00245462689986001,-0.042503561809087
"ERK",-0.0404748875544072,-0.123481781376518,-0.120248717061982,-0.114195804195804,-0.117692307692308,-0.11194016509806,-0.00856246284583825,-0.11,-0.00416685845023385,0.22701516263145,-0.0833224853565544,0.258219756511019,0.325348495964784,-0.0622173232567293,-0.00929238985313752,0.217822962074347,-0.173333333333333,-0.168492618492618,0.0134778279605866,0.00285714285714286,0.168221060598407,-0.173258315984223,-0.15232683982684,-0.161923275426925,-0.161646267116676,0.0455798360428547,-0.0493264423753148,0.0738084138084138,0.0738084138084138,0.0739184248095139,0.318965517241379,-0.137032722179781,-0.0309843960272708,-0.142857142857143,0.138867584565102,0.115189300046246,0.164415300546448,-0.0738084138084138,0.175526411657559,0.160019403346717,0.159107549243374,0.172557917955404,0.178424962382197,0.155357142857143,-0.0452896116698746,0.151537623241523,0.169333333333333,0.0899630890538578,0.115789473684211,0.1,0.118204107396554,0.121707050395315,0.119985277880015,0.149737348968291,-0.118755846799374
"NFB",-0.0371600265030392,-0.116666666666667,-0.128437113197894,-0.127435897435897,-0.116666666666667,-0.130806683952751,-0.150638383838384,-0.116666666666667,-0.150638383838384,-0.17015873015873,-0.0635254735019945,-0.147275541795666,-0.145714285714286,-0.3453081232493,-0.133838383838384,-0.16296918767507,-0.12,0.00519480519480519,-0.126042324209655,-0.161111111111111,-0.183389379291019,-0.119854777845952,0.0142857142857143,0.00678210678210678,0.00871759065307452,-0.154834896069341,-0.0369747899159664,-0.17675076472142,-0.17675076472142,-0.179238326910475,-0.0857142857142857,0.016988416988417,-0.0268315018315018,0.1,-0.0280995280995281,0.210282948751188,0.141481481481481,0.17675076472142,0.131136653895275,0.110402915291529,0.112261651351009,0.112922010909627,0.139570388835034,-0.114285714285714,-0.0564426908089065,0.108106253007198,0.16,0.105704154002026,0.116666666666667,0.15,0.131390699695784,0.128672407315541,0.127435897435897,0.115929773028622,-0.0485510262215924
"SMAD",-0.0345249540832122,-0.0687301587301587,-0.0626820037829695,-0.0324481074481074,-0.0420634920634921,-0.0324481074481074,-0.0249519463147601,-0.0476190476190476,-0.0201710698207362,-0.0475511735076626,-0.0406932294172064,-0.0238982549541556,-0.0382488479262673,-0.124959902172328,-0.0299798792756539,-0.0581280965845857,-0.133333333333333,-0.141904761904762,-0.0104389818063449,-0.0285714285714286,-0.158417201060789,-0.136272029046223,-0.118253968253968,-0.133858784893268,-0.131477832512315,-0.128427379967703,0.0585953700991295,0.0661660900962211,0.0661660900962211,0.0645213532541158,-0.0285714285714286,-0.108450046685341,-0.0313759240260878,-0.15,0.111116713352007,0.173655555317006,0.125833333333333,-0.0661660900962211,0.130420489296636,0.108376919883769,0.00313882464567395,0.128654974895693,0.13004874208474,0.161111111111111,-0.027383394661717,0.0939619367395148,0.120833333333333,0.032984622237273,0.0742857142857143,0.06,0.0592898735251676,0.0633912236411256,0.0589262371615313,0.118412200078876,0.102829282114705
"MEK",-0.0327583521213363,-0.115789473684211,-0.118204107396554,-0.117692307692308,-0.11,-0.114195804195804,-0.00929238985313752,-0.1,-0.00856246284583825,0.325348495964784,-0.0844264411983207,0.265015873015873,0.318965517241379,-0.0598594869183104,0.00285714285714286,0.22701516263145,-0.133333333333333,-0.164646464646465,0.00886244334520197,-0.00666666666666667,0.174627745835176,-0.171752291887837,-0.155357142857143,-0.168492618492618,-0.161923275426925,0.0460427990058176,-0.0495989219393475,0.0741258741258741,0.0741258741258741,0.0738084138084138,0.35,-0.15232683982684,-0.0240076518412243,-0.1,0.137032722179781,0.114716859101364,0.169333333333333,-0.0741258741258741,0.164415300546448,0.15374634061609,0.160019403346717,0.166073276317179,0.175526411657559,0.142857142857143,-0.0394072587286981,0.149553854080116,0.173333333333333,0.0904508939319066,0.1,0.1,0.119985277880015,0.120248717061982,0.123481781376518,0.149085100427268,-0.119018905799749
"IKK",-0.0306466165413534,-0.116666666666667,-0.131390699695784,-0.116666666666667,-0.116666666666667,-0.127435897435897,-0.133838383838384,-0.15,-0.150638383838384,-0.145714285714286,-0.0583512390774961,-0.144117647058824,-0.0857142857142857,-0.342450980392157,-0.161111111111111,-0.17015873015873,-0.1,-0.00909090909090909,-0.128831168831169,-0.15,-0.173132969034608,-0.11481880662293,0.114285714285714,0.00519480519480519,0.00678210678210678,-0.147985581000848,-0.0361904761904762,-0.168300060496068,-0.168300060496068,-0.17675076472142,-0.1,0.0142857142857143,-0.0556776556776557,0.2,-0.016988416988417,0.21603007518797,0.16,0.168300060496068,0.141481481481481,0.103472222222222,0.110402915291529,0.10577915376677,0.131136653895275,-0.1,-0.0658082497212932,0.112984301787686,0.12,0.104285714285714,0.15,0.1,0.127435897435897,0.128437113197894,0.116666666666667,0.118819018614497,-0.0483849132647818
"RKIP",-0.0256154949784792,-0.1,-0.119985277880015,-0.11,-0.1,-0.117692307692308,0.00285714285714286,-0.1,-0.00929238985313752,0.318965517241379,-0.0812557094910036,0.273904761904762,0.35,-0.0602257872846108,-0.00666666666666667,0.325348495964784,-0.1,-0.155555555555556,0.00615974064249926,0,0.18515406162465,-0.168473603363247,-0.142857142857143,-0.164646464646465,-0.168492618492618,0.054376132339151,-0.0508274231678487,0.0818181818181818,0.0818181818181818,0.0741258741258741,0.25,-0.155357142857143,-0.0436154949784792,-0.1,0.15232683982684,0.116304160688666,0.173333333333333,-0.0818181818181818,0.169333333333333,0.140875053487377,0.15374634061609,0.149709639953542,0.164415300546448,0.1,-0.0465280017627539,0.151986944104447,0.133333333333333,0.0922526957337084,0.1,0,0.123481781376518,0.118204107396554,0.115789473684211,0.149267249789745,-0.117345265632385
"RAF",-0.0256154949784792,-0.1,-0.119985277880015,-0.11,-0.1,-0.117692307692308,0.00285714285714286,-0.1,-0.00929238985313752,0.318965517241379,-0.0812557094910036,0.273904761904762,0.35,-0.0602257872846108,-0.00666666666666667,0.325348495964784,-0.1,-0.155555555555556,0.00615974064249926,0,0.18515406162465,-0.168473603363247,-0.142857142857143,-0.164646464646465,-0.168492618492618,0.054376132339151,-0.0508274231678487,0.0818181818181818,0.0818181818181818,0.0741258741258741,0.25,-0.155357142857143,-0.0436154949784792,-0.1,0.15232683982684,0.116304160688666,0.173333333333333,-0.0818181818181818,0.169333333333333,0.140875053487377,0.15374634061609,0.149709639953542,0.164415300546448,0.1,-0.0465280017627539,0.151986944104447,0.133333333333333,0.0922526957337084,0.1,0,0.123481781376518,0.118204107396554,0.115789473684211,0.149267249789745,-0.117345265632385
"FUS",-0.00688104398461059,-0.00666666666666667,-0.00795143197800326,0.0875,0.0875,0.0894230769230769,0.0697747747747748,0.1,0.0719024343492429,0.0503496503496504,0.0762138196858701,0.0431848852901485,0.0230769230769231,0.00792412369252529,0.0616666666666667,0.0377059721887308,-0.0666666666666667,0.0575757575757576,-0.0135753176043557,0.0866666666666667,0.0354802814596629,-0.0427204054312488,0.135714285714286,0.0525757575757576,0.0457575757575757,0.0392893371590876,-0.15854744664369,-0.15304114490161,-0.15304114490161,-0.151731101233488,0,0.131714285714286,-0.000591985428051001,0.1,-0.120175824175824,-0.136895601538941,-0.0808333333333333,0.15304114490161,-0.0586111111111111,-0.0311111111111111,-0.0433691756272401,-0.035722248765727,-0.0656818181818182,-0.15,0.0283807494673518,-0.00740658720823396,-0.0933333333333333,-0.0196687370600414,0,0,0.0056957928802589,0.00767969284756848,0.00666666666666667,-0.0243936255295523,0.15150770578372
"SUFU",-0.00616243427625898,0.00666666666666667,0.00767969284756848,-0.0894230769230769,-0.0875,-0.0868208464398056,-0.0719024343492429,-0.0875,-0.0669714678798149,-0.0377059721887308,-0.0759409683898265,-0.0536743957796589,-0.0503496503496504,-0.0106045360636593,-0.0697747747747748,-0.0355783126142627,-0.0933333333333333,-0.0525757575757576,0.0202750694653979,-0.0616666666666667,-0.0465006896229282,0.0396325194455006,-0.131714285714286,-0.0457575757575757,-0.0473448773448773,-0.0418447034282529,0.160346932504872,0.151731101233488,0.151731101233488,0.1533133797145,-0.0230769230769231,-0.120175824175824,0.00358599740409891,-0.15,0.122189246994616,0.132547775451985,0.0586111111111111,-0.151731101233488,0.0656818181818182,0.0433691756272401,0.0412906536872863,0.0465656222597029,0.0737899262899263,0.135714285714286,-0.0328417160101027,0.00786802425503686,0.0808333333333333,0.0180293927977463,-0.00666666666666667,0,-0.00795143197800326,-0.00629861867877052,-0.0056957928802589,0.0235697326356285,-0.151879848261126
"SMO",-0.0038135593220339,0,-0.0056957928802589,0.0875,0.1,0.0875,0.0616666666666667,0.1,0.0697747747747748,0.0230769230769231,0.0726756446393152,0.0508771929824561,0,0.012636165577342,0.0866666666666667,0.0503496503496504,-0.1,0.0666666666666667,-0.0162068965517241,0.0666666666666667,0.0406349206349206,-0.0475396825396825,0.15,0.0575757575757576,0.0525757575757576,0.0307987711213518,-0.158881894804225,-0.157692307692308,-0.157692307692308,-0.15304114490161,0.1,0.135714285714286,0.0305555555555556,0,-0.131714285714286,-0.14364406779661,-0.0933333333333333,0.157692307692308,-0.0808333333333333,-0.02,-0.0311111111111111,-0.0197802197802198,-0.0586111111111111,-0.1,0.0462025316455696,-0.011535851122058,0.0666666666666667,-0.019047619047619,0,0.1,0.00666666666666667,0.00795143197800326,0.00666666666666667,-0.024667598132292,0.150193837170581
"Frizzled",-0.00328565137718937,0.1,0.0993028929940746,0.105263157894737,0.1,0.105263157894737,0.117391304347826,0.2,0.118343685300207,0.0811764705882353,-0.0401129943502825,0.0878787878787879,0.04,0.10155462184874,0.1,0.0737690631808279,0,-0.0357142857142857,0.102591093117409,0.133333333333333,0.0485714285714286,0.0379812834224599,-0.0466666666666667,-0.044047619047619,-0.0577731092436975,0.00755693581780538,-0.0424973876698015,0.0391660970608339,0.0391660970608339,0.0415283017852434,0,-0.0591666666666667,-0.00392156862745098,-0.1,0.0841666666666667,-0.131749932525534,-0.0409090909090909,-0.0391660970608339,-0.0170995670995671,0.00926257205326973,-0.00101780177850597,0.0144899072558647,-0.0235511800027929,0.0666666666666667,0.0198832070707071,-0.0496410312194061,-0.05,-0.0757575757575758,-0.1,-0.1,-0.105263157894737,-0.0997790834702651,-0.105263157894737,0.00338835043791771,0.127497855633036
"Wnt",-0.00229555236728838,0.1,0.105263157894737,0.1,0.2,0.105263157894737,0.1,0.2,0.117391304347826,0.04,-0.0467796610169492,0.0909090909090909,0,0.104411764705882,0.133333333333333,0.0811764705882353,0,-0.05,0.102591093117409,0.1,0.045,0.0349509803921569,-0.0666666666666667,-0.0357142857142857,-0.044047619047619,-0.00196687370600414,-0.0431034482758621,0.0300751879699248,0.0300751879699248,0.0391660970608339,0.1,-0.0466666666666667,0.0294117647058824,-0.1,0.0591666666666667,-0.134720229555237,-0.05,-0.0300751879699248,-0.0409090909090909,0.0162393162393162,0.00926257205326973,0.0251282051282051,-0.0170995670995671,0.1,0.0370707070707071,-0.0568965517241379,0,-0.0757575757575758,-0.1,0,-0.105263157894737,-0.0993028929940746,-0.1,0.000824247873815144,0.124580083749747
"SHH",0,-0.1,-0.00666666666666667,0.1,0,0.1,0.0666666666666667,0,0.0866666666666667,0.1,0.0765591397849462,0,0.1,0,-0.0333333333333333,0,0,-0.1,0,0,0.02,-0.0257142857142857,0,0,0.0666666666666667,0.05,-0.158974358974359,-0.15,-0.15,-0.157692307692308,0,0.1,-0.05,0,-0.15,-0.1,0.1,0.15,0.0666666666666667,-0.0666666666666667,-0.05,-0.0666666666666667,-0.0933333333333333,0,0,-0.00544061302681993,0,-0.019047619047619,0.1,0,0,0.00666666666666667,0,-0.0266666666666667,0.14987012987013
"SRC",0.000681341719077563,0.175,0.147235105957617,0.135,0.175,0.139918032786885,-0.0507936507936508,0.2,-0.0580663780663781,0.198989898989899,0.0501743750935489,0.215714285714286,0.154545454545455,-0.0132158645951749,-0.0222222222222222,0.246159710310654,-0.0333333333333333,-0.12,-0.0686974789915966,-0.0222222222222222,0.114760508308895,-0.00440308162785227,-0.183333333333333,-0.143809523809524,-0.15452380952381,-0.0124156146990737,0.0587012987012987,0.292832707551106,0.292832707551106,0.29737816209656,0.2,-0.206410256410256,-0.0892118863049096,-0.1,0.200854700854701,0.153159628631327,0.0133333333333333,-0.292832707551106,0.00962962962962963,0.0550438596491228,0.0595483641536273,0.0732042370076134,0.0243355119825708,0.15,-0.0135909822866345,-0.00890005054734475,0.0333333333333333,-0.0986272259764546,-0.3,-0.2,-0.139918032786885,-0.14656396501802,-0.135,-0.139713309566251,-0.0437279025322504
"miR200",0.00462365591397849,0.175652173913043,0.182996615091952,0.177859154929577,0.168,0.182254759325182,0.0645793801391524,0.18,0.0791142638600827,0.123116883116883,0.101239438281422,0.0617666021921341,0.0685714285714286,0.184285612138373,0.0549019607843137,0.12243661100804,0.02,0.078423645320197,0.0653972044215947,0.1,0.0803903386013024,0.0922338687764725,0.0273684210526316,0.078423645320197,0.0620394645292366,0.0647959447959448,0.0849204830500975,0.144504401071565,0.144504401071565,0.142260012044134,0.0285714285714286,0.0302255639097744,0.0117667356797792,0,0.00373670024116896,-0.151017025089606,-0.0883333333333333,-0.144504401071565,-0.0516244725738397,-0.0277052020414852,-0.0487083368377235,-0.0308474576271186,-0.0581462117042744,0.02,-0.0612881794396919,-0.137477291083985,-0.095,-0.120133985815245,-0.18,-0.2,-0.187758519853857,-0.183148130243467,-0.185511328842621,-0.238554840165184,-0.217678848032469
"PI3K",0.00914439196974861,0.111111111111111,0.114454458993884,0.124154589371981,0.111111111111111,0.119539204756596,0.102352941176471,0.1,0.104791965566714,0.0983193277310924,-0.0403034374824634,0.0919230769230769,0.0571428571428571,0.144340359094457,0.0823529411764706,0.090122606419617,0,-0.05,0.0876655052264808,0.1,0.0815449256625727,0.0553508771929825,-0.166666666666667,-0.05,-0.0596774193548387,0.0708454106280193,0.0494227994227994,0.0778008658008658,0.0778008658008658,0.0791707288145644,0,-0.172549019607843,0.00328947368421053,-0.2,0.195625942684766,-0.178528247074671,-0.05,-0.0778008658008658,-0.0346153846153846,-0.014125650260104,-0.021325650260104,-0.00803820670635321,-0.0457264957264957,0.166666666666667,0.0290473409325868,-0.0526024750461529,-0.05,-0.0821904761904762,-0.1,-0.1,-0.119539204756596,-0.116310129096977,-0.124154589371981,0.000913156731865014,0.141553868197839
