"","KLF4","SUFU","SMO","Patched","Csn","FUS","SHH","SMAD","IKK","AKT","ILK","NOTCH","NFB","RKIP","HEY1","SNAI1","EGR1","MEK","cfos","ERK","Ecadherin","cMet","cateninnuc","SRC","CD44","Wnt","GLI","DSH","SNAI2","PAK1","ZEB1","CDC42","GSK3","TGFR","TGF","RAS","RAF","PI3K","DELTA","SOSGRB2","Frizzled","STAT","TCFLEF","Destcompl","cateninmemb","LIV1","AXIN2","miR200","TWIST1","Csl","Jagged","TrCP","NOTCHic","ZEB2","FOXC2"
"Wnt",0.13921568627451,0,0.15,0.177272727272727,0.1,0.1,0.210606060606061,0.205267342476645,0.22,0.2325,0.198290598290598,0.251190476190476,0.2,0.276666666666667,0.187179487179487,0.341149068322981,0,0.0592156862745098,0.0333333333333333,0.0533333333333333,0.10737233524409,0.2,0.236367823532341,0.2,0.226315789473684,0.2,0.226315789473684,0.2,-0.0517241379310345,-0.1,0.233907221425155,-0.1,0.377272727272727,0.0666666666666667,0.0536231884057971,0.209022556390977,0.209022556390977,0.209022556390977,0.209022556390977,0.0393939393939394,-0.3,-0.1,-0.23703007518797,0.254062174068712,0.0542796610169492,0,-0.253939393939394,0.0117171717171717,-0.322647058823529,-0.2,-0.203382352941177,-0.1,-0.242857142857143,-0.141654710664754,-0.453846153846154
"SMAD",0.143967143832451,0.233333333333333,0.250833333333333,0.237071865443425,0.216666666666667,0.245833333333333,0.241904579198072,0.160168142359923,0.250280112044818,0.230280112044818,0.252549094740876,0.236371100164204,0.24047619047619,0.182400156141305,0.210925205666737,0.187541518964906,0.228571428571429,0.224226832807103,0.212442396313364,0.219419140499411,0.0386124414183504,0.0504575163398693,0.052859922655899,0.0622222222222222,0.047184789067142,0.0420940170940171,0.0384968947918588,0.0333333333333333,0.136903484031474,-0.0333333333333333,0.152802987514603,-0.0629107981220657,0.0862802930848044,0.04670968080363,0.0419288043096061,0.0645399507601875,0.0609215297075559,0.0609215297075559,0.0609215297075559,-0.013997338065661,-0.0555555555555556,-0.04,-0.0551902164755545,-0.000917053585682725,-0.0481507456030418,-0.04,-0.0868626221671037,-0.00839449889826001,-0.1607902095639,-0.238095238095238,-0.239765395894428,-0.25,-0.25303776683087,-0.140868654398119,-0.332641948547794
"RAS",0.149285714285714,0.1,0.233333333333333,0.245333333333333,0.3,0.2,0.25380790960452,0.244279529993816,0.42,0.42,0.232034632034632,0.438728897715988,0.4,0.065125786163522,0.118774703557312,0.189075712881023,-0.12,-0.108854489164087,-0.12,-0.114736842105263,0.103580439641821,0.205882352941176,0.221328818355697,0.2,0.208010012515645,0.205882352941176,0.205882352941176,0.1,-0.232077277827899,-0.06,0.150559646539028,-0.06,0.412532299741602,0.0482352941176471,0.0314036109493302,0.307948717948718,0.404102564102564,0.404102564102564,0.404102564102564,0.0917748917748918,-0.2,-0.1,-0.218779243284875,0.259035088104856,-0.00147321432662963,0,-0.237417654808959,0.0586461538461538,-0.245488270594654,-0.4,-0.252284644194757,-0.2,-0.436842105263158,-0.14000736377025,-0.255714285714286
"NOTCHic",0.152864044168392,0.133333333333333,0.141025641025641,0.146907993966817,0.133333333333333,0.133333333333333,0.128628424074344,0.141288112367249,0.111111111111111,0.127390180878553,0.127619047619048,0.136158137278681,0.1,0.231357019215203,0.215886287625418,0.201705331705332,0.22,0.240476190476191,0.253333333333333,0.231904761904762,0.0445525921457797,0.0474592074592075,0.0392329081314905,0.0323076923076923,0.0375690975690976,0.0474592074592075,0.0356312504699602,0.04,0.143113340089646,-0.0444444444444444,0.162173913043478,-0.0324444444444444,-0.0675572337798043,0.0679283154121864,0.0545525192338424,-0.0438186101754318,-0.045296442687747,-0.045296442687747,-0.045296442687747,-0.0448803827751196,-0.0323076923076923,-0.04,-0.0314466485895057,-0.0786132500992314,-0.0601649305055924,-0.1,-0.0772079964061096,0.00058854440357331,-0.168058735742458,-0.0171428571428571,-0.12311618232148,-0.1,-0.12036866359447,-0.139371980676328,-0.345292955892034
"Destcompl",0.126787075808786,0.255555555555556,0.268757525998905,0.271348199574035,0.147619047619048,0.265900383141762,0.267673151218135,0.141737677527151,0.128269263051872,0.128269263051872,0.143492063492064,0.197707051392248,0.134575569358178,0.225242649892729,0.128353356045664,0.222412319145619,0.0333333333333333,0.0295088255453476,0.0363636363636364,0.0303527074018877,0.129960165410664,0.320535937403654,0.323775277089373,0.314068275712111,0.322028474717086,0.320008869771517,0.320936513556304,0.312698412698413,-0.261861982507727,0.0212244897959184,0.186969296506762,0.0343279380717804,0.278615916070565,-0.0311700433349383,-0.032844920182229,0.0574218253528548,0.0583637405804843,0.0583637405804843,0.0583637405804843,-0.122089094186729,-0.314068275712111,-0.312698412698413,-0.321480529511607,0.172919343310176,0.209576377795471,-0.305555555555556,-0.374348023643375,0.0447605108703313,-0.277710490603787,-0.198362710536624,-0.327272336479976,-0.133333333333333,-0.195101840971406,-0.137967343582515,-0.280592736897051
"Csl",0.137149758454106,0.133333333333333,0.146907993966817,0.128628424074344,0.1,0.141025641025641,0.132076699936413,0.150732556811694,0.127390180878553,0.104909560723514,0.141288112367249,0.118885410005953,0.111111111111111,0.211541351012438,0.232226156906464,0.210400983879245,0.253333333333333,0.244824016563147,0.231904761904762,0.240476190476191,0.0380409642388029,0.0375690975690976,0.0371174135631657,0.0474592074592075,0.0314466485895057,0.0356312504699602,0.0291796375667343,0.0323076923076923,0.141398202132897,-0.0324444444444444,0.146151813595964,-0.0679283154121864,-0.0635807978446055,0.0545525192338424,0.0497906144719377,-0.04050978664602,-0.0438186101754318,-0.0438186101754318,-0.0438186101754318,-0.0261811957832497,-0.0474592074592075,-0.0323076923076923,-0.0392329081314905,-0.0806242190206208,-0.0554248693435129,-0.04,-0.0718095388225621,-0.00877964731755959,-0.155643385855325,-0.12036866359447,-0.124157848988147,-0.133333333333333,-0.136158137278681,-0.134952091173566,-0.333223990374793
"STAT",0.242552980788275,0.15,0.131666666666667,0.129341085271318,0.1,0.125,0.116066748988132,0.134391137764451,0.0942857142857143,0.0892009685230024,0.117149758454106,0.0811891274484079,0.08,0.179469111969112,0.11,0.164907262922481,0.233333333333333,0.215547122074636,0.213333333333333,0.20156862745098,0.151412736739168,0.0696428571428571,0.0655133096584069,0.0696428571428571,0.0602411477411477,0.0696428571428571,0.058718487394958,0.0571428571428571,0.0638899287534244,0.0272727272727273,0.143473193473193,0.0210227272727273,-0.124045393858478,-0.00260167464114832,-0.0146789693271387,-0.107186770860338,-0.110918114143921,-0.110918114143921,-0.110918114143921,-0.119170771756979,-0.0696428571428571,-0.0571428571428571,-0.0618184348073938,-0.114678122026522,-0.089481247956459,0,-0.107450980392157,-0.00250255179402964,-0.215657431024747,-0.0705882352941176,-0.0883346148021296,-0.1,-0.0841017488076311,-0.127443069750762,-0.294845262440354
"PI3K",0.103289473684211,0.1,0.166666666666667,0.174358974358974,0.3,0.15,0.17991452991453,0.142621208483393,0.305882352941176,0.308446455505279,0.153021208483393,0.231451612903226,0.3,0.241548157724628,0.136229105707463,0.239927536231884,0.0333333333333333,0.0277402764384442,0.0333333333333333,0.0392156862745098,0.0581004256110891,0.201932367149758,0.209571089892448,0.188888888888889,0.209624674842066,0.201932367149758,0.209624674842066,0.2,0.0278024857741839,-0.075,0.188900222341237,-0.0573529411764706,0.267592592592593,0.0453529411764706,0.0542960306073649,0.16764229377928,0.175861471861472,0.175861471861472,0.175861471861472,0.00653846153846154,-0.188888888888889,-0.2,-0.210189646593479,0.242158440797799,0.0698385283193768,-0.1,-0.240952380952381,0.0243531907466334,-0.266013870504248,-0.225,-0.175,-0.2,-0.225,-0.123412045377087,-0.378873403019744
"ILK",0.103289473684211,0.1,0.166666666666667,0.174358974358974,0.3,0.15,0.17991452991453,0.142621208483393,0.305882352941176,0.308446455505279,0.153021208483393,0.231451612903226,0.3,0.241548157724628,0.136229105707463,0.239927536231884,0.0333333333333333,0.0277402764384442,0.0333333333333333,0.0392156862745098,0.0581004256110891,0.201932367149758,0.209571089892448,0.188888888888889,0.209624674842066,0.201932367149758,0.209624674842066,0.2,0.0278024857741839,-0.075,0.188900222341237,-0.0573529411764706,0.267592592592593,0.0453529411764706,0.0542960306073649,0.16764229377928,0.175861471861472,0.175861471861472,0.175861471861472,0.00653846153846154,-0.188888888888889,-0.2,-0.210189646593479,0.242158440797799,0.0698385283193768,-0.1,-0.240952380952381,0.0243531907466334,-0.266013870504248,-0.225,-0.175,-0.2,-0.225,-0.123412045377087,-0.378873403019744
"Jagged",0.138888888888889,0,0.133333333333333,0.133333333333333,0,0.1,0.141025641025641,0.164285714285714,0.133333333333333,0.1,0.15,0.0171428571428571,0.1,0.17948717948718,0.25,0.216666666666667,0.1,0.253333333333333,0.2,0.22,0.034140350877193,0.04,0.0375690975690976,0.1,0.0323076923076923,0.04,0.0323076923076923,0,0.133710407239819,0,0.135507246376812,-0.1,-0.0632183908045977,0.0444444444444444,0.0324444444444444,-0.0351515151515151,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.02,-0.1,0,-0.0474592074592075,-0.0844169884169884,-0.0578434241814524,0,-0.0757142857142857,-0.0272727272727273,-0.139,0,-0.128831168831169,0,-0.06,-0.117149758454106,-0.321428571428571
"AKT",0.119528789923527,0.15,0.174358974358974,0.17991452991453,0.3,0.166666666666667,0.17570400359874,0.148345114207299,0.308446455505279,0.211476758535582,0.142621208483393,0.236329661683714,0.305882352941176,0.237200331637672,0.124950910218741,0.237170644001308,0.0333333333333333,0.0328035675776847,0.0392156862745098,0.0277402764384442,0.0561307286413922,0.209624674842066,0.213417243738601,0.201932367149758,0.210189646593479,0.209624674842066,0.209066015624189,0.188888888888889,0.029913038538003,-0.0573529411764706,0.193694742889182,-0.0453529411764706,0.269205495818399,0.0542960306073649,0.0443262420877274,0.168847113056388,0.16764229377928,0.16764229377928,0.16764229377928,-0.00457264957264957,-0.201932367149758,-0.188888888888889,-0.209571089892448,0.244557117390024,0.0670862347413951,-0.2,-0.244923500085955,0.015797041014013,-0.263873197721374,-0.225,-0.171026490066225,-0.3,-0.231451612903226,-0.113138072774348,-0.383384681215233
"RAF",0.10545193687231,0.1,0.186666666666667,0.198666666666667,0.2,0.166666666666667,0.213420765027322,0.195018577595885,0.271428571428571,0.268398268398268,0.197988874625588,0.284421134421134,0.271428571428571,0.0835434173669468,0.1778552071235,0.15978787133896,-0.12,-0.0617828319882612,-0.07,-0.0596551724137931,0.185928178518034,0.140350877192982,0.159991796070543,0.166666666666667,0.155735492577598,0.136666666666667,0.152051282051282,0.1,-0.352288570262866,-0.1,0.102924916307987,-0.106666666666667,0.293735224586288,0.0685714285714286,0.0676368491321762,0.202564102564103,0.2,0.2,0.2,0.148253968253968,-0.166666666666667,-0.1,-0.164826401668507,0.206183100417867,-0.100414868650163,0,-0.190096108766995,0.0295339149661221,-0.151675579322638,-0.277777777777778,-0.212513137682917,-0.2,-0.295959595959596,-0.10745193687231,-0.213100501031535
"SNAI2",0.122692307692308,-0.1,-0.0505882352941176,-0.0363025210084034,0.133333333333333,-0.08,-0.0363025210084034,0.122084340171812,0.164367816091954,0.172801551031713,0.113950368879946,-0.0185406698564593,0.133333333333333,0.13324358974359,0.105274261603376,0.12817407024332,-0.0666666666666667,-0.0508479067302597,-0.0490196078431373,-0.0549019607843137,-0.239939238058944,-0.0720888970184745,-0.0748346159448444,-0.081948051948052,-0.0763899722872917,-0.0720888970184745,-0.0758322125264959,-0.0890909090909091,0.357895951763038,-0.115686274509804,0.141250681770506,-0.115686274509804,0.137572407710534,0.12166918049271,0.114215764343642,0.145074918205358,0.14598816021449,0.14598816021449,0.14598816021449,0.149154834347532,0.081948051948052,0.0890909090909091,0.0770085289883226,0.132705536980652,0.129171354737964,0.08,0.129689170636653,0.0623740156085404,0.0414263924966398,0.0469298245614035,0.05835459494082,-0.1,0.0276315789473684,-0.106535137402979,-3.67985590560296e-05
"TGF",0.0705822527332825,0.133333333333333,0.113333333333333,0.109885057471264,0.233333333333333,0.113333333333333,0.109885057471264,0.0937732160312806,0.194047619047619,0.204573934837093,0.111515151515152,0.210229885057471,0.208333333333333,0.0930735930735931,0.0887814313346228,0.00279084551811824,0.166666666666667,0.151929824561404,0.166666666666667,0.171929824561404,0.0299267698699592,0.0333333333333333,0.036427582678824,0.0333333333333333,0.0427672955974843,0.0285714285714286,0.0380053908355795,0.1,0.114887892089601,-0.22,0.022311906247833,-0.186666666666667,0.0854782095486597,0.186666666666667,0.106309523809524,0.0720238095238095,0.080952380952381,0.080952380952381,0.080952380952381,0.0697368421052632,-0.0285714285714286,-0.1,-0.0388199271764316,-0.014170411720844,-0.0388773688547102,0,-0.0715608465608466,0.0584388312836589,-0.0285185185185185,-0.233333333333333,-0.124797496318115,-0.2,-0.203333333333333,-0.0905822527332825,-0.0200931677018634
"TGFR",0.0884393955904253,0.113333333333333,0.109885057471264,0.109885057471264,0.208333333333333,0.113333333333333,0.100280537697253,0.103381756956547,0.204573934837093,0.211550679023139,0.0937732160312806,0.21814355412222,0.194047619047619,0.0902164502164502,0.0723635208868616,-0.00576372675326819,0.166666666666667,0.156039413602499,0.171929824561404,0.151929824561404,0.0287342656110154,0.0427672955974843,0.0414762983564148,0.0333333333333333,0.0388199271764316,0.0380053908355795,0.0334892618033214,0.0285714285714286,0.118128632830342,-0.186666666666667,0.031745868511984,-0.186666666666667,0.0871897009912024,0.106309523809524,0.0956712259371834,0.0737781954887218,0.0720238095238095,0.0720238095238095,0.0720238095238095,0.0685022742040286,-0.0285714285714286,-0.0333333333333333,-0.036427582678824,-0.0127591213982634,-0.0444200940279204,-0.1,-0.0702732929127779,0.0487614119288202,-0.0238921839989456,-0.203333333333333,-0.114652568781883,-0.233333333333333,-0.210229885057471,-0.0773747055634712,-0.0266433860424747
"SHH",0,0,0.1,0.2,0,0,0.12,0.0666666666666667,-0.1,-0.05,0.133333333333333,0.0333333333333333,0,0.06,0.133333333333333,0.0333333333333333,0,0.18,0.1,0.2,0.0647222222222222,0.1,0.1,0.1,0.15,0,0.05,0,-0.180766283524904,-0.2,0.1,-0.1,-0.271794871794872,0,0.04,-0.238461538461538,-0.2,-0.2,-0.2,0,0,-0.1,-0.116666666666667,-0.244415584415584,0.0765591397849462,0,-0.276190476190476,0,-0.1,-0.1,-0.202857142857143,0,0,-0.05,-0.1
"TCFLEF",0.153445696460402,0.0333333333333333,-0.00476190476190476,-0.012826420890937,0.198701298701299,0,-0.0250963595412438,0.0987560186171437,0.173927105152912,0.175014061674651,0.0924462671831093,0.0317315733251138,0.170701298701299,0.0248376727740276,0.0574485361753418,-0.0108931514789255,0.0957142857142857,0.0844516343122615,0.088397212543554,0.0817305458768874,0.153725982813855,-0.169145299145299,-0.0840996962578367,-0.17,-0.18235284631511,-0.160321769733534,-0.174607484019249,-0.141176470588235,-0.145440224093563,-0.0153846153846154,0.10971482367535,-0.0200357781753131,-0.235409790675399,0.0405965258388645,0.0379475192163479,0.135838332690159,0.132815993662564,0.132815993662564,0.132815993662564,0.168058959005067,0.161176470588235,0.15,0.0865911051925446,-0.31815742729131,-0.185318604873135,0.1,0.526989499389499,-0.01361115457501,0.0633427971843612,-0.0366172485254264,0.0861957560032272,-0.171428571428571,-0.03073489558425,-0.0460365497076023,0.00985173830855713
"Patched",0.0333333333333333,0,0.2,0.12,0,0.1,0.0825,0.0666666666666667,-0.05,-0.0357142857142857,0.0666666666666667,0.0606060606060606,-0.1,0.06,0.0641025641025641,-0.021505376344086,0.1,0.172307692307692,0.2,0.18,0.0579261057173679,0.15,0.10873786407767,0.1,0.116666666666667,0.05,0.025,0,-0.160766283524904,-0.1,0.116666666666667,0,-0.267032967032967,0.04,0.00666666666666667,-0.250961538461538,-0.238461538461538,-0.238461538461538,-0.238461538461538,-0.0666666666666667,0,-0.1,-0.1,-0.238921078921079,0.0571146953405018,-0.1,-0.267099567099567,-0.0214285714285714,-0.0740740740740741,0,-0.154708994708995,0,-0.0333333333333333,-0.0166666666666667,-0.11
"FUS",-0.0180327868852459,0.2,0.0825,0.0713888888888889,-0.05,0.12,0.0663383838383838,0.0418023553507424,-0.0877142857142857,-0.0954065934065934,0.0682539682539683,0.00424242424242423,-0.0357142857142857,0.0192783505154639,0.06741519350215,-0.00205344462800335,0.18,0.162694317177076,0.172307692307692,0.175337995337995,0.0483603169087948,0.1,0.0986467395271632,0.116666666666667,0.10873786407767,0.00833333333333333,0.016025641025641,0.05,-0.163693529827375,-0.04,0.075843125021663,-0.00666666666666667,-0.265253572936139,-0.00144144144144144,0.0198351543032394,-0.246747056893548,-0.246310375670841,-0.246310375670841,-0.246310375670841,-0.05472334682861,-0.025,-0.15,-0.102722826483685,-0.23886562710192,0.0699096185926578,-0.1,-0.253927581663714,-0.0161020894132813,-0.049774720824921,-0.0606060606060606,-0.150018805380251,0.1,-0.0156060606060606,-0.0121330283179093,-0.059410163339383
"SUFU",-0.00545793658584471,0.12,0.0713888888888889,0.0663383838383838,-0.0357142857142857,0.0825,0.0535970710970711,0.0448046648195646,-0.0954065934065934,-0.0920508887086068,0.0418023553507424,0.00979797979797979,-0.0877142857142857,0.026217126025668,0.0409091694057645,-0.0141488449687189,0.172307692307692,0.163970912921757,0.175337995337995,0.162694317177076,0.0500081026966424,0.10873786407767,0.103096867404401,0.1,0.102722826483685,0.016025641025641,0.00896244399961872,0.025,-0.160990827124672,-0.00666666666666667,0.0903358786448514,0.00144144144144144,-0.264482364709918,0.0198351543032394,0.0172710517391369,-0.246114145501143,-0.246747056893548,-0.246747056893548,-0.246747056893548,-0.0554226475279107,-0.00833333333333333,-0.116666666666667,-0.0986467395271632,-0.237430220403355,0.0647254439678283,-0.15,-0.250414701101653,-0.0168455838370731,-0.0499809063919313,-0.0156060606060606,-0.136479612981201,0.05,-0.00424242424242423,-0.00536974329375467,-0.0685913047785889
