"","KLF4","SUFU","SMO","Patched","Csn","FUS","SHH","SMAD","IKK","AKT","ILK","NOTCH","NFB","RKIP","HEY1","SNAI1","EGR1","MEK","cfos","ERK","Ecadherin","cMet","cateninnuc","SRC","CD44","Wnt","GLI","DSH","SNAI2","PAK1","ZEB1","CDC42","GSK3","TGFR","TGF","RAS","RAF","PI3K","DELTA","SOSGRB2","Frizzled","STAT","TCFLEF","Destcompl","cateninmemb","LIV1","AXIN2","miR200","TWIST1","Csl","Jagged","TrCP","NOTCHic","ZEB2","FOXC2"
"ZEB1",0.221903710972703,0.2,0.1875,0.1875,0.153333333333333,0.1875,0.185720640569395,0.195417349853999,0.139873454127121,0.144159168412835,0.196378888315537,0.140469534921407,0.148070175438596,0.14157167139759,0.1779581385799,0.123976711967791,0.133333333333333,0.133013043102704,0.129333333333333,0.13521568627451,0.112272201046169,0.000375234521575986,0.00194865705098802,0.000375234521575986,0.00315301229935376,-0.00731707317073171,-0.00559886011231246,0,-0.0313408585621074,0.0201149425287356,-0.00572092266730242,0.0273613193403298,0.00432386273322804,-0.0227927914215481,-0.0208242874845402,-0.0665285982872117,-0.0657411967124086,-0.0657411967124086,-0.0657411967124086,-0.0154775828460039,0.00731707317073171,-0.00769230769230769,-0.0015572676185027,-0.0856390271692644,-0.0240980510636891,0,-0.101644019743488,-0.1632130656966,-0.18817098781976,-0.145833333333333,-0.16827144824721,-0.133333333333333,-0.137990196078431,-0.225672813237854,-0.24368277295957
"GSK3",0.146975265315494,0.177272727272727,0.223509286412512,0.219214807884905,0.2325,0.210606060606061,0.223521027980599,0.200292712880845,0.254698275862069,0.244441865605659,0.201042338068251,0.272559303441656,0.25125,0.295079832448253,0.177591134349389,0.334412746561382,0.0592156862745098,0.0563024688876082,0.0518082788671024,0.0585751961603355,0.107805888269051,0.236367823532341,0.240472065102428,0.23703007518797,0.237320204484722,0.235069290874244,0.235540988987452,0.226315789473684,-0.0495670153856864,-0.0536231884057971,0.237687138207769,-0.0602898550724638,0.28707596481666,0.047397869009746,0.0466286382405152,0.199660858956098,0.200081027023325,0.200081027023325,0.200081027023325,0.00587325323570361,-0.23703007518797,-0.226315789473684,-0.241327328260323,0.260640113369956,0.0578890667879243,-0.2,-0.278291214800222,0.0162493286668186,-0.340306490591442,-0.272759103641457,-0.210696540479435,-0.22,-0.279052809935163,-0.154246347617407,-0.474957070673105
"DSH",0.157662288216257,0.15,0.210606060606061,0.223509286412512,0.22,0.177272727272727,0.219214807884905,0.201042338068251,0.25125,0.254698275862069,0.193117809766364,0.279052809935163,0.2325,0.30034299034299,0.171016739885721,0.329872325741891,0.0533333333333333,0.0585751961603355,0.0592156862745098,0.0518082788671024,0.109485177040865,0.23703007518797,0.241327328260323,0.226315789473684,0.236367823532341,0.23703007518797,0.235069290874244,0.2,-0.0481002336773171,-0.0666666666666667,0.245562323943281,-0.0536231884057971,0.384247345848274,0.0602898550724638,0.047397869009746,0.200081027023325,0.200361139068143,0.200361139068143,0.200361139068143,0.00354767184035478,-0.226315789473684,-0.2,-0.237320204484722,0.260182205655972,0.0542639562662621,-0.2,-0.275703695774346,0.0163665619610742,-0.341714941295667,-0.251190476190476,-0.207046905442938,-0.2,-0.272759103641457,-0.15142316782543,-0.478944311502451
"SNAI1",0.14265209958147,0.135714285714286,0.129342322353075,0.134342322353075,0.120833333333333,0.145391705069124,0.136478244683172,0.146797893170944,0.118104288499025,0.12504873294347,0.156268987881891,0.125960230245945,0.136622807017544,0.230130478797115,0.145442194868952,0.12423426374961,0.22695652173913,0.23701524839921,0.238820928518791,0.240154261852125,0.0482150250359612,0.0480525079534981,0.051169996189246,0.053003003003003,0.0547191746201647,0.0452189416631009,0.0519831098532288,0.0611111111111111,0.18699792274049,-0.0761904761904762,0.15268609092379,-0.0625541125541126,-0.0607354056834255,0.0587289759420907,0.0671967178775746,-0.0115965163409877,-0.0112681091160288,-0.0112681091160288,-0.0112681091160288,-0.013949239263549,-0.0505847953216374,-0.0611111111111111,-0.0525122780684406,-0.0783593709377177,-0.059867106558423,-0.05,-0.0728085490740013,0.00152237351943402,-0.18184507521464,-0.138205128205128,-0.136812239364048,-0.108333333333333,-0.123919413919414,-0.15087597745962,-0.343149772224771
"cfos",0.160603174603175,0.133333333333333,0.135714285714286,0.145391705069124,0.133333333333333,0.119047619047619,0.129342322353075,0.149172213688343,0.120833333333333,0.136622807017544,0.134656084656085,0.138205128205128,0.108333333333333,0.237365967365967,0.123313343328336,0.211076771329936,0.32,0.238820928518791,0.24,0.22695652173913,0.0504219965801644,0.0611111111111111,0.0547191746201647,0.05,0.053003003003003,0.0611111111111111,0.0505847953216374,0.05,0.188451669984517,-0.0571428571428571,0.16693762250663,-0.0428571428571429,-0.0607738095238095,0.0761904761904762,0.0625541125541126,-0.013540836388756,-0.014760348583878,-0.014760348583878,-0.014760348583878,-0.0236111111111111,-0.05,-0.05,-0.0480525079534981,-0.0768838070279433,-0.0660002652822552,-0.1,-0.0746469622331691,0.000271623801035564,-0.184683982683983,-0.116666666666667,-0.127534722222222,-0.1,-0.124358974358974,-0.144734617010646,-0.353875794220127
"CDC42",0.160603174603175,0.133333333333333,0.135714285714286,0.145391705069124,0.133333333333333,0.119047619047619,0.129342322353075,0.149172213688343,0.120833333333333,0.136622807017544,0.134656084656085,0.138205128205128,0.108333333333333,0.237365967365967,0.123313343328336,0.211076771329936,0.22,0.238820928518791,0.24,0.22695652173913,0.0504219965801644,0.0611111111111111,0.0547191746201647,0.05,0.053003003003003,0.0611111111111111,0.0505847953216374,0.05,0.188451669984517,0.0428571428571429,0.16693762250663,-0.0428571428571429,-0.0607738095238095,0.0761904761904762,0.0625541125541126,-0.013540836388756,-0.014760348583878,-0.014760348583878,-0.014760348583878,-0.0236111111111111,-0.05,-0.05,-0.0480525079534981,-0.0768838070279433,-0.0660002652822552,-0.1,-0.0746469622331691,0.000271623801035564,-0.184683982683983,-0.116666666666667,-0.127534722222222,-0.1,-0.124358974358974,-0.144734617010646,-0.353875794220127
"TrCP",0.144209731980224,0.119047619047619,0.145391705069124,0.129342322353075,0.108333333333333,0.135714285714286,0.134342322353075,0.156268987881891,0.136622807017544,0.118104288499025,0.149172213688343,0.123919413919414,0.120833333333333,0.221343867918454,0.139489813916571,0.219429993286976,0.24,0.240154261852125,0.22695652173913,0.238820928518791,0.045093276856981,0.053003003003003,0.0525122780684406,0.0611111111111111,0.0480525079534981,0.0505847953216374,0.0452189416631009,0.05,0.187366679026108,-0.0428571428571429,0.151825082313704,-0.0761904761904762,-0.0575010822510822,0.0625541125541126,0.0587289759420907,-0.0112681091160288,-0.013540836388756,-0.013540836388756,-0.013540836388756,-0.00677942794279428,-0.0611111111111111,-0.05,-0.0547191746201647,-0.0786883183061388,-0.0614215107035007,-0.05,-0.0702444465098987,-0.00683497518373601,-0.174357895727461,-0.124358974358974,-0.129988709952284,-0.133333333333333,-0.138205128205128,-0.143126899968845,-0.34353096663392
"PAK1",0.144209731980224,0.119047619047619,0.145391705069124,0.129342322353075,0.108333333333333,0.135714285714286,0.134342322353075,0.156268987881891,0.136622807017544,0.118104288499025,0.149172213688343,0.123919413919414,0.120833333333333,0.221343867918454,0.139489813916571,0.219429993286976,0.24,0.240154261852125,0.22695652173913,0.238820928518791,0.045093276856981,0.053003003003003,0.0525122780684406,0.0611111111111111,0.0480525079534981,0.0505847953216374,0.0452189416631009,0.05,0.187366679026108,-0.0428571428571429,0.151825082313704,-0.0761904761904762,-0.0575010822510822,0.0625541125541126,0.0587289759420907,-0.0112681091160288,-0.013540836388756,-0.013540836388756,-0.013540836388756,-0.00677942794279428,-0.0611111111111111,-0.05,-0.0547191746201647,-0.0786883183061388,-0.0614215107035007,-0.05,-0.0702444465098987,-0.00683497518373601,-0.174357895727461,-0.124358974358974,-0.129988709952284,-0.133333333333333,-0.138205128205128,-0.143126899968845,-0.34353096663392
"LIV1",0.144209731980224,0.119047619047619,0.145391705069124,0.129342322353075,0.108333333333333,0.135714285714286,0.134342322353075,0.156268987881891,0.136622807017544,0.118104288499025,0.149172213688343,0.123919413919414,0.120833333333333,0.221343867918454,0.139489813916571,0.219429993286976,0.24,0.240154261852125,0.22695652173913,0.238820928518791,0.045093276856981,0.053003003003003,0.0525122780684406,0.0611111111111111,0.0480525079534981,0.0505847953216374,0.0452189416631009,0.05,0.187366679026108,-0.0428571428571429,0.151825082313704,-0.0761904761904762,-0.0575010822510822,0.0625541125541126,0.0587289759420907,-0.0112681091160288,-0.013540836388756,-0.013540836388756,-0.013540836388756,-0.00677942794279428,-0.0611111111111111,-0.05,-0.0547191746201647,-0.0786883183061388,-0.0614215107035007,-0.05,-0.0702444465098987,-0.00683497518373601,-0.174357895727461,-0.124358974358974,-0.129988709952284,-0.133333333333333,-0.138205128205128,-0.143126899968845,-0.34353096663392
"EGR1",0.144209731980224,0.119047619047619,0.145391705069124,0.129342322353075,0.108333333333333,0.135714285714286,0.134342322353075,0.156268987881891,0.136622807017544,0.118104288499025,0.149172213688343,0.123919413919414,0.120833333333333,0.221343867918454,0.139489813916571,0.219429993286976,0.24,0.240154261852125,0.22695652173913,0.238820928518791,0.045093276856981,0.053003003003003,0.0525122780684406,0.0611111111111111,0.0480525079534981,0.0505847953216374,0.0452189416631009,0.05,0.187366679026108,-0.0428571428571429,0.151825082313704,-0.0761904761904762,-0.0575010822510822,0.0625541125541126,0.0587289759420907,-0.0112681091160288,-0.013540836388756,-0.013540836388756,-0.013540836388756,-0.00677942794279428,-0.0611111111111111,-0.05,-0.0547191746201647,-0.0786883183061388,-0.0614215107035007,-0.05,-0.0702444465098987,-0.00683497518373601,-0.174357895727461,-0.124358974358974,-0.129988709952284,-0.133333333333333,-0.138205128205128,-0.143126899968845,-0.34353096663392
