"","Ecadherin","STAT","TCFLEF","ZEB2","cateninnuc","Destcompl","DSH","Csn","FOXC2","cateninmemb","NFB","IKK","RAF","PI3K","DELTA","RAS","FUS","AKT","SMO","SHH","Patched","TWIST1","HEY1","SMAD","GSK3","EGR1","ILK","SNAI2","TGF","TGFR","KLF4","MEK","CDC42","PAK1","RKIP","cfos","ERK","SNAI1","SOSGRB2","Jagged","TrCP","SUFU","LIV1","NOTCH","miR200","NOTCHic","Frizzled","Csl","GLI","SRC","Wnt","CD44","cMet","ZEB1","AXIN2"
"cMet",-0.00536136956504324,-0.2,-0.0863148479427549,0.00158730158730159,-0.0981792547224159,-0.199159368907268,-0.1,0.1,-0.0081909282700422,-0.00352743342067185,0.133333333333333,0.113333333333333,0.02,0.02,0.02,0.0124528301886792,0.15,0.132083333333333,0.11,0.109431818181818,0.128181818181818,-0.0652310984895254,0.0981424148606811,0.114864976293548,-0.21221198156682,-0.275,0.109410430839002,0.229156601711346,-0.0323995271867612,-0.0238888888888889,0.112698412698413,-0.289545454545455,-0.0183333333333333,-0.00666666666666668,0.131481481481481,0.295,0.295,-0.0756562052280161,0.310952380952381,-0.0897121718860849,-0.1,-0.1,0.1,-0.115405535114382,0.0198510924462011,-0.109022556390977,0.05,-0.114285714285714,0.0881818181818182,0.15,0.07,0.0909302325581395,0.07,-0.00158730158730159,0.107460317460317
"Csn",-0.209089337591112,-0.266666666666667,-0.334339453834854,0.00294458229942101,-0.33151323615596,-0.547376689827737,-0.266666666666667,0.065,0.0133205777507477,-0.00115721286381894,0.0233333333333333,0.0316666666666667,0.172890941843029,0.172890941843029,0.172890941843029,0.188821843954354,-0.141269841269841,0.0388666666666667,-0.144300144300144,-0.162993957097606,-0.153977563654983,-0.262692067944522,-0.0803682170542636,-0.092307048252407,-0.512909321567828,0.106666666666667,-0.0838237577639752,-0.108355347399704,-0.275440746515267,-0.27138346727899,0.00327228327228327,0.0968317099567099,-0.267537313432836,0.275,-0.223853287166996,-0.0975757575757576,-0.0832900432900433,-0.174786718383849,0.197562550443906,0.178106658207324,-0.14,0.0857142857142857,0.2,0.0346486846486846,-0.108257867345493,0.0192640692640693,0.263218390804598,0.0257575757575758,0.310432575052506,0.263218390804598,0.312615981166043,0.308615981166043,0.312615981166043,-0.00294458229942101,0.352250747560592
"AKT",0.193650390689696,0.277777777777778,0.342223080630726,0.00505925801921325,0.338684619092265,0.509425400249387,0.277777777777778,0.0333333333333333,-0.0178265175132954,-0.0445406598954608,0.0745098039215686,0.0668174962292609,-0.151240230089545,-0.151240230089545,-0.151240230089545,-0.166902880691955,0.166666666666667,-0.0382330088212441,0.166666666666667,0.185146198830409,0.177777777777778,0.249400808623183,0.0804212630253871,0.0986750514347153,0.398071731136247,-0.119047619047619,0.0902575430172069,0.0900917817195205,0.26911018015636,0.26518268770923,0.00409356725146199,-0.110550615764048,0.261117647058824,-0.269117647058824,0.207715494224446,0.113165266106443,0.101689856270377,0.173443966195682,-0.207863247863248,-0.194899500406646,-0.0333333333333333,-0.1,-0.2,-0.0382481994795134,0.113488734197509,-0.022394540942928,-0.273429951690821,-0.0288461538461538,-0.317211644857989,-0.273429951690821,-0.321122259383129,-0.316037513620417,-0.321122259383129,-0.00505925801921325,-0.360238954787691
"PI3K",0.181074633113938,0.2,0.316037513620417,0.00779898404661051,0.342223080630726,0.494123497850711,0.2,0.0333333333333333,-0.0328641114982578,-0.0275172144316484,0.0333333333333333,0.0745098039215686,-0.162199134199134,-0.162199134199134,-0.162199134199134,-0.151240230089545,0.1,0.0668174962292609,0.166666666666667,0.177777777777778,0.166666666666667,0.251541481406057,0.0916994585141089,0.0902575430172069,0.390007215007215,-0.133333333333333,0.103857543017207,0.0789360028250482,0.26518268770923,0.261117647058824,-0.00701754385964913,-0.101689856270377,0.269117647058824,-0.275,0.207094376212023,0.119047619047619,0.113165266106443,0.163168276972625,-0.212307692307692,-0.203508771929825,0,-0.1,-0.1,-0.022394540942928,0.112953974839221,-0.0288461538461538,-0.277777777777778,0.025,-0.321122259383129,-0.277777777777778,-0.273429951690821,-0.321122259383129,-0.273429951690821,-0.00779898404661051,-0.349047619047619
"ILK",0.181074633113938,0.2,0.316037513620417,0.00779898404661051,0.342223080630726,0.494123497850711,0.2,0.0333333333333333,-0.0328641114982578,-0.0275172144316484,0.0333333333333333,0.0745098039215686,-0.162199134199134,-0.162199134199134,-0.162199134199134,-0.151240230089545,0.1,0.0668174962292609,0.166666666666667,0.177777777777778,0.166666666666667,0.251541481406057,0.0916994585141089,0.0902575430172069,0.390007215007215,-0.133333333333333,0.103857543017207,0.0789360028250482,0.26518268770923,0.261117647058824,-0.00701754385964913,-0.101689856270377,0.269117647058824,-0.275,0.207094376212023,0.119047619047619,0.113165266106443,0.163168276972625,-0.212307692307692,-0.203508771929825,0,-0.1,-0.1,-0.022394540942928,0.112953974839221,-0.0288461538461538,-0.277777777777778,0.025,-0.321122259383129,-0.277777777777778,-0.273429951690821,-0.321122259383129,-0.273429951690821,-0.00779898404661051,-0.349047619047619
"FUS",-0.137548650157335,-0.25,-0.336607376045291,0.0103861217982046,-0.354542158653987,-0.381117725707778,-0.15,-0.15,-0.0580308529945554,0.12588569269019,-0.164285714285714,-0.176285714285714,-0.0492620751341682,-0.0492620751341682,-0.0492620751341682,-0.0593057432564389,-0.12,-0.17243956043956,-0.145,-0.149545454545455,-0.150555555555556,-0.207093727543373,-0.0731804427456601,-0.0504045058883769,-0.347005815346888,-0.02,-0.0549206349206349,-0.320917441253726,-0.211382978723404,-0.205,0.0299180327868852,-0.0723350213005386,-0.205,0.213333333333333,-0.0694370806741941,0.0430769230769231,0.0642890442890443,-0.0667202851925919,0.291160593792173,0.263632307005801,0.1,0,0.2,0.319393939393939,-0.0880081046079292,0.323939393939394,0.2,0.293939393939394,0.230982905982906,0.31,0.194444444444444,0.340366774541532,0.304444444444444,-0.0103861217982046,0.486189372846045
"CD44",-0.0081603517533384,-0.1,-0.0909302325581395,0.0126984126984127,-0.0863148479427549,-0.195105314853214,0,0.1,-0.0195833333333333,0.0010989010989011,0.1,0.133333333333333,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.02,0.1,0.113333333333333,0.15,0.128181818181818,0.11,-0.0438827838827839,0.115789473684211,0.109410430839002,-0.192857142857143,-0.3,0.127777777777778,0.227696747696748,-0.0238888888888889,-0.0183333333333333,0.103174603174603,-0.295,0.00666666666666668,-0.0666666666666667,0.146296296296296,0.275,0.295,-0.0841307814992025,0.297619047619048,-0.109277389277389,0,-0.1,0.1,-0.109022556390977,0.0276635924462011,-0.114285714285714,0.1,-0.1,0.07,0.2,0.05,0.07,0.15,-0.0126984126984127,0.09
"DSH",0.23922278254579,0.275,0.376615711464091,0.0147682228316145,0.378841891339425,0.576018415316134,0.275,-0.0866666666666667,-0.0155273286485037,-0.0517063183101992,-0.0491666666666667,-0.0554166666666667,-0.192942180074381,-0.192942180074381,-0.192942180074381,-0.207227894360095,0.163636363636364,-0.0588649425287356,0.177922077922078,0.208161539627995,0.194051110180142,0.301865427021873,0.0974755218652195,0.116052124158729,0.54038519445192,-0.153333333333333,0.108882312837975,0.181728331408711,0.311610362066354,0.307080745341615,0.012099208615485,-0.151321768473471,0.30231884057971,-0.306666666666667,0.256621711621712,0.147450980392157,0.140043572984749,0.206932367149758,-0.193348115299335,-0.222079619726679,0.0666666666666667,-0.1,-0.2,-0.0351276174805587,0.134237188962799,-0.0162464985994398,-0.290789473684211,-0.0142857142857143,-0.350243255196816,-0.290789473684211,-0.344360902255639,-0.348996663845043,-0.344360902255639,-0.0147682228316145,-0.391330496605739
"Patched",-0.127373247033441,-0.1,-0.304444444444444,0.0166666666666667,-0.340366774541532,-0.354685314685315,0,0,-0.05,0.111935483870968,-0.1,-0.15,-0.0576923076923077,-0.0576923076923077,-0.0576923076923077,-0.0701923076923077,0.1,-0.164285714285714,0,-0.145,-0.12,-0.183333333333333,-0.0897435897435898,-0.0533333333333333,-0.314652014652015,0.1,-0.0833333333333333,-0.300597701149425,-0.205,-0.213333333333333,0.0333333333333333,-0.0430769230769231,-0.233333333333333,0.233333333333333,-0.0657142857142857,0,0.02,-0.0467741935483871,0.266666666666667,0.255026455026455,0,-0.2,0.1,0.293939393939394,-0.0833333333333333,0.266666666666667,0.1,0.2,0.2,0.2,0.15,0.31,0.25,-0.0166666666666667,0.435064935064935
"HEY1",0.271297655610825,0.0666666666666667,0.125001014172489,0.0173684210526316,0.138326045305739,0.187987785073123,0.0666666666666667,0,0.0955137684569022,0.0609952603855043,0.06,0.0361904761904762,0.0292307692307692,0.0292307692307692,0.0292307692307692,0.039524886877828,0.1,0.051005291005291,0.0833333333333333,0.107056451612903,0.114583333333333,0.0929281045751634,0.0219862490450726,0.0110144927536232,0.187930678291914,0.08,0.00666666666666667,0.172631680833465,0.0185543237250554,0.0170909090909091,0,0.0901218369259606,0.0130909090909091,-0.00909090909090909,0.0333127190270047,-0.0890909090909091,-0.0890909090909091,0.0474407265424466,-0.12833047455689,-0.115452273863068,-0.1,0,-0.1,-0.140648152715434,0.0183719983719984,-0.139617224880383,-0.119607843137255,-0.129090909090909,-0.132639118197399,-0.119607843137255,-0.103328773369813,-0.132024425543726,-0.103328773369813,-0.0173684210526316,-0.228385385627548
"SNAI2",0.448710920725234,0.169090909090909,0.231478169132703,0.0178451856513531,0.240950218822144,0.239143063424884,0.169090909090909,0.0666666666666667,0.129749673530115,0.144845458561518,0.0916666666666667,0.0813218390804598,0.0778458856463723,0.0778458856463723,0.0778458856463723,0.081498853682902,0.16,0.0873459354660019,0.165882352941176,0.191148233941464,0.188331332533013,0.199519441458954,0.026416515973478,0.00951963776278083,0.235527956060055,0.1,0.00617035546613011,0.454654954074331,0.0174022340262749,0.0149177619765855,0,0.109194488606253,0.0106442577030812,-0.00588235294117647,0.029025641025641,-0.105882352941176,-0.107843137254902,0.0419895426377776,-0.154158215010142,-0.217247387043281,-0.1,-0.1,-0.16,-0.191598313966735,0.0198747767934943,-0.18640350877193,-0.204805194805195,-0.174122807017544,-0.228816643174555,-0.204805194805195,-0.209030546917871,-0.228385385627548,-0.209030546917871,-0.0178451856513531,-0.274581411606911
"SMO",-0.140288376184733,-0.2,-0.340366774541532,0.018361581920904,-0.336607376045291,-0.374840353445005,-0.1,-0.1,-0.0672413793103448,0.134265580958346,-0.15,-0.164285714285714,-0.0701923076923077,-0.0701923076923077,-0.0701923076923077,-0.0492620751341682,0,-0.176285714285714,-0.12,-0.150555555555556,-0.145,-0.180392156862745,-0.0659340659340659,-0.0549206349206349,-0.327273373875316,0,-0.0533333333333333,-0.316788177339901,-0.205,-0.205,0.025,-0.0642890442890443,-0.213333333333333,0.233333333333333,-0.0601587301587302,0.02,0.0430769230769231,-0.0610599078341014,0.271929824561404,0.240740740740741,0,-0.1,0.1,0.323939393939394,-0.0820675105485232,0.293939393939394,0.15,0.266666666666667,0.194444444444444,0.25,0.2,0.304444444444444,0.31,-0.018361581920904,0.455754590237349
"GSK3",0.238465456236933,0.290789473684211,0.378841891339425,0.0187801099044228,0.394170838707846,0.584225530497535,0.290789473684211,-0.0491666666666667,-0.0188766109451544,-0.0464896958521975,-0.0554166666666667,-0.0588649425287356,-0.207227894360095,-0.207227894360095,-0.207227894360095,-0.201765709486145,0.177922077922078,-0.0563008399646331,0.194051110180142,0.214860104221297,0.208161539627995,0.321455695907916,0.108202165463835,0.115002648896361,0.457190518911154,-0.147450980392157,0.116052124158729,0.187336614411299,0.315712926168918,0.311610362066354,0.00828241472235526,-0.14791267756438,0.307080745341615,-0.30231884057971,0.263388628914945,0.140043572984749,0.151321768473471,0.208814980660279,-0.211487650183056,-0.241787648923759,0.0866666666666667,-0.163636363636364,-0.275,-0.038504240857182,0.137871421084721,-0.0351276174805587,-0.344360902255639,-0.0162464985994398,-0.377601745762853,-0.344360902255639,-0.350243255196816,-0.376615711464091,-0.348996663845043,-0.0187801099044228,-0.416444651856881
"Ecadherin",0.176166204783172,0.119607843137255,0.138326045305739,0.0206859565976553,0.135805036902378,0.193765977058212,0.119607843137255,0.06,0.0994039286399685,0.0527901321803761,0.0361904761904762,0.051005291005291,0.039524886877828,0.039524886877828,0.039524886877828,0.0319829874364873,0.0833333333333333,0.0406156806156806,0.114583333333333,0.122804483108966,0.107056451612903,0.0919970058787016,0.0266842356222538,0.00980383900059655,0.190800435466307,0.0890909090909091,0.0110144927536232,0.177628670598667,0.0201818101626685,0.0185543237250554,-0.00126582278481013,0.0889453663377253,0.0170909090909091,-0.0130909090909091,0.0381816328846826,-0.0890909090909091,-0.0901218369259606,0.0455419923652314,-0.125698895609521,-0.112019779583892,0,-0.1,-0.0666666666666667,-0.146967855317665,0.0207928549827991,-0.140648152715434,-0.103328773369813,-0.139617224880383,-0.125305784864066,-0.103328773369813,-0.132639118197399,-0.125001014172489,-0.132024425543726,-0.0206859565976553,-0.231478169132703
"SRC",0.0184296749002631,-0.1,0.01437425029988,0.0218403713686733,0.0244413643938398,0.111571110049371,0,0.1,-0.0776517273576097,-0.0181731776680138,0.0666666666666667,0.120512820512821,0.0144013350020859,0.0144013350020859,0.0144013350020859,0.0219770925778435,-0.0166666666666667,0.103846153846154,0.0433333333333333,0.039520697167756,0.0248148148148148,0.166911708980674,0.0573320092684542,0.0292022285443338,0.258528138528138,0.0666666666666667,0.0445175438596491,-0.128513108359927,0.315905483405483,0.314087301587302,0.109625322997416,0.0930055269677911,0.323611111111111,-0.311111111111111,0.0999674160964484,-0.0575757575757576,-0.0797979797979798,0.198318584967133,-0.267142857142857,-0.0514455422253587,-0.1,-0.0333333333333333,0.2,-0.102619047619048,0.131225296442688,-0.113333333333333,0,-0.08,-0.0180327868852459,0,0,-0.0180327868852459,0,-0.0218403713686733,0.0413064728632751
"SMAD",-0.0215624924791226,-0.00285714285714286,-0.00641358524413836,0.0227963379961949,-0.0190782255683532,0.0424784957401988,0.0238095238095238,-0.0333333333333333,-0.0533142710238717,-0.0203009773088243,-0.0285714285714286,-0.0148459383753501,-0.130088508289382,-0.130088508289382,-0.130088508289382,-0.144233245131487,0.0333333333333333,-0.0135126050420168,0.0383333333333333,0.0466140877414367,0.0447553516819572,-0.0681135868587096,0.0548274352524406,-0.0436296123967357,0.120364529650244,-0.0285714285714286,0.0477989590318357,0.107544387195943,-0.0848806505782975,-0.0820918059567835,0.0320440051528512,-0.0470938476377336,-0.0804158283031523,0.0761904761904762,-0.0689844587759615,0.0576036866359447,0.0413246168685028,-0.0342625398794754,0.0782756580893227,-0.0143530233207653,0,-0.00833333333333333,0.06,0.00939792008757526,-0.0675510979408859,0.0228899835796387,0.00952380952380952,0.0171428571428571,0.00082154056974201,0.0361904761904762,-0.0193223443223443,0.0255451998981411,0.00481792717086835,-0.0227963379961949,0.0229783222511544
"SHH",-0.136111111111111,-0.1,-0.31,0.025,-0.304444444444444,-0.342597402597403,0,0,-0.05,0.128602150537634,0,-0.1,-0.05,-0.05,-0.05,-0.0576923076923077,0.2,-0.15,0.1,-0.12,0,-0.15,-0.0666666666666667,-0.0833333333333333,-0.271794871794872,0,-0.0666666666666667,-0.291264367816092,-0.213333333333333,-0.233333333333333,0,-0.02,-0.233333333333333,0.2,-0.08,-0.1,0,-0.05,0.2,0.214285714285714,0,-0.2,0,0.266666666666667,-0.0833333333333333,0.2,0,0.1,0.15,0.1,0.1,0.25,0.2,-0.025,0.371428571428571
"cfos",-0.15764016620382,-0.15,-0.150901297336941,0.0288885045543641,-0.137567964003608,-0.17374433663689,-0.15,-0.0666666666666667,-0.0961358201817312,-0.0957320146024419,-0.116666666666667,-0.104166666666667,-0.094281045751634,-0.094281045751634,-0.094281045751634,-0.0747688506296828,-0.10952380952381,-0.0883771929824561,-0.0928571428571429,-0.0883967685042954,-0.08963133640553,-0.0903722943722944,-0.0510494752623688,-0.0533538146441372,-0.0810281385281385,-0.12,-0.0420634920634921,0.0401181786583246,-0.0764196587726,-0.0733893557422969,0.0244761904761905,-0.0517907148120855,-0.0714285714285714,0.0857142857142857,-0.0632634032634033,0.04,0.0704347826086957,-0.0243465395364129,0.0958333333333333,0.102847222222222,0.1,0.0666666666666667,0.1,0.134615384615385,-0.0674475850946439,0.126923076923077,0.11,0.15,0.132319688109162,0.11,0.150740740740741,0.129119119119119,0.150740740740741,-0.0288885045543641,0.171970443349754
"CDC42",-0.15764016620382,-0.15,-0.150901297336941,0.0288885045543641,-0.137567964003608,-0.17374433663689,-0.15,-0.0666666666666667,-0.0961358201817312,-0.0957320146024419,-0.116666666666667,-0.104166666666667,-0.094281045751634,-0.094281045751634,-0.094281045751634,-0.0747688506296828,-0.10952380952381,-0.0883771929824561,-0.0928571428571429,-0.0883967685042954,-0.08963133640553,-0.0903722943722944,-0.0510494752623688,-0.0533538146441372,-0.0810281385281385,-0.02,-0.0420634920634921,0.0401181786583246,-0.0764196587726,-0.0733893557422969,0.0244761904761905,-0.0517907148120855,-0.0714285714285714,-0.0142857142857143,-0.0632634032634033,0.04,0.0704347826086957,-0.0243465395364129,0.0958333333333333,0.102847222222222,0.1,0.0666666666666667,0.1,0.134615384615385,-0.0674475850946439,0.126923076923077,0.11,0.15,0.132319688109162,0.11,0.150740740740741,0.129119119119119,0.150740740740741,-0.0288885045543641,0.171970443349754
"STAT",0.000803766706595414,0.0142857142857143,0.0264625358868261,0.0371615563923256,0.0325412009642993,0.0768810011146475,0.0142857142857143,-0.05,-0.0314246762099523,0.015368122872216,-0.11,-0.0861904761904762,0.0148159636062862,0.0148159636062862,0.0148159636062862,0.0207861128600175,-0.1,-0.0844955609362389,-0.0666666666666667,-0.0592577347876792,-0.0689922480620155,0.0206621797326445,-0.046,-0.0503165084124604,0.0947641299510458,0,-0.0422705314009662,0.0964740391422069,-0.128892182696531,-0.128409090909091,-0.0705189146365617,-0.0258191018342821,-0.128409090909091,0.140909090909091,-0.048989703989704,0.02,0.0376470588235294,0.000737821818091887,-0.000944170771756979,0.0312399375575205,0.1,0.05,-0.1,0.0447970529067045,-0.0633450628808206,0.0438261791202968,-0.0267857142857143,0.0627450980392157,-0.0281226126814362,-0.0267857142857143,-0.0222402597402597,-0.0299325674325674,-0.0222402597402597,-0.0371615563923256,-0.0791718085835733
"DELTA",-0.0450175438596491,0,-0.0455477855477855,0.0384057971014493,-0.0180752580752581,-0.0363706563706564,0,0,-0.0971428571428571,0.000316444119261022,-0.1,-0.0666666666666667,-0.0733333333333333,-0.0733333333333333,-0.0733333333333333,-0.0187878787878788,-0.1,-0.1,-0.0666666666666667,-0.083974358974359,-0.0916666666666667,-0.056,0.05,-0.0642857142857143,-0.0049808429118774,0.1,-0.05,0.098868778280543,-0.0768888888888889,-0.0888888888888889,0.0166666666666667,-0.02,-0.1,0.2,-0.0615384615384615,0,0.02,-0.0166666666666667,0.08,0.0730735930735931,0,0,0,0.0228571428571429,-0.0624242424242424,-0.02,0,0,0.00615384615384615,0,0.06,0.00615384615384615,0.06,-0.0384057971014493,0.0228571428571429
"cateninnuc",0.151261998370654,0.304662004662005,0.368316524711628,0.0404567340740689,0.276463445451755,0.406072223038317,0.304662004662005,0.0208333333333333,0.154490809736711,-0.176285079002483,0.0299242424242424,0.0219242424242424,0.0091075141075141,0.0091075141075141,0.0091075141075141,0.0116327666327666,0.251111111111111,0.0289554924242424,0.256029143897996,0.279358282316649,0.276526038307934,0.29463136840563,0.0500462654452109,0.0245607133506179,0.400522087861693,0.104347826086957,0.0211500721500721,0.380215223177076,0.0461634733283581,0.0446350890488822,-0.000855461264713934,0.106504167274769,0.0411868131868132,-0.0365714285714286,0.121734682191258,-0.105935127674258,-0.104669304889448,0.144448021941138,-0.222841509609617,-0.326100688724856,-0.0333333333333333,-0.211111111111111,-0.296969696969697,-0.310943059553623,0.0395266497194802,-0.304124877735441,-0.341648306031868,-0.293659761456372,-0.365561349510129,-0.340773115773116,-0.348170045162302,-0.364358346967043,-0.347294854903551,-0.0404567340740689,-0.529636027995305
"RAF",-0.0682341588812675,0,0.0855600539811066,0.0629794356767097,0.085305601054898,0.35698495426045,0,-0.1,-0.0505452402004126,-0.120098922451864,-0.0857142857142857,-0.0857142857142857,-0.0766233766233766,-0.0766233766233766,-0.0766233766233766,-0.0928626928626929,-0.0666666666666667,-0.0645021645021645,-0.0666666666666667,-0.0337486338797814,-0.0386666666666667,0.260124777183601,-0.0612853271389857,-0.0367768612548033,0.351812450748621,0.21,-0.0476679503637142,-0.387860931398263,0.317125055629729,0.316190476190476,0.0729794356767097,0.217190022010271,0.306666666666667,-0.3,0.0794817927170868,-0.21,-0.206551724137931,0.326246597292401,-0.38184126984127,0.0366622200662948,0.1,0.1,0,0.0528749028749029,0.139843707557617,0.0797979797979798,-0.0333333333333333,0.0888888888888889,-0.0556410256410256,-0.0333333333333333,-0.0633333333333333,-0.0624831309041835,-0.0701754385964912,-0.0629794356767097,-0.064662447257384
"MEK",-0.0731521916681527,0.0333333333333333,0.085305601054898,0.0701222928195669,0.0966438910177232,0.363679514929906,0.0333333333333333,-0.0857142857142857,-0.0604551501103225,-0.116928190744547,-0.0857142857142857,-0.0645021645021645,-0.0928626928626929,-0.0928626928626929,-0.0928626928626929,-0.0861960261960262,-0.0666666666666667,-0.0633256939139292,-0.0386666666666667,-0.0291734704810886,-0.0337486338797814,0.277340894399718,-0.0503762362298948,-0.0423119166053568,0.367291566227736,0.21,-0.0367768612548033,-0.384697914366633,0.320044763658926,0.317125055629729,0.0631755141080823,0.127190022010271,0.316190476190476,-0.306666666666667,0.0886923190328763,-0.206551724137931,-0.217190022010271,0.328169674215478,-0.392952380952381,0.0186294331810489,0.1,0.0666666666666667,0,0.0550646838968007,0.143868475359475,0.0528749028749029,-0.0633333333333333,0.0797979797979798,-0.0787179487179487,-0.0701754385964912,-0.0556410256410256,-0.0855600539811066,-0.0624831309041835,-0.0701222928195669,-0.0817795643745011
"RAS",0.039447385453962,0.1,0.235478001347839,0.0991310751104565,0.23859414865662,0.45965932245002,0.1,0,-0.0434920634920635,-0.063230157268117,0.0333333333333333,0.0266666666666667,-0.0805128205128205,-0.0805128205128205,-0.0805128205128205,-0.193974358974359,0,0.0488888888888889,0,0.0444745762711864,0.036,0.26366612111293,0.103557312252964,0.0249226963512678,0.479819121447029,0.08,0.0147186147186147,-0.238563953166256,0.226872451951077,0.225882352941176,0.104285714285714,0.108302373581011,0.22,-0.22,0.0476729559748428,-0.105,-0.110263157894737,0.225742379547689,-0.25974025974026,-0.0476483343189434,0,0.1,0,-0.08733862959285,0.136892307692308,-0.0552631578947368,-0.15,-0.05,-0.207107843137255,-0.15,-0.202941176470588,-0.209324155193992,-0.202941176470588,-0.0991310751104565,-0.236284584980237
"Destcompl",0.181544533926901,0.449206349206349,0.563093079936261,0.125949223969575,0.572782014153497,0.622671023820276,0.449206349206349,-0.1,-0.00254627699120891,-0.310545273028535,-0.091304347826087,-0.0867998433215825,-0.175986587558258,-0.175986587558258,-0.175986587558258,-0.181481093052763,0.300383141762452,-0.0888132661403744,0.334668856048166,0.371828235088264,0.353839840504125,0.434437745980897,0.176016974478513,0.176641604010025,0.661755232156043,-0.168717948717949,0.173015873015873,0.422081494163257,0.243046409126264,0.238612911589318,0.110431725390758,-0.173062493983847,0.233349753694581,-0.227142857142857,0.338789469461095,0.171748251748252,0.170108907485957,0.325800421259073,-0.213817482940962,-0.478542355991564,0.1,-0.255555555555556,-0.377777777777778,-0.167534956320789,0.186288880858178,-0.152504896200548,-0.483452924548815,-0.136200548374461,-0.54315644592136,-0.483452924548815,-0.524046983954756,-0.542408148429412,-0.523751432011502,-0.125949223969575,-0.5852781904819
"AXIN2",0.188125151733287,0.386666666666667,0.5852781904819,0.173609672202075,0.608667727879219,0.755524847286781,0.386666666666667,-0.144444444444444,-0.0491686455620882,-0.342034736711491,-0.148792270531401,-0.144444444444444,-0.227939172489346,-0.227939172489346,-0.227939172489346,-0.230038910022154,0.269230769230769,-0.14,0.321611721611722,0.389896264937249,0.36268315018315,0.463372030018413,0.207516426887624,0.215401426270991,0.687719826321657,-0.193333333333333,0.208258569128134,0.447764866448188,0.281332838175656,0.273742079099749,0.160639011864935,-0.228323547366959,0.262237654320988,-0.24125,0.38085194375517,0.215284552845528,0.225564926677304,0.375221039479009,-0.226344511028943,-0.503516718299327,0.133333333333333,-0.2,-0.3,-0.139352435141909,0.224659224529746,-0.117055137844612,-0.463410852713178,-0.0849122807017544,-0.557436009945883,-0.463410852713178,-0.513410852713178,-0.557259433154819,-0.513410852713178,-0.173609672202075,-0.104381130322475
