"","TGF","TGFR","CDC42","SOSGRB2","PAK1","Jagged","AXIN2","HEY1","TWIST1","NOTCHic","SMAD","ILK","Csl","SNAI1","NFB","CD44","TCFLEF","GLI","Wnt","STAT","Csn","Frizzled","RKIP","TrCP","SUFU","DELTA","GSK3","ZEB1","EGR1","FOXC2","SNAI2","cateninmemb","cfos","ERK","MEK","miR200","FUS","SMO","RAF","PI3K","RAS","Patched","Ecadherin","LIV1","SHH","DSH","SRC","cMet","cateninnuc","ZEB2","IKK","Destcompl","AKT","NOTCH","KLF4"
"Patched",0.0583333333333333,0.0666666666666667,0.0666666666666667,0.0333333333333333,0.166666666666667,-0.0802116402116402,-0.294372294372294,0.0794871794871795,-0.0537037037037037,-0.166666666666667,0.103333333333333,0.0833333333333333,-0.2,0.0145161290322581,-0.1,-0.156666666666667,-0.162222222222222,-0.05,-0.05,-0.1,0,0,0.0342857142857143,0,-0.2,-0.238461538461538,-0.261172161172161,0.125,0.1,-0.05,0.0300996168582375,-0.118440860215054,0,0.06,0.0523076923076923,-0.0142857142857143,0.1,0,0.238461538461538,0.238461538461538,0.250961538461538,-0.12,0.00598435814455232,0.1,-0.095,0,0.1,0.15,0.16319309600863,-0.025,0.05,0.261338661338661,0.0357142857142857,0.175757575757576,-0.0555555555555556
"FUS",0.0336064788192448,0.0421171171171171,0.0583333333333333,0.00317139001349528,0.0666666666666667,-0.0754353923631032,-0.309064948045458,0.101019270584488,-0.0737683787883973,-0.205757575757576,0.0919662058371736,0.108095238095238,-0.175757575757576,0.0145161290322581,-0.0357142857142857,-0.16319309600863,-0.159433697512389,-0.0574786324786325,-0.0555555555555556,-0.15,-0.05,-0.05,0.0110325642284405,-0.1,0,-0.260263864042934,-0.263750334370849,0.092827804928772,-0.06,-0.0419691470054446,0.0244246574669406,-0.115660219836106,0.0523076923076923,0.0492773892773893,0.0573233662888835,-0.0173186758097148,-0.12,-0.095,0.260263864042934,0.260263864042934,0.265067357492715,-0.106111111111111,0.0160536095219976,0.1,-0.111161616161616,0.05,0.156666666666667,0.162222222222222,0.163238045338476,-0.0198840594780077,0.0797142857142857,0.26458542193392,0.0797142857142857,0.208030303030303,-0.01908014571949
"SMO",0.0421171171171171,0.0583333333333333,0.0666666666666667,0.00701754385964913,0.0666666666666667,-0.0766402116402116,-0.304717121958501,0.0937728937728938,-0.0742919389978213,-0.175757575757576,0.108095238095238,0.103333333333333,-0.166666666666667,0.0145161290322581,-0.05,-0.162222222222222,-0.16319309600863,-0.0555555555555556,-0.05,-0.1,-0.1,-0.05,0.0120634920634921,0,-0.1,-0.250961538461538,-0.264084782531384,0.0995762711864407,0,-0.0327586206896552,0.0281948549534756,-0.123295229147093,0.06,0.0523076923076923,0.0492773892773893,-0.0282097649186257,0,-0.12,0.250961538461538,0.250961538461538,0.260263864042934,-0.095,0.0174234725356962,0.1,-0.106111111111111,0,0.15,0.156666666666667,0.159433697512389,-0.013135593220339,0.0357142857142857,0.26443943653246,0.0797142857142857,0.205757575757576,-0.0305555555555556
"TWIST1",-0.0688573852181385,-0.0572400731452456,-0.0434900731452455,-0.134379706233253,-0.0296969696969697,-0.125835456807378,-0.289479660124821,0.109610728254796,-0.223075260615306,-0.126780626780627,0.104272679520204,0.108563108563109,-0.103703703703704,-0.0741418245085378,-0.00769230769230769,-0.224751488222393,-0.227967414715502,-0.226180116959064,-0.225380116959064,-0.2,0,-0.222222222222222,-0.0290397420832203,0.1,0.3,-0.192824765601489,-0.250344355526612,-0.0063967476248178,-0.0866666666666667,0.017267344433511,0.110596508831524,0.0329181364389142,0.117101449275362,0.122364607170099,0.128832268861641,0.024572546553471,-0.333333333333333,-0.321333333333333,0.192824765601489,0.192824765601489,0.195906957382311,-0.303525114155251,0.133798786888308,0.2,-0.301062059968059,0.2,0.222222222222222,0.22434988179669,0.228254936279619,0.00103524577208788,0.0315018315018315,0.269091912182461,0.0654001365865773,0.146591947535344,-0.027756931415468
"SUFU",-0.0334092401604677,-0.0336064788192448,-0.0421171171171171,0.00591951907741381,-0.0583333333333333,0.0789983377312742,0.308362371933046,-0.0853566199820784,0.0715003375512838,0.208030303030303,-0.0889638963683514,-0.0919662058371736,0.205757575757576,-0.0105979007528714,0.0797142857142857,0.159433697512389,0.163238045338476,0.0548764019953611,0.0574786324786325,0.156666666666667,0.0357142857142857,0.0555555555555556,-0.0106244009631344,0.05,-0.12,0.265067357492715,0.263493264962109,-0.0981418145906077,0.0523076923076923,0.0417210080476283,-0.0276547167945609,0.11825230714852,-0.0492773892773893,-0.0573233662888835,-0.0603020896931388,0.0173186758097148,0.095,0.106111111111111,-0.265067357492715,-0.265067357492715,-0.263801534707905,0.111161616161616,-0.0117281718288977,-0.15,0.102281307281307,-0.05,-0.162222222222222,-0.16319309600863,-0.164721421297556,0.0145700498161719,-0.0797142857142857,-0.266552460743064,-0.0830699904122723,-0.210411255411255,0.0268645768572145
"ILK",0.0405734098517456,0.0348823529411765,0.0308823529411765,0.00346153846153846,0.025,-0.0342982456140351,0.139904761904762,-0.106282581643292,0.092200386925975,-0.0596153846153846,-0.092293237294918,-0.093093237294918,-0.075,0.0157286634460547,0,0.0942400594574508,0.0823756526777897,0.0942400594574508,0.101932367149758,0.1,-0.0333333333333333,0.0888888888888889,0.0275210084033613,0,-0.1,0.113194805194805,0.135750360750361,-0.0929782365256342,0,0.0235400696864111,0.00264986835811956,0.0860588304370689,-0.0428571428571429,-0.0487394957983193,-0.0372640859622538,0.0156825230595722,0.15,0.116666666666667,-0.113194805194805,-0.113194805194805,-0.109085216153709,0.116666666666667,0.0918036374630788,-0.1,0.116666666666667,-0.1,-0.0888888888888889,-0.101932367149758,-0.085880807316965,0.0350147686515085,-0.0294117647058824,-0.199402800874358,-0.0217194570135747,0.0596153846153846,0.0361842105263158
"Frizzled",-0.0351138716356108,-0.051304347826087,-0.06,-0.0333333333333333,-0.0666666666666667,-0.0179463755199049,0.173742071881607,-0.114642662302237,0.00612044817927171,-0.0690476190476191,-0.0997809840670088,-0.100715563506261,-0.0857142857142857,0.0154761904761905,-0.113333333333333,0.129699248120301,0.115791963352089,0.129699248120301,0.136842105263158,0.1,-0.133333333333333,0.1,0.0342857142857143,-0.1,-0.1,0.13174982911825,0.169545454545455,-0.0897992812193701,0,-0.0567121739949157,-0.0480542260415534,0.070759348937315,-0.06,-0.0658823529411765,-0.0547712418300654,0.0134943181818182,0.15,0.122727272727273,-0.13174982911825,-0.13174982911825,-0.132537230693053,0.127489177489177,0.0351033506226268,-0.1,0.133940790392403,-0.2,-0.1,-0.136842105263158,-0.122458630018755,0.0387038273411272,0.0883333333333333,-0.236805760550279,0.0945833333333333,0.0592436974789916,0.0420168067226891
"Wnt",-0.051304347826087,-0.06,-0.0666666666666667,-0.0545454545454545,-0.1,-0.0169362745098039,0.169090909090909,-0.121025641025641,0.0108823529411765,-0.0857142857142857,-0.100715563506261,-0.107692307692308,-0.1,0.00595238095238095,-0.133333333333333,0.136842105263158,0.129699248120301,0.136842105263158,0.1,0.1,-0.1,0.2,0.045,-0.1,0,0.109022556390977,0.175,-0.0888091822094692,-0.1,-0.0683400809716599,-0.0521551724137931,0.0875847457627119,0,-0.06,-0.0658823529411765,0.0181818181818182,0.1,0.15,-0.109022556390977,-0.109022556390977,-0.13174982911825,0.122727272727273,0.0311406466599228,0,0.127489177489177,-0.2,-0.1,-0.1,-0.115791963352089,0.0396939263510282,0.113333333333333,-0.239723532433568,0.0883333333333333,0.0690476190476191,0.0372549019607843
"NFB",-0.0607661424370285,-0.0493737373737374,-0.0373737373737374,-0.0466850950906678,-0.00555555555555556,-0.0864226556898811,-0.281849037487335,0.0572589562140646,-0.122408963585434,0.0101010101010101,0.045473931686849,0.0525371287128713,0.0212121212121212,-0.113057443619506,0.135714285714286,-0.23085904679125,-0.22959322400644,-0.231404974551042,-0.228034188034188,-0.211111111111111,0.285714285714286,-0.211111111111111,-0.0817009948157489,0.3,0.12,-0.100869950495471,-0.208696401637578,-0.0559489528418748,-0.0142857142857143,0.0665618047291354,0.113773230493519,0.0575972021839005,0.0422857142857143,0.0667301587301587,0.0673837535014006,-0.0113679030807627,-0.16,-0.163703703703704,0.100869950495471,0.100869950495471,0.106840099749203,-0.153358876117497,0.174996546118722,0.2,-0.142515502623521,0.211111111111111,0.211111111111111,0.228034188034188,0.23202459655546,0.0441506064010601,-0.116795366795367,0.321475137797243,-0.101239811239811,0.00602802215705442,0.0283882783882784
"Csn",-0.202184107584314,-0.196694847441116,-0.187720488466757,-0.160980053038164,-0.177272727272727,-0.0627414848495529,-0.180144397230091,-0.0492109634551495,-0.153115162848683,0.0136363636363636,-0.0559316371010235,-0.0536180124223603,0.0227272727272727,-0.178043799268944,0.03,-0.144181507639754,-0.145789224681555,-0.144235850191914,-0.147292618750866,-0.133333333333333,0.055,-0.14367816091954,-0.162838628990858,0.18,0.0142857142857143,-0.15020613403912,-0.16293564203691,-0.0603159636062862,-0.05,0.0942806954752665,0.0257207409117003,-0.039185336985397,0.0681818181818182,0.0642857142857143,0.0601190476190476,-0.0131447004971707,-0.00317460317460317,0.00591630591630592,0.15020613403912,0.15020613403912,0.150398072618775,0.0112926500023274,0.0204891236236398,0.133333333333333,0.0145713385269176,0.133333333333333,0.14367816091954,0.147292618750866,0.147893854867965,0.0498792390405294,-0.0216666666666667,0.260324204635245,-0.0112666666666667,-0.00594405594405595,0.0421073044602456
"cateninmemb",-0.122711499059755,-0.121445676274945,-0.122909090909091,-0.15603352291535,-0.110909090909091,-0.0505403279221633,-0.113942447400388,-0.0944578832142985,-0.0536642202504838,-0.124310166230948,-0.0928798119100256,-0.0926376811594203,-0.133588516746411,-0.086402041133978,-0.132380952380952,-0.0234796029324073,-0.0216116079137274,-0.023907542808623,-0.0232408761419564,-0.0274509803921569,-0.08,-0.011171910624715,-0.0656111678583589,-0.1,-0.0333333333333333,-0.114822775263952,-0.0968237398277552,-0.102623777872336,-0.0927272727272727,-0.0360809117858225,0.020260983272592,-0.000962041539785882,0.0986096256684492,0.107887976183913,0.104358564419207,-0.0373329422491434,0.05,0.04375,0.114822775263952,0.114822775263952,0.115940093699706,0.0448252688172043,-0.0891816967415585,0.0333333333333333,0.0526992845652358,0.0274509803921569,0.011171910624715,0.022476258450802,0.0238525042722708,0.0728229620608533,0.128677248677249,0.10933779908974,0.11958633958634,0.123938419019052,0.06629160806376
"CD44",-0.134166666666667,-0.0841666666666667,-0.0466666666666667,0.119047619047619,-0.0666666666666667,-0.00792540792540793,-0.2,0.0830409356725146,-0.0663736263736264,0.1,-0.00317460317460317,0.0111111111111111,0.2,-0.128841041998937,0.2,-0.166666666666667,-0.145736434108527,-0.166666666666667,-0.2,0.1,0.2,-0.1,-0.111111111111111,0.1,0.1,-0.0761904761904762,-0.101190476190476,-0.0984126984126984,0,0.0808333333333333,-0.0143234543234543,0.096978021978022,0.025,0.085,0.115,-0.059508124725516,-0.1,0,0.0761904761904762,0.0761904761904762,0.0561904761904762,-0.02,0.153400825100423,-0.1,-0.0381818181818182,0,0,0.1,0.164197972570066,0.0761904761904762,-0.1,0.0832805849612572,-0.0933333333333333,-0.0736842105263158,0.171428571428571
"RKIP",-0.166506453048509,-0.158095238095238,-0.153333333333333,-0.0798730158730159,-0.2,-0.136292343762632,0.0977496483825598,-0.18168795973674,-0.105831847890671,-0.097979797979798,-0.170680655998848,-0.175631151048353,-0.0888888888888889,-0.0943182294084979,-0.114285714285714,0.0701079622132254,0.0680100601153233,0.0758974358974359,0.0566666666666667,0.1,-0.1,0.0666666666666667,-0.0640756302521008,-0.1,-0.1,0.112987012987013,0.10441292356186,-0.109482544237207,0.01,-0.0277483053345122,-0.0968960191175613,-0.0270658894188306,-0.11,-0.154827586206897,-0.135678650036684,-0.008229591090495,0.133333333333333,0.193333333333333,-0.112987012987013,-0.112987012987013,-0.118969918969919,0.181333333333333,-0.0333296612579386,0,0.176415300546448,-0.1,-0.0666666666666667,-0.0508771929824561,-0.056559678435934,0.105443328550933,0.114285714285714,-0.211180988074672,0.117316017316017,0.105672105672106,0.103443328550933
"SNAI2",-0.170048621455271,-0.166321913380737,-0.153501400560224,-0.19235970250169,-0.13921568627451,-0.130573751285784,-0.162392683837253,-0.112869198312236,-0.153981018809814,-0.171929824561404,-0.124892898058206,-0.110060362173038,-0.149122807017544,-0.144001414798579,-0.133333333333333,-0.111674406163275,-0.113942447400388,-0.112186165119057,-0.107373330894458,-0.107272727272727,-0.133333333333333,-0.114415584415584,-0.133397435897436,-0.1,0.1,-0.163545063845846,-0.143279222913503,-0.148322634780785,-0.133333333333333,-0.0533710753217648,-0.00558397492484003,0.00743421836098925,0.127450980392157,0.129411764705882,0.136168521462639,-0.0659151027448459,-0.08,-0.0623529411764706,0.163545063845846,0.163545063845846,0.167198031882376,-0.06031212484994,0.0366682571138533,0.08,-0.0589036741457146,0.107272727272727,0.114415584415584,0.107373330894458,0.113631888394177,0.111844975875813,0.171264367816092,0.156037026262057,0.182107741310068,0.174527227158806,0.102692307692308
"miR200",-0.100762874542165,-0.092623339658444,-0.0845588235294118,-0.10397807865893,-0.0708333333333333,-0.0719008391273076,-0.249029811528582,-0.026864406779661,-0.168956483189612,-0.0800985221674877,-0.027206764008717,-0.024385447394297,-0.0732019704433498,-0.0704219854219854,-0.0357894736842105,-0.215330576522152,-0.215330576522152,-0.214958056028479,-0.213859154929577,-0.2,-0.02,-0.204,-0.0513298087887441,0,0.02,-0.203478760045924,-0.156410023325528,0.0714964157706093,-0.0142857142857143,-0.015346929493271,0.110716796543825,0.0678772117386189,0.0342857142857143,0.0433766233766234,0.0440568954854669,-0.00623379486727225,-0.0325,-0.0325,0.203478760045924,0.203478760045924,0.207219408424977,-0.0261708860759494,0.200295894496616,0.2,-0.0218230599889928,0.2,0.204347826086957,0.214206981016534,0.216997243188819,0.122862903225806,0.0443609022556391,0.23843453809437,0.0556816569726202,0.0908329854443238,0.11268115942029
"cateninnuc",-0.363476530797416,-0.355616268788683,-0.345846153846154,-0.377309096530034,-0.332,-0.275125228765339,-0.356911630796826,-0.204859132472579,-0.311868885485936,-0.369314880509205,-0.193405816102951,-0.19108658008658,-0.360012554927809,-0.312893735935235,-0.335606060606061,-0.219342010646358,-0.223449553588853,-0.220518477948496,-0.219727964114504,-0.201398601398601,-0.308333333333333,-0.216467094549286,-0.267451651739493,-0.233333333333333,0.0666666666666667,-0.340998910998911,-0.260896614196442,-0.238010505751733,-0.16304347826087,-0.0223573694065497,0.028065355029165,-0.153348792216004,0.177329192546584,0.178595015331394,0.179971162120385,-0.0437930566714412,-0.0566666666666667,-0.0484699453551913,0.340998910998911,0.340998910998911,0.343524163524164,-0.034184231069477,0.0215167974342037,0.209090909090909,-0.0291733378232896,0.201398601398601,0.21528749028749,0.218548359852708,0.124195203961678,0.15532353188071,0.341606060606061,0.302112006986199,0.363481060606061,0.383405789600114,0.123926301061532
"KLF4",-0.296443458980044,-0.283272727272727,-0.255272727272727,-0.310891938250429,-0.227272727272727,-0.25998909636091,-0.2871874846341,-0.166524064171123,-0.31881917211329,-0.289377990430622,-0.180289855072464,-0.16,-0.247272727272727,-0.260050986551581,-0.22,-0.22504371617201,-0.231398231222177,-0.225883296381905,-0.222435020519836,-0.2,-0.2,-0.229411764705882,-0.233539476396619,-0.1,0.2,-0.285384615384615,-0.235036572509396,-0.224974200206398,-0.16,-0.0502302211467366,0.0876621913890274,-0.0739445998897218,0.169090909090909,0.169090909090909,0.180431115276476,-0.0721082621082621,-0.166666666666667,-0.133333333333333,0.285384615384615,0.285384615384615,0.290531674208145,-0.120833333333333,0.106680332969567,0.166666666666667,-0.11760752688172,0.2,0.229411764705882,0.222435020519836,0.232269962230894,0.165794633642931,0.272380952380952,0.263033331972908,0.309417989417989,0.306903763626498,0.133333333333333
"FOXC2",-0.296443458980044,-0.283272727272727,-0.255272727272727,-0.310891938250429,-0.227272727272727,-0.25998909636091,-0.2871874846341,-0.166524064171123,-0.31881917211329,-0.289377990430622,-0.180289855072464,-0.16,-0.247272727272727,-0.260050986551581,-0.22,-0.22504371617201,-0.231398231222177,-0.225883296381905,-0.222435020519836,-0.2,-0.2,-0.229411764705882,-0.233539476396619,-0.1,0.2,-0.285384615384615,-0.235036572509396,-0.224974200206398,-0.16,-0.0502302211467366,0.0876621913890274,-0.0739445998897218,0.169090909090909,0.169090909090909,0.180431115276476,-0.0721082621082621,-0.166666666666667,-0.133333333333333,0.285384615384615,0.285384615384615,0.290531674208145,-0.120833333333333,0.106680332969567,0.166666666666667,-0.11760752688172,0.2,0.229411764705882,0.222435020519836,0.232269962230894,0.165794633642931,0.272380952380952,0.263033331972908,0.309417989417989,0.306903763626498,0.133333333333333
"Ecadherin",-0.302049245598489,-0.296443458980044,-0.283272727272727,-0.322734043513587,-0.255272727272727,-0.270744245102329,-0.292754494943378,-0.18732943329864,-0.322729786638429,-0.306903763626498,-0.195544092360599,-0.180289855072464,-0.289377990430622,-0.266063644779429,-0.272380952380952,-0.231398231222177,-0.232269962230894,-0.232549963048571,-0.225883296381905,-0.229411764705882,-0.22,-0.222435020519836,-0.233914008231825,-0.2,0.166666666666667,-0.290531674208145,-0.236802576924407,-0.224974200206398,-0.169090909090909,-0.0559510449453636,0.0863978927737354,-0.0724061383512603,0.169090909090909,0.180431115276476,0.184744840766672,-0.0644732527972751,-0.133333333333333,-0.120833333333333,0.290531674208145,0.290531674208145,0.296118266386916,-0.11760752688172,0.00677770395301438,0.2,-0.108158707984083,0.229411764705882,0.222435020519836,0.22504371617201,0.234137375863014,0.16626856729222,0.309417989417989,0.265270051451006,0.312015392015392,0.30950599410977,0.138396624472574
"NOTCH",-0.405777777777778,-0.405777777777778,-0.377777777777778,-0.296842105263158,-0.3,-0.19025493025493,-0.146064690026954,-0.313768115942029,-0.249813559322034,-0.288571428571429,-0.233809523809524,-0.207142857142857,-0.26,-0.293205128205128,-0.133333333333333,-0.108811188811189,-0.12969030969031,-0.108811188811189,-0.0815384615384615,-0.1,-0.1,-0.12,-0.229266136162688,0,-0.1,-0.121818181818182,-0.0500870776732846,-0.202495974235105,0,0.0814285714285714,-0.0186466039407216,0.0210858487431012,-0.02,0.0466666666666667,0.0680952380952381,-0.00987012987012987,0.133333333333333,0.108333333333333,0.121818181818182,0.121818181818182,0.140658761528327,0.131410256410256,0.0699564233163554,0,0.160822021116139,0.1,0.12,0.0815384615384615,0.121118881118881,0.176731078904992,0.166666666666667,0.165454768520189,0.211111111111111,0.198248847926267,0.169323671497585
"TrCP",-0.410283994372712,-0.394983447924624,-0.379831932773109,-0.287486248624862,-0.385714285714286,-0.190069018404908,-0.12504105090312,-0.240340124055619,-0.243667795972144,-0.185128205128205,-0.22920976275815,-0.230500085338795,-0.174358974358974,-0.295511970381612,-0.195833333333333,-0.0959339537557359,-0.0981561759779582,-0.0924471069272096,-0.101715399610136,-0.06,-0.158333333333333,-0.0859259259259259,-0.219802830686809,-0.133333333333333,-0.119047619047619,-0.125037196450396,0.00891883116883117,-0.192089375943303,-0.04,0.0784058821173549,-0.0265184133677158,0.0576680355373644,0.0530434782608696,0.0445689019896831,0.0472355686563498,-0.00780431538866893,0.152380952380952,0.181413210445468,0.125037196450396,0.125037196450396,0.123219014632214,0.185116914149172,0.0756564545371063,0.1,0.182116914149172,0.06,0.0859259259259259,0.104844844844845,0.104087210460717,0.181126709408126,0.195833333333333,0.134427736006683,0.2125,0.202710622710623,0.168337756960708
"EGR1",-0.410283994372712,-0.394983447924624,-0.379831932773109,-0.287486248624862,-0.385714285714286,-0.190069018404908,-0.12504105090312,-0.240340124055619,-0.243667795972144,-0.185128205128205,-0.22920976275815,-0.230500085338795,-0.174358974358974,-0.295511970381612,-0.195833333333333,-0.0959339537557359,-0.0981561759779582,-0.0924471069272096,-0.101715399610136,-0.06,-0.158333333333333,-0.0859259259259259,-0.219802830686809,-0.133333333333333,-0.119047619047619,-0.125037196450396,0.00891883116883117,-0.192089375943303,-0.04,0.0784058821173549,-0.0265184133677158,0.0576680355373644,0.0530434782608696,0.0445689019896831,0.0472355686563498,-0.00780431538866893,0.152380952380952,0.181413210445468,0.125037196450396,0.125037196450396,0.123219014632214,0.185116914149172,0.0756564545371063,0.1,0.182116914149172,0.06,0.0859259259259259,0.104844844844845,0.104087210460717,0.181126709408126,0.195833333333333,0.134427736006683,0.2125,0.202710622710623,0.168337756960708
"Destcompl",-0.35765843179377,-0.352042668246972,-0.345200562983814,-0.3043073727403,-0.327959183673469,-0.316573834965749,-0.300890552877638,-0.25081465543004,-0.303153800639377,-0.301839012925969,-0.243863826232247,-0.235793650793651,-0.292056404230317,-0.355426603341386,-0.321325051759834,-0.251963762401301,-0.25278568020952,-0.252213734093566,-0.245720227600059,-0.247619047619048,-0.295238095238095,-0.240769732550555,-0.300590331572017,-0.266666666666667,0.0333333333333333,-0.312107645658162,-0.267295088494813,-0.262260326270502,-0.204615384615385,0.0744402069991635,0.0887375402650337,-0.188223015808961,0.201585081585082,0.208688906721694,0.212486375076124,-0.0581856383804378,-0.0229885057471264,-0.0144170771756979,0.312107645658162,0.312107645658162,0.317759137023939,-0.00664505645030927,0.0941012320042566,0.233333333333333,-0.00026207772690502,0.247619047619048,0.240769732550555,0.245247344490853,0.253907556803095,0.195999295185234,0.342045772480555,0.208439051193616,0.347414899997334,0.30684903296605,0.182691419639766
"STAT",-0.425638102997943,-0.405831339712919,-0.400568181818182,-0.42200328407225,-0.381818181818182,-0.209164424096273,-0.249442322383499,-0.260666666666667,-0.361166711016786,-0.19782723900371,-0.255058581820201,-0.251610305958132,-0.184313725490196,-0.34209244618847,-0.19,-0.209888722388722,-0.205156861189984,-0.208050038197097,-0.200487012987013,-0.185714285714286,-0.15,-0.173214285714286,-0.250548584298584,-0.1,-0.1,-0.243507030603805,-0.162383177570093,-0.216828043751121,0,0.0311547375596455,0.0261070358480997,0.0492672015829032,0.06,0.0717647058823529,0.0663883617963314,-0.0171024414221054,0.075,0.108333333333333,0.243507030603805,0.243507030603805,0.253954791797835,0.138565891472868,0.187835969570017,0.1,0.144760581738355,0.185714285714286,0.173214285714286,0.200487012987013,0.208851736040997,0.199471041778734,0.223333333333333,0.24481716967313,0.241977401129944,0.220157336091088,0.280550604080016
"ZEB2",-0.364008795437367,-0.34760667903525,-0.337402597402597,-0.334267399267399,-0.306493506493506,-0.294089321990858,-0.288486265405607,-0.286416647868261,-0.283442471781272,-0.281230769230769,-0.27897491264032,-0.271048083372027,-0.269230769230769,-0.258781291379678,-0.248611111111111,-0.245497076023392,-0.243384399967054,-0.233028806056329,-0.222937062937063,-0.22,-0.211111111111111,-0.202424242424242,-0.202238325281804,-0.2,-0.2,-0.174632034632035,-0.109427074588315,-0.0487189645660106,-0.0416666666666667,-0.00383216783216783,0.0531535950951122,0.082625612678168,0.0890350877192982,0.111615732880589,0.114054757270832,0.154412872192923,0.171428571428571,0.174285714285714,0.174632034632035,0.174632034632035,0.186837602083855,0.191358885017422,0.199467226720666,0.2,0.200449794108331,0.209090909090909,0.213333333333333,0.234385964912281,0.245072711655365,0.26882285128077,0.273055555555556,0.278251152647601,0.29081256490135,0.300356452290879,0.354614068133554
