"","KLF4","ZEB1","AXIN2","cateninmemb","Frizzled","TCFLEF","cateninnuc","Ecadherin","DSH","ERK","ILK","TrCP","NFB","IKK","AKT","SHH","miR200","Jagged","NOTCHic","NOTCH","SNAI2","TGFR","TGF","CDC42","PAK1","GSK3","Csl","RAF","PI3K","DELTA","RAS","SUFU","Patched","SMO","Csn","FUS","RKIP","LIV1","SMAD","EGR1","MEK","cfos","HEY1","SNAI1","STAT","Destcompl","SRC","CD44","cMet","SOSGRB2","GLI","Wnt","TWIST1","ZEB2","FOXC2"
"NOTCHic",-0.0190303657694962,-0.0117552334943639,-0.144025905959868,-0.103140075429061,-0.112307692307692,-0.0904695304695305,-0.0912328892481564,-0.04650761666801,-0.12,0.172857142857143,0.00476190476190476,0,0,0.0111111111111111,0.0180878552971576,0.0211331679073615,-0.0831193854315242,0.0328468539064566,0.0517972350230415,0.0517972350230415,-0.212364879151393,0.0151111111111111,0.0119263977353149,-0.0151111111111111,-0.0111111111111111,0.0597059941103828,-0.148571428571429,0.0609749670619236,0.0609749670619236,0.0609749670619236,0.0594971345496083,0.0333333333333333,-0.0243589743589744,-0.0243589743589744,0.0333333333333333,-0.0166666666666667,-0.0110334865070174,0.1,-0.00548132922233642,-0.18,-0.17,-0.18,-0.105886287625418,-0.0478693528693529,0.12,0.134612384079674,0.112307692307692,0.0933266733266733,0.103216783216783,-0.0642105263157895,0.0935393638619445,0.103216783216783,-0.029613154247948,0.0117552334943639,-0.134246214614878
"Csn",-0.00819938231702938,-0.0138990901571547,0.247057463802329,0.0925936172863593,0.213218390804598,0.202218438153694,0.203240687101379,0.0302489873955122,0.216666666666667,-0.0636796536796537,0.0143491200828157,0.02,0.136666666666667,0.1325,0.1317,-0.0223335187639788,0.122221064464254,-0.0418405492306307,0.0784992784992785,0.079460816960817,0.228253738611639,0.0919806561597606,0.0941286275201425,-0.0894165535956581,-0.0909090909090909,0.375240222858415,-0.0797979797979798,0.205506747577212,0.205506747577212,0.205506747577212,0.209153580590648,-0.0142857142857143,0.0231531908951264,0.0220779220779221,-0.145,0.019047619047619,0.184481120225443,-0.2,-0.0146061894915561,0.0766666666666667,0.0615963203463203,0.0675757575757576,-0.0215753045404208,0.211473920542388,-0.216666666666667,0.246039274577104,-0.213218390804598,-0.203826155195495,-0.209603932973272,0.061434336446443,-0.203927077078076,-0.209603932973272,0.0617664017453639,0.0138990901571547,0.288552994870856
"FUS",-0.0321948998178506,-0.0140671033932966,-0.188657619242327,-0.047695978341822,-0.125,-0.0333721033976527,-0.0360894947020005,0.0327873942524503,-0.15,-0.133892773892774,0.0520634920634921,0.1,0.192857142857143,0.188857142857143,0.188857142857143,0.215707070707071,0.137630924032729,0.0859909479186588,0.232424242424242,0.230151515151515,-0.118870361690147,0.238333333333333,0.235141843971631,-0.238333333333333,-0.246666666666667,0.19679823483116,-0.242424242424242,0.24679114490161,0.24679114490161,0.24679114490161,0.247227826124317,-0.133333333333333,-0.222777777777778,-0.228333333333333,-0.15,-0.253333333333333,0.149448535427917,0.1,-0.0527086533538146,0.16,0.130444498030705,0.136923076923077,-0.0689122471731167,0.170583717357911,0.05,0.193419370761078,0.03,0.0273570658036677,0.0244444444444444,0.212685560053981,0.121367521367521,0.119444444444444,0.0969342070743364,0.0140671033932966,0.286760435571688
"NOTCH",-0.0154589371980676,-0.0154589371980676,-0.150970350404313,-0.104559953725207,-0.12,-0.0933266733266733,-0.0904695304695305,-0.0442105263157895,-0.1,0.18,0.00476190476190476,0,-0.0333333333333333,0,0.0111111111111111,0.0243589743589744,-0.0813852813852814,0.0388071188071188,0.148571428571429,0.0517972350230415,-0.216573295985061,0.0151111111111111,0.0151111111111111,-0.0111111111111111,0,0.065491118077325,-0.12,0.0624242424242424,0.0624242424242424,0.0624242424242424,0.0609749670619236,0,-0.0243589743589744,-0.0166666666666667,0,0.0333333333333333,-0.0068081343943413,0,-0.00476190476190476,-0.2,-0.172857142857143,-0.18,-0.104347826086957,-0.0462820512820513,0.1,0.137612384079674,0.12,0.103216783216783,0.112307692307692,-0.0642105263157895,0.103216783216783,0.112307692307692,-0.0226949152542373,0.0154589371980676,-0.131020408163265
"Jagged",-0.0111111111111111,-0.0154589371980676,-0.152857142857143,-0.109271995610024,-0.1,-0.103216783216783,-0.0933266733266733,-0.0442105263157895,0,0.18,0,0,0,-0.0333333333333333,0,0.0243589743589744,-0.0842424242424242,0.0425108225108225,0.12,0.148571428571429,-0.224509803921569,0.0111111111111111,0.0151111111111111,0,0,0.0632183908045977,-0.1,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0624242424242424,0,-0.0166666666666667,0.0333333333333333,0,0,-0.0102564102564103,0,-0.00476190476190476,-0.1,-0.18,-0.2,-0.1,-0.0416666666666667,0,0.14415444015444,0.1,0.112307692307692,0.12,-0.08,0.112307692307692,0.12,-0.021,0.0154589371980676,-0.137142857142857
"DELTA",-0.0111111111111111,-0.0154589371980676,-0.152857142857143,-0.109271995610024,-0.1,-0.103216783216783,-0.0933266733266733,-0.0442105263157895,0,0.18,0,0,0,-0.0333333333333333,0,0.0243589743589744,-0.0842424242424242,0.0425108225108225,0.12,0.148571428571429,-0.224509803921569,0.0111111111111111,0.0151111111111111,0,0,0.0632183908045977,-0.1,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0624242424242424,0,-0.0166666666666667,0.0333333333333333,0,0,-0.0102564102564103,0,-0.00476190476190476,-0.1,-0.18,-0.2,-0.1,-0.0416666666666667,0,0.14415444015444,0.1,0.112307692307692,0.12,-0.08,0.112307692307692,0.12,-0.021,0.0154589371980676,-0.137142857142857
"SUFU",-0.0268056782609644,-0.0159994705430551,-0.191702115729446,-0.0502880656542367,-0.119444444444444,-0.0360894947020005,-0.0369590599193918,0.0335083005346336,-0.125,-0.130444498030705,0.0527086533538146,0.15,0.188857142857143,0.188857142857143,0.182816874400767,0.216865371865372,0.137630924032729,0.0900289526692526,0.230151515151515,0.227770562770563,-0.121968581861538,0.235141843971631,0.236916991900625,-0.238333333333333,-0.238333333333333,0.199368928918564,-0.232424242424242,0.247227826124317,0.247227826124317,0.247227826124317,0.246911370428115,-0.253333333333333,-0.215707070707071,-0.222777777777778,-0.192857142857143,-0.228333333333333,0.149856698693223,0.05,-0.0529396002360317,0.136923076923077,0.126614710796662,0.133892773892774,-0.0701170664502252,0.170072644104078,0.03,0.195386409570223,0.0244444444444444,0.0333721033976527,0.0273570658036677,0.210587657956079,0.12694372954596,0.121367521367521,0.0996146194454705,0.0159994705430551,0.285023462866973
"Patched",-0.0388888888888889,-0.0166666666666667,-0.200865800865801,-0.036989247311828,-0.2,-0.0244444444444444,-0.0273570658036677,0.0370981661272923,-0.2,-0.16,0.05,0,0.1,0.15,0.192857142857143,0.228333333333333,0.142857142857143,0.0871957671957672,0.233333333333333,0.242424242424242,-0.113195402298851,0.246666666666667,0.238333333333333,-0.266666666666667,-0.166666666666667,0.198168498168498,-0.2,0.257692307692308,0.257692307692308,0.257692307692308,0.251442307692308,0,-0.253333333333333,-0.133333333333333,0,-0.1,0.165714285714286,0.1,-0.06,0.1,0.136923076923077,0.1,-0.058974358974359,0.18010752688172,0.1,0.191128871128871,0.1,0.03,0.05,0.233333333333333,0.125,0.15,0.106481481481481,0.0166666666666667,0.305
"SMO",-0.0305555555555556,-0.018361581920904,-0.190520973279594,-0.0437853638166823,-0.15,-0.0273570658036677,-0.0333721033976527,0.0352531476771078,-0.2,-0.136923076923077,0.06,0,0.15,0.192857142857143,0.188857142857143,0.222777777777778,0.141591320072333,0.0871957671957672,0.242424242424242,0.232424242424242,-0.115100164203612,0.238333333333333,0.238333333333333,-0.246666666666667,-0.266666666666667,0.199139371954906,-0.233333333333333,0.251442307692308,0.251442307692308,0.251442307692308,0.24679114490161,-0.1,-0.228333333333333,-0.253333333333333,-0.1,-0.133333333333333,0.154603174603175,0.1,-0.0520634920634921,0.1,0.133892773892774,0.16,-0.0732600732600732,0.170583717357911,0.1,0.190353677330422,0.05,0.0244444444444444,0.03,0.228070175438596,0.119444444444444,0.125,0.100599128540305,0.018361581920904,0.294655172413793
"STAT",-0.123143196672608,-0.0227720996951766,-0.176036512507101,-0.150997635679655,-0.126785714285714,-0.123091896711771,-0.121065675019279,-0.0627724035401895,-0.114285714285714,-0.166666666666667,0.000644122383252818,0,0.05,0.0642857142857143,0.0727602905569007,0.0366471153186527,0.126874988612581,0.0536411770873379,0.0860625331213567,0.0909169020533955,-0.0134301249302657,0.0179724880382775,0.0203879469754756,-0.0153409090909091,-0.00909090909090909,0.189379172229639,-0.0725490196078431,0.201504342431762,0.201504342431762,0.201504342431762,0.202250611088478,-0.05,-0.0339922480620155,-0.0316666666666667,-0.05,-0.025,0.130287966537967,0.2,-0.00179354767060914,0.166666666666667,0.167741935483871,0.166666666666667,-0.00666666666666667,0.170425699046426,0.114285714285714,0.17155897580058,0.126785714285714,0.125931013431013,0.126785714285714,0.221182266009852,0.125945378151261,0.126785714285714,0.243783194982595,0.0227720996951766,0.290313565098841
"Frizzled",-0.0179271708683473,-0.0231042042511281,0.272431289640592,0.114688592951305,0.225,0.225627396305333,0.223246443924381,0.0309951522382679,0.3,-0.0274509803921569,0.0275889485191811,0.1,0.153333333333333,0.153333333333333,0.147083333333333,-0.0352604384862449,0.138989898989899,-0.0719904931669638,0.0773809523809524,0.0714985994397759,0.251385021211792,0.0889855072463768,0.0918426501035197,-0.0933333333333333,-0.1,0.372654127481714,-0.0857142857142857,0.198496240601504,0.198496240601504,0.198496240601504,0.199283642176307,0,0.032034632034632,0.0272727272727273,-0.133333333333333,0,0.203333333333333,-0.1,-0.0266543690799287,0.0333333333333333,0.0237472766884532,0.0333333333333333,-0.0388979814511729,0.220634920634921,-0.2,0.259127120732784,-0.225,-0.230263157894737,-0.230263157894737,0.0484848484848485,-0.230263157894737,-0.230263157894737,0.0514005602240896,0.0231042042511281,0.291867055832784
"DSH",-0.0188980446547551,-0.0238916058259313,0.272009348712322,0.112921808499008,0.230263157894737,0.223246443924381,0.223513585509421,0.0307317633006033,0.225,-0.0237472766884532,0.0266543690799287,0.133333333333333,0.153333333333333,0.147083333333333,0.145933908045977,-0.0358739354187603,0.13959965508746,-0.0696649117716149,0.0714985994397759,0.0707992987404752,0.249173146939382,0.0918426501035197,0.0928879462707671,-0.0889855072463768,-0.0933333333333333,0.378454591518837,-0.0773809523809524,0.199283642176307,0.199283642176307,0.199283642176307,0.20292509875894,0,0.0352604384862449,0.032034632034632,-0.153333333333333,0.0272727272727273,0.205431235431235,-0.2,-0.0262770105893627,0.0333333333333333,0.0214916375907088,0.0274509803921569,-0.0371435954862607,0.22440303657695,-0.225,0.264279792488509,-0.230263157894737,-0.225627396305333,-0.230263157894737,0.0436067997043607,-0.225687994496044,-0.230263157894737,0.0542374396567138,0.0238916058259313,0.292299956265685
"GSK3",-0.0188980446547551,-0.0255260783370754,0.270335071695579,0.112921808499008,0.230263157894737,0.223513585509421,0.224697796035736,0.0314890896094607,0.230263157894737,-0.0214916375907088,0.0262770105893627,0.153333333333333,0.147083333333333,0.145933908045977,0.145933908045977,-0.0344385287201957,0.141123687912782,-0.0683510431584762,0.0707992987404752,0.072617480558657,0.248914303108493,0.0928879462707671,0.0944264078092286,-0.0918426501035197,-0.0889855072463768,0.282780714646956,-0.0714985994397759,0.20292509875894,0.20292509875894,0.20292509875894,0.206076359263142,0.0272727272727273,0.0358739354187603,0.0352604384862449,-0.153333333333333,0.032034632034632,0.209190633927476,-0.225,-0.027026635776769,0.0274509803921569,0.020923455772527,0.0237472766884532,-0.0361055332025236,0.228057521626784,-0.230263157894737,0.266921567761493,-0.230263157894737,-0.223246443924381,-0.225627396305333,0.0440719159834305,-0.223329503930006,-0.225687994496044,0.0571823820382759,0.0255260783370754,0.295649238562335
"RAS",-0.0353571428571429,-0.0322643593519882,0.0738866930171278,-0.0491403129284246,0.1,0.0423914508520266,0.0438078814469274,-0.0776775954123415,0.1,0.135789473684211,0.104329004329004,0.2,0.133333333333333,0.126666666666667,0.126666666666667,0.10664406779661,0.0276,0.0962191996846048,0.0947368421052632,0.107944389275074,0.193958144346435,0.0858823529411765,0.0848922539312755,-0.08,-0.1,0.100193798449612,-0.1,0.172564102564103,0.172564102564103,0.172564102564103,0.0879487179487179,-0.1,-0.088,-0.1,-0.1,-0.1,0.0733396226415094,0,-0.102288188002474,-0.12,-0.137750257997936,-0.12,-0.109288537549407,-0.0249557522123894,-0.1,0.135007246053758,-0.1,-0.0439299123904881,-0.0588235294117647,-0.10952380952381,-0.0463235294117647,-0.0588235294117647,-0.134129841789416,0.0322643593519882,-0.0576190476190476
"RKIP",-0.0583452893352463,-0.0443452893352463,0.277074542897328,0.256475635299165,0.2,0.235793154214207,0.229431831058991,0.191280563567648,0.1,-0.173448275862069,-0.0827021822849807,0,0.0142857142857143,0.0142857142857143,0.00519480519480519,-0.139475409836066,0.12077101485614,-0.177849866601989,-0.0383838383838384,-0.0576146076146076,-0.137513551320161,0.0552380952380952,0.0449577214063195,-0.06,-0.0666666666666667,0.182505910165485,0.0111111111111111,0.128896103896104,0.128896103896104,0.128896103896104,0.119494394494395,0.1,0.128,0.1,0,0.1,0.0916666666666667,0,0.0856724793146837,0.12,0.171320616287601,0.17,0.086566008517228,0.25550487531751,-0.1,0.129669428747109,-0.2,-0.240688259109312,-0.236842105263158,0.154603174603175,-0.233846153846154,-0.23,0.0950831847890671,0.0443452893352463,0.246905393457118
"TCFLEF",0.0524748535777948,-0.0460198919014708,0.571651282051282,0.0187729016693914,0.192745098039216,0.12707269944821,0.125440397042712,0.00146010783793004,0.162745098039216,-0.0393379790940767,-0.0112312599681021,-0.114285714285714,-0.0953766233766234,-0.101828236279849,-0.105089105845067,-0.151389367937953,-0.036717084789374,-0.183735164492818,-0.242005420054201,-0.250975519721975,-0.1834021742349,0.110275915492173,0.108289160525285,-0.111210494931425,-0.120512820512821,0.226028353060527,0.226319145544397,-0.122586403319255,-0.122586403319255,-0.122586403319255,-0.126659990704275,0.133333333333333,0.145867895545315,0.136190476190476,0.123376623376623,0.126666666666667,-0.035193093630895,-0.133333333333333,0.0137169196239338,0.0242857142857143,0.0400182512029202,0.0364808362369338,0.043741935483871,0.0553250979610812,-0.170833333333333,0.297689394227137,-0.200833333333333,-0.226958151910982,-0.218782051282051,-0.120982035928144,-0.218768350149424,-0.210693815987934,-0.188341610236605,0.0460198919014708,-0.160798208325369
"MEK",-0.0426590148254424,-0.0467262417161987,0.281579047401832,0.249402464567457,0.23,0.229431831058991,0.225156738122188,0.191462712930125,0.2,-0.171320616287601,-0.0856724793146837,0,0.0142857142857143,0.00519480519480519,-0.0124522536287242,-0.142743383692275,0.117984637147162,-0.176210522339694,-0.0576146076146076,-0.0700233667386952,-0.143596276380988,0.0449577214063195,0.0471475024282173,-0.0552380952380952,-0.06,0.184225811885386,0.0383838383838384,0.119494394494395,0.119494394494395,0.119494394494395,0.11536741036741,0.1,0.139475409836066,0.128,-0.0142857142857143,0.1,0.0850877192982456,-0.1,0.0867794903847944,0.17,0.0646539496209342,0.173448275862069,0.0902023721535917,0.252940772753408,-0.2,0.133853529165519,-0.236842105263158,-0.235793154214207,-0.240688259109312,0.145714285714286,-0.228951048951049,-0.233846153846154,0.0939842836901661,0.0467262417161987,0.235193681745406
"SOSGRB2",-0.0630701754385965,-0.0544987468671679,0.260891089108911,0.231003003003003,0.2,0.21581998474447,0.210657460843896,0.170192842970184,0.1,-0.0280995280995281,0.0135483870967742,0.1,0.188888888888889,0.194152046783626,0.185818713450292,-0.0305468258956631,0.104269784807891,-0.0668559530970677,0.14965034965035,0.134157391903871,-0.0590481744758574,0.0594505494505494,0.0530675707271452,-0.0671428571428571,-0.0571428571428571,0.202683017465626,-0.172727272727273,0.214689265536723,0.214689265536723,0.214689265536723,0.208279009126467,0,0.0189189189189189,0,-0.2,0,-0.0335526315789474,0,-0.0142476877960749,0.0142857142857143,0.022038922038922,0.0253968253968254,-0.0122159090909091,0.10846908315565,-0.1,0.152133884013079,-0.2,-0.223188405797101,-0.230434782608696,0.0638888888888889,-0.217753623188406,-0.225,0.00397101449275362,0.0544987468671679,0.12041514041514
"TWIST1",-0.0678236397748593,-0.0766766766766767,0.0278115970051454,-0.0264190522487629,-0.00634920634920634,-0.0070032840002687,-0.00568068480532908,-0.0729392878341499,0.00476190476190477,0.0156521739130435,-0.0673855673855674,-0.2,-0.176923076923077,-0.172161172161172,-0.16707642639846,-0.111254920484963,0.0994347203298047,0.00526698904346536,-0.0663817663817664,-0.062608181476106,0.284809897625963,-0.0738257575757576,-0.0713200628149375,0.0775757575757576,0.0775757575757576,-0.0722121114715136,0.0740740740740741,-0.0545966615669336,-0.0545966615669336,-0.0545966615669336,-0.0518569355395363,0.166666666666667,0.114703196347032,0.113333333333333,0.2,0.133333333333333,0.129285664068273,-0.0333333333333333,0.0677156003888677,-0.02,-0.0141596365996106,-0.0156521739130435,0.0835599428819768,0.111244029682471,-0.00476190476190477,-0.0526415623996282,0.00634920634920634,0.00807525949797161,0.00847686592367442,-0.137908036535039,0.00950710108604844,0.00950710108604844,0.00676846100759144,0.0766766766766767,0.161014726084118
"Destcompl",-0.0743731038599175,-0.0861130199844353,0.342854637976112,0.237263816177149,0.289106327462492,0.287415466697822,0.288792315244482,-0.0189664655819956,0.29047619047619,-0.0286636860407352,0.0149206349206349,0.1,0.0956521739130435,0.091147669408539,0.0924899512877336,-0.159405152236874,0.132869283122165,-0.25136817362437,-0.0739561300430866,-0.0725533244318641,0.298557446975335,0.0856153931627097,0.0866991370050743,-0.0829838142153413,-0.0836734693877551,0.293825858392375,0.0717822169996083,0.0814215275162095,0.0814215275162095,0.0814215275162095,0.0839333014565549,0.144444444444444,0.159985423029911,0.160503557744937,-0.1,0.154789272030651,0.195697011550497,-0.283333333333333,-0.0150375939849624,0.0333333333333333,0.0286636860407352,0.0303030303030303,-0.0106114398422091,0.20239754671846,-0.29047619047619,0.190824508687551,-0.289106327462492,-0.286867521492343,-0.287613790149059,-0.0398805829750722,-0.286198485657903,-0.28712612944269,-0.0469707842267766,0.0861130199844353,0.109800125055873
"cMet",-0.217460317460317,-0.114430014430014,-0.0193650793650794,-0.0282867962405329,-0.05,-0.000936195587358378,-0.00658591310148267,-0.00641152449927802,-0.1,-0.11,-0.0368480725623583,0,0.166666666666667,0.16,0.16625,-0.0484659090909091,0.161849884716733,-0.0732522549913854,0.155639097744361,0.14500079987202,-0.0962042013136904,0.1325,0.128244680851064,-0.115833333333333,-0.153333333333333,0.218798003072197,-0.171428571428571,0.272380952380952,0.272380952380952,0.272380952380952,0.270494159928122,0.1,0.0390909090909091,0.03,-0.1,0.05,0.0962962962962963,0.1,0.0441207998350855,0.1,0.111818181818182,0.12,0.0216030271757826,0.23668757152254,0.2,0.195933483958694,0.15,-0.00829457364341085,0.00333333333333333,0.177619047619048,-0.00575757575757576,0.00333333333333333,0.155089105650903,0.114430014430014,0.252389240506329
"FOXC2",-0.144444444444444,-0.11734262125903,-0.268811421805515,-0.277697547484133,-0.215686274509804,-0.190577773304235,-0.192943900327896,-0.162761179084812,-0.233333333333333,0.0650267379679144,0.02,0.1,0.26,0.283809523809524,0.294920634920635,0.225806451612903,0.163768823768824,0.20793875789378,0.292535885167464,0.291504957332413,-0.194371423588994,0.0617575757575758,0.0573673318551367,-0.0630909090909091,-0.0590909090909091,0.259583754865572,-0.287272727272727,0.297179487179487,0.297179487179487,0.297179487179487,0.293503016591252,-0.2,-0.233333333333333,-0.233333333333333,-0.2,-0.233333333333333,0.242846835703979,0.233333333333333,-0.02,-0.08,-0.0639958101328629,-0.0709090909090909,-0.0491520244461421,0.235193674103001,0.233333333333333,0.24886790973083,0.215686274509804,0.19158111778584,0.199407204742362,0.165537449971412,0.19078651508719,0.199407204742362,0.281546840958606,0.11734262125903,0.311331249579888
"CD44",-0.203174603174603,-0.117460317460317,-0.04,-0.022948717948718,-0.1,0.00829457364341085,-0.000936195587358378,-0.00157691890131365,0,-0.12,-0.0388888888888889,0.1,0.1,0.166666666666667,0.16,-0.0390909090909091,0.163412384716733,-0.0689044289044289,0.171428571428571,0.155639097744361,-0.0932844932844933,0.115833333333333,0.1325,-0.153333333333333,-0.133333333333333,0.22202380952381,-0.1,0.280952380952381,0.280952380952381,0.280952380952381,0.272380952380952,0.1,0.03,0.05,0,0.1,0.103703703703704,0.1,0.0368480725623583,0.1,0.11,0.1,0.0274853801169591,0.245162147793727,0.1,0.191203754228964,0.2,0.00333333333333333,0.15,0.197619047619048,0.00333333333333333,0.05,0.165201465201465,0.117460317460317,0.26125
"AXIN2",-0.121966741096148,-0.13171872441799,0.700070651535803,0.279043975932117,0.334263565891473,0.342854637976112,0.343243743034478,-0.00824335848253317,0.313333333333333,-0.0281711116176582,0.0160110420979986,0.133333333333333,0.148792270531401,0.147342995169082,0.144009661835749,-0.19924202846334,0.17362099213746,-0.294751934317152,-0.064718045112782,-0.0694477748425117,0.347311434023527,0.117880476346553,0.119200608359754,-0.118765432098765,-0.12,0.360868029885192,0.0557894736842105,0.138006617591393,0.138006617591393,0.138006617591393,0.139318953549398,0.15,0.196291208791209,0.187362637362637,-0.144444444444444,0.173076923076923,0.244559553349876,-0.266666666666667,-0.0156142167011732,0.0266666666666667,0.0267918012728307,0.0291056910569106,-0.0130705031313551,0.253327046700273,-0.313333333333333,0.361400386089138,-0.334263565891473,-0.342737404681857,-0.341160117615611,-0.0392865541813648,-0.342417979250831,-0.341160117615611,-0.0501645998806242,0.13171872441799,0.156703975181727
"ZEB1",-0.138235929478835,-0.148444669068181,0.239778845608692,0.225893428392587,0.201974448315912,0.189981253602129,0.192036048122677,0.0946600934604821,0.219047619047619,-0.123450980392157,-0.113346035274349,-0.133333333333333,-0.179649122807018,-0.187845844118493,-0.190702986975636,-0.146489016182338,-0.100109391714813,-0.160100366672102,-0.218872549019608,-0.214740317614649,0.210071531391219,-0.0346775850653354,-0.0319216795535243,0.0382308845577211,0.0367816091954023,-0.230338711204754,0.220833333333333,-0.242617143664957,-0.242617143664957,-0.242617143664957,-0.238995096420862,0.133333333333333,0.151827094474153,0.153787878787879,0.153333333333333,0.158333333333333,-0.00224605826153214,-0.233333333333333,0.113346035274349,0.133333333333333,0.123891509026518,0.129333333333333,0.135353937944612,0.0120990222284499,-0.225641025641026,-0.244506872271657,-0.208567854909318,-0.189981253602129,-0.19484236471324,0.0308771929824561,-0.183358270679116,-0.188512909854373,-0.0567986212160969,0.148444669068181,0.0844845554789593
"SNAI2",-0.180576923076923,-0.160440109083281,-0.338607009319187,-0.355786767483229,-0.287272727272727,-0.26489389603232,-0.26489389603232,-0.348191517733852,-0.287272727272727,0.0882352941176471,0.0185110663983903,0.1,0.275,0.312931034482759,0.333412962193602,0.280952606394671,0.201122780213282,0.277866535427016,0.341666666666667,0.348160173160173,0.116274634824156,0.0630683042447748,0.0612049502075077,-0.0605042016806723,-0.0509803921568627,0.311194419386226,-0.322368421052632,0.351430828503354,0.351430828503354,0.351430828503354,0.351430828503354,-0.2,-0.283769507803121,-0.277647058823529,-0.2,-0.26,0.28824358974359,0.26,-0.0199464730969549,-0.1,-0.0855325914149444,-0.0941176470588235,-0.0506781193490054,0.287114114580821,0.287272727272727,0.302860635520808,0.287272727272727,0.268811421805515,0.27741357234315,0.206727518593644,0.268322663252241,0.27741357234315,0.341400808408229,0.160440109083281,0.365353205999248
"ZEB2",-0.278959369276766,-0.178570887675513,-0.167317087791865,-0.152849692774303,-0.140606060606061,-0.135557889245806,-0.133869577557495,-0.133299512843378,-0.127272727272727,-0.110370684776457,-0.106743538151989,-0.1,-0.0888888888888889,-0.0822222222222222,-0.0756801661474559,-0.0746388976876782,-0.0581424304680625,-0.0480471909504731,-0.041948717948718,-0.0359377889869693,-0.021795345341267,0.00138528138528139,0.00244348244348244,0.00337662337662338,0.00519480519480519,0.0419354737040918,0.0512820512820513,0.0711255411255411,0.0711255411255411,0.0711255411255411,0.0730527359863548,0.075,0.0782752613240418,0.0807142857142857,0.0888888888888889,0.0892857142857143,0.0963123993558776,0.1,0.106743538151989,0.108333333333333,0.112809709166701,0.11359649122807,0.118592375366569,0.119842055340938,0.12,0.127803472392606,0.133333333333333,0.137670565302144,0.13859649122807,0.144102564102564,0.144816834541605,0.145734265734266,0.17599081060836,0.178570887675513,0.246234654234654
